"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_031_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Firm choice' ",5880
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'England' ","'RPA' ",35
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Northern Ireland' ","'Firm choice' ",15
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Northern Ireland' ","'Insurance choice' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Scotland' ","'Firm choice' ",200
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Scotland' ","'Insurance choice' ",15
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Scotland' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Scotland' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Scotland' ","'Direct Clearing' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Wales' ","'Firm choice' ",60
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Wales' ","'Insurance choice' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Wales' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'Firm choice' ",1600
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'Insurance choice' ",245
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'Other main scheme choice' ",45
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'Extra' ",30
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'Adjustment' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'Main scheme Clearing' ",270
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'Direct Clearing' ",70
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ","'RPA' ",40
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Northern Ireland' ","'Firm choice' ",55
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Northern Ireland' ","'Insurance choice' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ","'Firm choice' ",255
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ","'Insurance choice' ",25
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ","'Extra' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ","'Main scheme Clearing' ",15
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ","'RPA' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Wales' ","'Firm choice' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Wales' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Wales' ","'RPA' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'Firm choice' ",610
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'Insurance choice' ",90
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'Extra' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'Adjustment' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'Main scheme Clearing' ",50
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'Direct Clearing' ",15
2015 ,"'Y Combs of phys/math/comp sciences' ","'England' ","'RPA' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Northern Ireland' ","'Firm choice' ",35
2015 ,"'Y Combs of phys/math/comp sciences' ","'Scotland' ","'Firm choice' ",145
2015 ,"'Y Combs of phys/math/comp sciences' ","'Scotland' ","'Insurance choice' ",20
2015 ,"'Y Combs of phys/math/comp sciences' ","'Scotland' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Wales' ","'Firm choice' ",25
2015 ,"'Y Combs of phys/math/comp sciences' ","'Wales' ","'Insurance choice' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Wales' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Wales' ","'RPA' ",5
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ","'Firm choice' ",2835
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ","'Insurance choice' ",125
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ","'Other main scheme choice' ",75
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ","'Extra' ",50
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ","'Main scheme Clearing' ",220
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ","'Direct Clearing' ",100
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ","'RPA' ",80
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ","'Firm choice' ",370
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ","'Insurance choice' ",15
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ","'Other main scheme choice' ",10
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ","'Extra' ",5
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ","'Main scheme Clearing' ",10
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ","'RPA' ",5
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ","'Firm choice' ",165
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ","'Insurance choice' ",15
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ","'Other main scheme choice' ",10
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ","'Extra' ",5
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ","'Main scheme Clearing' ",15
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ","'Direct Clearing' ",20
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ","'RPA' ",15
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'Firm choice' ",3265
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'Insurance choice' ",240
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'Other main scheme choice' ",120
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'Extra' ",105
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'Adjustment' ",5
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'Main scheme Clearing' ",365
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'Direct Clearing' ",215
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ","'RPA' ",205
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Northern Ireland' ","'Firm choice' ",5
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ","'Firm choice' ",340
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ","'Insurance choice' ",30
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ","'Extra' ",5
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ","'Main scheme Clearing' ",25
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ","'Direct Clearing' ",5
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ","'RPA' ",55
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Wales' ","'Firm choice' ",125
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Wales' ","'Insurance choice' ",10
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Wales' ","'Main scheme Clearing' ",15
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Wales' ","'RPA' ",10
2015 ,"'Y Combs of sciences with engineering/technology' ","'England' ","'Firm choice' ",715
2015 ,"'Y Combs of sciences with engineering/technology' ","'England' ","'Insurance choice' ",55
2015 ,"'Y Combs of sciences with engineering/technology' ","'England' ","'Other main scheme choice' ",20
2015 ,"'Y Combs of sciences with engineering/technology' ","'England' ","'Extra' ",10
2015 ,"'Y Combs of sciences with engineering/technology' ","'England' ","'Main scheme Clearing' ",75
2015 ,"'Y Combs of sciences with engineering/technology' ","'England' ","'Direct Clearing' ",10
2015 ,"'Y Combs of sciences with engineering/technology' ","'England' ","'RPA' ",20
2015 ,"'Y Combs of sciences with engineering/technology' ","'Northern Ireland' ","'Firm choice' ",65
2015 ,"'Y Combs of sciences with engineering/technology' ","'Northern Ireland' ","'Insurance choice' ",15
2015 ,"'Y Combs of sciences with engineering/technology' ","'Scotland' ","'Firm choice' ",140
2015 ,"'Y Combs of sciences with engineering/technology' ","'Scotland' ","'Insurance choice' ",5
2015 ,"'Y Combs of sciences with engineering/technology' ","'Scotland' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of sciences with engineering/technology' ","'Scotland' ","'RPA' ",5
2015 ,"'Y Combs of sciences with engineering/technology' ","'Wales' ","'Firm choice' ",50
2015 ,"'Y Combs of sciences with engineering/technology' ","'Wales' ","'Insurance choice' ",10
2015 ,"'Y Combs of sciences with engineering/technology' ","'Wales' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of sciences with engineering/technology' ","'Wales' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of sciences with engineering/technology' ","'Wales' ","'RPA' ",5
2015 ,"'Y Combs of soc studies/law' ","'England' ","'Firm choice' ",1015
2015 ,"'Y Combs of soc studies/law' ","'England' ","'Insurance choice' ",135
2015 ,"'Y Combs of soc studies/law' ","'England' ","'Other main scheme choice' ",35
2015 ,"'Y Combs of soc studies/law' ","'England' ","'Extra' ",30
2015 ,"'Y Combs of soc studies/law' ","'England' ","'Adjustment' ",10
2015 ,"'Y Combs of soc studies/law' ","'England' ","'Main scheme Clearing' ",190
2015 ,"'Y Combs of soc studies/law' ","'England' ","'Direct Clearing' ",40
2015 ,"'Y Combs of soc studies/law' ","'England' ","'RPA' ",90
2015 ,"'Y Combs of soc studies/law' ","'Northern Ireland' ","'Firm choice' ",30
2015 ,"'Y Combs of soc studies/law' ","'Northern Ireland' ","'Extra' ",5
2015 ,"'Y Combs of soc studies/law' ","'Scotland' ","'Firm choice' ",170
2015 ,"'Y Combs of soc studies/law' ","'Scotland' ","'Insurance choice' ",15
2015 ,"'Y Combs of soc studies/law' ","'Scotland' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of soc studies/law' ","'Wales' ","'Firm choice' ",140
2015 ,"'Y Combs of soc studies/law' ","'Wales' ","'Insurance choice' ",15
2015 ,"'Y Combs of soc studies/law' ","'Wales' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of soc studies/law' ","'Wales' ","'Main scheme Clearing' ",15
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'Firm choice' ",1815
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'Insurance choice' ",335
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'Other main scheme choice' ",60
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'Extra' ",25
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'Adjustment' ",20
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'Main scheme Clearing' ",475
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'Direct Clearing' ",85
2015 ,"'Y Combs of soc studies/law with business' ","'England' ","'RPA' ",235
2015 ,"'Y Combs of soc studies/law with business' ","'Northern Ireland' ","'Firm choice' ",35
2015 ,"'Y Combs of soc studies/law with business' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2015 ,"'Y Combs of soc studies/law with business' ","'Scotland' ","'Firm choice' ",360
2015 ,"'Y Combs of soc studies/law with business' ","'Scotland' ","'Insurance choice' ",40
2015 ,"'Y Combs of soc studies/law with business' ","'Scotland' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of soc studies/law with business' ","'Scotland' ","'Extra' ",10
2015 ,"'Y Combs of soc studies/law with business' ","'Scotland' ","'Main scheme Clearing' ",40
2015 ,"'Y Combs of soc studies/law with business' ","'Scotland' ","'Direct Clearing' ",5
2015 ,"'Y Combs of soc studies/law with business' ","'Scotland' ","'RPA' ",40
2015 ,"'Y Combs of soc studies/law with business' ","'Wales' ","'Firm choice' ",65
2015 ,"'Y Combs of soc studies/law with business' ","'Wales' ","'Insurance choice' ",15
2015 ,"'Y Combs of soc studies/law with business' ","'Wales' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of soc studies/law with business' ","'Wales' ","'Main scheme Clearing' ",10
2015 ,"'Y Combs of soc studies/law with business' ","'Wales' ","'Direct Clearing' ",5
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'Firm choice' ",4820
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'Insurance choice' ",485
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'Other main scheme choice' ",145
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'Extra' ",95
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'Adjustment' ",15
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'Main scheme Clearing' ",595
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'Direct Clearing' ",185
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ","'RPA' ",345
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Northern Ireland' ","'Firm choice' ",95
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Northern Ireland' ","'Insurance choice' ",5
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ","'Firm choice' ",625
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ","'Insurance choice' ",45
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ","'Other main scheme choice' ",10
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ","'Extra' ",5
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ","'Main scheme Clearing' ",20
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ","'RPA' ",110
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ","'Firm choice' ",185
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ","'Insurance choice' ",25
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ","'Other main scheme choice' ",10
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ","'Main scheme Clearing' ",35
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ","'Direct Clearing' ",5
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ","'RPA' ",5
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'Firm choice' ",1265
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'Insurance choice' ",175
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'Other main scheme choice' ",35
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'Extra' ",25
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'Adjustment' ",5
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'Main scheme Clearing' ",245
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'Direct Clearing' ",40
2015 ,"'Y Combs of social studies/bus/law with languages' ","'England' ","'RPA' ",40
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Northern Ireland' ","'Firm choice' ",20
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Northern Ireland' ","'Insurance choice' ",5
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Scotland' ","'Firm choice' ",360
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Scotland' ","'Insurance choice' ",25
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Scotland' ","'Main scheme Clearing' ",10
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Scotland' ","'RPA' ",15
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Wales' ","'Firm choice' ",75
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Wales' ","'Insurance choice' ",20
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Wales' ","'Main scheme Clearing' ",15
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Wales' ","'RPA' ",5
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'Firm choice' ",4880
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'Insurance choice' ",430
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'Other main scheme choice' ",90
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'Extra' ",65
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'Adjustment' ",15
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'Main scheme Clearing' ",595
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'Direct Clearing' ",100
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ","'RPA' ",205
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Northern Ireland' ","'Firm choice' ",30
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ","'Firm choice' ",260
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ","'Insurance choice' ",15
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ","'Other main scheme choice' ",5
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ","'Extra' ",5
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ","'Main scheme Clearing' ",5
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ","'RPA' ",40
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ","'Firm choice' ",100
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ","'Insurance choice' ",5
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ","'Other main scheme choice' ",10
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ","'Extra' ",5
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ","'Main scheme Clearing' ",25
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ","'Direct Clearing' ",15
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ","'RPA' ",20
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Firm choice' ",5450
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Insurance choice' ",70
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Other main scheme choice' ",50
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Extra' ",35
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Adjustment' ",15
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Main scheme Clearing' ",405
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Direct Clearing' ",5
2016 ,"'A1 - Pre-clinical Medicine' ","'England' ","'RPA' ",155
2016 ,"'A1 - Pre-clinical Medicine' ","'Northern Ireland' ","'Firm choice' ",210
2016 ,"'A1 - Pre-clinical Medicine' ","'Northern Ireland' ","'Main scheme Clearing' ",50
2016 ,"'A1 - Pre-clinical Medicine' ","'Northern Ireland' ","'RPA' ",10
2016 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ","'Firm choice' ",805
2016 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ","'Insurance choice' ",5
2016 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ","'Other main scheme choice' ",5
2016 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ","'Extra' ",55
2016 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ","'Main scheme Clearing' ",60
2016 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ","'RPA' ",85
2016 ,"'A1 - Pre-clinical Medicine' ","'Wales' ","'Firm choice' ",295
2016 ,"'A1 - Pre-clinical Medicine' ","'Wales' ","'Insurance choice' ",5
2016 ,"'A1 - Pre-clinical Medicine' ","'Wales' ","'Other main scheme choice' ",5
2016 ,"'A1 - Pre-clinical Medicine' ","'Wales' ","'Main scheme Clearing' ",50
2016 ,"'A2 - Pre-clinical Dentistry' ","'England' ","'Firm choice' ",735
2016 ,"'A2 - Pre-clinical Dentistry' ","'England' ","'Insurance choice' ",10
2016 ,"'A2 - Pre-clinical Dentistry' ","'England' ","'Main scheme Clearing' ",65
2016 ,"'A2 - Pre-clinical Dentistry' ","'England' ","'Direct Clearing' ",5
2016 ,"'A2 - Pre-clinical Dentistry' ","'Northern Ireland' ","'Firm choice' ",45
2016 ,"'A2 - Pre-clinical Dentistry' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2016 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ","'Firm choice' ",130
2016 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ","'Insurance choice' ",5
2016 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ","'Extra' ",5
2016 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ","'Main scheme Clearing' ",15
2016 ,"'A2 - Pre-clinical Dentistry' ","'Wales' ","'Firm choice' ",70
2016 ,"'A9 - Others in Medicine and Dentistry' ","'England' ","'Firm choice' ",25
2016 ,"'A9 - Others in Medicine and Dentistry' ","'England' ","'Insurance choice' ",5
2016 ,"'A9 - Others in Medicine and Dentistry' ","'England' ","'Main scheme Clearing' ",50
2016 ,"'A9 - Others in Medicine and Dentistry' ","'England' ","'Direct Clearing' ",10
2016 ,"'A9 - Others in Medicine and Dentistry' ","'England' ","'RPA' ",5
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Northern Ireland' ","'Firm choice' ",20
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Northern Ireland' ","'Insurance choice' ",5
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Scotland' ","'Firm choice' ",50
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Scotland' ","'Main scheme Clearing' ",5
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Scotland' ","'RPA' ",10
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'Firm choice' ",2630
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'Insurance choice' ",225
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'Other main scheme choice' ",65
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'Extra' ",110
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'Adjustment' ",5
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'Main scheme Clearing' ",300
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'Direct Clearing' ",60
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ","'RPA' ",55
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Northern Ireland' ","'Firm choice' ",115
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Northern Ireland' ","'Insurance choice' ",10
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ","'Firm choice' ",555
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ","'Insurance choice' ",20
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ","'Other main scheme choice' ",5
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ","'Extra' ",10
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ","'Main scheme Clearing' ",35
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ","'RPA' ",15
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ","'Firm choice' ",200
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ","'Insurance choice' ",15
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ","'Extra' ",10
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ","'Main scheme Clearing' ",65
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ","'Direct Clearing' ",10
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ","'RPA' ",10
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'Firm choice' ",2150
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'Insurance choice' ",375
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'Other main scheme choice' ",70
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'Extra' ",80
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'Adjustment' ",15
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'Main scheme Clearing' ",725
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'Direct Clearing' ",120
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ","'RPA' ",60
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ","'Firm choice' ",135
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ","'Insurance choice' ",15
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ","'Direct Clearing' ",5
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ","'Firm choice' ",315
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ","'Insurance choice' ",30
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ","'Extra' ",10
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ","'Main scheme Clearing' ",35
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ","'Direct Clearing' ",10
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ","'Firm choice' ",140
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ","'Insurance choice' ",5
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ","'Extra' ",5
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ","'Main scheme Clearing' ",5
2016 ,"'B3 - Complementary Medicine' ","'England' ","'Firm choice' ",655
2016 ,"'B3 - Complementary Medicine' ","'England' ","'Insurance choice' ",10
