"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Ethnic Group (Summary Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_022_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Ethnic Group (Summary Level) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Firm choice' ",1725
2014 ,"'Y Combined arts' ","'Other' ","'Main scheme Clearing' ",10
2014 ,"'Y Combined arts' ","'Other' ","'Direct Clearing' ",5
2014 ,"'Y Combined arts' ","'Unknown' ","'Firm choice' ",50
2014 ,"'Y Combined arts' ","'Unknown' ","'Insurance choice' ",5
2014 ,"'Y Combined arts' ","'Unknown' ","'Other main scheme choice' ",5
2014 ,"'Y Combined arts' ","'Unknown' ","'Main scheme Clearing' ",5
2014 ,"'Y Combined arts' ","'Unknown' ","'Direct Clearing' ",5
2014 ,"'Y Combined arts' ","'Unknown' ","'RPA' ",45
2014 ,"'Y Combined sciences' ","'Asian' ","'Firm choice' ",485
2014 ,"'Y Combined sciences' ","'Asian' ","'Insurance choice' ",100
2014 ,"'Y Combined sciences' ","'Asian' ","'Other main scheme choice' ",20
2014 ,"'Y Combined sciences' ","'Asian' ","'Extra' ",30
2014 ,"'Y Combined sciences' ","'Asian' ","'Adjustment' ",5
2014 ,"'Y Combined sciences' ","'Asian' ","'Main scheme Clearing' ",210
2014 ,"'Y Combined sciences' ","'Asian' ","'Direct Clearing' ",20
2014 ,"'Y Combined sciences' ","'Asian' ","'RPA' ",20
2014 ,"'Y Combined sciences' ","'Black' ","'Firm choice' ",235
2014 ,"'Y Combined sciences' ","'Black' ","'Insurance choice' ",50
2014 ,"'Y Combined sciences' ","'Black' ","'Other main scheme choice' ",20
2014 ,"'Y Combined sciences' ","'Black' ","'Extra' ",35
2014 ,"'Y Combined sciences' ","'Black' ","'Main scheme Clearing' ",130
2014 ,"'Y Combined sciences' ","'Black' ","'Direct Clearing' ",20
2014 ,"'Y Combined sciences' ","'Black' ","'RPA' ",25
2014 ,"'Y Combined sciences' ","'Mixed' ","'Firm choice' ",165
2014 ,"'Y Combined sciences' ","'Mixed' ","'Insurance choice' ",20
2014 ,"'Y Combined sciences' ","'Mixed' ","'Other main scheme choice' ",5
2014 ,"'Y Combined sciences' ","'Mixed' ","'Extra' ",10
2014 ,"'Y Combined sciences' ","'Mixed' ","'Main scheme Clearing' ",30
2014 ,"'Y Combined sciences' ","'Mixed' ","'Direct Clearing' ",5
2014 ,"'Y Combined sciences' ","'Mixed' ","'RPA' ",5
2014 ,"'Y Combined sciences' ","'White' ","'Firm choice' ",4095
2014 ,"'Y Combined sciences' ","'White' ","'Insurance choice' ",360
2014 ,"'Y Combined sciences' ","'White' ","'Other main scheme choice' ",125
2014 ,"'Y Combined sciences' ","'White' ","'Extra' ",115
2014 ,"'Y Combined sciences' ","'White' ","'Adjustment' ",5
2014 ,"'Y Combined sciences' ","'White' ","'Main scheme Clearing' ",375
2014 ,"'Y Combined sciences' ","'White' ","'Direct Clearing' ",105
2014 ,"'Y Combined sciences' ","'White' ","'RPA' ",70
2014 ,"'Y Combined sciences' ","'Other' ","'Firm choice' ",75
2014 ,"'Y Combined sciences' ","'Other' ","'Insurance choice' ",15
2014 ,"'Y Combined sciences' ","'Other' ","'Other main scheme choice' ",5
2014 ,"'Y Combined sciences' ","'Other' ","'Extra' ",5
2014 ,"'Y Combined sciences' ","'Other' ","'Main scheme Clearing' ",30
2014 ,"'Y Combined sciences' ","'Other' ","'Direct Clearing' ",5
2014 ,"'Y Combined sciences' ","'Other' ","'RPA' ",10
2014 ,"'Y Combined sciences' ","'Unknown' ","'Firm choice' ",25
2014 ,"'Y Combined sciences' ","'Unknown' ","'Other main scheme choice' ",5
2014 ,"'Y Combined sciences' ","'Unknown' ","'Main scheme Clearing' ",10
2014 ,"'Y Combined sciences' ","'Unknown' ","'Direct Clearing' ",5
2014 ,"'Y Combined sciences' ","'Unknown' ","'RPA' ",65
2014 ,"'Y Combined social sciences' ","'Asian' ","'Firm choice' ",415
2014 ,"'Y Combined social sciences' ","'Asian' ","'Insurance choice' ",75
2014 ,"'Y Combined social sciences' ","'Asian' ","'Other main scheme choice' ",10
2014 ,"'Y Combined social sciences' ","'Asian' ","'Extra' ",15
2014 ,"'Y Combined social sciences' ","'Asian' ","'Adjustment' ",5
2014 ,"'Y Combined social sciences' ","'Asian' ","'Main scheme Clearing' ",190
2014 ,"'Y Combined social sciences' ","'Asian' ","'Direct Clearing' ",30
2014 ,"'Y Combined social sciences' ","'Asian' ","'RPA' ",10
2014 ,"'Y Combined social sciences' ","'Black' ","'Firm choice' ",260
2014 ,"'Y Combined social sciences' ","'Black' ","'Insurance choice' ",40
2014 ,"'Y Combined social sciences' ","'Black' ","'Other main scheme choice' ",10
2014 ,"'Y Combined social sciences' ","'Black' ","'Extra' ",5
2014 ,"'Y Combined social sciences' ","'Black' ","'Main scheme Clearing' ",75
2014 ,"'Y Combined social sciences' ","'Black' ","'Direct Clearing' ",15
2014 ,"'Y Combined social sciences' ","'Black' ","'RPA' ",10
2014 ,"'Y Combined social sciences' ","'Mixed' ","'Firm choice' ",120
2014 ,"'Y Combined social sciences' ","'Mixed' ","'Insurance choice' ",20
2014 ,"'Y Combined social sciences' ","'Mixed' ","'Other main scheme choice' ",5
2014 ,"'Y Combined social sciences' ","'Mixed' ","'Extra' ",5
2014 ,"'Y Combined social sciences' ","'Mixed' ","'Main scheme Clearing' ",35
2014 ,"'Y Combined social sciences' ","'Mixed' ","'Direct Clearing' ",10
2014 ,"'Y Combined social sciences' ","'Mixed' ","'RPA' ",5
2014 ,"'Y Combined social sciences' ","'White' ","'Firm choice' ",1930
2014 ,"'Y Combined social sciences' ","'White' ","'Insurance choice' ",220
2014 ,"'Y Combined social sciences' ","'White' ","'Other main scheme choice' ",55
2014 ,"'Y Combined social sciences' ","'White' ","'Extra' ",30
2014 ,"'Y Combined social sciences' ","'White' ","'Adjustment' ",5
2014 ,"'Y Combined social sciences' ","'White' ","'Main scheme Clearing' ",280
2014 ,"'Y Combined social sciences' ","'White' ","'Direct Clearing' ",45
2014 ,"'Y Combined social sciences' ","'White' ","'RPA' ",45
2014 ,"'Y Combined social sciences' ","'Other' ","'Firm choice' ",45
2014 ,"'Y Combined social sciences' ","'Other' ","'Insurance choice' ",5
2014 ,"'Y Combined social sciences' ","'Other' ","'Main scheme Clearing' ",15
2014 ,"'Y Combined social sciences' ","'Other' ","'RPA' ",5
2014 ,"'Y Combined social sciences' ","'Unknown' ","'Firm choice' ",15
2014 ,"'Y Combined social sciences' ","'Unknown' ","'Insurance choice' ",5
2014 ,"'Y Combined social sciences' ","'Unknown' ","'Main scheme Clearing' ",5
2014 ,"'Y Combined social sciences' ","'Unknown' ","'RPA' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'Firm choice' ",625
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'Insurance choice' ",120
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'Other main scheme choice' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'Extra' ",20
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'Adjustment' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'Main scheme Clearing' ",170
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'Direct Clearing' ",45
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Asian' ","'RPA' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Black' ","'Firm choice' ",465
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Black' ","'Insurance choice' ",45
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Black' ","'Other main scheme choice' ",35
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Black' ","'Extra' ",30
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Black' ","'Main scheme Clearing' ",145
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Black' ","'Direct Clearing' ",50
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Black' ","'RPA' ",70
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Mixed' ","'Firm choice' ",350
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Mixed' ","'Insurance choice' ",25
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Mixed' ","'Other main scheme choice' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Mixed' ","'Extra' ",10
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Mixed' ","'Main scheme Clearing' ",50
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Mixed' ","'Direct Clearing' ",20
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Mixed' ","'RPA' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'Firm choice' ",8820
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'Insurance choice' ",585
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'Other main scheme choice' ",230
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'Extra' ",130
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'Adjustment' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'Main scheme Clearing' ",670
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'Direct Clearing' ",275
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'White' ","'RPA' ",185
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Firm choice' ",80
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Insurance choice' ",10
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Other main scheme choice' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Main scheme Clearing' ",20
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Direct Clearing' ",10
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'RPA' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Unknown' ","'Firm choice' ",50
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Unknown' ","'Main scheme Clearing' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Unknown' ","'Direct Clearing' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Unknown' ","'RPA' ",65
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'Firm choice' ",385
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'Insurance choice' ",40
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'Other main scheme choice' ",20
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'Extra' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'Adjustment' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'Main scheme Clearing' ",95
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'Direct Clearing' ",15
2014 ,"'Y Social Sciences combined with Arts' ","'Asian' ","'RPA' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Black' ","'Firm choice' ",325
2014 ,"'Y Social Sciences combined with Arts' ","'Black' ","'Insurance choice' ",50
2014 ,"'Y Social Sciences combined with Arts' ","'Black' ","'Other main scheme choice' ",20
2014 ,"'Y Social Sciences combined with Arts' ","'Black' ","'Extra' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Black' ","'Main scheme Clearing' ",95
2014 ,"'Y Social Sciences combined with Arts' ","'Black' ","'Direct Clearing' ",30
2014 ,"'Y Social Sciences combined with Arts' ","'Black' ","'RPA' ",15
2014 ,"'Y Social Sciences combined with Arts' ","'Mixed' ","'Firm choice' ",280
2014 ,"'Y Social Sciences combined with Arts' ","'Mixed' ","'Insurance choice' ",35
2014 ,"'Y Social Sciences combined with Arts' ","'Mixed' ","'Other main scheme choice' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Mixed' ","'Extra' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Mixed' ","'Main scheme Clearing' ",65
2014 ,"'Y Social Sciences combined with Arts' ","'Mixed' ","'Direct Clearing' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Mixed' ","'RPA' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'Firm choice' ",5265
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'Insurance choice' ",445
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'Other main scheme choice' ",115
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'Extra' ",80
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'Adjustment' ",15
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'Main scheme Clearing' ",505
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'Direct Clearing' ",130
2014 ,"'Y Social Sciences combined with Arts' ","'White' ","'RPA' ",135
2014 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Firm choice' ",85
2014 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Insurance choice' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Other main scheme choice' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Extra' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Main scheme Clearing' ",20
2014 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Direct Clearing' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Other' ","'RPA' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Unknown' ","'Firm choice' ",40
2014 ,"'Y Social Sciences combined with Arts' ","'Unknown' ","'Insurance choice' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Unknown' ","'Other main scheme choice' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Unknown' ","'Main scheme Clearing' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Unknown' ","'Direct Clearing' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'Unknown' ","'RPA' ",75
2014 ,"'Z General, other combined and unknown' ","'Asian' ","'Firm choice' ",385
2014 ,"'Z General, other combined and unknown' ","'Asian' ","'Insurance choice' ",75
2014 ,"'Z General, other combined and unknown' ","'Asian' ","'Other main scheme choice' ",10
2014 ,"'Z General, other combined and unknown' ","'Asian' ","'Extra' ",10
2014 ,"'Z General, other combined and unknown' ","'Asian' ","'Main scheme Clearing' ",130
2014 ,"'Z General, other combined and unknown' ","'Asian' ","'Direct Clearing' ",15
2014 ,"'Z General, other combined and unknown' ","'Asian' ","'RPA' ",30
2014 ,"'Z General, other combined and unknown' ","'Black' ","'Firm choice' ",140
2014 ,"'Z General, other combined and unknown' ","'Black' ","'Insurance choice' ",20
2014 ,"'Z General, other combined and unknown' ","'Black' ","'Other main scheme choice' ",20
2014 ,"'Z General, other combined and unknown' ","'Black' ","'Extra' ",15
2014 ,"'Z General, other combined and unknown' ","'Black' ","'Main scheme Clearing' ",85
2014 ,"'Z General, other combined and unknown' ","'Black' ","'Direct Clearing' ",20
2014 ,"'Z General, other combined and unknown' ","'Black' ","'RPA' ",265
2014 ,"'Z General, other combined and unknown' ","'Mixed' ","'Firm choice' ",180
2014 ,"'Z General, other combined and unknown' ","'Mixed' ","'Insurance choice' ",15
2014 ,"'Z General, other combined and unknown' ","'Mixed' ","'Other main scheme choice' ",5
2014 ,"'Z General, other combined and unknown' ","'Mixed' ","'Extra' ",5
2014 ,"'Z General, other combined and unknown' ","'Mixed' ","'Main scheme Clearing' ",20
2014 ,"'Z General, other combined and unknown' ","'Mixed' ","'Direct Clearing' ",5
2014 ,"'Z General, other combined and unknown' ","'Mixed' ","'RPA' ",25
2014 ,"'Z General, other combined and unknown' ","'White' ","'Firm choice' ",3040
2014 ,"'Z General, other combined and unknown' ","'White' ","'Insurance choice' ",215
2014 ,"'Z General, other combined and unknown' ","'White' ","'Other main scheme choice' ",60
2014 ,"'Z General, other combined and unknown' ","'White' ","'Extra' ",45
2014 ,"'Z General, other combined and unknown' ","'White' ","'Adjustment' ",10
2014 ,"'Z General, other combined and unknown' ","'White' ","'Main scheme Clearing' ",265
2014 ,"'Z General, other combined and unknown' ","'White' ","'Direct Clearing' ",65
2014 ,"'Z General, other combined and unknown' ","'White' ","'RPA' ",75
2014 ,"'Z General, other combined and unknown' ","'Other' ","'Firm choice' ",45
2014 ,"'Z General, other combined and unknown' ","'Other' ","'Insurance choice' ",5
2014 ,"'Z General, other combined and unknown' ","'Other' ","'Main scheme Clearing' ",15
2014 ,"'Z General, other combined and unknown' ","'Other' ","'RPA' ",25
2014 ,"'Z General, other combined and unknown' ","'Unknown' ","'Firm choice' ",40
2014 ,"'Z General, other combined and unknown' ","'Unknown' ","'Insurance choice' ",5
2014 ,"'Z General, other combined and unknown' ","'Unknown' ","'Main scheme Clearing' ",10
2014 ,"'Z General, other combined and unknown' ","'Unknown' ","'Direct Clearing' ",5
2014 ,"'Z General, other combined and unknown' ","'Unknown' ","'RPA' ",45
2015 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Firm choice' ",1730
2015 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Insurance choice' ",20
2015 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Other main scheme choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Extra' ",35
2015 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Main scheme Clearing' ",155
2015 ,"'Group A Medicine and Dentistry' ","'Asian' ","'RPA' ",10
2015 ,"'Group A Medicine and Dentistry' ","'Black' ","'Firm choice' ",250
2015 ,"'Group A Medicine and Dentistry' ","'Black' ","'Insurance choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Black' ","'Extra' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Black' ","'Main scheme Clearing' ",20
2015 ,"'Group A Medicine and Dentistry' ","'Mixed' ","'Firm choice' ",355
2015 ,"'Group A Medicine and Dentistry' ","'Mixed' ","'Insurance choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Mixed' ","'Extra' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Mixed' ","'Main scheme Clearing' ",25
2015 ,"'Group A Medicine and Dentistry' ","'Mixed' ","'RPA' ",5
2015 ,"'Group A Medicine and Dentistry' ","'White' ","'Firm choice' ",4405
2015 ,"'Group A Medicine and Dentistry' ","'White' ","'Insurance choice' ",60
2015 ,"'Group A Medicine and Dentistry' ","'White' ","'Other main scheme choice' ",15
2015 ,"'Group A Medicine and Dentistry' ","'White' ","'Extra' ",60
2015 ,"'Group A Medicine and Dentistry' ","'White' ","'Main scheme Clearing' ",225
2015 ,"'Group A Medicine and Dentistry' ","'White' ","'RPA' ",50
2015 ,"'Group A Medicine and Dentistry' ","'Other' ","'Firm choice' ",175
2015 ,"'Group A Medicine and Dentistry' ","'Other' ","'Insurance choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Other' ","'Extra' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Other' ","'Main scheme Clearing' ",15
2015 ,"'Group A Medicine and Dentistry' ","'Other' ","'RPA' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Unknown' ","'Firm choice' ",105
2015 ,"'Group A Medicine and Dentistry' ","'Unknown' ","'Main scheme Clearing' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Unknown' ","'RPA' ",60
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'Firm choice' ",4115
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'Insurance choice' ",560
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'Other main scheme choice' ",120
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'Extra' ",265
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'Adjustment' ",40
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'Main scheme Clearing' ",1375
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'Direct Clearing' ",165
2015 ,"'Group B Subjects allied to Medicine' ","'Asian' ","'RPA' ",50
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'Firm choice' ",3530
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'Insurance choice' ",230
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'Other main scheme choice' ",275
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'Extra' ",355
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'Adjustment' ",10
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'Main scheme Clearing' ",1065
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'Direct Clearing' ",195
2015 ,"'Group B Subjects allied to Medicine' ","'Black' ","'RPA' ",105
2015 ,"'Group B Subjects allied to Medicine' ","'Mixed' ","'Firm choice' ",1070
2015 ,"'Group B Subjects allied to Medicine' ","'Mixed' ","'Insurance choice' ",70
2015 ,"'Group B Subjects allied to Medicine' ","'Mixed' ","'Other main scheme choice' ",55
2015 ,"'Group B Subjects allied to Medicine' ","'Mixed' ","'Extra' ",50
2015 ,"'Group B Subjects allied to Medicine' ","'Mixed' ","'Main scheme Clearing' ",170
2015 ,"'Group B Subjects allied to Medicine' ","'Mixed' ","'Direct Clearing' ",50
2015 ,"'Group B Subjects allied to Medicine' ","'Mixed' ","'RPA' ",25
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'Firm choice' ",28575
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'Insurance choice' ",1120
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'Other main scheme choice' ",895
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'Extra' ",770
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'Adjustment' ",25
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'Main scheme Clearing' ",2310
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'Direct Clearing' ",525
2015 ,"'Group B Subjects allied to Medicine' ","'White' ","'RPA' ",480
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Firm choice' ",505
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Insurance choice' ",75
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Other main scheme choice' ",20
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Extra' ",30
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Adjustment' ",5
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Main scheme Clearing' ",185
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Direct Clearing' ",25
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'RPA' ",30
2015 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'Firm choice' ",250
2015 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'Insurance choice' ",20
2015 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'Other main scheme choice' ",20
2015 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'Extra' ",10
2015 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'Main scheme Clearing' ",50
2015 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'Direct Clearing' ",15
2015 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'RPA' ",190
2015 ,"'Group C Biological Sciences' ","'Asian' ","'Firm choice' ",2415
2015 ,"'Group C Biological Sciences' ","'Asian' ","'Insurance choice' ",580
2015 ,"'Group C Biological Sciences' ","'Asian' ","'Other main scheme choice' ",85
2015 ,"'Group C Biological Sciences' ","'Asian' ","'Extra' ",140
2015 ,"'Group C Biological Sciences' ","'Asian' ","'Adjustment' ",20
2015 ,"'Group C Biological Sciences' ","'Asian' ","'Main scheme Clearing' ",1095
2015 ,"'Group C Biological Sciences' ","'Asian' ","'Direct Clearing' ",140
2015 ,"'Group C Biological Sciences' ","'Asian' ","'RPA' ",90
2015 ,"'Group C Biological Sciences' ","'Black' ","'Firm choice' ",1760
2015 ,"'Group C Biological Sciences' ","'Black' ","'Insurance choice' ",335
2015 ,"'Group C Biological Sciences' ","'Black' ","'Other main scheme choice' ",75
2015 ,"'Group C Biological Sciences' ","'Black' ","'Extra' ",100
2015 ,"'Group C Biological Sciences' ","'Black' ","'Adjustment' ",15
2015 ,"'Group C Biological Sciences' ","'Black' ","'Main scheme Clearing' ",770
2015 ,"'Group C Biological Sciences' ","'Black' ","'Direct Clearing' ",180
2015 ,"'Group C Biological Sciences' ","'Black' ","'RPA' ",185
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'Firm choice' ",1460
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'Insurance choice' ",235
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'Other main scheme choice' ",35
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'Extra' ",45
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'Adjustment' ",5
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'Main scheme Clearing' ",310
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'Direct Clearing' ",70
2015 ,"'Group C Biological Sciences' ","'Mixed' ","'RPA' ",70
2015 ,"'Group C Biological Sciences' ","'White' ","'Firm choice' ",27760
2015 ,"'Group C Biological Sciences' ","'White' ","'Insurance choice' ",3005
2015 ,"'Group C Biological Sciences' ","'White' ","'Other main scheme choice' ",525
2015 ,"'Group C Biological Sciences' ","'White' ","'Extra' ",420
2015 ,"'Group C Biological Sciences' ","'White' ","'Adjustment' ",70
2015 ,"'Group C Biological Sciences' ","'White' ","'Main scheme Clearing' ",2940
2015 ,"'Group C Biological Sciences' ","'White' ","'Direct Clearing' ",670
2015 ,"'Group C Biological Sciences' ","'White' ","'RPA' ",750
2015 ,"'Group C Biological Sciences' ","'Other' ","'Firm choice' ",375
2015 ,"'Group C Biological Sciences' ","'Other' ","'Insurance choice' ",75
2015 ,"'Group C Biological Sciences' ","'Other' ","'Other main scheme choice' ",20
2015 ,"'Group C Biological Sciences' ","'Other' ","'Extra' ",15
2015 ,"'Group C Biological Sciences' ","'Other' ","'Main scheme Clearing' ",160
2015 ,"'Group C Biological Sciences' ","'Other' ","'Direct Clearing' ",35
2015 ,"'Group C Biological Sciences' ","'Other' ","'RPA' ",50
2015 ,"'Group C Biological Sciences' ","'Unknown' ","'Firm choice' ",165
2015 ,"'Group C Biological Sciences' ","'Unknown' ","'Insurance choice' ",35
2015 ,"'Group C Biological Sciences' ","'Unknown' ","'Other main scheme choice' ",5
2015 ,"'Group C Biological Sciences' ","'Unknown' ","'Extra' ",5
2015 ,"'Group C Biological Sciences' ","'Unknown' ","'Main scheme Clearing' ",50
2015 ,"'Group C Biological Sciences' ","'Unknown' ","'Direct Clearing' ",10
2015 ,"'Group C Biological Sciences' ","'Unknown' ","'RPA' ",210
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Asian' ","'Firm choice' ",85
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Asian' ","'Insurance choice' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Asian' ","'Other main scheme choice' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Asian' ","'Extra' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Asian' ","'Main scheme Clearing' ",20
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Asian' ","'RPA' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Black' ","'Firm choice' ",75
