"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_028_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Asian' ","'Firm choice' ",1355
2016 ,"'D3 - Animal Science' ","'Mixed' ","'Main scheme Clearing' ",5
2016 ,"'D3 - Animal Science' ","'Mixed' ","'RPA' ",5
2016 ,"'D3 - Animal Science' ","'White' ","'Firm choice' ",1950
2016 ,"'D3 - Animal Science' ","'White' ","'Insurance choice' ",100
2016 ,"'D3 - Animal Science' ","'White' ","'Other main scheme choice' ",70
2016 ,"'D3 - Animal Science' ","'White' ","'Extra' ",20
2016 ,"'D3 - Animal Science' ","'White' ","'Main scheme Clearing' ",145
2016 ,"'D3 - Animal Science' ","'White' ","'Direct Clearing' ",100
2016 ,"'D3 - Animal Science' ","'White' ","'RPA' ",120
2016 ,"'D3 - Animal Science' ","'Other' ","'Firm choice' ",5
2016 ,"'D3 - Animal Science' ","'Unknown' ","'Firm choice' ",5
2016 ,"'D3 - Animal Science' ","'Unknown' ","'RPA' ",10
2016 ,"'D4 - Agriculture' ","'Black' ","'Firm choice' ",10
2016 ,"'D4 - Agriculture' ","'Black' ","'Main scheme Clearing' ",5
2016 ,"'D4 - Agriculture' ","'Black' ","'Direct Clearing' ",5
2016 ,"'D4 - Agriculture' ","'Mixed' ","'Firm choice' ",20
2016 ,"'D4 - Agriculture' ","'Mixed' ","'RPA' ",5
2016 ,"'D4 - Agriculture' ","'White' ","'Firm choice' ",1465
2016 ,"'D4 - Agriculture' ","'White' ","'Insurance choice' ",90
2016 ,"'D4 - Agriculture' ","'White' ","'Other main scheme choice' ",65
2016 ,"'D4 - Agriculture' ","'White' ","'Extra' ",20
2016 ,"'D4 - Agriculture' ","'White' ","'Main scheme Clearing' ",95
2016 ,"'D4 - Agriculture' ","'White' ","'Direct Clearing' ",100
2016 ,"'D4 - Agriculture' ","'White' ","'RPA' ",125
2016 ,"'D4 - Agriculture' ","'Other' ","'Firm choice' ",5
2016 ,"'D4 - Agriculture' ","'Unknown' ","'Firm choice' ",5
2016 ,"'D4 - Agriculture' ","'Unknown' ","'Other main scheme choice' ",5
2016 ,"'D4 - Agriculture' ","'Unknown' ","'RPA' ",10
2016 ,"'D5 - Forestry & arboriculture' ","'White' ","'Firm choice' ",40
2016 ,"'D5 - Forestry & arboriculture' ","'White' ","'Other main scheme choice' ",10
2016 ,"'D5 - Forestry & arboriculture' ","'White' ","'Main scheme Clearing' ",5
2016 ,"'D5 - Forestry & arboriculture' ","'White' ","'Direct Clearing' ",5
2016 ,"'D5 - Forestry & arboriculture' ","'White' ","'RPA' ",30
2016 ,"'D5 - Forestry & arboriculture' ","'Unknown' ","'Firm choice' ",5
2016 ,"'D5 - Forestry & arboriculture' ","'Unknown' ","'RPA' ",5
2016 ,"'D6 - Food and Beverage studies' ","'Asian' ","'Firm choice' ",20
2016 ,"'D6 - Food and Beverage studies' ","'Asian' ","'Main scheme Clearing' ",5
2016 ,"'D6 - Food and Beverage studies' ","'Asian' ","'RPA' ",5
2016 ,"'D6 - Food and Beverage studies' ","'Black' ","'Firm choice' ",30
2016 ,"'D6 - Food and Beverage studies' ","'Black' ","'Other main scheme choice' ",5
2016 ,"'D6 - Food and Beverage studies' ","'Black' ","'Main scheme Clearing' ",5
2016 ,"'D6 - Food and Beverage studies' ","'Black' ","'Direct Clearing' ",5
2016 ,"'D6 - Food and Beverage studies' ","'Black' ","'RPA' ",15
2016 ,"'D6 - Food and Beverage studies' ","'Mixed' ","'Firm choice' ",15
2016 ,"'D6 - Food and Beverage studies' ","'Mixed' ","'Main scheme Clearing' ",5
2016 ,"'D6 - Food and Beverage studies' ","'Mixed' ","'RPA' ",5
2016 ,"'D6 - Food and Beverage studies' ","'White' ","'Firm choice' ",345
2016 ,"'D6 - Food and Beverage studies' ","'White' ","'Insurance choice' ",20
2016 ,"'D6 - Food and Beverage studies' ","'White' ","'Other main scheme choice' ",25
2016 ,"'D6 - Food and Beverage studies' ","'White' ","'Main scheme Clearing' ",15
2016 ,"'D6 - Food and Beverage studies' ","'White' ","'Direct Clearing' ",20
2016 ,"'D6 - Food and Beverage studies' ","'White' ","'RPA' ",45
2016 ,"'D6 - Food and Beverage studies' ","'Unknown' ","'Firm choice' ",5
2016 ,"'D7 - Agricultural Sciences' ","'Mixed' ","'Firm choice' ",5
2016 ,"'D7 - Agricultural Sciences' ","'White' ","'Firm choice' ",45
2016 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'White' ","'Firm choice' ",20
2016 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'White' ","'Insurance choice' ",5
2016 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Mixed' ","'Firm choice' ",5
2016 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'White' ","'Firm choice' ",70
2016 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'White' ","'Insurance choice' ",5
2016 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'White' ","'Other main scheme choice' ",5
2016 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'White' ","'Main scheme Clearing' ",5
2016 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'White' ","'Direct Clearing' ",10
2016 ,"'F1 - Chemistry' ","'Asian' ","'Firm choice' ",380
2016 ,"'F1 - Chemistry' ","'Asian' ","'Insurance choice' ",90
2016 ,"'F1 - Chemistry' ","'Asian' ","'Other main scheme choice' ",5
2016 ,"'F1 - Chemistry' ","'Asian' ","'Extra' ",10
2016 ,"'F1 - Chemistry' ","'Asian' ","'Adjustment' ",5
2016 ,"'F1 - Chemistry' ","'Asian' ","'Main scheme Clearing' ",185
2016 ,"'F1 - Chemistry' ","'Asian' ","'Direct Clearing' ",20
2016 ,"'F1 - Chemistry' ","'Asian' ","'RPA' ",5
2016 ,"'F1 - Chemistry' ","'Black' ","'Firm choice' ",105
2016 ,"'F1 - Chemistry' ","'Black' ","'Insurance choice' ",35
2016 ,"'F1 - Chemistry' ","'Black' ","'Extra' ",5
2016 ,"'F1 - Chemistry' ","'Black' ","'Main scheme Clearing' ",60
2016 ,"'F1 - Chemistry' ","'Black' ","'Direct Clearing' ",5
2016 ,"'F1 - Chemistry' ","'Mixed' ","'Firm choice' ",125
2016 ,"'F1 - Chemistry' ","'Mixed' ","'Insurance choice' ",30
2016 ,"'F1 - Chemistry' ","'Mixed' ","'Main scheme Clearing' ",35
2016 ,"'F1 - Chemistry' ","'Mixed' ","'RPA' ",5
2016 ,"'F1 - Chemistry' ","'White' ","'Firm choice' ",2500
2016 ,"'F1 - Chemistry' ","'White' ","'Insurance choice' ",395
2016 ,"'F1 - Chemistry' ","'White' ","'Other main scheme choice' ",20
2016 ,"'F1 - Chemistry' ","'White' ","'Extra' ",30
2016 ,"'F1 - Chemistry' ","'White' ","'Adjustment' ",5
2016 ,"'F1 - Chemistry' ","'White' ","'Main scheme Clearing' ",365
2016 ,"'F1 - Chemistry' ","'White' ","'Direct Clearing' ",30
2016 ,"'F1 - Chemistry' ","'White' ","'RPA' ",25
2016 ,"'F1 - Chemistry' ","'Other' ","'Firm choice' ",40
2016 ,"'F1 - Chemistry' ","'Other' ","'Insurance choice' ",15
2016 ,"'F1 - Chemistry' ","'Other' ","'Main scheme Clearing' ",20
2016 ,"'F1 - Chemistry' ","'Other' ","'RPA' ",5
2016 ,"'F1 - Chemistry' ","'Unknown' ","'Firm choice' ",20
2016 ,"'F1 - Chemistry' ","'Unknown' ","'Insurance choice' ",10
2016 ,"'F1 - Chemistry' ","'Unknown' ","'Main scheme Clearing' ",5
2016 ,"'F1 - Chemistry' ","'Unknown' ","'Direct Clearing' ",5
2016 ,"'F1 - Chemistry' ","'Unknown' ","'RPA' ",10
2016 ,"'F2 - Materials Science' ","'White' ","'Firm choice' ",25
2016 ,"'F3 - Physics' ","'Asian' ","'Firm choice' ",230
2016 ,"'F3 - Physics' ","'Asian' ","'Insurance choice' ",55
2016 ,"'F3 - Physics' ","'Asian' ","'Other main scheme choice' ",5
2016 ,"'F3 - Physics' ","'Asian' ","'Extra' ",5
2016 ,"'F3 - Physics' ","'Asian' ","'Adjustment' ",5
2016 ,"'F3 - Physics' ","'Asian' ","'Main scheme Clearing' ",55
2016 ,"'F3 - Physics' ","'Asian' ","'Direct Clearing' ",10
2016 ,"'F3 - Physics' ","'Black' ","'Firm choice' ",45
2016 ,"'F3 - Physics' ","'Black' ","'Insurance choice' ",15
2016 ,"'F3 - Physics' ","'Black' ","'Main scheme Clearing' ",10
2016 ,"'F3 - Physics' ","'Mixed' ","'Firm choice' ",140
2016 ,"'F3 - Physics' ","'Mixed' ","'Insurance choice' ",25
2016 ,"'F3 - Physics' ","'Mixed' ","'Main scheme Clearing' ",20
2016 ,"'F3 - Physics' ","'Mixed' ","'Direct Clearing' ",5
2016 ,"'F3 - Physics' ","'White' ","'Firm choice' ",2500
2016 ,"'F3 - Physics' ","'White' ","'Insurance choice' ",410
2016 ,"'F3 - Physics' ","'White' ","'Other main scheme choice' ",15
2016 ,"'F3 - Physics' ","'White' ","'Extra' ",10
2016 ,"'F3 - Physics' ","'White' ","'Adjustment' ",10
2016 ,"'F3 - Physics' ","'White' ","'Main scheme Clearing' ",270
2016 ,"'F3 - Physics' ","'White' ","'Direct Clearing' ",35
2016 ,"'F3 - Physics' ","'White' ","'RPA' ",15
2016 ,"'F3 - Physics' ","'Other' ","'Firm choice' ",20
2016 ,"'F3 - Physics' ","'Other' ","'Insurance choice' ",5
2016 ,"'F3 - Physics' ","'Other' ","'Main scheme Clearing' ",10
2016 ,"'F3 - Physics' ","'Unknown' ","'Firm choice' ",40
2016 ,"'F3 - Physics' ","'Unknown' ","'Insurance choice' ",5
2016 ,"'F3 - Physics' ","'Unknown' ","'Main scheme Clearing' ",10
2016 ,"'F3 - Physics' ","'Unknown' ","'RPA' ",10
2016 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ","'Firm choice' ",100
2016 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ","'Insurance choice' ",10
2016 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ","'Other main scheme choice' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ","'Extra' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ","'Main scheme Clearing' ",30
2016 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ","'Direct Clearing' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ","'RPA' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Black' ","'Firm choice' ",60
2016 ,"'F4 - Forensic and Archaeological Science' ","'Black' ","'Insurance choice' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Black' ","'Other main scheme choice' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Black' ","'Extra' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Black' ","'Main scheme Clearing' ",40
2016 ,"'F4 - Forensic and Archaeological Science' ","'Black' ","'Direct Clearing' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Black' ","'RPA' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Mixed' ","'Firm choice' ",50
2016 ,"'F4 - Forensic and Archaeological Science' ","'Mixed' ","'Insurance choice' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Mixed' ","'Other main scheme choice' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Mixed' ","'Main scheme Clearing' ",10
2016 ,"'F4 - Forensic and Archaeological Science' ","'Mixed' ","'Direct Clearing' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'White' ","'Firm choice' ",1315
2016 ,"'F4 - Forensic and Archaeological Science' ","'White' ","'Insurance choice' ",85
2016 ,"'F4 - Forensic and Archaeological Science' ","'White' ","'Other main scheme choice' ",30
2016 ,"'F4 - Forensic and Archaeological Science' ","'White' ","'Extra' ",15
2016 ,"'F4 - Forensic and Archaeological Science' ","'White' ","'Main scheme Clearing' ",125
2016 ,"'F4 - Forensic and Archaeological Science' ","'White' ","'Direct Clearing' ",45
2016 ,"'F4 - Forensic and Archaeological Science' ","'White' ","'RPA' ",35
2016 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Firm choice' ",20
2016 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'Main scheme Clearing' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Other' ","'RPA' ",5
2016 ,"'F4 - Forensic and Archaeological Science' ","'Unknown' ","'Firm choice' ",10
2016 ,"'F4 - Forensic and Archaeological Science' ","'Unknown' ","'RPA' ",15
2016 ,"'F5 - Astronomy' ","'Asian' ","'Firm choice' ",5
2016 ,"'F5 - Astronomy' ","'Mixed' ","'Firm choice' ",10
2016 ,"'F5 - Astronomy' ","'White' ","'Firm choice' ",115
2016 ,"'F5 - Astronomy' ","'White' ","'Insurance choice' ",20
2016 ,"'F5 - Astronomy' ","'White' ","'Main scheme Clearing' ",10
2016 ,"'F5 - Astronomy' ","'White' ","'Direct Clearing' ",5
2016 ,"'F5 - Astronomy' ","'Unknown' ","'RPA' ",5
2016 ,"'F6 - Geology' ","'Asian' ","'Firm choice' ",30
2016 ,"'F6 - Geology' ","'Asian' ","'Insurance choice' ",10
2016 ,"'F6 - Geology' ","'Asian' ","'Main scheme Clearing' ",10
2016 ,"'F6 - Geology' ","'Black' ","'Firm choice' ",15
2016 ,"'F6 - Geology' ","'Black' ","'Insurance choice' ",10
2016 ,"'F6 - Geology' ","'Black' ","'Main scheme Clearing' ",5
2016 ,"'F6 - Geology' ","'Black' ","'Direct Clearing' ",5
2016 ,"'F6 - Geology' ","'Mixed' ","'Firm choice' ",30
2016 ,"'F6 - Geology' ","'Mixed' ","'Insurance choice' ",5
2016 ,"'F6 - Geology' ","'Mixed' ","'Main scheme Clearing' ",5
2016 ,"'F6 - Geology' ","'White' ","'Firm choice' ",1030
2016 ,"'F6 - Geology' ","'White' ","'Insurance choice' ",170
2016 ,"'F6 - Geology' ","'White' ","'Other main scheme choice' ",5
2016 ,"'F6 - Geology' ","'White' ","'Extra' ",5
2016 ,"'F6 - Geology' ","'White' ","'Main scheme Clearing' ",100
2016 ,"'F6 - Geology' ","'White' ","'Direct Clearing' ",10
2016 ,"'F6 - Geology' ","'White' ","'RPA' ",5
2016 ,"'F6 - Geology' ","'Other' ","'Firm choice' ",10
2016 ,"'F6 - Geology' ","'Unknown' ","'Firm choice' ",5
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Asian' ","'Firm choice' ",15
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Asian' ","'Insurance choice' ",5
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Asian' ","'Main scheme Clearing' ",10
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Black' ","'Firm choice' ",15
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Black' ","'Insurance choice' ",5
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Black' ","'Extra' ",5
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Black' ","'Main scheme Clearing' ",5
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Mixed' ","'Firm choice' ",30
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Mixed' ","'Insurance choice' ",5
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Mixed' ","'Main scheme Clearing' ",10
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ","'Firm choice' ",840
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ","'Insurance choice' ",95
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ","'Other main scheme choice' ",25
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ","'Extra' ",10
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ","'Main scheme Clearing' ",105
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ","'Direct Clearing' ",35
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ","'RPA' ",30
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Unknown' ","'Firm choice' ",5
2016 ,"'F7 - Science of aquatic & terrestrial environments' ","'Unknown' ","'RPA' ",5
2016 ,"'F8 - Physical geographical sciences' ","'Asian' ","'Firm choice' ",60
2016 ,"'F8 - Physical geographical sciences' ","'Asian' ","'Insurance choice' ",25
2016 ,"'F8 - Physical geographical sciences' ","'Asian' ","'Main scheme Clearing' ",25
2016 ,"'F8 - Physical geographical sciences' ","'Asian' ","'Direct Clearing' ",5
2016 ,"'F8 - Physical geographical sciences' ","'Black' ","'Firm choice' ",25
2016 ,"'F8 - Physical geographical sciences' ","'Black' ","'Insurance choice' ",5
2016 ,"'F8 - Physical geographical sciences' ","'Black' ","'Main scheme Clearing' ",15
2016 ,"'F8 - Physical geographical sciences' ","'Black' ","'Direct Clearing' ",5
2016 ,"'F8 - Physical geographical sciences' ","'Mixed' ","'Firm choice' ",85
2016 ,"'F8 - Physical geographical sciences' ","'Mixed' ","'Insurance choice' ",10
2016 ,"'F8 - Physical geographical sciences' ","'Mixed' ","'Main scheme Clearing' ",15
2016 ,"'F8 - Physical geographical sciences' ","'Mixed' ","'Direct Clearing' ",5
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'Firm choice' ",2445
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'Insurance choice' ",465
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'Other main scheme choice' ",15
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'Extra' ",15
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'Adjustment' ",10
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'Main scheme Clearing' ",260
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'Direct Clearing' ",45
2016 ,"'F8 - Physical geographical sciences' ","'White' ","'RPA' ",10
2016 ,"'F8 - Physical geographical sciences' ","'Other' ","'Firm choice' ",10
2016 ,"'F8 - Physical geographical sciences' ","'Unknown' ","'Firm choice' ",15
2016 ,"'F8 - Physical geographical sciences' ","'Unknown' ","'Main scheme Clearing' ",5
2016 ,"'F8 - Physical geographical sciences' ","'Unknown' ","'RPA' ",5
2016 ,"'F9 - Others in Physical Sciences' ","'Asian' ","'Firm choice' ",10
2016 ,"'F9 - Others in Physical Sciences' ","'Asian' ","'Insurance choice' ",5
2016 ,"'F9 - Others in Physical Sciences' ","'Asian' ","'Main scheme Clearing' ",20
2016 ,"'F9 - Others in Physical Sciences' ","'Black' ","'Firm choice' ",5
2016 ,"'F9 - Others in Physical Sciences' ","'Black' ","'Main scheme Clearing' ",5
2016 ,"'F9 - Others in Physical Sciences' ","'White' ","'Firm choice' ",30
2016 ,"'F9 - Others in Physical Sciences' ","'White' ","'Insurance choice' ",5
2016 ,"'F9 - Others in Physical Sciences' ","'White' ","'Main scheme Clearing' ",10
2016 ,"'F9 - Others in Physical Sciences' ","'White' ","'Direct Clearing' ",5
2016 ,"'F9 - Others in Physical Sciences' ","'Other' ","'Firm choice' ",5
2016 ,"'F9 - Others in Physical Sciences' ","'Unknown' ","'Firm choice' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Asian' ","'Firm choice' ",45
2016 ,"'FF - Combinations within Physical Sciences' ","'Asian' ","'Insurance choice' ",15
2016 ,"'FF - Combinations within Physical Sciences' ","'Asian' ","'Other main scheme choice' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Asian' ","'Main scheme Clearing' ",65
2016 ,"'FF - Combinations within Physical Sciences' ","'Asian' ","'Direct Clearing' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Black' ","'Firm choice' ",20
2016 ,"'FF - Combinations within Physical Sciences' ","'Black' ","'Insurance choice' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Black' ","'Main scheme Clearing' ",15
2016 ,"'FF - Combinations within Physical Sciences' ","'Black' ","'Direct Clearing' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Mixed' ","'Firm choice' ",15
2016 ,"'FF - Combinations within Physical Sciences' ","'Mixed' ","'Insurance choice' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Mixed' ","'Main scheme Clearing' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'White' ","'Firm choice' ",335
2016 ,"'FF - Combinations within Physical Sciences' ","'White' ","'Insurance choice' ",55
2016 ,"'FF - Combinations within Physical Sciences' ","'White' ","'Extra' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'White' ","'Main scheme Clearing' ",45
2016 ,"'FF - Combinations within Physical Sciences' ","'White' ","'Direct Clearing' ",10
2016 ,"'FF - Combinations within Physical Sciences' ","'White' ","'RPA' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Other' ","'Firm choice' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Other' ","'Insurance choice' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Other' ","'Main scheme Clearing' ",10
2016 ,"'FF - Combinations within Physical Sciences' ","'Unknown' ","'Firm choice' ",5
2016 ,"'FF - Combinations within Physical Sciences' ","'Unknown' ","'Main scheme Clearing' ",5
2016 ,"'G1 - Mathematics' ","'Asian' ","'Firm choice' ",575
2016 ,"'G1 - Mathematics' ","'Asian' ","'Insurance choice' ",215
2016 ,"'G1 - Mathematics' ","'Asian' ","'Other main scheme choice' ",15
2016 ,"'G1 - Mathematics' ","'Asian' ","'Extra' ",5
2016 ,"'G1 - Mathematics' ","'Asian' ","'Adjustment' ",10
2016 ,"'G1 - Mathematics' ","'Asian' ","'Main scheme Clearing' ",260
2016 ,"'G1 - Mathematics' ","'Asian' ","'Direct Clearing' ",50
2016 ,"'G1 - Mathematics' ","'Asian' ","'RPA' ",15
2016 ,"'G1 - Mathematics' ","'Black' ","'Firm choice' ",80
2016 ,"'G1 - Mathematics' ","'Black' ","'Insurance choice' ",40
2016 ,"'G1 - Mathematics' ","'Black' ","'Other main scheme choice' ",5
2016 ,"'G1 - Mathematics' ","'Black' ","'Main scheme Clearing' ",80
2016 ,"'G1 - Mathematics' ","'Black' ","'Direct Clearing' ",20
2016 ,"'G1 - Mathematics' ","'Black' ","'RPA' ",5
2016 ,"'G1 - Mathematics' ","'Mixed' ","'Firm choice' ",165
2016 ,"'G1 - Mathematics' ","'Mixed' ","'Insurance choice' ",55
2016 ,"'G1 - Mathematics' ","'Mixed' ","'Other main scheme choice' ",5
2016 ,"'G1 - Mathematics' ","'Mixed' ","'Main scheme Clearing' ",45
2016 ,"'G1 - Mathematics' ","'Mixed' ","'Direct Clearing' ",10
2016 ,"'G1 - Mathematics' ","'White' ","'Firm choice' ",3640
2016 ,"'G1 - Mathematics' ","'White' ","'Insurance choice' ",875
2016 ,"'G1 - Mathematics' ","'White' ","'Other main scheme choice' ",40
2016 ,"'G1 - Mathematics' ","'White' ","'Extra' ",25
2016 ,"'G1 - Mathematics' ","'White' ","'Adjustment' ",15
2016 ,"'G1 - Mathematics' ","'White' ","'Main scheme Clearing' ",505
2016 ,"'G1 - Mathematics' ","'White' ","'Direct Clearing' ",60
2016 ,"'G1 - Mathematics' ","'White' ","'RPA' ",20
2016 ,"'G1 - Mathematics' ","'Other' ","'Firm choice' ",45
2016 ,"'G1 - Mathematics' ","'Other' ","'Insurance choice' ",15
2016 ,"'G1 - Mathematics' ","'Other' ","'Main scheme Clearing' ",30
2016 ,"'G1 - Mathematics' ","'Other' ","'RPA' ",5
2016 ,"'G1 - Mathematics' ","'Unknown' ","'Firm choice' ",40
2016 ,"'G1 - Mathematics' ","'Unknown' ","'Insurance choice' ",10
2016 ,"'G1 - Mathematics' ","'Unknown' ","'Main scheme Clearing' ",10
2016 ,"'G1 - Mathematics' ","'Unknown' ","'Direct Clearing' ",5
2016 ,"'G1 - Mathematics' ","'Unknown' ","'RPA' ",10
2016 ,"'G2 - Operational Research' ","'Asian' ","'Firm choice' ",5
2016 ,"'G2 - Operational Research' ","'White' ","'Firm choice' ",25
2016 ,"'G3 - Statistics' ","'Asian' ","'Firm choice' ",35
2016 ,"'G3 - Statistics' ","'Asian' ","'Insurance choice' ",5
2016 ,"'G3 - Statistics' ","'Asian' ","'Main scheme Clearing' ",10
2016 ,"'G3 - Statistics' ","'Black' ","'Firm choice' ",5
2016 ,"'G3 - Statistics' ","'Mixed' ","'Firm choice' ",5
2016 ,"'G3 - Statistics' ","'White' ","'Firm choice' ",25
2016 ,"'G3 - Statistics' ","'White' ","'Insurance choice' ",5
2016 ,"'G3 - Statistics' ","'White' ","'Direct Clearing' ",5
2016 ,"'G9 - Others in Mathematical Sciences' ","'Asian' ","'Firm choice' ",5
2016 ,"'G9 - Others in Mathematical Sciences' ","'Asian' ","'Main scheme Clearing' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Asian' ","'Firm choice' ",35
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Asian' ","'Insurance choice' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Asian' ","'Main scheme Clearing' ",25
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Black' ","'Firm choice' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Black' ","'Insurance choice' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Black' ","'Main scheme Clearing' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Mixed' ","'Firm choice' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Mixed' ","'Insurance choice' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Mixed' ","'Main scheme Clearing' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'White' ","'Firm choice' ",150
2016 ,"'GG - Combinations within Mathematical Sciences' ","'White' ","'Insurance choice' ",20
2016 ,"'GG - Combinations within Mathematical Sciences' ","'White' ","'Main scheme Clearing' ",30
2016 ,"'GG - Combinations within Mathematical Sciences' ","'White' ","'Direct Clearing' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Other' ","'Firm choice' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Other' ","'Main scheme Clearing' ",5
2016 ,"'GG - Combinations within Mathematical Sciences' ","'Unknown' ","'Firm choice' ",5
2016 ,"'H1 - General Engineering' ","'Asian' ","'Firm choice' ",445
2016 ,"'H1 - General Engineering' ","'Asian' ","'Insurance choice' ",110
2016 ,"'H1 - General Engineering' ","'Asian' ","'Other main scheme choice' ",20
2016 ,"'H1 - General Engineering' ","'Asian' ","'Extra' ",15
2016 ,"'H1 - General Engineering' ","'Asian' ","'Main scheme Clearing' ",230
2016 ,"'H1 - General Engineering' ","'Asian' ","'Direct Clearing' ",35
2016 ,"'H1 - General Engineering' ","'Asian' ","'RPA' ",20
2016 ,"'H1 - General Engineering' ","'Black' ","'Firm choice' ",195
2016 ,"'H1 - General Engineering' ","'Black' ","'Insurance choice' ",45
2016 ,"'H1 - General Engineering' ","'Black' ","'Other main scheme choice' ",15
2016 ,"'H1 - General Engineering' ","'Black' ","'Extra' ",5
2016 ,"'H1 - General Engineering' ","'Black' ","'Main scheme Clearing' ",135
2016 ,"'H1 - General Engineering' ","'Black' ","'Direct Clearing' ",20
2016 ,"'H1 - General Engineering' ","'Black' ","'RPA' ",25
2016 ,"'H1 - General Engineering' ","'Mixed' ","'Firm choice' ",115
2016 ,"'H1 - General Engineering' ","'Mixed' ","'Insurance choice' ",20
2016 ,"'H1 - General Engineering' ","'Mixed' ","'Main scheme Clearing' ",30
