"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ","'Firm choice' ",35
2015 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'Direct Clearing' ",420
2015 ,"'Group H Engineering' ","'21 and over' ","'Men' ","'RPA' ",645
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Firm choice' ",335
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Insurance choice' ",15
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Other main scheme choice' ",45
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Extra' ",10
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",40
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'Direct Clearing' ",40
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ","'RPA' ",135
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Firm choice' ",130
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Insurance choice' ",25
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Other main scheme choice' ",10
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",15
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'Direct Clearing' ",10
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ","'RPA' ",25
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Firm choice' ",55
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ","'RPA' ",10
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Firm choice' ",7240
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Insurance choice' ",1230
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Other main scheme choice' ",100
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Extra' ",55
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Adjustment' ",15
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Main scheme Clearing' ",935
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'Direct Clearing' ",85
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ","'RPA' ",160
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Firm choice' ",1130
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Insurance choice' ",190
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Other main scheme choice' ",15
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Extra' ",25
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Adjustment' ",5
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Main scheme Clearing' ",200
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'Direct Clearing' ",10
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ","'RPA' ",20
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Firm choice' ",3655
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Insurance choice' ",385
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Other main scheme choice' ",140
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Extra' ",50
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Adjustment' ",5
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Main scheme Clearing' ",505
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'Direct Clearing' ",165
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ","'RPA' ",175
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Firm choice' ",595
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Insurance choice' ",65
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Other main scheme choice' ",20
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Extra' ",10
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Main scheme Clearing' ",70
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'Direct Clearing' ",15
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ","'RPA' ",30
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Firm choice' ",1735
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Insurance choice' ",105
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Other main scheme choice' ",120
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Extra' ",30
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Adjustment' ",5
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Main scheme Clearing' ",150
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'Direct Clearing' ",150
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ","'RPA' ",175
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Firm choice' ",265
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Insurance choice' ",15
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Other main scheme choice' ",20
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Extra' ",5
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Main scheme Clearing' ",30
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'Direct Clearing' ",20
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ","'RPA' ",25
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Firm choice' ",2905
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Insurance choice' ",115
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Other main scheme choice' ",370
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Extra' ",40
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",305
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'Direct Clearing' ",485
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ","'RPA' ",565
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Firm choice' ",380
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Insurance choice' ",15
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Other main scheme choice' ",70
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Extra' ",10
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",40
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'Direct Clearing' ",80
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ","'RPA' ",100
2015 ,"'Group J Technologies' ","'17 and under' ","'Men' ","'Firm choice' ",15
2015 ,"'Group J Technologies' ","'17 and under' ","'Men' ","'Insurance choice' ",5
2015 ,"'Group J Technologies' ","'17 and under' ","'Women' ","'Firm choice' ",10
2015 ,"'Group J Technologies' ","'18' ","'Men' ","'Firm choice' ",580
2015 ,"'Group J Technologies' ","'18' ","'Men' ","'Insurance choice' ",65
2015 ,"'Group J Technologies' ","'18' ","'Men' ","'Other main scheme choice' ",5
2015 ,"'Group J Technologies' ","'18' ","'Men' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'18' ","'Men' ","'Main scheme Clearing' ",65
2015 ,"'Group J Technologies' ","'18' ","'Men' ","'Direct Clearing' ",10
2015 ,"'Group J Technologies' ","'18' ","'Men' ","'RPA' ",5
2015 ,"'Group J Technologies' ","'18' ","'Women' ","'Firm choice' ",190
2015 ,"'Group J Technologies' ","'18' ","'Women' ","'Insurance choice' ",20
2015 ,"'Group J Technologies' ","'18' ","'Women' ","'Main scheme Clearing' ",25
2015 ,"'Group J Technologies' ","'19' ","'Men' ","'Firm choice' ",315
2015 ,"'Group J Technologies' ","'19' ","'Men' ","'Insurance choice' ",15
2015 ,"'Group J Technologies' ","'19' ","'Men' ","'Other main scheme choice' ",5
2015 ,"'Group J Technologies' ","'19' ","'Men' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'19' ","'Men' ","'Main scheme Clearing' ",30
2015 ,"'Group J Technologies' ","'19' ","'Men' ","'Direct Clearing' ",10
2015 ,"'Group J Technologies' ","'19' ","'Men' ","'RPA' ",10
2015 ,"'Group J Technologies' ","'19' ","'Women' ","'Firm choice' ",90
2015 ,"'Group J Technologies' ","'19' ","'Women' ","'Insurance choice' ",5
2015 ,"'Group J Technologies' ","'19' ","'Women' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'19' ","'Women' ","'Main scheme Clearing' ",10
2015 ,"'Group J Technologies' ","'19' ","'Women' ","'RPA' ",5
2015 ,"'Group J Technologies' ","'20' ","'Men' ","'Firm choice' ",180
2015 ,"'Group J Technologies' ","'20' ","'Men' ","'Insurance choice' ",5
2015 ,"'Group J Technologies' ","'20' ","'Men' ","'Other main scheme choice' ",10
2015 ,"'Group J Technologies' ","'20' ","'Men' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'20' ","'Men' ","'Main scheme Clearing' ",15
2015 ,"'Group J Technologies' ","'20' ","'Men' ","'Direct Clearing' ",10
2015 ,"'Group J Technologies' ","'20' ","'Men' ","'RPA' ",10
2015 ,"'Group J Technologies' ","'20' ","'Women' ","'Firm choice' ",55
2015 ,"'Group J Technologies' ","'20' ","'Women' ","'Main scheme Clearing' ",5
2015 ,"'Group J Technologies' ","'20' ","'Women' ","'Direct Clearing' ",5
2015 ,"'Group J Technologies' ","'20' ","'Women' ","'RPA' ",5
2015 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Firm choice' ",305
2015 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Insurance choice' ",5
2015 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",35
2015 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",15
2015 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'Direct Clearing' ",70
2015 ,"'Group J Technologies' ","'21 and over' ","'Men' ","'RPA' ",40
2015 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Firm choice' ",55
2015 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Other main scheme choice' ",10
2015 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",5
2015 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'Direct Clearing' ",15
2015 ,"'Group J Technologies' ","'21 and over' ","'Women' ","'RPA' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ","'Firm choice' ",35
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ","'Insurance choice' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ","'Other main scheme choice' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ","'Firm choice' ",65
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Firm choice' ",1590
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Insurance choice' ",220
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Other main scheme choice' ",25
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Extra' ",25
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Adjustment' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Main scheme Clearing' ",230
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'Direct Clearing' ",25
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ","'RPA' ",20
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Firm choice' ",1160
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Insurance choice' ",175
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Other main scheme choice' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Extra' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Adjustment' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Main scheme Clearing' ",115
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'Direct Clearing' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ","'RPA' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Firm choice' ",805
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Insurance choice' ",90
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Other main scheme choice' ",30
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Extra' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Main scheme Clearing' ",105
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'Direct Clearing' ",50
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ","'RPA' ",30
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Firm choice' ",590
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Insurance choice' ",60
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Other main scheme choice' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Extra' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Main scheme Clearing' ",60
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'Direct Clearing' ",20
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ","'RPA' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Firm choice' ",365
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Insurance choice' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Other main scheme choice' ",25
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Extra' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Main scheme Clearing' ",35
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'Direct Clearing' ",50
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ","'RPA' ",30
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Firm choice' ",170
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Insurance choice' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Other main scheme choice' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Extra' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Main scheme Clearing' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'Direct Clearing' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ","'RPA' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Firm choice' ",815
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Insurance choice' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Other main scheme choice' ",135
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Extra' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",70
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'Direct Clearing' ",160
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ","'RPA' ",165
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Firm choice' ",320
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Insurance choice' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Other main scheme choice' ",50
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Extra' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",30
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'Direct Clearing' ",65
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ","'RPA' ",50
2015 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'Firm choice' ",145
2015 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'Insurance choice' ",25
2015 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",15
2015 ,"'Group L Social Studies' ","'17 and under' ","'Men' ","'RPA' ",10
2015 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Firm choice' ",230
2015 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Insurance choice' ",40
2015 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Other main scheme choice' ",5
2015 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",25
2015 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'Direct Clearing' ",5
2015 ,"'Group L Social Studies' ","'17 and under' ","'Women' ","'RPA' ",15
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'Firm choice' ",6165
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'Insurance choice' ",1350
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'Other main scheme choice' ",25
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'Extra' ",45
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'Adjustment' ",50
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'Main scheme Clearing' ",1105
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'Direct Clearing' ",55
2015 ,"'Group L Social Studies' ","'18' ","'Men' ","'RPA' ",60
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'Firm choice' ",9325
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'Insurance choice' ",1515
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'Other main scheme choice' ",70
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'Extra' ",310
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'Adjustment' ",60
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'Main scheme Clearing' ",1685
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'Direct Clearing' ",85
2015 ,"'Group L Social Studies' ","'18' ","'Women' ","'RPA' ",145
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'Firm choice' ",2405
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'Insurance choice' ",380
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'Other main scheme choice' ",60
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'Extra' ",30
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'Adjustment' ",10
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'Main scheme Clearing' ",490
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'Direct Clearing' ",115
2015 ,"'Group L Social Studies' ","'19' ","'Men' ","'RPA' ",110
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'Firm choice' ",3470
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'Insurance choice' ",350
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'Other main scheme choice' ",95
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'Extra' ",165
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'Adjustment' ",15
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'Main scheme Clearing' ",630
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'Direct Clearing' ",140
2015 ,"'Group L Social Studies' ","'19' ","'Women' ","'RPA' ",180
2015 ,"'Group L Social Studies' ","'20' ","'Men' ","'Firm choice' ",720
2015 ,"'Group L Social Studies' ","'20' ","'Men' ","'Insurance choice' ",60
2015 ,"'Group L Social Studies' ","'20' ","'Men' ","'Other main scheme choice' ",55
2015 ,"'Group L Social Studies' ","'20' ","'Men' ","'Extra' ",10
2015 ,"'Group L Social Studies' ","'20' ","'Men' ","'Main scheme Clearing' ",105
2015 ,"'Group L Social Studies' ","'20' ","'Men' ","'Direct Clearing' ",80
2015 ,"'Group L Social Studies' ","'20' ","'Men' ","'RPA' ",105
2015 ,"'Group L Social Studies' ","'20' ","'Women' ","'Firm choice' ",1295
2015 ,"'Group L Social Studies' ","'20' ","'Women' ","'Insurance choice' ",75
2015 ,"'Group L Social Studies' ","'20' ","'Women' ","'Other main scheme choice' ",65
2015 ,"'Group L Social Studies' ","'20' ","'Women' ","'Extra' ",60
2015 ,"'Group L Social Studies' ","'20' ","'Women' ","'Main scheme Clearing' ",185
2015 ,"'Group L Social Studies' ","'20' ","'Women' ","'Direct Clearing' ",105
2015 ,"'Group L Social Studies' ","'20' ","'Women' ","'RPA' ",180
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Firm choice' ",1685
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Insurance choice' ",45
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",220
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Extra' ",60
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",225
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Direct Clearing' ",210
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'RPA' ",325
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Firm choice' ",5750
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Insurance choice' ",140
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Other main scheme choice' ",670
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Extra' ",255
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",835
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Direct Clearing' ",620
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'RPA' ",1225
2015 ,"'Group M Law' ","'17 and under' ","'Men' ","'Firm choice' ",80
2015 ,"'Group M Law' ","'17 and under' ","'Men' ","'Insurance choice' ",20
2015 ,"'Group M Law' ","'17 and under' ","'Men' ","'Other main scheme choice' ",10
2015 ,"'Group M Law' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",15
2015 ,"'Group M Law' ","'17 and under' ","'Men' ","'RPA' ",5
2015 ,"'Group M Law' ","'17 and under' ","'Women' ","'Firm choice' ",240
2015 ,"'Group M Law' ","'17 and under' ","'Women' ","'Insurance choice' ",30
2015 ,"'Group M Law' ","'17 and under' ","'Women' ","'Other main scheme choice' ",20
2015 ,"'Group M Law' ","'17 and under' ","'Women' ","'Extra' ",5
2015 ,"'Group M Law' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",30
2015 ,"'Group M Law' ","'17 and under' ","'Women' ","'Direct Clearing' ",5
2015 ,"'Group M Law' ","'17 and under' ","'Women' ","'RPA' ",10
2015 ,"'Group M Law' ","'18' ","'Men' ","'Firm choice' ",2685
2015 ,"'Group M Law' ","'18' ","'Men' ","'Insurance choice' ",550
2015 ,"'Group M Law' ","'18' ","'Men' ","'Other main scheme choice' ",25
2015 ,"'Group M Law' ","'18' ","'Men' ","'Extra' ",30
2015 ,"'Group M Law' ","'18' ","'Men' ","'Adjustment' ",30
2015 ,"'Group M Law' ","'18' ","'Men' ","'Main scheme Clearing' ",565
2015 ,"'Group M Law' ","'18' ","'Men' ","'Direct Clearing' ",30
2015 ,"'Group M Law' ","'18' ","'Men' ","'RPA' ",30
2015 ,"'Group M Law' ","'18' ","'Women' ","'Firm choice' ",6295
2015 ,"'Group M Law' ","'18' ","'Women' ","'Insurance choice' ",1225
2015 ,"'Group M Law' ","'18' ","'Women' ","'Other main scheme choice' ",45
2015 ,"'Group M Law' ","'18' ","'Women' ","'Extra' ",90
2015 ,"'Group M Law' ","'18' ","'Women' ","'Adjustment' ",45
2015 ,"'Group M Law' ","'18' ","'Women' ","'Main scheme Clearing' ",1215
2015 ,"'Group M Law' ","'18' ","'Women' ","'Direct Clearing' ",50
2015 ,"'Group M Law' ","'18' ","'Women' ","'RPA' ",40
2015 ,"'Group M Law' ","'19' ","'Men' ","'Firm choice' ",1100
2015 ,"'Group M Law' ","'19' ","'Men' ","'Insurance choice' ",140
2015 ,"'Group M Law' ","'19' ","'Men' ","'Other main scheme choice' ",40
2015 ,"'Group M Law' ","'19' ","'Men' ","'Extra' ",15
2015 ,"'Group M Law' ","'19' ","'Men' ","'Adjustment' ",15
2015 ,"'Group M Law' ","'19' ","'Men' ","'Main scheme Clearing' ",250
2015 ,"'Group M Law' ","'19' ","'Men' ","'Direct Clearing' ",55
2015 ,"'Group M Law' ","'19' ","'Men' ","'RPA' ",50
2015 ,"'Group M Law' ","'19' ","'Women' ","'Firm choice' ",2015
2015 ,"'Group M Law' ","'19' ","'Women' ","'Insurance choice' ",240
2015 ,"'Group M Law' ","'19' ","'Women' ","'Other main scheme choice' ",75
2015 ,"'Group M Law' ","'19' ","'Women' ","'Extra' ",45
2015 ,"'Group M Law' ","'19' ","'Women' ","'Adjustment' ",15
2015 ,"'Group M Law' ","'19' ","'Women' ","'Main scheme Clearing' ",430
2015 ,"'Group M Law' ","'19' ","'Women' ","'Direct Clearing' ",100
2015 ,"'Group M Law' ","'19' ","'Women' ","'RPA' ",75
2015 ,"'Group M Law' ","'20' ","'Men' ","'Firm choice' ",405
2015 ,"'Group M Law' ","'20' ","'Men' ","'Insurance choice' ",45
2015 ,"'Group M Law' ","'20' ","'Men' ","'Other main scheme choice' ",30
2015 ,"'Group M Law' ","'20' ","'Men' ","'Extra' ",10
2015 ,"'Group M Law' ","'20' ","'Men' ","'Main scheme Clearing' ",65
2015 ,"'Group M Law' ","'20' ","'Men' ","'Direct Clearing' ",50
2015 ,"'Group M Law' ","'20' ","'Men' ","'RPA' ",60
2015 ,"'Group M Law' ","'20' ","'Women' ","'Firm choice' ",710
2015 ,"'Group M Law' ","'20' ","'Women' ","'Insurance choice' ",70
2015 ,"'Group M Law' ","'20' ","'Women' ","'Other main scheme choice' ",65
2015 ,"'Group M Law' ","'20' ","'Women' ","'Extra' ",30
2015 ,"'Group M Law' ","'20' ","'Women' ","'Main scheme Clearing' ",105
2015 ,"'Group M Law' ","'20' ","'Women' ","'Direct Clearing' ",65
2015 ,"'Group M Law' ","'20' ","'Women' ","'RPA' ",65
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'Firm choice' ",1090
