"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_029_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'A1 - Pre-clinical Medicine' ","'Disability declared' ","'Firm choice' ",295
2015 ,"'C4 - Genetics' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'C4 - Genetics' ","'No disability declared' ","'RPA' ",5
2015 ,"'C5 - Microbiology' ","'Disability declared' ","'Firm choice' ",35
2015 ,"'C5 - Microbiology' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'C5 - Microbiology' ","'Disability declared' ","'Main scheme Clearing' ",5
2015 ,"'C5 - Microbiology' ","'No disability declared' ","'Firm choice' ",255
2015 ,"'C5 - Microbiology' ","'No disability declared' ","'Insurance choice' ",45
2015 ,"'C5 - Microbiology' ","'No disability declared' ","'Main scheme Clearing' ",35
2015 ,"'C5 - Microbiology' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'C5 - Microbiology' ","'No disability declared' ","'RPA' ",5
2015 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ","'Firm choice' ",780
2015 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ","'Insurance choice' ",45
2015 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ","'Other main scheme choice' ",25
2015 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ","'Extra' ",15
2015 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ","'Main scheme Clearing' ",90
2015 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ","'Direct Clearing' ",30
2015 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ","'RPA' ",75
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'Firm choice' ",10440
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'Insurance choice' ",655
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'Other main scheme choice' ",270
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'Extra' ",215
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'Adjustment' ",15
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'Main scheme Clearing' ",1000
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'Direct Clearing' ",395
2015 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ","'RPA' ",630
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Disability declared' ","'Firm choice' ",165
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Disability declared' ","'Insurance choice' ",40
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Disability declared' ","'Extra' ",5
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Disability declared' ","'Main scheme Clearing' ",30
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Disability declared' ","'RPA' ",5
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'Firm choice' ",2100
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'Insurance choice' ",430
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'Other main scheme choice' ",25
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'Extra' ",65
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'Adjustment' ",10
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'Main scheme Clearing' ",485
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'Direct Clearing' ",55
2015 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ","'RPA' ",45
2015 ,"'C8 - Psychology' ","'Disability declared' ","'Firm choice' ",1360
2015 ,"'C8 - Psychology' ","'Disability declared' ","'Insurance choice' ",145
2015 ,"'C8 - Psychology' ","'Disability declared' ","'Other main scheme choice' ",45
2015 ,"'C8 - Psychology' ","'Disability declared' ","'Extra' ",25
2015 ,"'C8 - Psychology' ","'Disability declared' ","'Main scheme Clearing' ",175
2015 ,"'C8 - Psychology' ","'Disability declared' ","'Direct Clearing' ",60
2015 ,"'C8 - Psychology' ","'Disability declared' ","'RPA' ",50
2015 ,"'C8 - Psychology' ","'No disability declared' ","'Firm choice' ",11695
2015 ,"'C8 - Psychology' ","'No disability declared' ","'Insurance choice' ",1825
2015 ,"'C8 - Psychology' ","'No disability declared' ","'Other main scheme choice' ",240
2015 ,"'C8 - Psychology' ","'No disability declared' ","'Extra' ",255
2015 ,"'C8 - Psychology' ","'No disability declared' ","'Adjustment' ",70
2015 ,"'C8 - Psychology' ","'No disability declared' ","'Main scheme Clearing' ",1895
2015 ,"'C8 - Psychology' ","'No disability declared' ","'Direct Clearing' ",310
2015 ,"'C8 - Psychology' ","'No disability declared' ","'RPA' ",335
2015 ,"'C9 - Others in Biological Sciences' ","'Disability declared' ","'Firm choice' ",75
2015 ,"'C9 - Others in Biological Sciences' ","'Disability declared' ","'Insurance choice' ",15
2015 ,"'C9 - Others in Biological Sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'C9 - Others in Biological Sciences' ","'Disability declared' ","'Main scheme Clearing' ",15
2015 ,"'C9 - Others in Biological Sciences' ","'Disability declared' ","'Direct Clearing' ",5
2015 ,"'C9 - Others in Biological Sciences' ","'Disability declared' ","'RPA' ",5
2015 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ","'Firm choice' ",815
2015 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ","'Insurance choice' ",175
2015 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ","'Other main scheme choice' ",30
2015 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ","'Extra' ",45
2015 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ","'Main scheme Clearing' ",360
2015 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ","'Direct Clearing' ",75
2015 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ","'RPA' ",75
2015 ,"'CC - Combinations within Biological Sciences' ","'Disability declared' ","'Firm choice' ",40
2015 ,"'CC - Combinations within Biological Sciences' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'CC - Combinations within Biological Sciences' ","'Disability declared' ","'Main scheme Clearing' ",10
2015 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ","'Firm choice' ",320
2015 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ","'Insurance choice' ",40
2015 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ","'Extra' ",10
2015 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ","'Main scheme Clearing' ",85
2015 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ","'Direct Clearing' ",10
2015 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ","'RPA' ",5
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Disability declared' ","'Firm choice' ",55
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Disability declared' ","'Extra' ",5
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Disability declared' ","'Main scheme Clearing' ",5
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'No disability declared' ","'Firm choice' ",815
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'No disability declared' ","'Insurance choice' ",10
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'No disability declared' ","'Extra' ",35
2015 ,"'D1 - Pre-clinical Veterinary Medicine' ","'No disability declared' ","'Main scheme Clearing' ",65
2015 ,"'D2 - Clinical Veterinary Medicine & Dentistry' ","'No disability declared' ","'Firm choice' ",5
2015 ,"'D3 - Animal Science' ","'Disability declared' ","'Firm choice' ",280
2015 ,"'D3 - Animal Science' ","'Disability declared' ","'Insurance choice' ",20
2015 ,"'D3 - Animal Science' ","'Disability declared' ","'Other main scheme choice' ",25
2015 ,"'D3 - Animal Science' ","'Disability declared' ","'Extra' ",5
2015 ,"'D3 - Animal Science' ","'Disability declared' ","'Main scheme Clearing' ",35
2015 ,"'D3 - Animal Science' ","'Disability declared' ","'Direct Clearing' ",30
2015 ,"'D3 - Animal Science' ","'Disability declared' ","'RPA' ",20
2015 ,"'D3 - Animal Science' ","'No disability declared' ","'Firm choice' ",1785
2015 ,"'D3 - Animal Science' ","'No disability declared' ","'Insurance choice' ",110
2015 ,"'D3 - Animal Science' ","'No disability declared' ","'Other main scheme choice' ",75
2015 ,"'D3 - Animal Science' ","'No disability declared' ","'Extra' ",30
2015 ,"'D3 - Animal Science' ","'No disability declared' ","'Main scheme Clearing' ",165
2015 ,"'D3 - Animal Science' ","'No disability declared' ","'Direct Clearing' ",100
2015 ,"'D3 - Animal Science' ","'No disability declared' ","'RPA' ",90
2015 ,"'D4 - Agriculture' ","'Disability declared' ","'Firm choice' ",245
2015 ,"'D4 - Agriculture' ","'Disability declared' ","'Insurance choice' ",15
2015 ,"'D4 - Agriculture' ","'Disability declared' ","'Other main scheme choice' ",20
2015 ,"'D4 - Agriculture' ","'Disability declared' ","'Extra' ",5
2015 ,"'D4 - Agriculture' ","'Disability declared' ","'Main scheme Clearing' ",15
2015 ,"'D4 - Agriculture' ","'Disability declared' ","'Direct Clearing' ",25
2015 ,"'D4 - Agriculture' ","'Disability declared' ","'RPA' ",15
2015 ,"'D4 - Agriculture' ","'No disability declared' ","'Firm choice' ",1430
2015 ,"'D4 - Agriculture' ","'No disability declared' ","'Insurance choice' ",85
2015 ,"'D4 - Agriculture' ","'No disability declared' ","'Other main scheme choice' ",50
2015 ,"'D4 - Agriculture' ","'No disability declared' ","'Extra' ",15
2015 ,"'D4 - Agriculture' ","'No disability declared' ","'Main scheme Clearing' ",135
2015 ,"'D4 - Agriculture' ","'No disability declared' ","'Direct Clearing' ",120
2015 ,"'D4 - Agriculture' ","'No disability declared' ","'RPA' ",85
2015 ,"'D5 - Forestry & arboriculture' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'D5 - Forestry & arboriculture' ","'Disability declared' ","'Direct Clearing' ",5
2015 ,"'D5 - Forestry & arboriculture' ","'Disability declared' ","'RPA' ",5
2015 ,"'D5 - Forestry & arboriculture' ","'No disability declared' ","'Firm choice' ",45
2015 ,"'D5 - Forestry & arboriculture' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'D5 - Forestry & arboriculture' ","'No disability declared' ","'RPA' ",25
2015 ,"'D6 - Food and Beverage studies' ","'Disability declared' ","'Firm choice' ",65
2015 ,"'D6 - Food and Beverage studies' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'D6 - Food and Beverage studies' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'D6 - Food and Beverage studies' ","'Disability declared' ","'Extra' ",5
2015 ,"'D6 - Food and Beverage studies' ","'Disability declared' ","'RPA' ",10
2015 ,"'D6 - Food and Beverage studies' ","'No disability declared' ","'Firm choice' ",435
2015 ,"'D6 - Food and Beverage studies' ","'No disability declared' ","'Insurance choice' ",20
2015 ,"'D6 - Food and Beverage studies' ","'No disability declared' ","'Other main scheme choice' ",25
2015 ,"'D6 - Food and Beverage studies' ","'No disability declared' ","'Extra' ",5
2015 ,"'D6 - Food and Beverage studies' ","'No disability declared' ","'Main scheme Clearing' ",25
2015 ,"'D6 - Food and Beverage studies' ","'No disability declared' ","'Direct Clearing' ",20
2015 ,"'D6 - Food and Beverage studies' ","'No disability declared' ","'RPA' ",60
2015 ,"'D7 - Agricultural Sciences' ","'Disability declared' ","'Firm choice' ",10
2015 ,"'D7 - Agricultural Sciences' ","'No disability declared' ","'Firm choice' ",35
2015 ,"'D7 - Agricultural Sciences' ","'No disability declared' ","'Insurance choice' ",5
2015 ,"'D7 - Agricultural Sciences' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'No disability declared' ","'Firm choice' ",20
2015 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Disability declared' ","'Firm choice' ",10
2015 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'No disability declared' ","'Firm choice' ",80
2015 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'F1 - Chemistry' ","'Disability declared' ","'Firm choice' ",265
2015 ,"'F1 - Chemistry' ","'Disability declared' ","'Insurance choice' ",50
2015 ,"'F1 - Chemistry' ","'Disability declared' ","'Extra' ",5
2015 ,"'F1 - Chemistry' ","'Disability declared' ","'Main scheme Clearing' ",40
2015 ,"'F1 - Chemistry' ","'Disability declared' ","'Direct Clearing' ",5
2015 ,"'F1 - Chemistry' ","'Disability declared' ","'RPA' ",5
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'Firm choice' ",3040
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'Insurance choice' ",610
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'Other main scheme choice' ",35
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'Extra' ",35
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'Adjustment' ",10
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'Main scheme Clearing' ",640
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'Direct Clearing' ",55
2015 ,"'F1 - Chemistry' ","'No disability declared' ","'RPA' ",50
2015 ,"'F2 - Materials Science' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'F2 - Materials Science' ","'No disability declared' ","'Firm choice' ",25
2015 ,"'F3 - Physics' ","'Disability declared' ","'Firm choice' ",340
2015 ,"'F3 - Physics' ","'Disability declared' ","'Insurance choice' ",35
2015 ,"'F3 - Physics' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'F3 - Physics' ","'Disability declared' ","'Main scheme Clearing' ",45
2015 ,"'F3 - Physics' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'F3 - Physics' ","'Disability declared' ","'RPA' ",5
2015 ,"'F3 - Physics' ","'No disability declared' ","'Firm choice' ",2950
2015 ,"'F3 - Physics' ","'No disability declared' ","'Insurance choice' ",470
2015 ,"'F3 - Physics' ","'No disability declared' ","'Other main scheme choice' ",40
2015 ,"'F3 - Physics' ","'No disability declared' ","'Extra' ",15
2015 ,"'F3 - Physics' ","'No disability declared' ","'Adjustment' ",10
2015 ,"'F3 - Physics' ","'No disability declared' ","'Main scheme Clearing' ",340
2015 ,"'F3 - Physics' ","'No disability declared' ","'Direct Clearing' ",45
2015 ,"'F3 - Physics' ","'No disability declared' ","'RPA' ",15
2015 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Firm choice' ",180
2015 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Insurance choice' ",15
2015 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Other main scheme choice' ",10
2015 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Main scheme Clearing' ",20
2015 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'Direct Clearing' ",5
2015 ,"'F4 - Forensic and Archaeological Science' ","'Disability declared' ","'RPA' ",5
2015 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Firm choice' ",1385
2015 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Insurance choice' ",135
2015 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Other main scheme choice' ",25
2015 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Extra' ",35
2015 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Main scheme Clearing' ",195
2015 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'Direct Clearing' ",55
2015 ,"'F4 - Forensic and Archaeological Science' ","'No disability declared' ","'RPA' ",40
2015 ,"'F5 - Astronomy' ","'Disability declared' ","'Firm choice' ",20
2015 ,"'F5 - Astronomy' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'F5 - Astronomy' ","'Disability declared' ","'Main scheme Clearing' ",5
2015 ,"'F5 - Astronomy' ","'No disability declared' ","'Firm choice' ",100
2015 ,"'F5 - Astronomy' ","'No disability declared' ","'Insurance choice' ",20
2015 ,"'F5 - Astronomy' ","'No disability declared' ","'Main scheme Clearing' ",15
2015 ,"'F5 - Astronomy' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'F6 - Geology' ","'Disability declared' ","'Firm choice' ",130
2015 ,"'F6 - Geology' ","'Disability declared' ","'Insurance choice' ",15
2015 ,"'F6 - Geology' ","'Disability declared' ","'Main scheme Clearing' ",15
2015 ,"'F6 - Geology' ","'No disability declared' ","'Firm choice' ",1190
2015 ,"'F6 - Geology' ","'No disability declared' ","'Insurance choice' ",200
2015 ,"'F6 - Geology' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'F6 - Geology' ","'No disability declared' ","'Extra' ",5
2015 ,"'F6 - Geology' ","'No disability declared' ","'Main scheme Clearing' ",120
2015 ,"'F6 - Geology' ","'No disability declared' ","'Direct Clearing' ",10
2015 ,"'F6 - Geology' ","'No disability declared' ","'RPA' ",10
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Firm choice' ",115
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Insurance choice' ",15
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Main scheme Clearing' ",10
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'Disability declared' ","'RPA' ",5
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Firm choice' ",805
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Insurance choice' ",110
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Other main scheme choice' ",40
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Extra' ",5
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Main scheme Clearing' ",120
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'Direct Clearing' ",30
2015 ,"'F7 - Science of aquatic & terrestrial environments' ","'No disability declared' ","'RPA' ",30
2015 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Firm choice' ",210
2015 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Insurance choice' ",25
2015 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Extra' ",5
2015 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Main scheme Clearing' ",25
2015 ,"'F8 - Physical geographical sciences' ","'Disability declared' ","'Direct Clearing' ",5
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Firm choice' ",2445
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Insurance choice' ",510
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Other main scheme choice' ",25
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Extra' ",15
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Adjustment' ",15
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Main scheme Clearing' ",285
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'Direct Clearing' ",35
2015 ,"'F8 - Physical geographical sciences' ","'No disability declared' ","'RPA' ",20
2015 ,"'F9 - Others in Physical Sciences' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'F9 - Others in Physical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",5
2015 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Firm choice' ",35
2015 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Insurance choice' ",5
2015 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Extra' ",5
2015 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",20
2015 ,"'F9 - Others in Physical Sciences' ","'No disability declared' ","'Direct Clearing' ",10
2015 ,"'FF - Combinations within Physical Sciences' ","'Disability declared' ","'Firm choice' ",35
2015 ,"'FF - Combinations within Physical Sciences' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'FF - Combinations within Physical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",10
2015 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Firm choice' ",395
2015 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Insurance choice' ",55
2015 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Extra' ",5
2015 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",120
2015 ,"'FF - Combinations within Physical Sciences' ","'No disability declared' ","'Direct Clearing' ",15
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'Firm choice' ",345
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'Insurance choice' ",75
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'Other main scheme choice' ",10
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'Extra' ",5
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'Adjustment' ",5
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'Main scheme Clearing' ",65
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'G1 - Mathematics' ","'Disability declared' ","'RPA' ",5
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'Firm choice' ",4170
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'Insurance choice' ",1135
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'Other main scheme choice' ",45
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'Extra' ",35
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'Adjustment' ",25
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'Main scheme Clearing' ",710
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'Direct Clearing' ",120
2015 ,"'G1 - Mathematics' ","'No disability declared' ","'RPA' ",60
2015 ,"'G2 - Operational Research' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'G2 - Operational Research' ","'No disability declared' ","'Firm choice' ",25
2015 ,"'G2 - Operational Research' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'G2 - Operational Research' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'G3 - Statistics' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'G3 - Statistics' ","'No disability declared' ","'Firm choice' ",45
2015 ,"'G3 - Statistics' ","'No disability declared' ","'Insurance choice' ",5
2015 ,"'G3 - Statistics' ","'No disability declared' ","'Main scheme Clearing' ",10
2015 ,"'G9 - Others in Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",5
2015 ,"'G9 - Others in Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'GG - Combinations within Mathematical Sciences' ","'Disability declared' ","'Firm choice' ",15
2015 ,"'GG - Combinations within Mathematical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",5
2015 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",185
2015 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",40
2015 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",50
2015 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'Direct Clearing' ",10
2015 ,"'GG - Combinations within Mathematical Sciences' ","'No disability declared' ","'RPA' ",5
2015 ,"'H1 - General Engineering' ","'Disability declared' ","'Firm choice' ",200
2015 ,"'H1 - General Engineering' ","'Disability declared' ","'Insurance choice' ",35
2015 ,"'H1 - General Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'H1 - General Engineering' ","'Disability declared' ","'Extra' ",5
2015 ,"'H1 - General Engineering' ","'Disability declared' ","'Main scheme Clearing' ",50
2015 ,"'H1 - General Engineering' ","'Disability declared' ","'Direct Clearing' ",20
2015 ,"'H1 - General Engineering' ","'Disability declared' ","'RPA' ",15
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'Firm choice' ",2300
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'Insurance choice' ",445
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'Other main scheme choice' ",70
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'Extra' ",50
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'Adjustment' ",10
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'Main scheme Clearing' ",665
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'Direct Clearing' ",135
2015 ,"'H1 - General Engineering' ","'No disability declared' ","'RPA' ",90
2015 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Firm choice' ",140
2015 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Insurance choice' ",20
2015 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Main scheme Clearing' ",25
2015 ,"'H2 - Civil Engineering' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'H2 - Civil Engineering' ","'Disability declared' ","'RPA' ",10
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Firm choice' ",1795
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Insurance choice' ",395
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Other main scheme choice' ",75
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Extra' ",35
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Adjustment' ",10
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Main scheme Clearing' ",385
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'Direct Clearing' ",115
2015 ,"'H2 - Civil Engineering' ","'No disability declared' ","'RPA' ",95
2015 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Firm choice' ",345
2015 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Insurance choice' ",65
2015 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Other main scheme choice' ",15
2015 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Main scheme Clearing' ",50
2015 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'Direct Clearing' ",25
2015 ,"'H3 - Mechanical Engineering' ","'Disability declared' ","'RPA' ",10
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Firm choice' ",4165
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Insurance choice' ",835
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Other main scheme choice' ",110
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Extra' ",35
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Adjustment' ",15
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Main scheme Clearing' ",705
