"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_01.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",40
2014 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",1145
2014 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",790
2014 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",20
2014 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",90
2014 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",1990
2014 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",6325
2014 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",605
2014 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",1575
2014 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",185
2014 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",470
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",435
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",835
2014 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",10
2014 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",50
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",790
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",2005
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",205
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",410
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",35
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",80
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",85
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",110
2014 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",220
2014 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",425
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",105
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",125
2014 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",25
2014 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",40
2014 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",100
2014 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",75
2014 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",25
2014 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",50
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",4730
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",5650
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",1435
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",1270
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",335
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",310
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",805
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",675
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",105
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",225
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",7190
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",13560
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",5475
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",10265
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",2540
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",3490
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",4785
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",5695
2014 ,"'Group X Education' ","'17 and under' ","'Women' ",30
2014 ,"'Group X Education' ","'18' ","'Men' ",1145
2014 ,"'Group X Education' ","'18' ","'Women' ",7070
2014 ,"'Group X Education' ","'19' ","'Men' ",540
2014 ,"'Group X Education' ","'19' ","'Women' ",2740
2014 ,"'Group X Education' ","'20' ","'Men' ",235
2014 ,"'Group X Education' ","'20' ","'Women' ",1290
2014 ,"'Group X Education' ","'21 and over' ","'Men' ",765
2014 ,"'Group X Education' ","'21 and over' ","'Women' ",4630
2014 ,"'Y Combined arts' ","'17 and under' ","'Men' ",20
2014 ,"'Y Combined arts' ","'17 and under' ","'Women' ",70
2014 ,"'Y Combined arts' ","'18' ","'Men' ",1655
2014 ,"'Y Combined arts' ","'18' ","'Women' ",4625
2014 ,"'Y Combined arts' ","'19' ","'Men' ",680
2014 ,"'Y Combined arts' ","'19' ","'Women' ",1515
2014 ,"'Y Combined arts' ","'20' ","'Men' ",240
2014 ,"'Y Combined arts' ","'20' ","'Women' ",485
2014 ,"'Y Combined arts' ","'21 and over' ","'Men' ",490
2014 ,"'Y Combined arts' ","'21 and over' ","'Women' ",800
2014 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",85
2014 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",50
2014 ,"'Y Combined sciences' ","'18' ","'Men' ",2235
2014 ,"'Y Combined sciences' ","'18' ","'Women' ",2060
2014 ,"'Y Combined sciences' ","'19' ","'Men' ",980
2014 ,"'Y Combined sciences' ","'19' ","'Women' ",800
2014 ,"'Y Combined sciences' ","'20' ","'Men' ",375
2014 ,"'Y Combined sciences' ","'20' ","'Women' ",275
2014 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",800
2014 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",630
2014 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",45
2014 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",55
2014 ,"'Y Combined social sciences' ","'18' ","'Men' ",1250
2014 ,"'Y Combined social sciences' ","'18' ","'Women' ",1560
2014 ,"'Y Combined social sciences' ","'19' ","'Men' ",600
2014 ,"'Y Combined social sciences' ","'19' ","'Women' ",625
2014 ,"'Y Combined social sciences' ","'20' ","'Men' ",210
2014 ,"'Y Combined social sciences' ","'20' ","'Women' ",215
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",285
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",365
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",50
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",80
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",3725
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",3970
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",1755
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",1505
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",740
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",625
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",1405
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",1340
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",60
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",110
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",1935
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",3600
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",775
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",1490
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",255
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",515
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",460
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",935
2014 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",55
2014 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",95
2014 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",1750
2014 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",1970
2014 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",705
2014 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",755
2014 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",200
2014 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",230
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",490
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",605
2015 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",40
2015 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",85
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",2015
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",2790
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",610
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",815
2015 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",145
2015 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",140
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",1025
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",1295
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",55
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",215
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",3085
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",12750
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",1785
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",6650
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",745
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",3110
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",4645
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",20500
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",120
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",340
2015 ,"'Group C Biological Sciences' ","'18' ","'Men' ",10875
2015 ,"'Group C Biological Sciences' ","'18' ","'Women' ",18420
2015 ,"'Group C Biological Sciences' ","'19' ","'Men' ",4925
2015 ,"'Group C Biological Sciences' ","'19' ","'Women' ",5960
2015 ,"'Group C Biological Sciences' ","'20' ","'Men' ",1905
2015 ,"'Group C Biological Sciences' ","'20' ","'Women' ",1975
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",3400
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",4335
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",40
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",50
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",745
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",2435
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",425
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",1225
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",200
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",510
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",625
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",1290
2015 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",120
2015 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",110
2015 ,"'Group F Physical Sciences' ","'18' ","'Men' ",8230
2015 ,"'Group F Physical Sciences' ","'18' ","'Women' ",5975
2015 ,"'Group F Physical Sciences' ","'19' ","'Men' ",2345
2015 ,"'Group F Physical Sciences' ","'19' ","'Women' ",1525
2015 ,"'Group F Physical Sciences' ","'20' ","'Men' ",545
2015 ,"'Group F Physical Sciences' ","'20' ","'Women' ",445
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",990
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",670
2015 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",85
2015 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",80
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",3840
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",2145
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",1005
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",600
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",310
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",140
2015 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",350
2015 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",165
2015 ,"'Group H Engineering' ","'17 and under' ","'Men' ",580
2015 ,"'Group H Engineering' ","'17 and under' ","'Women' ",205
2015 ,"'Group H Engineering' ","'18' ","'Men' ",12910
2015 ,"'Group H Engineering' ","'18' ","'Women' ",2770
2015 ,"'Group H Engineering' ","'19' ","'Men' ",5590
2015 ,"'Group H Engineering' ","'19' ","'Women' ",1005
2015 ,"'Group H Engineering' ","'20' ","'Men' ",2330
2015 ,"'Group H Engineering' ","'20' ","'Women' ",440
2015 ,"'Group H Engineering' ","'21 and over' ","'Men' ",4400
2015 ,"'Group H Engineering' ","'21 and over' ","'Women' ",620
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",220
2015 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",80
2015 ,"'Group I Computer Sciences' ","'18' ","'Men' ",9825
2015 ,"'Group I Computer Sciences' ","'18' ","'Women' ",1600
2015 ,"'Group I Computer Sciences' ","'19' ","'Men' ",5085
2015 ,"'Group I Computer Sciences' ","'19' ","'Women' ",810
2015 ,"'Group I Computer Sciences' ","'20' ","'Men' ",2470
2015 ,"'Group I Computer Sciences' ","'20' ","'Women' ",380
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",4785
2015 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",695
2015 ,"'Group J Technologies' ","'17 and under' ","'Men' ",20
2015 ,"'Group J Technologies' ","'17 and under' ","'Women' ",15
2015 ,"'Group J Technologies' ","'18' ","'Men' ",740
2015 ,"'Group J Technologies' ","'18' ","'Women' ",245
2015 ,"'Group J Technologies' ","'19' ","'Men' ",390
2015 ,"'Group J Technologies' ","'19' ","'Women' ",110
2015 ,"'Group J Technologies' ","'20' ","'Men' ",235
2015 ,"'Group J Technologies' ","'20' ","'Women' ",65
2015 ,"'Group J Technologies' ","'21 and over' ","'Men' ",470
2015 ,"'Group J Technologies' ","'21 and over' ","'Women' ",90
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",50
2015 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",85
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",2135
2015 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",1505
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",1125
2015 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",760
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",530
2015 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",240
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",1375
2015 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",540
2015 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",200
2015 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",320
2015 ,"'Group L Social Studies' ","'18' ","'Men' ",8855
2015 ,"'Group L Social Studies' ","'18' ","'Women' ",13195
2015 ,"'Group L Social Studies' ","'19' ","'Men' ",3600
2015 ,"'Group L Social Studies' ","'19' ","'Women' ",5040
2015 ,"'Group L Social Studies' ","'20' ","'Men' ",1135
2015 ,"'Group L Social Studies' ","'20' ","'Women' ",1960
2015 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",2775
2015 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",9495
2015 ,"'Group M Law' ","'17 and under' ","'Men' ",135
2015 ,"'Group M Law' ","'17 and under' ","'Women' ",335
2015 ,"'Group M Law' ","'18' ","'Men' ",3940
2015 ,"'Group M Law' ","'18' ","'Women' ",9005
2015 ,"'Group M Law' ","'19' ","'Men' ",1670
2015 ,"'Group M Law' ","'19' ","'Women' ",2995
2015 ,"'Group M Law' ","'20' ","'Men' ",665
2015 ,"'Group M Law' ","'20' ","'Women' ",1105
2015 ,"'Group M Law' ","'21 and over' ","'Men' ",1900
2015 ,"'Group M Law' ","'21 and over' ","'Women' ",2555
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",440
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",595
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",14615
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",14085
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",8385
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",7280
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",3500
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",3315
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",7095
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",7205
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ",25
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ",105
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ",2860
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",4025
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",1395
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",1640
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",630
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",635
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",1015
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",705
2015 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",20
2015 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",85
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",1805
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",6630
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",595
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",1650
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",180
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",400
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",410
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",800
2015 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",20
2015 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",50
2015 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",765
2015 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",2100
2015 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",195
2015 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",370
2015 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",20
2015 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",100
2015 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",75
2015 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",120
2015 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",10
2015 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",285
2015 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",470
2015 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",100
2015 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",155
2015 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",30
2015 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",50
2015 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",90
2015 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",75
2015 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",30
2015 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",55
2015 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",4750
2015 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",5980
2015 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",1325
2015 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",1310
2015 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",360
2015 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",325
2015 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",755
2015 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",610
2015 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",145
2015 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",250
2015 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",7795
2015 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",14505
2015 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",5285
2015 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",10680
2015 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",2475
2015 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",3505
2015 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",4925
2015 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",5865
2015 ,"'Group X Education' ","'17 and under' ","'Women' ",35
2015 ,"'Group X Education' ","'18' ","'Men' ",1020
2015 ,"'Group X Education' ","'18' ","'Women' ",7050
2015 ,"'Group X Education' ","'19' ","'Men' ",465
2015 ,"'Group X Education' ","'19' ","'Women' ",2745
2015 ,"'Group X Education' ","'20' ","'Men' ",245
2015 ,"'Group X Education' ","'20' ","'Women' ",1215
2015 ,"'Group X Education' ","'21 and over' ","'Men' ",1305
2015 ,"'Group X Education' ","'21 and over' ","'Women' ",6350
2015 ,"'Y Combined arts' ","'17 and under' ","'Men' ",20
2015 ,"'Y Combined arts' ","'17 and under' ","'Women' ",50
2015 ,"'Y Combined arts' ","'18' ","'Men' ",1560
2015 ,"'Y Combined arts' ","'18' ","'Women' ",4595
2015 ,"'Y Combined arts' ","'19' ","'Men' ",580
2015 ,"'Y Combined arts' ","'19' ","'Women' ",1335
2015 ,"'Y Combined arts' ","'20' ","'Men' ",195
2015 ,"'Y Combined arts' ","'20' ","'Women' ",430
2015 ,"'Y Combined arts' ","'21 and over' ","'Men' ",455
2015 ,"'Y Combined arts' ","'21 and over' ","'Women' ",735
2015 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",85
2015 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",70
2015 ,"'Y Combined sciences' ","'18' ","'Men' ",2015
2015 ,"'Y Combined sciences' ","'18' ","'Women' ",1955
2015 ,"'Y Combined sciences' ","'19' ","'Men' ",835
2015 ,"'Y Combined sciences' ","'19' ","'Women' ",735
2015 ,"'Y Combined sciences' ","'20' ","'Men' ",280
2015 ,"'Y Combined sciences' ","'20' ","'Women' ",245
2015 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",570
2015 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",615
2015 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",45
2015 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",50
2015 ,"'Y Combined social sciences' ","'18' ","'Men' ",1395
2015 ,"'Y Combined social sciences' ","'18' ","'Women' ",1635
2015 ,"'Y Combined social sciences' ","'19' ","'Men' ",670
2015 ,"'Y Combined social sciences' ","'19' ","'Women' ",630
2015 ,"'Y Combined social sciences' ","'20' ","'Men' ",215
2015 ,"'Y Combined social sciences' ","'20' ","'Women' ",220
2015 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",385
2015 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",405
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",50
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",80
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",2995
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",3660
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",1365
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",1460
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",560
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",530
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",1110
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",1360
2015 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",35
2015 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",100
2015 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",1865
2015 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",3735
2015 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",750
2015 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",1455
2015 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",235
2015 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",495
2015 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",450
2015 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",1115
2015 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",90
2015 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",125
2015 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",1895
2015 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",2220
2015 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",665
2015 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",740
2015 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",210
2015 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",205
2015 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",350
2015 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",435
2016 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",40
2016 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",75
2016 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",2070
2016 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",3070
