"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_019_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Firm choice' ",3190
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Men' ","'RPA' ",10
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Women' ","'Firm choice' ",365
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Women' ","'Insurance choice' ",30
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Women' ","'Other main scheme choice' ",15
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Women' ","'Extra' ",10
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Women' ","'Main scheme Clearing' ",70
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Women' ","'Direct Clearing' ",20
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Women' ","'RPA' ",10
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Men' ","'Firm choice' ",550
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Men' ","'Insurance choice' ",45
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Men' ","'Other main scheme choice' ",20
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Men' ","'Extra' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Men' ","'Main scheme Clearing' ",35
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Men' ","'Direct Clearing' ",35
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Men' ","'RPA' ",30
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Women' ","'Firm choice' ",385
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Women' ","'Insurance choice' ",30
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Women' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Women' ","'Extra' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Women' ","'Main scheme Clearing' ",25
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Women' ","'Direct Clearing' ",5
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Women' ","'RPA' ",10
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'Firm choice' ",965
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'Insurance choice' ",165
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'Other main scheme choice' ",30
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'Extra' ",10
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'Adjustment' ",5
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'Main scheme Clearing' ",160
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'Direct Clearing' ",45
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Men' ","'RPA' ",30
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Women' ","'Firm choice' ",950
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Women' ","'Insurance choice' ",105
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Women' ","'Other main scheme choice' ",20
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Women' ","'Extra' ",20
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Women' ","'Main scheme Clearing' ",135
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Women' ","'Direct Clearing' ",30
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Women' ","'RPA' ",20
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'Firm choice' ",615
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'Insurance choice' ",85
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'Other main scheme choice' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'Extra' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'Adjustment' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'Main scheme Clearing' ",40
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'Direct Clearing' ",10
2015 ,"'Y Combs of phys/math/comp sciences' ","'Men' ","'RPA' ",10
2015 ,"'Y Combs of phys/math/comp sciences' ","'Women' ","'Firm choice' ",200
2015 ,"'Y Combs of phys/math/comp sciences' ","'Women' ","'Insurance choice' ",35
2015 ,"'Y Combs of phys/math/comp sciences' ","'Women' ","'Main scheme Clearing' ",20
2015 ,"'Y Combs of phys/math/comp sciences' ","'Women' ","'Direct Clearing' ",5
2015 ,"'Y Combs of phys/math/comp sciences' ","'Women' ","'RPA' ",5
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Men' ","'Firm choice' ",1805
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Men' ","'Insurance choice' ",85
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Men' ","'Other main scheme choice' ",55
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Men' ","'Extra' ",30
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Men' ","'Main scheme Clearing' ",120
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Men' ","'Direct Clearing' ",85
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Men' ","'RPA' ",40
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Women' ","'Firm choice' ",1565
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Women' ","'Insurance choice' ",70
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Women' ","'Other main scheme choice' ",40
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Women' ","'Extra' ",30
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Women' ","'Main scheme Clearing' ",130
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Women' ","'Direct Clearing' ",40
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Women' ","'RPA' ",55
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Men' ","'Firm choice' ",1280
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Men' ","'Insurance choice' ",95
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Men' ","'Other main scheme choice' ",55
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Men' ","'Extra' ",15
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Men' ","'Main scheme Clearing' ",130
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Men' ","'Direct Clearing' ",70
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Men' ","'RPA' ",80
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Women' ","'Firm choice' ",2455
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Women' ","'Insurance choice' ",190
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Women' ","'Other main scheme choice' ",75
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Women' ","'Extra' ",95
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Women' ","'Main scheme Clearing' ",275
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Women' ","'Direct Clearing' ",150
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Women' ","'RPA' ",190
2015 ,"'Y Combs of sciences with engineering/technology' ","'Men' ","'Firm choice' ",705
2015 ,"'Y Combs of sciences with engineering/technology' ","'Men' ","'Insurance choice' ",70
2015 ,"'Y Combs of sciences with engineering/technology' ","'Men' ","'Other main scheme choice' ",20
2015 ,"'Y Combs of sciences with engineering/technology' ","'Men' ","'Extra' ",10
2015 ,"'Y Combs of sciences with engineering/technology' ","'Men' ","'Main scheme Clearing' ",70
2015 ,"'Y Combs of sciences with engineering/technology' ","'Men' ","'Direct Clearing' ",10
2015 ,"'Y Combs of sciences with engineering/technology' ","'Men' ","'RPA' ",25
2015 ,"'Y Combs of sciences with engineering/technology' ","'Women' ","'Firm choice' ",270
2015 ,"'Y Combs of sciences with engineering/technology' ","'Women' ","'Insurance choice' ",20
2015 ,"'Y Combs of sciences with engineering/technology' ","'Women' ","'Extra' ",5
2015 ,"'Y Combs of sciences with engineering/technology' ","'Women' ","'Main scheme Clearing' ",20
2015 ,"'Y Combs of sciences with engineering/technology' ","'Women' ","'Direct Clearing' ",5
2015 ,"'Y Combs of sciences with engineering/technology' ","'Women' ","'RPA' ",5
2015 ,"'Y Combs of soc studies/law' ","'Men' ","'Firm choice' ",320
2015 ,"'Y Combs of soc studies/law' ","'Men' ","'Insurance choice' ",45
2015 ,"'Y Combs of soc studies/law' ","'Men' ","'Other main scheme choice' ",10
2015 ,"'Y Combs of soc studies/law' ","'Men' ","'Extra' ",5
2015 ,"'Y Combs of soc studies/law' ","'Men' ","'Main scheme Clearing' ",55
2015 ,"'Y Combs of soc studies/law' ","'Men' ","'Direct Clearing' ",15
2015 ,"'Y Combs of soc studies/law' ","'Men' ","'RPA' ",20
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'Firm choice' ",1035
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'Insurance choice' ",120
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'Other main scheme choice' ",30
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'Extra' ",25
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'Adjustment' ",10
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'Main scheme Clearing' ",160
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'Direct Clearing' ",25
2015 ,"'Y Combs of soc studies/law' ","'Women' ","'RPA' ",70
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'Firm choice' ",1365
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'Insurance choice' ",235
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'Other main scheme choice' ",45
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'Extra' ",15
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'Adjustment' ",15
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'Main scheme Clearing' ",330
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'Direct Clearing' ",70
2015 ,"'Y Combs of soc studies/law with business' ","'Men' ","'RPA' ",160
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'Firm choice' ",905
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'Insurance choice' ",150
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'Other main scheme choice' ",20
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'Extra' ",15
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'Adjustment' ",5
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'Main scheme Clearing' ",210
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'Direct Clearing' ",30
2015 ,"'Y Combs of soc studies/law with business' ","'Women' ","'RPA' ",115
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'Firm choice' ",1840
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'Insurance choice' ",255
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'Other main scheme choice' ",45
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'Extra' ",20
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'Adjustment' ",5
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'Main scheme Clearing' ",235
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'Direct Clearing' ",65
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Men' ","'RPA' ",95
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'Firm choice' ",3885
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'Insurance choice' ",310
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'Other main scheme choice' ",115
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'Extra' ",80
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'Adjustment' ",10
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'Main scheme Clearing' ",420
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'Direct Clearing' ",125
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Women' ","'RPA' ",360
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Men' ","'Firm choice' ",555
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Men' ","'Insurance choice' ",75
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Men' ","'Other main scheme choice' ",10
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Men' ","'Extra' ",5
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Men' ","'Main scheme Clearing' ",85
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Men' ","'Direct Clearing' ",20
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Men' ","'RPA' ",20
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'Firm choice' ",1165
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'Insurance choice' ",150
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'Other main scheme choice' ",30
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'Extra' ",20
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'Adjustment' ",5
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'Main scheme Clearing' ",180
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'Direct Clearing' ",25
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Women' ","'RPA' ",35
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'Firm choice' ",2435
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'Insurance choice' ",225
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'Other main scheme choice' ",50
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'Extra' ",30
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'Adjustment' ",5
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'Main scheme Clearing' ",310
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'Direct Clearing' ",50
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Men' ","'RPA' ",100
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'Firm choice' ",2845
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'Insurance choice' ",225
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'Other main scheme choice' ",55
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'Extra' ",40
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'Adjustment' ",10
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'Main scheme Clearing' ",315
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'Direct Clearing' ",65
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Women' ","'RPA' ",165
2016 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Firm choice' ",2855
2016 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Insurance choice' ",30
2016 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Other main scheme choice' ",35
2016 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Extra' ",45
2016 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Adjustment' ",5
2016 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Main scheme Clearing' ",255
2016 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'RPA' ",105
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'Firm choice' ",3905
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'Insurance choice' ",50
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'Other main scheme choice' ",25
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'Extra' ",50
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'Adjustment' ",10
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'Main scheme Clearing' ",315
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'Direct Clearing' ",5
2016 ,"'A1 - Pre-clinical Medicine' ","'Women' ","'RPA' ",140
2016 ,"'A2 - Pre-clinical Dentistry' ","'Men' ","'Firm choice' ",380
2016 ,"'A2 - Pre-clinical Dentistry' ","'Men' ","'Insurance choice' ",5
2016 ,"'A2 - Pre-clinical Dentistry' ","'Men' ","'Extra' ",5
2016 ,"'A2 - Pre-clinical Dentistry' ","'Men' ","'Main scheme Clearing' ",35
2016 ,"'A2 - Pre-clinical Dentistry' ","'Women' ","'Firm choice' ",605
2016 ,"'A2 - Pre-clinical Dentistry' ","'Women' ","'Insurance choice' ",10
2016 ,"'A2 - Pre-clinical Dentistry' ","'Women' ","'Extra' ",5
2016 ,"'A2 - Pre-clinical Dentistry' ","'Women' ","'Main scheme Clearing' ",50
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Men' ","'Firm choice' ",25
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Men' ","'Main scheme Clearing' ",5
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Men' ","'RPA' ",5
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Women' ","'Firm choice' ",75
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Women' ","'Insurance choice' ",5
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Women' ","'Main scheme Clearing' ",50
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Women' ","'Direct Clearing' ",10
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Women' ","'RPA' ",10
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Men' ","'Firm choice' ",1065
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Men' ","'Insurance choice' ",85
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Men' ","'Other main scheme choice' ",25
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Men' ","'Extra' ",45
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Men' ","'Main scheme Clearing' ",135
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Men' ","'Direct Clearing' ",20
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Men' ","'RPA' ",25
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'Firm choice' ",2435
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'Insurance choice' ",185
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'Other main scheme choice' ",45
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'Extra' ",85
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'Adjustment' ",5
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'Main scheme Clearing' ",275
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'Direct Clearing' ",50
2016 ,"'B1 - Anatomy,Physiology and Pathology' ","'Women' ","'RPA' ",50
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'Firm choice' ",980
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'Insurance choice' ",175
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'Other main scheme choice' ",30
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'Extra' ",30
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'Adjustment' ",5
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'Main scheme Clearing' ",290
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'Direct Clearing' ",50
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Men' ","'RPA' ",30
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'Firm choice' ",1755
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'Insurance choice' ",255
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'Other main scheme choice' ",40
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'Extra' ",65
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'Adjustment' ",15
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'Main scheme Clearing' ",480
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'Direct Clearing' ",85
2016 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Women' ","'RPA' ",35
2016 ,"'B3 - Complementary Medicine' ","'Men' ","'Firm choice' ",195
2016 ,"'B3 - Complementary Medicine' ","'Men' ","'Insurance choice' ",5
2016 ,"'B3 - Complementary Medicine' ","'Men' ","'Other main scheme choice' ",20
2016 ,"'B3 - Complementary Medicine' ","'Men' ","'Extra' ",10
2016 ,"'B3 - Complementary Medicine' ","'Men' ","'Main scheme Clearing' ",20
2016 ,"'B3 - Complementary Medicine' ","'Men' ","'Direct Clearing' ",15
2016 ,"'B3 - Complementary Medicine' ","'Men' ","'RPA' ",5
2016 ,"'B3 - Complementary Medicine' ","'Women' ","'Firm choice' ",550
2016 ,"'B3 - Complementary Medicine' ","'Women' ","'Insurance choice' ",10
2016 ,"'B3 - Complementary Medicine' ","'Women' ","'Other main scheme choice' ",55
2016 ,"'B3 - Complementary Medicine' ","'Women' ","'Extra' ",20
2016 ,"'B3 - Complementary Medicine' ","'Women' ","'Main scheme Clearing' ",50
2016 ,"'B3 - Complementary Medicine' ","'Women' ","'Direct Clearing' ",45
2016 ,"'B3 - Complementary Medicine' ","'Women' ","'RPA' ",125
2016 ,"'B4 - Nutrition' ","'Men' ","'Firm choice' ",170
2016 ,"'B4 - Nutrition' ","'Men' ","'Insurance choice' ",15
2016 ,"'B4 - Nutrition' ","'Men' ","'Other main scheme choice' ",5
2016 ,"'B4 - Nutrition' ","'Men' ","'Extra' ",10
2016 ,"'B4 - Nutrition' ","'Men' ","'Main scheme Clearing' ",25
2016 ,"'B4 - Nutrition' ","'Men' ","'Direct Clearing' ",10
2016 ,"'B4 - Nutrition' ","'Men' ","'RPA' ",15
2016 ,"'B4 - Nutrition' ","'Women' ","'Firm choice' ",790
2016 ,"'B4 - Nutrition' ","'Women' ","'Insurance choice' ",70
2016 ,"'B4 - Nutrition' ","'Women' ","'Other main scheme choice' ",55
2016 ,"'B4 - Nutrition' ","'Women' ","'Extra' ",30
2016 ,"'B4 - Nutrition' ","'Women' ","'Main scheme Clearing' ",150
2016 ,"'B4 - Nutrition' ","'Women' ","'Direct Clearing' ",30
2016 ,"'B4 - Nutrition' ","'Women' ","'RPA' ",50
2016 ,"'B5 - Ophthalmics' ","'Men' ","'Firm choice' ",245
2016 ,"'B5 - Ophthalmics' ","'Men' ","'Insurance choice' ",20
2016 ,"'B5 - Ophthalmics' ","'Men' ","'Other main scheme choice' ",5
2016 ,"'B5 - Ophthalmics' ","'Men' ","'Extra' ",15
2016 ,"'B5 - Ophthalmics' ","'Men' ","'Main scheme Clearing' ",60
2016 ,"'B5 - Ophthalmics' ","'Men' ","'Direct Clearing' ",10
2016 ,"'B5 - Ophthalmics' ","'Men' ","'RPA' ",5
2016 ,"'B5 - Ophthalmics' ","'Women' ","'Firm choice' ",535
2016 ,"'B5 - Ophthalmics' ","'Women' ","'Insurance choice' ",65
2016 ,"'B5 - Ophthalmics' ","'Women' ","'Other main scheme choice' ",15
2016 ,"'B5 - Ophthalmics' ","'Women' ","'Extra' ",30
2016 ,"'B5 - Ophthalmics' ","'Women' ","'Adjustment' ",5
2016 ,"'B5 - Ophthalmics' ","'Women' ","'Main scheme Clearing' ",105
2016 ,"'B5 - Ophthalmics' ","'Women' ","'Direct Clearing' ",10
2016 ,"'B5 - Ophthalmics' ","'Women' ","'RPA' ",10
2016 ,"'B6 - Aural and Oral Sciences' ","'Men' ","'Firm choice' ",55
2016 ,"'B6 - Aural and Oral Sciences' ","'Men' ","'Insurance choice' ",5
2016 ,"'B6 - Aural and Oral Sciences' ","'Men' ","'Main scheme Clearing' ",10
2016 ,"'B6 - Aural and Oral Sciences' ","'Women' ","'Firm choice' ",535
2016 ,"'B6 - Aural and Oral Sciences' ","'Women' ","'Insurance choice' ",45
2016 ,"'B6 - Aural and Oral Sciences' ","'Women' ","'Other main scheme choice' ",10
2016 ,"'B6 - Aural and Oral Sciences' ","'Women' ","'Extra' ",5
2016 ,"'B6 - Aural and Oral Sciences' ","'Women' ","'Main scheme Clearing' ",35
2016 ,"'B6 - Aural and Oral Sciences' ","'Women' ","'Direct Clearing' ",5
2016 ,"'B6 - Aural and Oral Sciences' ","'Women' ","'RPA' ",5
2016 ,"'B7 - Nursing' ","'Men' ","'Firm choice' ",2280
2016 ,"'B7 - Nursing' ","'Men' ","'Insurance choice' ",45
2016 ,"'B7 - Nursing' ","'Men' ","'Other main scheme choice' ",135
2016 ,"'B7 - Nursing' ","'Men' ","'Extra' ",65
2016 ,"'B7 - Nursing' ","'Men' ","'Main scheme Clearing' ",195
2016 ,"'B7 - Nursing' ","'Men' ","'Direct Clearing' ",55
2016 ,"'B7 - Nursing' ","'Men' ","'RPA' ",35
2016 ,"'B7 - Nursing' ","'Women' ","'Firm choice' ",21790
2016 ,"'B7 - Nursing' ","'Women' ","'Insurance choice' ",550
2016 ,"'B7 - Nursing' ","'Women' ","'Other main scheme choice' ",735
2016 ,"'B7 - Nursing' ","'Women' ","'Extra' ",815
2016 ,"'B7 - Nursing' ","'Women' ","'Adjustment' ",5
2016 ,"'B7 - Nursing' ","'Women' ","'Main scheme Clearing' ",1725
2016 ,"'B7 - Nursing' ","'Women' ","'Direct Clearing' ",290
2016 ,"'B7 - Nursing' ","'Women' ","'RPA' ",180
2016 ,"'B8 - Medical Technology' ","'Men' ","'Firm choice' ",470
2016 ,"'B8 - Medical Technology' ","'Men' ","'Insurance choice' ",30
2016 ,"'B8 - Medical Technology' ","'Men' ","'Other main scheme choice' ",10
2016 ,"'B8 - Medical Technology' ","'Men' ","'Extra' ",20
2016 ,"'B8 - Medical Technology' ","'Men' ","'Main scheme Clearing' ",45
2016 ,"'B8 - Medical Technology' ","'Men' ","'Direct Clearing' ",20
2016 ,"'B8 - Medical Technology' ","'Men' ","'RPA' ",5
2016 ,"'B8 - Medical Technology' ","'Women' ","'Firm choice' ",1160
2016 ,"'B8 - Medical Technology' ","'Women' ","'Insurance choice' ",80
2016 ,"'B8 - Medical Technology' ","'Women' ","'Other main scheme choice' ",30
2016 ,"'B8 - Medical Technology' ","'Women' ","'Extra' ",40
2016 ,"'B8 - Medical Technology' ","'Women' ","'Main scheme Clearing' ",130
2016 ,"'B8 - Medical Technology' ","'Women' ","'Direct Clearing' ",30
