"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_016_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Firm choice' ",6580
2016 ,"'Q1 - Linguistics' ","'Not EU' ","'RPA' ",5
2016 ,"'Q2 - Comparative Literary studies' ","'UK' ","'Firm choice' ",120
2016 ,"'Q2 - Comparative Literary studies' ","'UK' ","'Insurance choice' ",10
2016 ,"'Q2 - Comparative Literary studies' ","'UK' ","'Main scheme Clearing' ",30
2016 ,"'Q2 - Comparative Literary studies' ","'EU (excluding UK)' ","'Firm choice' ",40
2016 ,"'Q2 - Comparative Literary studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'Q2 - Comparative Literary studies' ","'Not EU' ","'Firm choice' ",25
2016 ,"'Q3 - English studies' ","'UK' ","'Firm choice' ",6655
2016 ,"'Q3 - English studies' ","'UK' ","'Insurance choice' ",725
2016 ,"'Q3 - English studies' ","'UK' ","'Other main scheme choice' ",105
2016 ,"'Q3 - English studies' ","'UK' ","'Extra' ",85
2016 ,"'Q3 - English studies' ","'UK' ","'Adjustment' ",30
2016 ,"'Q3 - English studies' ","'UK' ","'Main scheme Clearing' ",740
2016 ,"'Q3 - English studies' ","'UK' ","'Direct Clearing' ",165
2016 ,"'Q3 - English studies' ","'UK' ","'RPA' ",90
2016 ,"'Q3 - English studies' ","'EU (excluding UK)' ","'Firm choice' ",295
2016 ,"'Q3 - English studies' ","'EU (excluding UK)' ","'Insurance choice' ",15
2016 ,"'Q3 - English studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'Q3 - English studies' ","'EU (excluding UK)' ","'Extra' ",10
2016 ,"'Q3 - English studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2016 ,"'Q3 - English studies' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2016 ,"'Q3 - English studies' ","'EU (excluding UK)' ","'RPA' ",5
2016 ,"'Q3 - English studies' ","'Not EU' ","'Firm choice' ",230
2016 ,"'Q3 - English studies' ","'Not EU' ","'Insurance choice' ",25
2016 ,"'Q3 - English studies' ","'Not EU' ","'Other main scheme choice' ",15
2016 ,"'Q3 - English studies' ","'Not EU' ","'Main scheme Clearing' ",15
2016 ,"'Q3 - English studies' ","'Not EU' ","'Direct Clearing' ",10
2016 ,"'Q3 - English studies' ","'Not EU' ","'RPA' ",10
2016 ,"'Q4 - Ancient Language studies' ","'UK' ","'Firm choice' ",5
2016 ,"'Q5 - Celtic studies' ","'UK' ","'Firm choice' ",60
2016 ,"'Q5 - Celtic studies' ","'UK' ","'Insurance choice' ",10
2016 ,"'Q5 - Celtic studies' ","'UK' ","'Main scheme Clearing' ",5
2016 ,"'Q5 - Celtic studies' ","'UK' ","'RPA' ",10
2016 ,"'Q5 - Celtic studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'Q6 - Latin studies' ","'UK' ","'Firm choice' ",10
2016 ,"'Q6 - Latin studies' ","'Not EU' ","'Firm choice' ",5
2016 ,"'Q8 - Classical studies' ","'UK' ","'Firm choice' ",805
2016 ,"'Q8 - Classical studies' ","'UK' ","'Insurance choice' ",100
2016 ,"'Q8 - Classical studies' ","'UK' ","'Extra' ",5
2016 ,"'Q8 - Classical studies' ","'UK' ","'Main scheme Clearing' ",75
2016 ,"'Q8 - Classical studies' ","'UK' ","'Direct Clearing' ",5
2016 ,"'Q8 - Classical studies' ","'EU (excluding UK)' ","'Firm choice' ",40
2016 ,"'Q8 - Classical studies' ","'Not EU' ","'Firm choice' ",30
2016 ,"'Q8 - Classical studies' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'UK' ","'Firm choice' ",105
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'UK' ","'Insurance choice' ",5
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'UK' ","'Main scheme Clearing' ",10
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'UK' ","'RPA' ",10
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'EU (excluding UK)' ","'Firm choice' ",20
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'Not EU' ","'Firm choice' ",10
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'Q9 - Others in Linguistics,Classics & related' ","'Not EU' ","'RPA' ",5
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'UK' ","'Firm choice' ",500
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'UK' ","'Insurance choice' ",65
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'UK' ","'Other main scheme choice' ",15
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'UK' ","'Extra' ",5
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'UK' ","'Main scheme Clearing' ",90
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'UK' ","'Direct Clearing' ",15
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'UK' ","'RPA' ",10
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'EU (excluding UK)' ","'Firm choice' ",30
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Not EU' ","'Firm choice' ",25
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Not EU' ","'Insurance choice' ",5
2016 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'R1 - French studies' ","'UK' ","'Firm choice' ",245
2016 ,"'R1 - French studies' ","'UK' ","'Insurance choice' ",40
2016 ,"'R1 - French studies' ","'UK' ","'Extra' ",5
2016 ,"'R1 - French studies' ","'UK' ","'Main scheme Clearing' ",40
2016 ,"'R1 - French studies' ","'UK' ","'Direct Clearing' ",10
2016 ,"'R1 - French studies' ","'UK' ","'RPA' ",5
2016 ,"'R1 - French studies' ","'EU (excluding UK)' ","'Firm choice' ",15
2016 ,"'R1 - French studies' ","'EU (excluding UK)' ","'Insurance choice' ",5
2016 ,"'R1 - French studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'R1 - French studies' ","'Not EU' ","'Firm choice' ",5
2016 ,"'R2 - German studies' ","'UK' ","'Firm choice' ",110
2016 ,"'R2 - German studies' ","'UK' ","'Insurance choice' ",25
2016 ,"'R2 - German studies' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'R2 - German studies' ","'UK' ","'Main scheme Clearing' ",15
2016 ,"'R2 - German studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'R3 - Italian studies' ","'UK' ","'Firm choice' ",10
2016 ,"'R3 - Italian studies' ","'UK' ","'Insurance choice' ",5
2016 ,"'R3 - Italian studies' ","'UK' ","'Main scheme Clearing' ",5
2016 ,"'R4 - Spanish studies' ","'UK' ","'Firm choice' ",220
2016 ,"'R4 - Spanish studies' ","'UK' ","'Insurance choice' ",45
2016 ,"'R4 - Spanish studies' ","'UK' ","'Main scheme Clearing' ",45
2016 ,"'R4 - Spanish studies' ","'UK' ","'Direct Clearing' ",5
2016 ,"'R4 - Spanish studies' ","'EU (excluding UK)' ","'Firm choice' ",15
2016 ,"'R4 - Spanish studies' ","'Not EU' ","'Firm choice' ",5
2016 ,"'R6 - Scandinavian studies' ","'UK' ","'Firm choice' ",10
2016 ,"'R6 - Scandinavian studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'R7 - Russian and East European studies' ","'UK' ","'Firm choice' ",20
2016 ,"'R7 - Russian and East European studies' ","'UK' ","'Main scheme Clearing' ",10
2016 ,"'R7 - Russian and East European studies' ","'UK' ","'Direct Clearing' ",5
2016 ,"'R7 - Russian and East European studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'R8 - European studies' ","'UK' ","'Firm choice' ",45
2016 ,"'R8 - European studies' ","'UK' ","'Insurance choice' ",5
2016 ,"'R8 - European studies' ","'UK' ","'Extra' ",5
2016 ,"'R8 - European studies' ","'UK' ","'Main scheme Clearing' ",15
2016 ,"'R8 - European studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'R9 - Others in European Langs,Lit and related' ","'UK' ","'Firm choice' ",850
2016 ,"'R9 - Others in European Langs,Lit and related' ","'UK' ","'Insurance choice' ",55
2016 ,"'R9 - Others in European Langs,Lit and related' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'R9 - Others in European Langs,Lit and related' ","'UK' ","'Extra' ",5
2016 ,"'R9 - Others in European Langs,Lit and related' ","'UK' ","'Main scheme Clearing' ",65
2016 ,"'R9 - Others in European Langs,Lit and related' ","'UK' ","'Direct Clearing' ",5
2016 ,"'R9 - Others in European Langs,Lit and related' ","'UK' ","'RPA' ",5
2016 ,"'R9 - Others in European Langs,Lit and related' ","'EU (excluding UK)' ","'Firm choice' ",125
2016 ,"'R9 - Others in European Langs,Lit and related' ","'EU (excluding UK)' ","'Insurance choice' ",5
2016 ,"'R9 - Others in European Langs,Lit and related' ","'Not EU' ","'Firm choice' ",40
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'UK' ","'Firm choice' ",940
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'UK' ","'Insurance choice' ",110
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'UK' ","'Extra' ",5
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'UK' ","'Adjustment' ",5
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'UK' ","'Main scheme Clearing' ",100
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'UK' ","'Direct Clearing' ",10
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'EU (excluding UK)' ","'Firm choice' ",75
2016 ,"'RR - Combinations within European Langs,Lit and related' ","'Not EU' ","'Firm choice' ",20
2016 ,"'T1 - Chinese studies' ","'UK' ","'Firm choice' ",95
2016 ,"'T1 - Chinese studies' ","'UK' ","'Insurance choice' ",10
2016 ,"'T1 - Chinese studies' ","'UK' ","'Main scheme Clearing' ",10
2016 ,"'T1 - Chinese studies' ","'UK' ","'Direct Clearing' ",5
2016 ,"'T1 - Chinese studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'T1 - Chinese studies' ","'Not EU' ","'Firm choice' ",10
2016 ,"'T2 - Japanese studies' ","'UK' ","'Firm choice' ",155
2016 ,"'T2 - Japanese studies' ","'UK' ","'Insurance choice' ",15
2016 ,"'T2 - Japanese studies' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'T2 - Japanese studies' ","'UK' ","'Main scheme Clearing' ",10
2016 ,"'T2 - Japanese studies' ","'UK' ","'Direct Clearing' ",5
2016 ,"'T2 - Japanese studies' ","'EU (excluding UK)' ","'Firm choice' ",15
2016 ,"'T2 - Japanese studies' ","'Not EU' ","'Firm choice' ",10
2016 ,"'T3 - South Asian studies' ","'UK' ","'Firm choice' ",10
2016 ,"'T3 - South Asian studies' ","'UK' ","'Main scheme Clearing' ",5
2016 ,"'T3 - South Asian studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'T4 - Other Asian studies' ","'UK' ","'Firm choice' ",75
2016 ,"'T4 - Other Asian studies' ","'UK' ","'Insurance choice' ",10
2016 ,"'T4 - Other Asian studies' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'T4 - Other Asian studies' ","'UK' ","'Main scheme Clearing' ",10
2016 ,"'T4 - Other Asian studies' ","'UK' ","'Direct Clearing' ",5
2016 ,"'T4 - Other Asian studies' ","'EU (excluding UK)' ","'Firm choice' ",10
2016 ,"'T5 - African studies' ","'UK' ","'Firm choice' ",5
2016 ,"'T6 - Modern Middle Eastern studies' ","'UK' ","'Firm choice' ",60
2016 ,"'T6 - Modern Middle Eastern studies' ","'UK' ","'Insurance choice' ",5
2016 ,"'T6 - Modern Middle Eastern studies' ","'UK' ","'Main scheme Clearing' ",5
2016 ,"'T6 - Modern Middle Eastern studies' ","'UK' ","'Direct Clearing' ",10
2016 ,"'T6 - Modern Middle Eastern studies' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'T6 - Modern Middle Eastern studies' ","'Not EU' ","'Firm choice' ",5
2016 ,"'T7 - American studies' ","'UK' ","'Firm choice' ",305
2016 ,"'T7 - American studies' ","'UK' ","'Insurance choice' ",30
2016 ,"'T7 - American studies' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'T7 - American studies' ","'UK' ","'Extra' ",5
2016 ,"'T7 - American studies' ","'UK' ","'Main scheme Clearing' ",30
2016 ,"'T7 - American studies' ","'UK' ","'Direct Clearing' ",5
2016 ,"'T7 - American studies' ","'UK' ","'RPA' ",5
2016 ,"'T7 - American studies' ","'EU (excluding UK)' ","'Firm choice' ",10
2016 ,"'T7 - American studies' ","'EU (excluding UK)' ","'Insurance choice' ",5
2016 ,"'T9 - Others in non-European Langs, Lit & related' ","'UK' ","'Firm choice' ",50
2016 ,"'T9 - Others in non-European Langs, Lit & related' ","'UK' ","'Insurance choice' ",15
2016 ,"'T9 - Others in non-European Langs, Lit & related' ","'UK' ","'Main scheme Clearing' ",10
2016 ,"'T9 - Others in non-European Langs, Lit & related' ","'EU (excluding UK)' ","'Firm choice' ",5
2016 ,"'TT - Combinations within non-European Langs & related' ","'UK' ","'Firm choice' ",45
2016 ,"'TT - Combinations within non-European Langs & related' ","'EU (excluding UK)' ","'Firm choice' ",10
2016 ,"'TT - Combinations within non-European Langs & related' ","'Not EU' ","'Firm choice' ",5
2016 ,"'V1 - History by Period' ","'UK' ","'Firm choice' ",7130
2016 ,"'V1 - History by Period' ","'UK' ","'Insurance choice' ",1075
2016 ,"'V1 - History by Period' ","'UK' ","'Other main scheme choice' ",80
2016 ,"'V1 - History by Period' ","'UK' ","'Extra' ",55
2016 ,"'V1 - History by Period' ","'UK' ","'Adjustment' ",20
2016 ,"'V1 - History by Period' ","'UK' ","'Main scheme Clearing' ",780
2016 ,"'V1 - History by Period' ","'UK' ","'Direct Clearing' ",155
2016 ,"'V1 - History by Period' ","'UK' ","'RPA' ",100
2016 ,"'V1 - History by Period' ","'EU (excluding UK)' ","'Firm choice' ",155
2016 ,"'V1 - History by Period' ","'EU (excluding UK)' ","'Insurance choice' ",15
2016 ,"'V1 - History by Period' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'V1 - History by Period' ","'Not EU' ","'Firm choice' ",190
2016 ,"'V1 - History by Period' ","'Not EU' ","'Insurance choice' ",35
2016 ,"'V1 - History by Period' ","'Not EU' ","'Other main scheme choice' ",5
2016 ,"'V1 - History by Period' ","'Not EU' ","'Main scheme Clearing' ",15
2016 ,"'V1 - History by Period' ","'Not EU' ","'Direct Clearing' ",5
2016 ,"'V1 - History by Period' ","'Not EU' ","'RPA' ",10
2016 ,"'V2 - History by Area' ","'UK' ","'Firm choice' ",95
2016 ,"'V2 - History by Area' ","'UK' ","'Insurance choice' ",15
2016 ,"'V2 - History by Area' ","'UK' ","'Main scheme Clearing' ",20
2016 ,"'V2 - History by Area' ","'UK' ","'Direct Clearing' ",5
2016 ,"'V2 - History by Area' ","'Not EU' ","'Firm choice' ",5
2016 ,"'V3 - History by Topic' ","'UK' ","'Firm choice' ",645
2016 ,"'V3 - History by Topic' ","'UK' ","'Insurance choice' ",40
2016 ,"'V3 - History by Topic' ","'UK' ","'Other main scheme choice' ",10
2016 ,"'V3 - History by Topic' ","'UK' ","'Extra' ",10
2016 ,"'V3 - History by Topic' ","'UK' ","'Main scheme Clearing' ",65
2016 ,"'V3 - History by Topic' ","'UK' ","'Direct Clearing' ",25
2016 ,"'V3 - History by Topic' ","'UK' ","'RPA' ",10
2016 ,"'V3 - History by Topic' ","'EU (excluding UK)' ","'Firm choice' ",110
2016 ,"'V3 - History by Topic' ","'EU (excluding UK)' ","'Insurance choice' ",5
2016 ,"'V3 - History by Topic' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'V3 - History by Topic' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'V3 - History by Topic' ","'Not EU' ","'Firm choice' ",80
2016 ,"'V3 - History by Topic' ","'Not EU' ","'Insurance choice' ",10
2016 ,"'V3 - History by Topic' ","'Not EU' ","'Other main scheme choice' ",5
2016 ,"'V3 - History by Topic' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'V3 - History by Topic' ","'Not EU' ","'RPA' ",5
2016 ,"'V4 - Archaeology' ","'UK' ","'Firm choice' ",270
2016 ,"'V4 - Archaeology' ","'UK' ","'Insurance choice' ",40
2016 ,"'V4 - Archaeology' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'V4 - Archaeology' ","'UK' ","'Extra' ",5
2016 ,"'V4 - Archaeology' ","'UK' ","'Main scheme Clearing' ",40
2016 ,"'V4 - Archaeology' ","'UK' ","'Direct Clearing' ",10
2016 ,"'V4 - Archaeology' ","'UK' ","'RPA' ",10
2016 ,"'V4 - Archaeology' ","'EU (excluding UK)' ","'Firm choice' ",15
2016 ,"'V4 - Archaeology' ","'Not EU' ","'Firm choice' ",20
2016 ,"'V4 - Archaeology' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'V5 - Philosophy' ","'UK' ","'Firm choice' ",1200
2016 ,"'V5 - Philosophy' ","'UK' ","'Insurance choice' ",140
2016 ,"'V5 - Philosophy' ","'UK' ","'Other main scheme choice' ",15
2016 ,"'V5 - Philosophy' ","'UK' ","'Extra' ",15
2016 ,"'V5 - Philosophy' ","'UK' ","'Adjustment' ",5
2016 ,"'V5 - Philosophy' ","'UK' ","'Main scheme Clearing' ",195
2016 ,"'V5 - Philosophy' ","'UK' ","'Direct Clearing' ",45
2016 ,"'V5 - Philosophy' ","'UK' ","'RPA' ",30
2016 ,"'V5 - Philosophy' ","'EU (excluding UK)' ","'Firm choice' ",60
2016 ,"'V5 - Philosophy' ","'EU (excluding UK)' ","'Insurance choice' ",5
2016 ,"'V5 - Philosophy' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'V5 - Philosophy' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'V5 - Philosophy' ","'Not EU' ","'Firm choice' ",50
2016 ,"'V5 - Philosophy' ","'Not EU' ","'Insurance choice' ",10
2016 ,"'V5 - Philosophy' ","'Not EU' ","'Other main scheme choice' ",5
2016 ,"'V5 - Philosophy' ","'Not EU' ","'Main scheme Clearing' ",10
2016 ,"'V5 - Philosophy' ","'Not EU' ","'Direct Clearing' ",5
2016 ,"'V6 - Theology and Religious studies' ","'UK' ","'Firm choice' ",780
2016 ,"'V6 - Theology and Religious studies' ","'UK' ","'Insurance choice' ",90
2016 ,"'V6 - Theology and Religious studies' ","'UK' ","'Other main scheme choice' ",35
2016 ,"'V6 - Theology and Religious studies' ","'UK' ","'Extra' ",10
2016 ,"'V6 - Theology and Religious studies' ","'UK' ","'Main scheme Clearing' ",105
2016 ,"'V6 - Theology and Religious studies' ","'UK' ","'Direct Clearing' ",45
2016 ,"'V6 - Theology and Religious studies' ","'UK' ","'RPA' ",40
2016 ,"'V6 - Theology and Religious studies' ","'EU (excluding UK)' ","'Firm choice' ",10
2016 ,"'V6 - Theology and Religious studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'V6 - Theology and Religious studies' ","'Not EU' ","'Firm choice' ",20
2016 ,"'V6 - Theology and Religious studies' ","'Not EU' ","'Other main scheme choice' ",5
2016 ,"'V6 - Theology and Religious studies' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'V7 - Heritage studies' ","'UK' ","'Firm choice' ",10
2016 ,"'V7 - Heritage studies' ","'UK' ","'Main scheme Clearing' ",5
2016 ,"'V9 - Others in Hist & Philosophical studies' ","'UK' ","'Firm choice' ",70
2016 ,"'V9 - Others in Hist & Philosophical studies' ","'UK' ","'Insurance choice' ",10
2016 ,"'V9 - Others in Hist & Philosophical studies' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'V9 - Others in Hist & Philosophical studies' ","'UK' ","'Main scheme Clearing' ",15
2016 ,"'V9 - Others in Hist & Philosophical studies' ","'EU (excluding UK)' ","'Firm choice' ",10
2016 ,"'V9 - Others in Hist & Philosophical studies' ","'Not EU' ","'Firm choice' ",5
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'Firm choice' ",845
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'Insurance choice' ",110
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'Other main scheme choice' ",5
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'Extra' ",5
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'Adjustment' ",5
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'Main scheme Clearing' ",105
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'Direct Clearing' ",15
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'UK' ","'RPA' ",15
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'EU (excluding UK)' ","'Firm choice' ",25
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'EU (excluding UK)' ","'Insurance choice' ",5
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'Not EU' ","'Firm choice' ",35
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'Not EU' ","'Insurance choice' ",5
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'Not EU' ","'Other main scheme choice' ",5
2016 ,"'VV - Combinations within Hist & Philosophical studies' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'W1 - Fine Art' ","'UK' ","'Firm choice' ",3595
2016 ,"'W1 - Fine Art' ","'UK' ","'Insurance choice' ",40
2016 ,"'W1 - Fine Art' ","'UK' ","'Other main scheme choice' ",90
2016 ,"'W1 - Fine Art' ","'UK' ","'Extra' ",50
2016 ,"'W1 - Fine Art' ","'UK' ","'Main scheme Clearing' ",110
2016 ,"'W1 - Fine Art' ","'UK' ","'Direct Clearing' ",100
2016 ,"'W1 - Fine Art' ","'UK' ","'RPA' ",180
2016 ,"'W1 - Fine Art' ","'EU (excluding UK)' ","'Firm choice' ",180
2016 ,"'W1 - Fine Art' ","'EU (excluding UK)' ","'Insurance choice' ",5
2016 ,"'W1 - Fine Art' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2016 ,"'W1 - Fine Art' ","'EU (excluding UK)' ","'Extra' ",5
2016 ,"'W1 - Fine Art' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'W1 - Fine Art' ","'EU (excluding UK)' ","'RPA' ",5
2016 ,"'W1 - Fine Art' ","'Not EU' ","'Firm choice' ",200
2016 ,"'W1 - Fine Art' ","'Not EU' ","'Insurance choice' ",5
2016 ,"'W1 - Fine Art' ","'Not EU' ","'Other main scheme choice' ",10
2016 ,"'W1 - Fine Art' ","'Not EU' ","'Main scheme Clearing' ",10
2016 ,"'W1 - Fine Art' ","'Not EU' ","'RPA' ",5
2016 ,"'W2 - Design studies' ","'UK' ","'Firm choice' ",13905
2016 ,"'W2 - Design studies' ","'UK' ","'Insurance choice' ",415
2016 ,"'W2 - Design studies' ","'UK' ","'Other main scheme choice' ",420
2016 ,"'W2 - Design studies' ","'UK' ","'Extra' ",170
2016 ,"'W2 - Design studies' ","'UK' ","'Adjustment' ",5
2016 ,"'W2 - Design studies' ","'UK' ","'Main scheme Clearing' ",735
2016 ,"'W2 - Design studies' ","'UK' ","'Direct Clearing' ",395
2016 ,"'W2 - Design studies' ","'UK' ","'RPA' ",795
2016 ,"'W2 - Design studies' ","'EU (excluding UK)' ","'Firm choice' ",940
2016 ,"'W2 - Design studies' ","'EU (excluding UK)' ","'Insurance choice' ",30
2016 ,"'W2 - Design studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",70
2016 ,"'W2 - Design studies' ","'EU (excluding UK)' ","'Extra' ",20
2016 ,"'W2 - Design studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",40
2016 ,"'W2 - Design studies' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2016 ,"'W2 - Design studies' ","'EU (excluding UK)' ","'RPA' ",20
2016 ,"'W2 - Design studies' ","'Not EU' ","'Firm choice' ",1000
2016 ,"'W2 - Design studies' ","'Not EU' ","'Insurance choice' ",35
2016 ,"'W2 - Design studies' ","'Not EU' ","'Other main scheme choice' ",55
2016 ,"'W2 - Design studies' ","'Not EU' ","'Extra' ",20
2016 ,"'W2 - Design studies' ","'Not EU' ","'Main scheme Clearing' ",50
2016 ,"'W2 - Design studies' ","'Not EU' ","'Direct Clearing' ",20
2016 ,"'W2 - Design studies' ","'Not EU' ","'RPA' ",85
2016 ,"'W3 - Music' ","'UK' ","'Firm choice' ",6850
2016 ,"'W3 - Music' ","'UK' ","'Insurance choice' ",200
2016 ,"'W3 - Music' ","'UK' ","'Other main scheme choice' ",385
2016 ,"'W3 - Music' ","'UK' ","'Extra' ",80
2016 ,"'W3 - Music' ","'UK' ","'Adjustment' ",5
2016 ,"'W3 - Music' ","'UK' ","'Main scheme Clearing' ",380
2016 ,"'W3 - Music' ","'UK' ","'Direct Clearing' ",400
2016 ,"'W3 - Music' ","'UK' ","'RPA' ",435
2016 ,"'W3 - Music' ","'EU (excluding UK)' ","'Firm choice' ",590
2016 ,"'W3 - Music' ","'EU (excluding UK)' ","'Insurance choice' ",15
2016 ,"'W3 - Music' ","'EU (excluding UK)' ","'Other main scheme choice' ",55
2016 ,"'W3 - Music' ","'EU (excluding UK)' ","'Extra' ",5
2016 ,"'W3 - Music' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2016 ,"'W3 - Music' ","'EU (excluding UK)' ","'Direct Clearing' ",20
2016 ,"'W3 - Music' ","'EU (excluding UK)' ","'RPA' ",65
2016 ,"'W3 - Music' ","'Not EU' ","'Firm choice' ",230
2016 ,"'W3 - Music' ","'Not EU' ","'Insurance choice' ",5
2016 ,"'W3 - Music' ","'Not EU' ","'Other main scheme choice' ",15
2016 ,"'W3 - Music' ","'Not EU' ","'Extra' ",5
2016 ,"'W3 - Music' ","'Not EU' ","'Main scheme Clearing' ",15
2016 ,"'W3 - Music' ","'Not EU' ","'Direct Clearing' ",10
2016 ,"'W3 - Music' ","'Not EU' ","'RPA' ",30
2016 ,"'W4 - Drama' ","'UK' ","'Firm choice' ",6055
2016 ,"'W4 - Drama' ","'UK' ","'Insurance choice' ",155
2016 ,"'W4 - Drama' ","'UK' ","'Other main scheme choice' ",230
2016 ,"'W4 - Drama' ","'UK' ","'Extra' ",145
2016 ,"'W4 - Drama' ","'UK' ","'Adjustment' ",5
2016 ,"'W4 - Drama' ","'UK' ","'Main scheme Clearing' ",365
2016 ,"'W4 - Drama' ","'UK' ","'Direct Clearing' ",170
2016 ,"'W4 - Drama' ","'UK' ","'RPA' ",225
2016 ,"'W4 - Drama' ","'EU (excluding UK)' ","'Firm choice' ",295
2016 ,"'W4 - Drama' ","'EU (excluding UK)' ","'Insurance choice' ",10
2016 ,"'W4 - Drama' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2016 ,"'W4 - Drama' ","'EU (excluding UK)' ","'Extra' ",5
