"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (Region) , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_027_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (Region),Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'North East' ",190
2013 ,"'Z Combs of 3 subjects, or other general courses' ","'East of England' ",495
2013 ,"'Z Combs of 3 subjects, or other general courses' ","'London' ",985
2013 ,"'Z Combs of 3 subjects, or other general courses' ","'South East' ",800
2013 ,"'Z Combs of 3 subjects, or other general courses' ","'South West' ",475
2013 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ",290
2013 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ",380
2013 ,"'Z Combs of 3 subjects, or other general courses' ","'Northern Ireland' ",100
2013 ,"'Z Other courses not elsewhere classified' ","'North East' ",5
2013 ,"'Z Other courses not elsewhere classified' ","'Yorkshire and The Humber' ",25
2013 ,"'Z Other courses not elsewhere classified' ","'North West' ",25
2013 ,"'Z Other courses not elsewhere classified' ","'East Midlands' ",95
2013 ,"'Z Other courses not elsewhere classified' ","'West Midlands' ",50
2013 ,"'Z Other courses not elsewhere classified' ","'East of England' ",25
2013 ,"'Z Other courses not elsewhere classified' ","'London' ",30
2013 ,"'Z Other courses not elsewhere classified' ","'South East' ",15
2013 ,"'Z Other courses not elsewhere classified' ","'South West' ",5
2013 ,"'Z Other courses not elsewhere classified' ","'Wales' ",15
2013 ,"'Z Other courses not elsewhere classified' ","'Scotland' ",20
2013 ,"'Z Other courses not elsewhere classified' ","'Northern Ireland' ",10
2014 ,"'A1 - Pre-clinical Medicine' ","'North East' ",205
2014 ,"'A1 - Pre-clinical Medicine' ","'Yorkshire and The Humber' ",485
2014 ,"'A1 - Pre-clinical Medicine' ","'North West' ",700
2014 ,"'A1 - Pre-clinical Medicine' ","'East Midlands' ",400
2014 ,"'A1 - Pre-clinical Medicine' ","'West Midlands' ",530
2014 ,"'A1 - Pre-clinical Medicine' ","'East of England' ",565
2014 ,"'A1 - Pre-clinical Medicine' ","'London' ",1200
2014 ,"'A1 - Pre-clinical Medicine' ","'South East' ",1020
2014 ,"'A1 - Pre-clinical Medicine' ","'South West' ",520
2014 ,"'A1 - Pre-clinical Medicine' ","'Wales' ",280
2014 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ",570
2014 ,"'A1 - Pre-clinical Medicine' ","'Northern Ireland' ",345
2014 ,"'A2 - Pre-clinical Dentistry' ","'North East' ",25
2014 ,"'A2 - Pre-clinical Dentistry' ","'Yorkshire and The Humber' ",85
2014 ,"'A2 - Pre-clinical Dentistry' ","'North West' ",135
2014 ,"'A2 - Pre-clinical Dentistry' ","'East Midlands' ",50
2014 ,"'A2 - Pre-clinical Dentistry' ","'West Midlands' ",90
2014 ,"'A2 - Pre-clinical Dentistry' ","'East of England' ",65
2014 ,"'A2 - Pre-clinical Dentistry' ","'London' ",195
2014 ,"'A2 - Pre-clinical Dentistry' ","'South East' ",95
2014 ,"'A2 - Pre-clinical Dentistry' ","'South West' ",40
2014 ,"'A2 - Pre-clinical Dentistry' ","'Wales' ",55
2014 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ",105
2014 ,"'A2 - Pre-clinical Dentistry' ","'Northern Ireland' ",70
2014 ,"'A9 - Others in Medicine and Dentistry' ","'Yorkshire and The Humber' ",5
2014 ,"'A9 - Others in Medicine and Dentistry' ","'North West' ",5
2014 ,"'A9 - Others in Medicine and Dentistry' ","'West Midlands' ",5
2014 ,"'A9 - Others in Medicine and Dentistry' ","'London' ",5
2014 ,"'A9 - Others in Medicine and Dentistry' ","'South West' ",5
2014 ,"'A9 - Others in Medicine and Dentistry' ","'Scotland' ",15
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'North East' ",130
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'Yorkshire and The Humber' ",240
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'North West' ",355
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'East Midlands' ",250
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'West Midlands' ",325
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'East of England' ",285
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'London' ",490
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'South East' ",490
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'South West' ",350
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ",185
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ",400
2014 ,"'B1 - Anatomy,Physiology and Pathology' ","'Northern Ireland' ",200
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'North East' ",115
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Yorkshire and The Humber' ",275
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'North West' ",475
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'East Midlands' ",290
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'West Midlands' ",440
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'East of England' ",190
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'London' ",995
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'South East' ",320
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'South West' ",120
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ",160
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ",345
2014 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ",135
2014 ,"'B3 - Complementary Medicine' ","'North East' ",5
2014 ,"'B3 - Complementary Medicine' ","'Yorkshire and The Humber' ",70
2014 ,"'B3 - Complementary Medicine' ","'North West' ",105
2014 ,"'B3 - Complementary Medicine' ","'East Midlands' ",30
2014 ,"'B3 - Complementary Medicine' ","'West Midlands' ",45
2014 ,"'B3 - Complementary Medicine' ","'East of England' ",50
2014 ,"'B3 - Complementary Medicine' ","'London' ",130
2014 ,"'B3 - Complementary Medicine' ","'South East' ",140
2014 ,"'B3 - Complementary Medicine' ","'South West' ",70
2014 ,"'B3 - Complementary Medicine' ","'Wales' ",60
2014 ,"'B3 - Complementary Medicine' ","'Scotland' ",10
2014 ,"'B3 - Complementary Medicine' ","'Northern Ireland' ",5
2014 ,"'B4 - Nutrition' ","'North East' ",30
2014 ,"'B4 - Nutrition' ","'Yorkshire and The Humber' ",65
2014 ,"'B4 - Nutrition' ","'North West' ",185
2014 ,"'B4 - Nutrition' ","'East Midlands' ",35
2014 ,"'B4 - Nutrition' ","'West Midlands' ",75
2014 ,"'B4 - Nutrition' ","'East of England' ",70
2014 ,"'B4 - Nutrition' ","'London' ",240
2014 ,"'B4 - Nutrition' ","'South East' ",135
2014 ,"'B4 - Nutrition' ","'South West' ",90
2014 ,"'B4 - Nutrition' ","'Wales' ",45
2014 ,"'B4 - Nutrition' ","'Scotland' ",70
2014 ,"'B4 - Nutrition' ","'Northern Ireland' ",50
2014 ,"'B5 - Ophthalmics' ","'North East' ",10
2014 ,"'B5 - Ophthalmics' ","'Yorkshire and The Humber' ",120
2014 ,"'B5 - Ophthalmics' ","'North West' ",140
2014 ,"'B5 - Ophthalmics' ","'East Midlands' ",60
2014 ,"'B5 - Ophthalmics' ","'West Midlands' ",115
2014 ,"'B5 - Ophthalmics' ","'East of England' ",45
2014 ,"'B5 - Ophthalmics' ","'London' ",190
2014 ,"'B5 - Ophthalmics' ","'South East' ",45
2014 ,"'B5 - Ophthalmics' ","'South West' ",40
2014 ,"'B5 - Ophthalmics' ","'Wales' ",40
2014 ,"'B5 - Ophthalmics' ","'Scotland' ",95
2014 ,"'B5 - Ophthalmics' ","'Northern Ireland' ",35
2014 ,"'B6 - Aural and Oral Sciences' ","'North East' ",10
2014 ,"'B6 - Aural and Oral Sciences' ","'Yorkshire and The Humber' ",45
2014 ,"'B6 - Aural and Oral Sciences' ","'North West' ",90
2014 ,"'B6 - Aural and Oral Sciences' ","'East Midlands' ",55
2014 ,"'B6 - Aural and Oral Sciences' ","'West Midlands' ",110
2014 ,"'B6 - Aural and Oral Sciences' ","'East of England' ",45
2014 ,"'B6 - Aural and Oral Sciences' ","'London' ",75
2014 ,"'B6 - Aural and Oral Sciences' ","'South East' ",75
2014 ,"'B6 - Aural and Oral Sciences' ","'South West' ",60
2014 ,"'B6 - Aural and Oral Sciences' ","'Wales' ",35
2014 ,"'B6 - Aural and Oral Sciences' ","'Scotland' ",35
2014 ,"'B6 - Aural and Oral Sciences' ","'Northern Ireland' ",40
2014 ,"'B7 - Nursing' ","'North East' ",1245
2014 ,"'B7 - Nursing' ","'Yorkshire and The Humber' ",2050
2014 ,"'B7 - Nursing' ","'North West' ",3215
2014 ,"'B7 - Nursing' ","'East Midlands' ",1855
2014 ,"'B7 - Nursing' ","'West Midlands' ",2775
2014 ,"'B7 - Nursing' ","'East of England' ",2115
2014 ,"'B7 - Nursing' ","'London' ",2945
2014 ,"'B7 - Nursing' ","'South East' ",2940
2014 ,"'B7 - Nursing' ","'South West' ",2065
2014 ,"'B7 - Nursing' ","'Wales' ",1285
2014 ,"'B7 - Nursing' ","'Scotland' ",3015
2014 ,"'B7 - Nursing' ","'Northern Ireland' ",955
2014 ,"'B8 - Medical Technology' ","'North East' ",45
2014 ,"'B8 - Medical Technology' ","'Yorkshire and The Humber' ",165
2014 ,"'B8 - Medical Technology' ","'North West' ",230
2014 ,"'B8 - Medical Technology' ","'East Midlands' ",90
2014 ,"'B8 - Medical Technology' ","'West Midlands' ",170
2014 ,"'B8 - Medical Technology' ","'East of England' ",120
2014 ,"'B8 - Medical Technology' ","'London' ",290
2014 ,"'B8 - Medical Technology' ","'South East' ",155
2014 ,"'B8 - Medical Technology' ","'South West' ",110
2014 ,"'B8 - Medical Technology' ","'Wales' ",85
2014 ,"'B8 - Medical Technology' ","'Scotland' ",170
2014 ,"'B8 - Medical Technology' ","'Northern Ireland' ",105
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'North East' ",480
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'Yorkshire and The Humber' ",910
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'North West' ",1000
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'East Midlands' ",510
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'West Midlands' ",1005
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'East of England' ",740
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'London' ",2015
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'South East' ",1205
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'South West' ",800
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'Wales' ",290
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'Scotland' ",420
2014 ,"'B9 - Others in Subjects allied to Medicine' ","'Northern Ireland' ",350
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'North East' ",20
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'Yorkshire and The Humber' ",45
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'North West' ",40
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'East Midlands' ",15
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'West Midlands' ",25
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'East of England' ",35
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'London' ",60
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'South East' ",25
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'South West' ",20
2014 ,"'C1 - Biology' ","'North East' ",185
2014 ,"'C1 - Biology' ","'Yorkshire and The Humber' ",400
2014 ,"'C1 - Biology' ","'North West' ",710
2014 ,"'C1 - Biology' ","'East Midlands' ",365
2014 ,"'C1 - Biology' ","'West Midlands' ",480
2014 ,"'C1 - Biology' ","'East of England' ",560
2014 ,"'C1 - Biology' ","'London' ",750
2014 ,"'C1 - Biology' ","'South East' ",920
2014 ,"'C1 - Biology' ","'South West' ",590
2014 ,"'C1 - Biology' ","'Wales' ",270
2014 ,"'C1 - Biology' ","'Scotland' ",410
2014 ,"'C1 - Biology' ","'Northern Ireland' ",155
2014 ,"'C2 - Botany' ","'West Midlands' ",5
2014 ,"'C2 - Botany' ","'South East' ",5
2014 ,"'C2 - Botany' ","'Scotland' ",5
2014 ,"'C3 - Zoology' ","'North East' ",65
2014 ,"'C3 - Zoology' ","'Yorkshire and The Humber' ",170
2014 ,"'C3 - Zoology' ","'North West' ",280
2014 ,"'C3 - Zoology' ","'East Midlands' ",150
2014 ,"'C3 - Zoology' ","'West Midlands' ",135
2014 ,"'C3 - Zoology' ","'East of England' ",185
2014 ,"'C3 - Zoology' ","'London' ",155
2014 ,"'C3 - Zoology' ","'South East' ",230
2014 ,"'C3 - Zoology' ","'South West' ",165
2014 ,"'C3 - Zoology' ","'Wales' ",90
2014 ,"'C3 - Zoology' ","'Scotland' ",185
2014 ,"'C3 - Zoology' ","'Northern Ireland' ",45
2014 ,"'C4 - Genetics' ","'North East' ",10
2014 ,"'C4 - Genetics' ","'Yorkshire and The Humber' ",30
2014 ,"'C4 - Genetics' ","'North West' ",40
2014 ,"'C4 - Genetics' ","'East Midlands' ",30
2014 ,"'C4 - Genetics' ","'West Midlands' ",35
2014 ,"'C4 - Genetics' ","'East of England' ",35
2014 ,"'C4 - Genetics' ","'London' ",50
2014 ,"'C4 - Genetics' ","'South East' ",25
2014 ,"'C4 - Genetics' ","'South West' ",25
2014 ,"'C4 - Genetics' ","'Wales' ",35
2014 ,"'C4 - Genetics' ","'Scotland' ",45
2014 ,"'C4 - Genetics' ","'Northern Ireland' ",5
2014 ,"'C5 - Microbiology' ","'North East' ",5
2014 ,"'C5 - Microbiology' ","'Yorkshire and The Humber' ",10
2014 ,"'C5 - Microbiology' ","'North West' ",30
2014 ,"'C5 - Microbiology' ","'East Midlands' ",20
2014 ,"'C5 - Microbiology' ","'West Midlands' ",30
2014 ,"'C5 - Microbiology' ","'East of England' ",25
2014 ,"'C5 - Microbiology' ","'London' ",45
2014 ,"'C5 - Microbiology' ","'South East' ",35
2014 ,"'C5 - Microbiology' ","'South West' ",30
2014 ,"'C5 - Microbiology' ","'Wales' ",10
2014 ,"'C5 - Microbiology' ","'Scotland' ",90
2014 ,"'C5 - Microbiology' ","'Northern Ireland' ",30
2014 ,"'C6 - Sport and Exercise Science' ","'North East' ",615
2014 ,"'C6 - Sport and Exercise Science' ","'Yorkshire and The Humber' ",1275
2014 ,"'C6 - Sport and Exercise Science' ","'North West' ",1490
2014 ,"'C6 - Sport and Exercise Science' ","'East Midlands' ",1100
2014 ,"'C6 - Sport and Exercise Science' ","'West Midlands' ",1590
2014 ,"'C6 - Sport and Exercise Science' ","'East of England' ",1330
2014 ,"'C6 - Sport and Exercise Science' ","'London' ",1650
2014 ,"'C6 - Sport and Exercise Science' ","'South East' ",1665
2014 ,"'C6 - Sport and Exercise Science' ","'South West' ",1320
2014 ,"'C6 - Sport and Exercise Science' ","'Wales' ",710
2014 ,"'C6 - Sport and Exercise Science' ","'Scotland' ",530
2014 ,"'C6 - Sport and Exercise Science' ","'Northern Ireland' ",335
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'North East' ",55
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Yorkshire and The Humber' ",185
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'North West' ",350
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'East Midlands' ",190
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'West Midlands' ",220
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'East of England' ",265
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'London' ",605
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'South East' ",490
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'South West' ",215
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Wales' ",100
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ",195
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Northern Ireland' ",40
2014 ,"'C8 - Psychology' ","'North East' ",685
2014 ,"'C8 - Psychology' ","'Yorkshire and The Humber' ",1325
2014 ,"'C8 - Psychology' ","'North West' ",2045
2014 ,"'C8 - Psychology' ","'East Midlands' ",1165
2014 ,"'C8 - Psychology' ","'West Midlands' ",1650
2014 ,"'C8 - Psychology' ","'East of England' ",1640
2014 ,"'C8 - Psychology' ","'London' ",3160
2014 ,"'C8 - Psychology' ","'South East' ",2325
2014 ,"'C8 - Psychology' ","'South West' ",1330
2014 ,"'C8 - Psychology' ","'Wales' ",850
2014 ,"'C8 - Psychology' ","'Scotland' ",1030
2014 ,"'C8 - Psychology' ","'Northern Ireland' ",515
2014 ,"'C9 - Others in Biological Sciences' ","'North East' ",15
2014 ,"'C9 - Others in Biological Sciences' ","'Yorkshire and The Humber' ",135
2014 ,"'C9 - Others in Biological Sciences' ","'North West' ",145
2014 ,"'C9 - Others in Biological Sciences' ","'East Midlands' ",140
2014 ,"'C9 - Others in Biological Sciences' ","'West Midlands' ",130
2014 ,"'C9 - Others in Biological Sciences' ","'East of England' ",130
2014 ,"'C9 - Others in Biological Sciences' ","'London' ",395
2014 ,"'C9 - Others in Biological Sciences' ","'South East' ",130
2014 ,"'C9 - Others in Biological Sciences' ","'South West' ",75
2014 ,"'C9 - Others in Biological Sciences' ","'Wales' ",55
2014 ,"'C9 - Others in Biological Sciences' ","'Scotland' ",60
2014 ,"'C9 - Others in Biological Sciences' ","'Northern Ireland' ",10
2014 ,"'CC - Combinations within Biological Sciences' ","'North East' ",15
2014 ,"'CC - Combinations within Biological Sciences' ","'Yorkshire and The Humber' ",35
2014 ,"'CC - Combinations within Biological Sciences' ","'North West' ",65
2014 ,"'CC - Combinations within Biological Sciences' ","'East Midlands' ",35
2014 ,"'CC - Combinations within Biological Sciences' ","'West Midlands' ",50
2014 ,"'CC - Combinations within Biological Sciences' ","'East of England' ",30
2014 ,"'CC - Combinations within Biological Sciences' ","'London' ",35
2014 ,"'CC - Combinations within Biological Sciences' ","'South East' ",45
2014 ,"'CC - Combinations within Biological Sciences' ","'South West' ",30
2014 ,"'CC - Combinations within Biological Sciences' ","'Wales' ",35
2014 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ",165
2014 ,"'CC - Combinations within Biological Sciences' ","'Northern Ireland' ",10
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'North East' ",20
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Yorkshire and The Humber' ",65
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'North West' ",90
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'East Midlands' ",60
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'West Midlands' ",75
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'East of England' ",100
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'London' ",70
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'South East' ",170
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'South West' ",90
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Wales' ",35
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ",95
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Northern Ireland' ",35
2014 ,"'D2 - Clinical Veterinary Medicine & Dentistry' ","'North West' ",5
2014 ,"'D3 - Animal Science' ","'North East' ",80
2014 ,"'D3 - Animal Science' ","'Yorkshire and The Humber' ",220
2014 ,"'D3 - Animal Science' ","'North West' ",255
2014 ,"'D3 - Animal Science' ","'East Midlands' ",220
2014 ,"'D3 - Animal Science' ","'West Midlands' ",195
2014 ,"'D3 - Animal Science' ","'East of England' ",285
2014 ,"'D3 - Animal Science' ","'London' ",125
2014 ,"'D3 - Animal Science' ","'South East' ",460
2014 ,"'D3 - Animal Science' ","'South West' ",355
2014 ,"'D3 - Animal Science' ","'Wales' ",110
2014 ,"'D3 - Animal Science' ","'Scotland' ",100
2014 ,"'D3 - Animal Science' ","'Northern Ireland' ",25
2014 ,"'D4 - Agriculture' ","'North East' ",45
2014 ,"'D4 - Agriculture' ","'Yorkshire and The Humber' ",195
2014 ,"'D4 - Agriculture' ","'North West' ",200
2014 ,"'D4 - Agriculture' ","'East Midlands' ",185
2014 ,"'D4 - Agriculture' ","'West Midlands' ",140
2014 ,"'D4 - Agriculture' ","'East of England' ",180
2014 ,"'D4 - Agriculture' ","'London' ",70
2014 ,"'D4 - Agriculture' ","'South East' ",305
2014 ,"'D4 - Agriculture' ","'South West' ",280
2014 ,"'D4 - Agriculture' ","'Wales' ",150
2014 ,"'D4 - Agriculture' ","'Scotland' ",130
2014 ,"'D4 - Agriculture' ","'Northern Ireland' ",165
2014 ,"'D5 - Forestry & arboriculture' ","'North East' ",5
2014 ,"'D5 - Forestry & arboriculture' ","'Yorkshire and The Humber' ",10
2014 ,"'D5 - Forestry & arboriculture' ","'North West' ",25
2014 ,"'D5 - Forestry & arboriculture' ","'East Midlands' ",5
2014 ,"'D5 - Forestry & arboriculture' ","'West Midlands' ",10
2014 ,"'D5 - Forestry & arboriculture' ","'East of England' ",10
2014 ,"'D5 - Forestry & arboriculture' ","'South East' ",15
2014 ,"'D5 - Forestry & arboriculture' ","'South West' ",5
2014 ,"'D5 - Forestry & arboriculture' ","'Wales' ",5
2014 ,"'D5 - Forestry & arboriculture' ","'Scotland' ",5
2014 ,"'D6 - Food and Beverage studies' ","'North East' ",20
2014 ,"'D6 - Food and Beverage studies' ","'Yorkshire and The Humber' ",20
2014 ,"'D6 - Food and Beverage studies' ","'North West' ",35
2014 ,"'D6 - Food and Beverage studies' ","'East Midlands' ",35
2014 ,"'D6 - Food and Beverage studies' ","'West Midlands' ",60
2014 ,"'D6 - Food and Beverage studies' ","'East of England' ",35
2014 ,"'D6 - Food and Beverage studies' ","'London' ",65
2014 ,"'D6 - Food and Beverage studies' ","'South East' ",65
2014 ,"'D6 - Food and Beverage studies' ","'South West' ",65
2014 ,"'D6 - Food and Beverage studies' ","'Wales' ",25
2014 ,"'D6 - Food and Beverage studies' ","'Scotland' ",20
2014 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ",55
2014 ,"'D7 - Agricultural Sciences' ","'Yorkshire and The Humber' ",5
2014 ,"'D7 - Agricultural Sciences' ","'East Midlands' ",5
2014 ,"'D7 - Agricultural Sciences' ","'West Midlands' ",5
2014 ,"'D7 - Agricultural Sciences' ","'East of England' ",10
2014 ,"'D7 - Agricultural Sciences' ","'South East' ",15
2014 ,"'D7 - Agricultural Sciences' ","'South West' ",25
2014 ,"'D7 - Agricultural Sciences' ","'Wales' ",5
2014 ,"'D7 - Agricultural Sciences' ","'Scotland' ",10
2014 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'North West' ",10
2014 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'West Midlands' ",5
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Yorkshire and The Humber' ",30
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'North West' ",5
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'East Midlands' ",15
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'West Midlands' ",35
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'East of England' ",30
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'London' ",5
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'South East' ",10
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'South West' ",5
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Wales' ",5
2014 ,"'F1 - Chemistry' ","'North East' ",185
2014 ,"'F1 - Chemistry' ","'Yorkshire and The Humber' ",415
2014 ,"'F1 - Chemistry' ","'North West' ",700
2014 ,"'F1 - Chemistry' ","'East Midlands' ",325
2014 ,"'F1 - Chemistry' ","'West Midlands' ",370
2014 ,"'F1 - Chemistry' ","'East of England' ",405
2014 ,"'F1 - Chemistry' ","'London' ",670
2014 ,"'F1 - Chemistry' ","'South East' ",700
2014 ,"'F1 - Chemistry' ","'South West' ",345
2014 ,"'F1 - Chemistry' ","'Wales' ",190
2014 ,"'F1 - Chemistry' ","'Scotland' ",315
2014 ,"'F1 - Chemistry' ","'Northern Ireland' ",80
2014 ,"'F3 - Physics' ","'North East' ",120
2014 ,"'F3 - Physics' ","'Yorkshire and The Humber' ",330
2014 ,"'F3 - Physics' ","'North West' ",460
2014 ,"'F3 - Physics' ","'East Midlands' ",335
2014 ,"'F3 - Physics' ","'West Midlands' ",340
2014 ,"'F3 - Physics' ","'East of England' ",390
2014 ,"'F3 - Physics' ","'London' ",560
2014 ,"'F3 - Physics' ","'South East' ",700
2014 ,"'F3 - Physics' ","'South West' ",370
2014 ,"'F3 - Physics' ","'Wales' ",215
2014 ,"'F3 - Physics' ","'Scotland' ",385
2014 ,"'F3 - Physics' ","'Northern Ireland' ",115
2014 ,"'F4 - Forensic and Archaeological Science' ","'North East' ",60
2014 ,"'F4 - Forensic and Archaeological Science' ","'Yorkshire and The Humber' ",120
2014 ,"'F4 - Forensic and Archaeological Science' ","'North West' ",200
2014 ,"'F4 - Forensic and Archaeological Science' ","'East Midlands' ",155
2014 ,"'F4 - Forensic and Archaeological Science' ","'West Midlands' ",210
2014 ,"'F4 - Forensic and Archaeological Science' ","'East of England' ",235
2014 ,"'F4 - Forensic and Archaeological Science' ","'London' ",305
2014 ,"'F4 - Forensic and Archaeological Science' ","'South East' ",220
2014 ,"'F4 - Forensic and Archaeological Science' ","'South West' ",185
2014 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ",135
2014 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ",130
2014 ,"'F4 - Forensic and Archaeological Science' ","'Northern Ireland' ",20
2014 ,"'F5 - Astronomy' ","'North West' ",15
2014 ,"'F5 - Astronomy' ","'East Midlands' ",10
2014 ,"'F5 - Astronomy' ","'West Midlands' ",20
2014 ,"'F5 - Astronomy' ","'East of England' ",15
2014 ,"'F5 - Astronomy' ","'London' ",25
2014 ,"'F5 - Astronomy' ","'South East' ",25
2014 ,"'F5 - Astronomy' ","'South West' ",15
2014 ,"'F5 - Astronomy' ","'Wales' ",15
2014 ,"'F5 - Astronomy' ","'Scotland' ",15
2014 ,"'F6 - Geology' ","'North East' ",40
2014 ,"'F6 - Geology' ","'Yorkshire and The Humber' ",125
2014 ,"'F6 - Geology' ","'North West' ",190
2014 ,"'F6 - Geology' ","'East Midlands' ",95
2014 ,"'F6 - Geology' ","'West Midlands' ",150
2014 ,"'F6 - Geology' ","'East of England' ",180
2014 ,"'F6 - Geology' ","'London' ",130
2014 ,"'F6 - Geology' ","'South East' ",305
2014 ,"'F6 - Geology' ","'South West' ",215
2014 ,"'F6 - Geology' ","'Wales' ",125
2014 ,"'F6 - Geology' ","'Scotland' ",200
2014 ,"'F6 - Geology' ","'Northern Ireland' ",25
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'North East' ",25
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Yorkshire and The Humber' ",80
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'North West' ",120
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'East Midlands' ",75
