"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_014_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3645
2014 ,"'Group N Business and Admin studies' ","'Men' ","'Adjustment' ",100
2014 ,"'Group N Business and Admin studies' ","'Men' ","'Main scheme Clearing' ",3715
2014 ,"'Group N Business and Admin studies' ","'Men' ","'Direct Clearing' ",1595
2014 ,"'Group N Business and Admin studies' ","'Men' ","'RPA' ",2765
2014 ,"'Group N Business and Admin studies' ","'Women' ","'Firm choice' ",20590
2014 ,"'Group N Business and Admin studies' ","'Women' ","'Insurance choice' ",2310
2014 ,"'Group N Business and Admin studies' ","'Women' ","'Other main scheme choice' ",990
2014 ,"'Group N Business and Admin studies' ","'Women' ","'Extra' ",415
2014 ,"'Group N Business and Admin studies' ","'Women' ","'Adjustment' ",85
2014 ,"'Group N Business and Admin studies' ","'Women' ","'Main scheme Clearing' ",3030
2014 ,"'Group N Business and Admin studies' ","'Women' ","'Direct Clearing' ",1110
2014 ,"'Group N Business and Admin studies' ","'Women' ","'RPA' ",2575
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Firm choice' ",4470
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Insurance choice' ",335
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Other main scheme choice' ",200
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Extra' ",65
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Adjustment' ",5
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Main scheme Clearing' ",425
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Direct Clearing' ",175
2014 ,"'Group P Mass Communication and Documentation' ","'Men' ","'RPA' ",260
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Firm choice' ",5185
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Insurance choice' ",430
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Other main scheme choice' ",190
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Extra' ",80
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Adjustment' ",15
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Main scheme Clearing' ",495
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Direct Clearing' ",155
2014 ,"'Group P Mass Communication and Documentation' ","'Women' ","'RPA' ",225
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Firm choice' ",2480
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Insurance choice' ",275
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Other main scheme choice' ",60
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Extra' ",15
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Adjustment' ",20
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Main scheme Clearing' ",270
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Direct Clearing' ",70
2014 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'RPA' ",45
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Firm choice' ",7170
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Insurance choice' ",770
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Other main scheme choice' ",155
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Extra' ",80
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Adjustment' ",50
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Main scheme Clearing' ",785
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Direct Clearing' ",140
2014 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'RPA' ",135
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'Firm choice' ",895
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'Insurance choice' ",95
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",20
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'Extra' ",5
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'Adjustment' ",5
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",85
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",10
2014 ,"'Group R European Languages, Literature and related' ","'Men' ","'RPA' ",15
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'Firm choice' ",2160
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'Insurance choice' ",220
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",20
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'Extra' ",15
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'Adjustment' ",5
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",190
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",25
2014 ,"'Group R European Languages, Literature and related' ","'Women' ","'RPA' ",20
2014 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Firm choice' ",355
2014 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Insurance choice' ",30
2014 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",10
2014 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",40
2014 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",10
2014 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'RPA' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Firm choice' ",515
2014 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Insurance choice' ",45
2014 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",20
2014 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Extra' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",65
2014 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",10
2014 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'RPA' ",5
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'Firm choice' ",5625
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'Insurance choice' ",720
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'Other main scheme choice' ",100
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'Extra' ",30
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'Adjustment' ",15
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'Main scheme Clearing' ",595
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'Direct Clearing' ",135
2014 ,"'Group V History and Philosophical studies' ","'Men' ","'RPA' ",105
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'Firm choice' ",6260
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'Insurance choice' ",700
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'Other main scheme choice' ",115
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'Extra' ",45
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'Adjustment' ",35
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'Main scheme Clearing' ",590
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'Direct Clearing' ",105
2014 ,"'Group V History and Philosophical studies' ","'Women' ","'RPA' ",95
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'Firm choice' ",16005
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'Insurance choice' ",480
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'Other main scheme choice' ",850
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'Extra' ",200
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'Adjustment' ",5
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'Main scheme Clearing' ",1015
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'Direct Clearing' ",695
2014 ,"'Group W Creative Arts and Design' ","'Men' ","'RPA' ",845
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'Firm choice' ",27825
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'Insurance choice' ",690
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'Other main scheme choice' ",935
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'Extra' ",450
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'Adjustment' ",30
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'Main scheme Clearing' ",1570
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'Direct Clearing' ",675
2014 ,"'Group W Creative Arts and Design' ","'Women' ","'RPA' ",1050
2014 ,"'Group X Education' ","'Men' ","'Firm choice' ",2125
2014 ,"'Group X Education' ","'Men' ","'Insurance choice' ",85
2014 ,"'Group X Education' ","'Men' ","'Other main scheme choice' ",80
2014 ,"'Group X Education' ","'Men' ","'Extra' ",30
2014 ,"'Group X Education' ","'Men' ","'Adjustment' ",5
2014 ,"'Group X Education' ","'Men' ","'Main scheme Clearing' ",150
2014 ,"'Group X Education' ","'Men' ","'Direct Clearing' ",110
2014 ,"'Group X Education' ","'Men' ","'RPA' ",95
2014 ,"'Group X Education' ","'Women' ","'Firm choice' ",11735
2014 ,"'Group X Education' ","'Women' ","'Insurance choice' ",565
2014 ,"'Group X Education' ","'Women' ","'Other main scheme choice' ",495
2014 ,"'Group X Education' ","'Women' ","'Extra' ",330
2014 ,"'Group X Education' ","'Women' ","'Adjustment' ",15
2014 ,"'Group X Education' ","'Women' ","'Main scheme Clearing' ",1235
2014 ,"'Group X Education' ","'Women' ","'Direct Clearing' ",660
2014 ,"'Group X Education' ","'Women' ","'RPA' ",730
2014 ,"'Y Combined arts' ","'Men' ","'Firm choice' ",2420
2014 ,"'Y Combined arts' ","'Men' ","'Insurance choice' ",225
2014 ,"'Y Combined arts' ","'Men' ","'Other main scheme choice' ",65
2014 ,"'Y Combined arts' ","'Men' ","'Extra' ",35
2014 ,"'Y Combined arts' ","'Men' ","'Adjustment' ",5
2014 ,"'Y Combined arts' ","'Men' ","'Main scheme Clearing' ",215
2014 ,"'Y Combined arts' ","'Men' ","'Direct Clearing' ",75
2014 ,"'Y Combined arts' ","'Men' ","'RPA' ",55
2014 ,"'Y Combined arts' ","'Women' ","'Firm choice' ",5925
2014 ,"'Y Combined arts' ","'Women' ","'Insurance choice' ",550
2014 ,"'Y Combined arts' ","'Women' ","'Other main scheme choice' ",135
2014 ,"'Y Combined arts' ","'Women' ","'Extra' ",80
2014 ,"'Y Combined arts' ","'Women' ","'Adjustment' ",25
2014 ,"'Y Combined arts' ","'Women' ","'Main scheme Clearing' ",530
2014 ,"'Y Combined arts' ","'Women' ","'Direct Clearing' ",135
2014 ,"'Y Combined arts' ","'Women' ","'RPA' ",110
2014 ,"'Y Combined sciences' ","'Men' ","'Firm choice' ",3220
2014 ,"'Y Combined sciences' ","'Men' ","'Insurance choice' ",360
2014 ,"'Y Combined sciences' ","'Men' ","'Other main scheme choice' ",135
2014 ,"'Y Combined sciences' ","'Men' ","'Extra' ",95
2014 ,"'Y Combined sciences' ","'Men' ","'Adjustment' ",5
2014 ,"'Y Combined sciences' ","'Men' ","'Main scheme Clearing' ",405
2014 ,"'Y Combined sciences' ","'Men' ","'Direct Clearing' ",100
2014 ,"'Y Combined sciences' ","'Men' ","'RPA' ",155
2014 ,"'Y Combined sciences' ","'Women' ","'Firm choice' ",2715
2014 ,"'Y Combined sciences' ","'Women' ","'Insurance choice' ",280
2014 ,"'Y Combined sciences' ","'Women' ","'Other main scheme choice' ",80
2014 ,"'Y Combined sciences' ","'Women' ","'Extra' ",120
2014 ,"'Y Combined sciences' ","'Women' ","'Adjustment' ",5
2014 ,"'Y Combined sciences' ","'Women' ","'Main scheme Clearing' ",445
2014 ,"'Y Combined sciences' ","'Women' ","'Direct Clearing' ",70
2014 ,"'Y Combined sciences' ","'Women' ","'RPA' ",100
2014 ,"'Y Combined social sciences' ","'Men' ","'Firm choice' ",1610
2014 ,"'Y Combined social sciences' ","'Men' ","'Insurance choice' ",240
2014 ,"'Y Combined social sciences' ","'Men' ","'Other main scheme choice' ",55
2014 ,"'Y Combined social sciences' ","'Men' ","'Extra' ",20
2014 ,"'Y Combined social sciences' ","'Men' ","'Adjustment' ",10
2014 ,"'Y Combined social sciences' ","'Men' ","'Main scheme Clearing' ",300
2014 ,"'Y Combined social sciences' ","'Men' ","'Direct Clearing' ",65
2014 ,"'Y Combined social sciences' ","'Men' ","'RPA' ",85
2014 ,"'Y Combined social sciences' ","'Women' ","'Firm choice' ",1910
2014 ,"'Y Combined social sciences' ","'Women' ","'Insurance choice' ",240
2014 ,"'Y Combined social sciences' ","'Women' ","'Other main scheme choice' ",70
2014 ,"'Y Combined social sciences' ","'Women' ","'Extra' ",45
2014 ,"'Y Combined social sciences' ","'Women' ","'Adjustment' ",5
2014 ,"'Y Combined social sciences' ","'Women' ","'Main scheme Clearing' ",390
2014 ,"'Y Combined social sciences' ","'Women' ","'Direct Clearing' ",60
2014 ,"'Y Combined social sciences' ","'Women' ","'RPA' ",105
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Firm choice' ",5765
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Insurance choice' ",485
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Other main scheme choice' ",215
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Extra' ",60
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Adjustment' ",10
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Main scheme Clearing' ",590
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Direct Clearing' ",295
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'RPA' ",245
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Firm choice' ",5830
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Insurance choice' ",445
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Other main scheme choice' ",160
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Extra' ",150
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Adjustment' ",10
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Main scheme Clearing' ",580
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Direct Clearing' ",150
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'RPA' ",185
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Firm choice' ",2605
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Insurance choice' ",280
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Other main scheme choice' ",85
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Extra' ",25
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Adjustment' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Main scheme Clearing' ",335
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Direct Clearing' ",70
2014 ,"'Y Social Sciences combined with Arts' ","'Men' ","'RPA' ",80
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Firm choice' ",5060
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Insurance choice' ",420
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Other main scheme choice' ",145
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Extra' ",110
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Adjustment' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Main scheme Clearing' ",545
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Direct Clearing' ",145
2014 ,"'Y Social Sciences combined with Arts' ","'Women' ","'RPA' ",215
2014 ,"'Z General, other combined and unknown' ","'Men' ","'Firm choice' ",2325
2014 ,"'Z General, other combined and unknown' ","'Men' ","'Insurance choice' ",225
2014 ,"'Z General, other combined and unknown' ","'Men' ","'Other main scheme choice' ",70
2014 ,"'Z General, other combined and unknown' ","'Men' ","'Extra' ",35
2014 ,"'Z General, other combined and unknown' ","'Men' ","'Adjustment' ",5
2014 ,"'Z General, other combined and unknown' ","'Men' ","'Main scheme Clearing' ",295
2014 ,"'Z General, other combined and unknown' ","'Men' ","'Direct Clearing' ",55
2014 ,"'Z General, other combined and unknown' ","'Men' ","'RPA' ",190
2014 ,"'Z General, other combined and unknown' ","'Women' ","'Firm choice' ",2610
2014 ,"'Z General, other combined and unknown' ","'Women' ","'Insurance choice' ",195
2014 ,"'Z General, other combined and unknown' ","'Women' ","'Other main scheme choice' ",90
2014 ,"'Z General, other combined and unknown' ","'Women' ","'Extra' ",55
2014 ,"'Z General, other combined and unknown' ","'Women' ","'Adjustment' ",10
2014 ,"'Z General, other combined and unknown' ","'Women' ","'Main scheme Clearing' ",340
2014 ,"'Z General, other combined and unknown' ","'Women' ","'Direct Clearing' ",60
2014 ,"'Z General, other combined and unknown' ","'Women' ","'RPA' ",300
2015 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3375
2015 ,"'Group A Medicine and Dentistry' ","'Men' ","'Insurance choice' ",35
2015 ,"'Group A Medicine and Dentistry' ","'Men' ","'Other main scheme choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Men' ","'Extra' ",70
2015 ,"'Group A Medicine and Dentistry' ","'Men' ","'Main scheme Clearing' ",230
2015 ,"'Group A Medicine and Dentistry' ","'Men' ","'Direct Clearing' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Men' ","'RPA' ",120
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'Firm choice' ",4535
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'Insurance choice' ",70
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'Other main scheme choice' ",15
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'Extra' ",60
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'Adjustment' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'Main scheme Clearing' ",290
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'Direct Clearing' ",5
2015 ,"'Group A Medicine and Dentistry' ","'Women' ","'RPA' ",150
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Firm choice' ",7350
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Insurance choice' ",590
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Other main scheme choice' ",315
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Extra' ",280
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Adjustment' ",20
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Main scheme Clearing' ",1285
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Direct Clearing' ",255
2015 ,"'Group B Subjects allied to Medicine' ","'Men' ","'RPA' ",215
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Firm choice' ",33265
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Insurance choice' ",1690
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Other main scheme choice' ",1220
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Extra' ",1295
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Adjustment' ",65
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Main scheme Clearing' ",4150
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Direct Clearing' ",790
2015 ,"'Group B Subjects allied to Medicine' ","'Women' ","'RPA' ",750
2015 ,"'Group C Biological Sciences' ","'Men' ","'Firm choice' ",15180
2015 ,"'Group C Biological Sciences' ","'Men' ","'Insurance choice' ",1695
2015 ,"'Group C Biological Sciences' ","'Men' ","'Other main scheme choice' ",450
2015 ,"'Group C Biological Sciences' ","'Men' ","'Extra' ",290
2015 ,"'Group C Biological Sciences' ","'Men' ","'Adjustment' ",35
2015 ,"'Group C Biological Sciences' ","'Men' ","'Main scheme Clearing' ",2130
2015 ,"'Group C Biological Sciences' ","'Men' ","'Direct Clearing' ",620
2015 ,"'Group C Biological Sciences' ","'Men' ","'RPA' ",820
2015 ,"'Group C Biological Sciences' ","'Women' ","'Firm choice' ",22055
2015 ,"'Group C Biological Sciences' ","'Women' ","'Insurance choice' ",3035
2015 ,"'Group C Biological Sciences' ","'Women' ","'Other main scheme choice' ",515
2015 ,"'Group C Biological Sciences' ","'Women' ","'Extra' ",520
2015 ,"'Group C Biological Sciences' ","'Women' ","'Adjustment' ",95
2015 ,"'Group C Biological Sciences' ","'Women' ","'Main scheme Clearing' ",3535
2015 ,"'Group C Biological Sciences' ","'Women' ","'Direct Clearing' ",575
2015 ,"'Group C Biological Sciences' ","'Women' ","'RPA' ",700
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Firm choice' ",1475
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Insurance choice' ",85
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Other main scheme choice' ",75
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Extra' ",20
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Main scheme Clearing' ",125
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Direct Clearing' ",120
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'RPA' ",130
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Firm choice' ",4220
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Insurance choice' ",210
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Other main scheme choice' ",160
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Extra' ",95
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Main scheme Clearing' ",370
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Direct Clearing' ",205
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'RPA' ",255
2015 ,"'Group F Physical Sciences' ","'Men' ","'Firm choice' ",8820
2015 ,"'Group F Physical Sciences' ","'Men' ","'Insurance choice' ",1525
2015 ,"'Group F Physical Sciences' ","'Men' ","'Other main scheme choice' ",170
2015 ,"'Group F Physical Sciences' ","'Men' ","'Extra' ",65
2015 ,"'Group F Physical Sciences' ","'Men' ","'Adjustment' ",30
2015 ,"'Group F Physical Sciences' ","'Men' ","'Main scheme Clearing' ",1250
2015 ,"'Group F Physical Sciences' ","'Men' ","'Direct Clearing' ",195
2015 ,"'Group F Physical Sciences' ","'Men' ","'RPA' ",170
2015 ,"'Group F Physical Sciences' ","'Women' ","'Firm choice' ",6350
2015 ,"'Group F Physical Sciences' ","'Women' ","'Insurance choice' ",945
2015 ,"'Group F Physical Sciences' ","'Women' ","'Other main scheme choice' ",105
2015 ,"'Group F Physical Sciences' ","'Women' ","'Extra' ",80
2015 ,"'Group F Physical Sciences' ","'Women' ","'Adjustment' ",20
2015 ,"'Group F Physical Sciences' ","'Women' ","'Main scheme Clearing' ",950
2015 ,"'Group F Physical Sciences' ","'Women' ","'Direct Clearing' ",135
2015 ,"'Group F Physical Sciences' ","'Women' ","'RPA' ",130
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'Firm choice' ",3720
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'Insurance choice' ",955
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'Other main scheme choice' ",60
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'Extra' ",30
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'Adjustment' ",20
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'Main scheme Clearing' ",630
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'Direct Clearing' ",105
2015 ,"'Group G Mathematical Sciences' ","'Men' ","'RPA' ",75
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'Firm choice' ",2110
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'Insurance choice' ",515
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'Other main scheme choice' ",45
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'Extra' ",25
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'Adjustment' ",5
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'Main scheme Clearing' ",350
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'Direct Clearing' ",55
2015 ,"'Group G Mathematical Sciences' ","'Women' ","'RPA' ",30
2015 ,"'Group H Engineering' ","'Men' ","'Firm choice' ",16675
2015 ,"'Group H Engineering' ","'Men' ","'Insurance choice' ",3120
2015 ,"'Group H Engineering' ","'Men' ","'Other main scheme choice' ",650
2015 ,"'Group H Engineering' ","'Men' ","'Extra' ",220
2015 ,"'Group H Engineering' ","'Men' ","'Adjustment' ",50
2015 ,"'Group H Engineering' ","'Men' ","'Main scheme Clearing' ",2950
2015 ,"'Group H Engineering' ","'Men' ","'Direct Clearing' ",840
2015 ,"'Group H Engineering' ","'Men' ","'RPA' ",1300
2015 ,"'Group H Engineering' ","'Women' ","'Firm choice' ",3285
2015 ,"'Group H Engineering' ","'Women' ","'Insurance choice' ",605
2015 ,"'Group H Engineering' ","'Women' ","'Other main scheme choice' ",110
2015 ,"'Group H Engineering' ","'Women' ","'Extra' ",65
2015 ,"'Group H Engineering' ","'Women' ","'Adjustment' ",15
2015 ,"'Group H Engineering' ","'Women' ","'Main scheme Clearing' ",605
2015 ,"'Group H Engineering' ","'Women' ","'Direct Clearing' ",110
2015 ,"'Group H Engineering' ","'Women' ","'RPA' ",250
2015 ,"'Group I Computer Sciences' ","'Men' ","'Firm choice' ",15660
2015 ,"'Group I Computer Sciences' ","'Men' ","'Insurance choice' ",1860
2015 ,"'Group I Computer Sciences' ","'Men' ","'Other main scheme choice' ",745
2015 ,"'Group I Computer Sciences' ","'Men' ","'Extra' ",175
2015 ,"'Group I Computer Sciences' ","'Men' ","'Adjustment' ",25
2015 ,"'Group I Computer Sciences' ","'Men' ","'Main scheme Clearing' ",1915
2015 ,"'Group I Computer Sciences' ","'Men' ","'Direct Clearing' ",900
2015 ,"'Group I Computer Sciences' ","'Men' ","'RPA' ",1100
2015 ,"'Group I Computer Sciences' ","'Women' ","'Firm choice' ",2425
2015 ,"'Group I Computer Sciences' ","'Women' ","'Insurance choice' ",290
2015 ,"'Group I Computer Sciences' ","'Women' ","'Other main scheme choice' ",125
2015 ,"'Group I Computer Sciences' ","'Women' ","'Extra' ",55
2015 ,"'Group I Computer Sciences' ","'Women' ","'Adjustment' ",10
2015 ,"'Group I Computer Sciences' ","'Women' ","'Main scheme Clearing' ",345
2015 ,"'Group I Computer Sciences' ","'Women' ","'Direct Clearing' ",130
2015 ,"'Group I Computer Sciences' ","'Women' ","'RPA' ",180
2015 ,"'Group J Technologies' ","'Men' ","'Firm choice' ",1395
2015 ,"'Group J Technologies' ","'Men' ","'Insurance choice' ",90
2015 ,"'Group J Technologies' ","'Men' ","'Other main scheme choice' ",55
2015 ,"'Group J Technologies' ","'Men' ","'Extra' ",15
2015 ,"'Group J Technologies' ","'Men' ","'Main scheme Clearing' ",130
