"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_018_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Firm choice' ",100
2014 ,"'T7 - American studies' ","'19' ","'Firm choice' ",65
2014 ,"'T7 - American studies' ","'19' ","'Insurance choice' ",10
2014 ,"'T7 - American studies' ","'19' ","'Extra' ",5
2014 ,"'T7 - American studies' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'T7 - American studies' ","'20' ","'Firm choice' ",10
2014 ,"'T7 - American studies' ","'21 and over' ","'Firm choice' ",15
2014 ,"'T7 - American studies' ","'21 and over' ","'Other main scheme choice' ",5
2014 ,"'T7 - American studies' ","'21 and over' ","'RPA' ",5
2014 ,"'T9 - Others in non-European Langs, Lit & related' ","'18' ","'Firm choice' ",50
2014 ,"'T9 - Others in non-European Langs, Lit & related' ","'18' ","'Insurance choice' ",5
2014 ,"'T9 - Others in non-European Langs, Lit & related' ","'19' ","'Firm choice' ",10
2014 ,"'T9 - Others in non-European Langs, Lit & related' ","'20' ","'Firm choice' ",5
2014 ,"'T9 - Others in non-European Langs, Lit & related' ","'21 and over' ","'Firm choice' ",5
2014 ,"'TT - Combinations within non-European Langs & related' ","'17 and under' ","'Firm choice' ",5
2014 ,"'TT - Combinations within non-European Langs & related' ","'18' ","'Firm choice' ",50
2014 ,"'TT - Combinations within non-European Langs & related' ","'19' ","'Firm choice' ",15
2014 ,"'TT - Combinations within non-European Langs & related' ","'20' ","'Firm choice' ",5
2014 ,"'TT - Combinations within non-European Langs & related' ","'21 and over' ","'Firm choice' ",10
2014 ,"'V1 - History by Period' ","'17 and under' ","'Firm choice' ",35
2014 ,"'V1 - History by Period' ","'17 and under' ","'Insurance choice' ",5
2014 ,"'V1 - History by Period' ","'18' ","'Firm choice' ",5590
2014 ,"'V1 - History by Period' ","'18' ","'Insurance choice' ",850
2014 ,"'V1 - History by Period' ","'18' ","'Other main scheme choice' ",5
2014 ,"'V1 - History by Period' ","'18' ","'Extra' ",15
2014 ,"'V1 - History by Period' ","'18' ","'Adjustment' ",25
2014 ,"'V1 - History by Period' ","'18' ","'Main scheme Clearing' ",545
2014 ,"'V1 - History by Period' ","'18' ","'Direct Clearing' ",15
2014 ,"'V1 - History by Period' ","'18' ","'RPA' ",10
2014 ,"'V1 - History by Period' ","'19' ","'Firm choice' ",1270
2014 ,"'V1 - History by Period' ","'19' ","'Insurance choice' ",125
2014 ,"'V1 - History by Period' ","'19' ","'Other main scheme choice' ",20
2014 ,"'V1 - History by Period' ","'19' ","'Extra' ",10
2014 ,"'V1 - History by Period' ","'19' ","'Adjustment' ",5
2014 ,"'V1 - History by Period' ","'19' ","'Main scheme Clearing' ",110
2014 ,"'V1 - History by Period' ","'19' ","'Direct Clearing' ",20
2014 ,"'V1 - History by Period' ","'19' ","'RPA' ",20
2014 ,"'V1 - History by Period' ","'20' ","'Firm choice' ",245
2014 ,"'V1 - History by Period' ","'20' ","'Insurance choice' ",10
2014 ,"'V1 - History by Period' ","'20' ","'Other main scheme choice' ",15
2014 ,"'V1 - History by Period' ","'20' ","'Main scheme Clearing' ",20
2014 ,"'V1 - History by Period' ","'20' ","'Direct Clearing' ",25
2014 ,"'V1 - History by Period' ","'20' ","'RPA' ",10
2014 ,"'V1 - History by Period' ","'21 and over' ","'Firm choice' ",500
2014 ,"'V1 - History by Period' ","'21 and over' ","'Insurance choice' ",15
2014 ,"'V1 - History by Period' ","'21 and over' ","'Other main scheme choice' ",40
2014 ,"'V1 - History by Period' ","'21 and over' ","'Extra' ",5
2014 ,"'V1 - History by Period' ","'21 and over' ","'Main scheme Clearing' ",20
2014 ,"'V1 - History by Period' ","'21 and over' ","'Direct Clearing' ",50
2014 ,"'V1 - History by Period' ","'21 and over' ","'RPA' ",50
2014 ,"'V2 - History by Area' ","'18' ","'Firm choice' ",45
2014 ,"'V2 - History by Area' ","'18' ","'Insurance choice' ",5
2014 ,"'V2 - History by Area' ","'18' ","'Main scheme Clearing' ",5
2014 ,"'V2 - History by Area' ","'19' ","'Firm choice' ",15
2014 ,"'V2 - History by Area' ","'19' ","'Direct Clearing' ",5
2014 ,"'V2 - History by Area' ","'20' ","'Firm choice' ",5
2014 ,"'V2 - History by Area' ","'21 and over' ","'Firm choice' ",10
2014 ,"'V3 - History by Topic' ","'17 and under' ","'Firm choice' ",10
2014 ,"'V3 - History by Topic' ","'18' ","'Firm choice' ",465
2014 ,"'V3 - History by Topic' ","'18' ","'Insurance choice' ",50
2014 ,"'V3 - History by Topic' ","'18' ","'Adjustment' ",5
2014 ,"'V3 - History by Topic' ","'18' ","'Main scheme Clearing' ",45
2014 ,"'V3 - History by Topic' ","'18' ","'Direct Clearing' ",5
2014 ,"'V3 - History by Topic' ","'19' ","'Firm choice' ",210
2014 ,"'V3 - History by Topic' ","'19' ","'Insurance choice' ",10
2014 ,"'V3 - History by Topic' ","'19' ","'Other main scheme choice' ",5
2014 ,"'V3 - History by Topic' ","'19' ","'Extra' ",5
2014 ,"'V3 - History by Topic' ","'19' ","'Main scheme Clearing' ",20
2014 ,"'V3 - History by Topic' ","'19' ","'Direct Clearing' ",5
2014 ,"'V3 - History by Topic' ","'19' ","'RPA' ",10
2014 ,"'V3 - History by Topic' ","'20' ","'Firm choice' ",70
2014 ,"'V3 - History by Topic' ","'20' ","'Insurance choice' ",5
2014 ,"'V3 - History by Topic' ","'20' ","'Other main scheme choice' ",5
2014 ,"'V3 - History by Topic' ","'20' ","'Main scheme Clearing' ",5
2014 ,"'V3 - History by Topic' ","'20' ","'Direct Clearing' ",5
2014 ,"'V3 - History by Topic' ","'21 and over' ","'Firm choice' ",85
2014 ,"'V3 - History by Topic' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'V3 - History by Topic' ","'21 and over' ","'Other main scheme choice' ",15
2014 ,"'V3 - History by Topic' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'V3 - History by Topic' ","'21 and over' ","'Direct Clearing' ",15
2014 ,"'V3 - History by Topic' ","'21 and over' ","'RPA' ",10
2014 ,"'V4 - Archaeology' ","'18' ","'Firm choice' ",155
2014 ,"'V4 - Archaeology' ","'18' ","'Insurance choice' ",25
2014 ,"'V4 - Archaeology' ","'18' ","'Other main scheme choice' ",5
2014 ,"'V4 - Archaeology' ","'18' ","'Main scheme Clearing' ",30
2014 ,"'V4 - Archaeology' ","'18' ","'Direct Clearing' ",5
2014 ,"'V4 - Archaeology' ","'19' ","'Firm choice' ",60
2014 ,"'V4 - Archaeology' ","'19' ","'Insurance choice' ",5
2014 ,"'V4 - Archaeology' ","'19' ","'Main scheme Clearing' ",10
2014 ,"'V4 - Archaeology' ","'20' ","'Firm choice' ",15
2014 ,"'V4 - Archaeology' ","'21 and over' ","'Firm choice' ",65
2014 ,"'V4 - Archaeology' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'V4 - Archaeology' ","'21 and over' ","'Other main scheme choice' ",5
2014 ,"'V4 - Archaeology' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'V4 - Archaeology' ","'21 and over' ","'Direct Clearing' ",10
2014 ,"'V4 - Archaeology' ","'21 and over' ","'RPA' ",5
2014 ,"'V5 - Philosophy' ","'17 and under' ","'Firm choice' ",10
2014 ,"'V5 - Philosophy' ","'18' ","'Firm choice' ",790
2014 ,"'V5 - Philosophy' ","'18' ","'Insurance choice' ",120
2014 ,"'V5 - Philosophy' ","'18' ","'Other main scheme choice' ",5
2014 ,"'V5 - Philosophy' ","'18' ","'Extra' ",5
2014 ,"'V5 - Philosophy' ","'18' ","'Adjustment' ",10
2014 ,"'V5 - Philosophy' ","'18' ","'Main scheme Clearing' ",100
2014 ,"'V5 - Philosophy' ","'18' ","'Direct Clearing' ",5
2014 ,"'V5 - Philosophy' ","'19' ","'Firm choice' ",265
2014 ,"'V5 - Philosophy' ","'19' ","'Insurance choice' ",20
2014 ,"'V5 - Philosophy' ","'19' ","'Other main scheme choice' ",5
2014 ,"'V5 - Philosophy' ","'19' ","'Extra' ",5
2014 ,"'V5 - Philosophy' ","'19' ","'Main scheme Clearing' ",40
2014 ,"'V5 - Philosophy' ","'19' ","'Direct Clearing' ",5
2014 ,"'V5 - Philosophy' ","'19' ","'RPA' ",5
2014 ,"'V5 - Philosophy' ","'20' ","'Firm choice' ",45
2014 ,"'V5 - Philosophy' ","'20' ","'Other main scheme choice' ",10
2014 ,"'V5 - Philosophy' ","'20' ","'Main scheme Clearing' ",10
2014 ,"'V5 - Philosophy' ","'20' ","'Direct Clearing' ",10
2014 ,"'V5 - Philosophy' ","'20' ","'RPA' ",5
2014 ,"'V5 - Philosophy' ","'21 and over' ","'Firm choice' ",100
2014 ,"'V5 - Philosophy' ","'21 and over' ","'Other main scheme choice' ",10
2014 ,"'V5 - Philosophy' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'V5 - Philosophy' ","'21 and over' ","'Direct Clearing' ",5
2014 ,"'V5 - Philosophy' ","'21 and over' ","'RPA' ",10
2014 ,"'V6 - Theology and Religious studies' ","'18' ","'Firm choice' ",495
2014 ,"'V6 - Theology and Religious studies' ","'18' ","'Insurance choice' ",60
2014 ,"'V6 - Theology and Religious studies' ","'18' ","'Extra' ",5
2014 ,"'V6 - Theology and Religious studies' ","'18' ","'Main scheme Clearing' ",45
2014 ,"'V6 - Theology and Religious studies' ","'19' ","'Firm choice' ",115
2014 ,"'V6 - Theology and Religious studies' ","'19' ","'Insurance choice' ",5
2014 ,"'V6 - Theology and Religious studies' ","'19' ","'Extra' ",5
2014 ,"'V6 - Theology and Religious studies' ","'19' ","'Main scheme Clearing' ",20
2014 ,"'V6 - Theology and Religious studies' ","'19' ","'Direct Clearing' ",10
2014 ,"'V6 - Theology and Religious studies' ","'19' ","'RPA' ",10
2014 ,"'V6 - Theology and Religious studies' ","'20' ","'Firm choice' ",40
2014 ,"'V6 - Theology and Religious studies' ","'20' ","'Main scheme Clearing' ",5
2014 ,"'V6 - Theology and Religious studies' ","'20' ","'Direct Clearing' ",5
2014 ,"'V6 - Theology and Religious studies' ","'20' ","'RPA' ",5
2014 ,"'V6 - Theology and Religious studies' ","'21 and over' ","'Firm choice' ",165
2014 ,"'V6 - Theology and Religious studies' ","'21 and over' ","'Other main scheme choice' ",35
2014 ,"'V6 - Theology and Religious studies' ","'21 and over' ","'Extra' ",5
2014 ,"'V6 - Theology and Religious studies' ","'21 and over' ","'Main scheme Clearing' ",15
2014 ,"'V6 - Theology and Religious studies' ","'21 and over' ","'Direct Clearing' ",25
2014 ,"'V6 - Theology and Religious studies' ","'21 and over' ","'RPA' ",35
2014 ,"'V7 - Heritage studies' ","'21 and over' ","'Firm choice' ",5
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'18' ","'Firm choice' ",20
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'18' ","'Insurance choice' ",10
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'18' ","'Main scheme Clearing' ",10
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'19' ","'Firm choice' ",5
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'19' ","'Insurance choice' ",5
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'20' ","'Firm choice' ",5
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'21 and over' ","'Firm choice' ",10
2014 ,"'V9 - Others in Hist & Philosophical studies' ","'21 and over' ","'Other main scheme choice' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'17 and under' ","'Firm choice' ",10
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'18' ","'Firm choice' ",645
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'18' ","'Insurance choice' ",75
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'18' ","'Other main scheme choice' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'18' ","'Adjustment' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'18' ","'Main scheme Clearing' ",70
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'19' ","'Firm choice' ",185
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'19' ","'Insurance choice' ",10
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'19' ","'Other main scheme choice' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'19' ","'Extra' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'19' ","'Main scheme Clearing' ",25
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'19' ","'Direct Clearing' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'20' ","'Firm choice' ",35
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'20' ","'Insurance choice' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'20' ","'Other main scheme choice' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'21 and over' ","'Firm choice' ",85
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'21 and over' ","'Other main scheme choice' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'21 and over' ","'Direct Clearing' ",10
2014 ,"'VV - Combinations within Hist & Philosophical studies' ","'21 and over' ","'RPA' ",5
2014 ,"'W1 - Fine Art' ","'17 and under' ","'Firm choice' ",15
2014 ,"'W1 - Fine Art' ","'17 and under' ","'Main scheme Clearing' ",5
2014 ,"'W1 - Fine Art' ","'18' ","'Firm choice' ",1000
2014 ,"'W1 - Fine Art' ","'18' ","'Insurance choice' ",30
2014 ,"'W1 - Fine Art' ","'18' ","'Other main scheme choice' ",10
2014 ,"'W1 - Fine Art' ","'18' ","'Extra' ",15
2014 ,"'W1 - Fine Art' ","'18' ","'Main scheme Clearing' ",45
2014 ,"'W1 - Fine Art' ","'18' ","'Direct Clearing' ",15
2014 ,"'W1 - Fine Art' ","'18' ","'RPA' ",20
2014 ,"'W1 - Fine Art' ","'19' ","'Firm choice' ",1835
2014 ,"'W1 - Fine Art' ","'19' ","'Insurance choice' ",15
2014 ,"'W1 - Fine Art' ","'19' ","'Other main scheme choice' ",25
2014 ,"'W1 - Fine Art' ","'19' ","'Extra' ",25
2014 ,"'W1 - Fine Art' ","'19' ","'Main scheme Clearing' ",55
2014 ,"'W1 - Fine Art' ","'19' ","'Direct Clearing' ",10
2014 ,"'W1 - Fine Art' ","'19' ","'RPA' ",40
2014 ,"'W1 - Fine Art' ","'20' ","'Firm choice' ",415
2014 ,"'W1 - Fine Art' ","'20' ","'Other main scheme choice' ",15
2014 ,"'W1 - Fine Art' ","'20' ","'Extra' ",5
2014 ,"'W1 - Fine Art' ","'20' ","'Main scheme Clearing' ",25
2014 ,"'W1 - Fine Art' ","'20' ","'Direct Clearing' ",10
2014 ,"'W1 - Fine Art' ","'20' ","'RPA' ",20
2014 ,"'W1 - Fine Art' ","'21 and over' ","'Firm choice' ",800
2014 ,"'W1 - Fine Art' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'W1 - Fine Art' ","'21 and over' ","'Other main scheme choice' ",65
2014 ,"'W1 - Fine Art' ","'21 and over' ","'Extra' ",15
2014 ,"'W1 - Fine Art' ","'21 and over' ","'Main scheme Clearing' ",45
2014 ,"'W1 - Fine Art' ","'21 and over' ","'Direct Clearing' ",55
2014 ,"'W1 - Fine Art' ","'21 and over' ","'RPA' ",80
2014 ,"'W2 - Design studies' ","'17 and under' ","'Firm choice' ",70
2014 ,"'W2 - Design studies' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'W2 - Design studies' ","'17 and under' ","'Extra' ",5
2014 ,"'W2 - Design studies' ","'18' ","'Firm choice' ",5720
2014 ,"'W2 - Design studies' ","'18' ","'Insurance choice' ",275
2014 ,"'W2 - Design studies' ","'18' ","'Other main scheme choice' ",60
2014 ,"'W2 - Design studies' ","'18' ","'Extra' ",55
2014 ,"'W2 - Design studies' ","'18' ","'Adjustment' ",10
2014 ,"'W2 - Design studies' ","'18' ","'Main scheme Clearing' ",335
2014 ,"'W2 - Design studies' ","'18' ","'Direct Clearing' ",40
2014 ,"'W2 - Design studies' ","'18' ","'RPA' ",65
2014 ,"'W2 - Design studies' ","'19' ","'Firm choice' ",5885
2014 ,"'W2 - Design studies' ","'19' ","'Insurance choice' ",75
2014 ,"'W2 - Design studies' ","'19' ","'Other main scheme choice' ",85
2014 ,"'W2 - Design studies' ","'19' ","'Extra' ",95
2014 ,"'W2 - Design studies' ","'19' ","'Adjustment' ",5
2014 ,"'W2 - Design studies' ","'19' ","'Main scheme Clearing' ",225
2014 ,"'W2 - Design studies' ","'19' ","'Direct Clearing' ",85
2014 ,"'W2 - Design studies' ","'19' ","'RPA' ",120
2014 ,"'W2 - Design studies' ","'20' ","'Firm choice' ",1800
2014 ,"'W2 - Design studies' ","'20' ","'Insurance choice' ",25
2014 ,"'W2 - Design studies' ","'20' ","'Other main scheme choice' ",85
2014 ,"'W2 - Design studies' ","'20' ","'Extra' ",30
2014 ,"'W2 - Design studies' ","'20' ","'Main scheme Clearing' ",105
2014 ,"'W2 - Design studies' ","'20' ","'Direct Clearing' ",65
2014 ,"'W2 - Design studies' ","'20' ","'RPA' ",95
2014 ,"'W2 - Design studies' ","'21 and over' ","'Firm choice' ",2520
2014 ,"'W2 - Design studies' ","'21 and over' ","'Insurance choice' ",20
2014 ,"'W2 - Design studies' ","'21 and over' ","'Other main scheme choice' ",275
2014 ,"'W2 - Design studies' ","'21 and over' ","'Extra' ",35
2014 ,"'W2 - Design studies' ","'21 and over' ","'Main scheme Clearing' ",150
2014 ,"'W2 - Design studies' ","'21 and over' ","'Direct Clearing' ",225
2014 ,"'W2 - Design studies' ","'21 and over' ","'RPA' ",360
2014 ,"'W3 - Music' ","'17 and under' ","'Firm choice' ",70
2014 ,"'W3 - Music' ","'17 and under' ","'Insurance choice' ",5
2014 ,"'W3 - Music' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'W3 - Music' ","'17 and under' ","'Direct Clearing' ",10
2014 ,"'W3 - Music' ","'17 and under' ","'RPA' ",30
2014 ,"'W3 - Music' ","'18' ","'Firm choice' ",3210
2014 ,"'W3 - Music' ","'18' ","'Insurance choice' ",160
2014 ,"'W3 - Music' ","'18' ","'Other main scheme choice' ",70
2014 ,"'W3 - Music' ","'18' ","'Extra' ",35
2014 ,"'W3 - Music' ","'18' ","'Adjustment' ",5
2014 ,"'W3 - Music' ","'18' ","'Main scheme Clearing' ",185
2014 ,"'W3 - Music' ","'18' ","'Direct Clearing' ",40
2014 ,"'W3 - Music' ","'18' ","'RPA' ",45
2014 ,"'W3 - Music' ","'19' ","'Firm choice' ",1490
2014 ,"'W3 - Music' ","'19' ","'Insurance choice' ",45
2014 ,"'W3 - Music' ","'19' ","'Other main scheme choice' ",85
2014 ,"'W3 - Music' ","'19' ","'Extra' ",20
2014 ,"'W3 - Music' ","'19' ","'Main scheme Clearing' ",85
2014 ,"'W3 - Music' ","'19' ","'Direct Clearing' ",55
2014 ,"'W3 - Music' ","'19' ","'RPA' ",85
2014 ,"'W3 - Music' ","'20' ","'Firm choice' ",725
2014 ,"'W3 - Music' ","'20' ","'Insurance choice' ",5
2014 ,"'W3 - Music' ","'20' ","'Other main scheme choice' ",70
2014 ,"'W3 - Music' ","'20' ","'Extra' ",15
2014 ,"'W3 - Music' ","'20' ","'Main scheme Clearing' ",50
2014 ,"'W3 - Music' ","'20' ","'Direct Clearing' ",60
2014 ,"'W3 - Music' ","'20' ","'RPA' ",35
2014 ,"'W3 - Music' ","'21 and over' ","'Firm choice' ",1205
2014 ,"'W3 - Music' ","'21 and over' ","'Insurance choice' ",10
2014 ,"'W3 - Music' ","'21 and over' ","'Other main scheme choice' ",200
2014 ,"'W3 - Music' ","'21 and over' ","'Extra' ",5
2014 ,"'W3 - Music' ","'21 and over' ","'Main scheme Clearing' ",90
2014 ,"'W3 - Music' ","'21 and over' ","'Direct Clearing' ",165
2014 ,"'W3 - Music' ","'21 and over' ","'RPA' ",185
2014 ,"'W4 - Drama' ","'17 and under' ","'Firm choice' ",25
2014 ,"'W4 - Drama' ","'17 and under' ","'Main scheme Clearing' ",5
2014 ,"'W4 - Drama' ","'18' ","'Firm choice' ",3215
2014 ,"'W4 - Drama' ","'18' ","'Insurance choice' ",165
2014 ,"'W4 - Drama' ","'18' ","'Other main scheme choice' ",55
2014 ,"'W4 - Drama' ","'18' ","'Extra' ",70
2014 ,"'W4 - Drama' ","'18' ","'Adjustment' ",5
2014 ,"'W4 - Drama' ","'18' ","'Main scheme Clearing' ",245
2014 ,"'W4 - Drama' ","'18' ","'Direct Clearing' ",30
2014 ,"'W4 - Drama' ","'18' ","'RPA' ",25
2014 ,"'W4 - Drama' ","'19' ","'Firm choice' ",1720
2014 ,"'W4 - Drama' ","'19' ","'Insurance choice' ",20
2014 ,"'W4 - Drama' ","'19' ","'Other main scheme choice' ",65
2014 ,"'W4 - Drama' ","'19' ","'Extra' ",60
2014 ,"'W4 - Drama' ","'19' ","'Main scheme Clearing' ",105
2014 ,"'W4 - Drama' ","'19' ","'Direct Clearing' ",30
2014 ,"'W4 - Drama' ","'19' ","'RPA' ",45
2014 ,"'W4 - Drama' ","'20' ","'Firm choice' ",770
2014 ,"'W4 - Drama' ","'20' ","'Insurance choice' ",5
2014 ,"'W4 - Drama' ","'20' ","'Other main scheme choice' ",50
2014 ,"'W4 - Drama' ","'20' ","'Extra' ",15
2014 ,"'W4 - Drama' ","'20' ","'Main scheme Clearing' ",50
2014 ,"'W4 - Drama' ","'20' ","'Direct Clearing' ",25
2014 ,"'W4 - Drama' ","'20' ","'RPA' ",50
2014 ,"'W4 - Drama' ","'21 and over' ","'Firm choice' ",925
2014 ,"'W4 - Drama' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'W4 - Drama' ","'21 and over' ","'Other main scheme choice' ",85
2014 ,"'W4 - Drama' ","'21 and over' ","'Extra' ",30
2014 ,"'W4 - Drama' ","'21 and over' ","'Main scheme Clearing' ",90
2014 ,"'W4 - Drama' ","'21 and over' ","'Direct Clearing' ",70
2014 ,"'W4 - Drama' ","'21 and over' ","'RPA' ",105
2014 ,"'W5 - Dance' ","'17 and under' ","'Firm choice' ",5
2014 ,"'W5 - Dance' ","'18' ","'Firm choice' ",705
2014 ,"'W5 - Dance' ","'18' ","'Insurance choice' ",35
2014 ,"'W5 - Dance' ","'18' ","'Other main scheme choice' ",10
2014 ,"'W5 - Dance' ","'18' ","'Extra' ",10
2014 ,"'W5 - Dance' ","'18' ","'Main scheme Clearing' ",55
2014 ,"'W5 - Dance' ","'18' ","'Direct Clearing' ",10
2014 ,"'W5 - Dance' ","'18' ","'RPA' ",10
2014 ,"'W5 - Dance' ","'19' ","'Firm choice' ",225
2014 ,"'W5 - Dance' ","'19' ","'Other main scheme choice' ",15
2014 ,"'W5 - Dance' ","'19' ","'Extra' ",5
2014 ,"'W5 - Dance' ","'19' ","'Main scheme Clearing' ",30
2014 ,"'W5 - Dance' ","'19' ","'Direct Clearing' ",10
2014 ,"'W5 - Dance' ","'19' ","'RPA' ",10
2014 ,"'W5 - Dance' ","'20' ","'Firm choice' ",95
2014 ,"'W5 - Dance' ","'20' ","'Other main scheme choice' ",5
2014 ,"'W5 - Dance' ","'20' ","'Extra' ",5
2014 ,"'W5 - Dance' ","'20' ","'Main scheme Clearing' ",10
2014 ,"'W5 - Dance' ","'20' ","'Direct Clearing' ",5
2014 ,"'W5 - Dance' ","'20' ","'RPA' ",5
2014 ,"'W5 - Dance' ","'21 and over' ","'Firm choice' ",140
2014 ,"'W5 - Dance' ","'21 and over' ","'Other main scheme choice' ",10
2014 ,"'W5 - Dance' ","'21 and over' ","'Main scheme Clearing' ",10
2014 ,"'W5 - Dance' ","'21 and over' ","'Direct Clearing' ",15
2014 ,"'W5 - Dance' ","'21 and over' ","'RPA' ",20
2014 ,"'W6 - Cinematics and Photography' ","'17 and under' ","'Firm choice' ",25
2014 ,"'W6 - Cinematics and Photography' ","'17 and under' ","'Insurance choice' ",5
2014 ,"'W6 - Cinematics and Photography' ","'18' ","'Firm choice' ",2630
2014 ,"'W6 - Cinematics and Photography' ","'18' ","'Insurance choice' ",115
2014 ,"'W6 - Cinematics and Photography' ","'18' ","'Other main scheme choice' ",30
2014 ,"'W6 - Cinematics and Photography' ","'18' ","'Extra' ",20
2014 ,"'W6 - Cinematics and Photography' ","'18' ","'Main scheme Clearing' ",155
2014 ,"'W6 - Cinematics and Photography' ","'18' ","'Direct Clearing' ",30
2014 ,"'W6 - Cinematics and Photography' ","'18' ","'RPA' ",30
2014 ,"'W6 - Cinematics and Photography' ","'19' ","'Firm choice' ",1620
2014 ,"'W6 - Cinematics and Photography' ","'19' ","'Insurance choice' ",45
2014 ,"'W6 - Cinematics and Photography' ","'19' ","'Other main scheme choice' ",55
2014 ,"'W6 - Cinematics and Photography' ","'19' ","'Extra' ",20
2014 ,"'W6 - Cinematics and Photography' ","'19' ","'Main scheme Clearing' ",75
2014 ,"'W6 - Cinematics and Photography' ","'19' ","'Direct Clearing' ",45
2014 ,"'W6 - Cinematics and Photography' ","'19' ","'RPA' ",50
2014 ,"'W6 - Cinematics and Photography' ","'20' ","'Firm choice' ",675
2014 ,"'W6 - Cinematics and Photography' ","'20' ","'Insurance choice' ",15
2014 ,"'W6 - Cinematics and Photography' ","'20' ","'Other main scheme choice' ",35
2014 ,"'W6 - Cinematics and Photography' ","'20' ","'Extra' ",10
2014 ,"'W6 - Cinematics and Photography' ","'20' ","'Main scheme Clearing' ",35
2014 ,"'W6 - Cinematics and Photography' ","'20' ","'Direct Clearing' ",35
2014 ,"'W6 - Cinematics and Photography' ","'20' ","'RPA' ",35
2014 ,"'W6 - Cinematics and Photography' ","'21 and over' ","'Firm choice' ",960
2014 ,"'W6 - Cinematics and Photography' ","'21 and over' ","'Insurance choice' ",10
2014 ,"'W6 - Cinematics and Photography' ","'21 and over' ","'Other main scheme choice' ",125
2014 ,"'W6 - Cinematics and Photography' ","'21 and over' ","'Extra' ",10
2014 ,"'W6 - Cinematics and Photography' ","'21 and over' ","'Main scheme Clearing' ",70
2014 ,"'W6 - Cinematics and Photography' ","'21 and over' ","'Direct Clearing' ",110
2014 ,"'W6 - Cinematics and Photography' ","'21 and over' ","'RPA' ",140
2014 ,"'W7 - Crafts' ","'18' ","'Firm choice' ",70
2014 ,"'W7 - Crafts' ","'18' ","'RPA' ",5
2014 ,"'W7 - Crafts' ","'19' ","'Firm choice' ",80
2014 ,"'W7 - Crafts' ","'19' ","'Insurance choice' ",5
2014 ,"'W7 - Crafts' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'W7 - Crafts' ","'19' ","'Direct Clearing' ",5
2014 ,"'W7 - Crafts' ","'20' ","'Firm choice' ",45
2014 ,"'W7 - Crafts' ","'20' ","'Other main scheme choice' ",5
2014 ,"'W7 - Crafts' ","'21 and over' ","'Firm choice' ",120
2014 ,"'W7 - Crafts' ","'21 and over' ","'Other main scheme choice' ",10
2014 ,"'W7 - Crafts' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'W7 - Crafts' ","'21 and over' ","'Direct Clearing' ",10
2014 ,"'W7 - Crafts' ","'21 and over' ","'RPA' ",20
2014 ,"'W8 - Imaginative Writing' ","'17 and under' ","'Firm choice' ",5
