"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_013_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",110
2014 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Extra' ",10
2014 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Main scheme Clearing' ",45
2014 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Direct Clearing' ",35
2014 ,"'Group Q Linguistics, Classics and related' ","'20' ","'RPA' ",30
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Firm choice' ",810
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Insurance choice' ",30
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Other main scheme choice' ",120
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Extra' ",25
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Main scheme Clearing' ",80
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Direct Clearing' ",100
2014 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'RPA' ",110
2014 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Firm choice' ",55
2014 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Insurance choice' ",5
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Firm choice' ",2295
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Insurance choice' ",270
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Extra' ",10
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Adjustment' ",10
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Main scheme Clearing' ",195
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'Direct Clearing' ",5
2014 ,"'Group R European Languages, Literature and related' ","'18' ","'RPA' ",5
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Firm choice' ",490
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Insurance choice' ",30
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Other main scheme choice' ",10
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Extra' ",5
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Main scheme Clearing' ",60
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'Direct Clearing' ",10
2014 ,"'Group R European Languages, Literature and related' ","'19' ","'RPA' ",5
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'Firm choice' ",90
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'Insurance choice' ",5
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'Other main scheme choice' ",5
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'Main scheme Clearing' ",10
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'Direct Clearing' ",5
2014 ,"'Group R European Languages, Literature and related' ","'20' ","'RPA' ",5
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Firm choice' ",125
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Other main scheme choice' ",20
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Extra' ",5
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Main scheme Clearing' ",10
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Direct Clearing' ",15
2014 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'RPA' ",15
2014 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Firm choice' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Firm choice' ",505
2014 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Insurance choice' ",60
2014 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Other main scheme choice' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Main scheme Clearing' ",65
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Firm choice' ",175
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Insurance choice' ",10
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Other main scheme choice' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Extra' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Main scheme Clearing' ",20
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Direct Clearing' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'RPA' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Firm choice' ",50
2014 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Other main scheme choice' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Main scheme Clearing' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Direct Clearing' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Firm choice' ",130
2014 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Other main scheme choice' ",15
2014 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Main scheme Clearing' ",10
2014 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Direct Clearing' ",10
2014 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'RPA' ",5
2014 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Firm choice' ",65
2014 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Insurance choice' ",5
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Firm choice' ",8205
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Insurance choice' ",1190
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Other main scheme choice' ",15
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Extra' ",35
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Adjustment' ",40
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Main scheme Clearing' ",845
2014 ,"'Group V History and Philosophical studies' ","'18' ","'Direct Clearing' ",30
2014 ,"'Group V History and Philosophical studies' ","'18' ","'RPA' ",15
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Firm choice' ",2130
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Insurance choice' ",175
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Other main scheme choice' ",45
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Extra' ",25
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Adjustment' ",10
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Main scheme Clearing' ",235
2014 ,"'Group V History and Philosophical studies' ","'19' ","'Direct Clearing' ",45
2014 ,"'Group V History and Philosophical studies' ","'19' ","'RPA' ",40
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Firm choice' ",465
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Insurance choice' ",20
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Other main scheme choice' ",35
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Extra' ",5
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Main scheme Clearing' ",45
2014 ,"'Group V History and Philosophical studies' ","'20' ","'Direct Clearing' ",45
2014 ,"'Group V History and Philosophical studies' ","'20' ","'RPA' ",25
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Firm choice' ",1020
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Insurance choice' ",30
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Other main scheme choice' ",115
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Extra' ",15
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Main scheme Clearing' ",60
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Direct Clearing' ",120
2014 ,"'Group V History and Philosophical studies' ","'21 and over' ","'RPA' ",120
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Firm choice' ",235
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Insurance choice' ",10
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Other main scheme choice' ",15
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Extra' ",5
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Main scheme Clearing' ",15
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Direct Clearing' ",15
2014 ,"'Group W Creative Arts and Design' ","'17 and under' ","'RPA' ",40
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Firm choice' ",17880
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Insurance choice' ",825
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Other main scheme choice' ",255
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Extra' ",230
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Adjustment' ",20
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Main scheme Clearing' ",1130
2014 ,"'Group W Creative Arts and Design' ","'18' ","'Direct Clearing' ",180
2014 ,"'Group W Creative Arts and Design' ","'18' ","'RPA' ",225
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Firm choice' ",13640
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Insurance choice' ",220
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Other main scheme choice' ",370
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Extra' ",240
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Adjustment' ",5
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Main scheme Clearing' ",640
2014 ,"'Group W Creative Arts and Design' ","'19' ","'Direct Clearing' ",250
2014 ,"'Group W Creative Arts and Design' ","'19' ","'RPA' ",375
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Firm choice' ",4830
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Insurance choice' ",60
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Other main scheme choice' ",295
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Extra' ",75
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Main scheme Clearing' ",300
2014 ,"'Group W Creative Arts and Design' ","'20' ","'Direct Clearing' ",215
2014 ,"'Group W Creative Arts and Design' ","'20' ","'RPA' ",255
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Firm choice' ",7250
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Insurance choice' ",60
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Other main scheme choice' ",850
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Extra' ",100
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Main scheme Clearing' ",505
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Direct Clearing' ",710
2014 ,"'Group W Creative Arts and Design' ","'21 and over' ","'RPA' ",1005
2014 ,"'Group X Education' ","'17 and under' ","'Firm choice' ",25
2014 ,"'Group X Education' ","'17 and under' ","'Main scheme Clearing' ",5
2014 ,"'Group X Education' ","'18' ","'Firm choice' ",6855
2014 ,"'Group X Education' ","'18' ","'Insurance choice' ",435
2014 ,"'Group X Education' ","'18' ","'Other main scheme choice' ",30
2014 ,"'Group X Education' ","'18' ","'Extra' ",175
2014 ,"'Group X Education' ","'18' ","'Adjustment' ",10
2014 ,"'Group X Education' ","'18' ","'Main scheme Clearing' ",625
2014 ,"'Group X Education' ","'18' ","'Direct Clearing' ",55
2014 ,"'Group X Education' ","'18' ","'RPA' ",35
2014 ,"'Group X Education' ","'19' ","'Firm choice' ",2490
2014 ,"'Group X Education' ","'19' ","'Insurance choice' ",125
2014 ,"'Group X Education' ","'19' ","'Other main scheme choice' ",90
2014 ,"'Group X Education' ","'19' ","'Extra' ",90
2014 ,"'Group X Education' ","'19' ","'Adjustment' ",5
2014 ,"'Group X Education' ","'19' ","'Main scheme Clearing' ",315
2014 ,"'Group X Education' ","'19' ","'Direct Clearing' ",90
2014 ,"'Group X Education' ","'19' ","'RPA' ",85
2014 ,"'Group X Education' ","'20' ","'Firm choice' ",1095
2014 ,"'Group X Education' ","'20' ","'Insurance choice' ",30
2014 ,"'Group X Education' ","'20' ","'Other main scheme choice' ",65
2014 ,"'Group X Education' ","'20' ","'Extra' ",40
2014 ,"'Group X Education' ","'20' ","'Main scheme Clearing' ",110
2014 ,"'Group X Education' ","'20' ","'Direct Clearing' ",90
2014 ,"'Group X Education' ","'20' ","'RPA' ",90
2014 ,"'Group X Education' ","'21 and over' ","'Firm choice' ",3400
2014 ,"'Group X Education' ","'21 and over' ","'Insurance choice' ",60
2014 ,"'Group X Education' ","'21 and over' ","'Other main scheme choice' ",390
2014 ,"'Group X Education' ","'21 and over' ","'Extra' ",60
2014 ,"'Group X Education' ","'21 and over' ","'Main scheme Clearing' ",325
2014 ,"'Group X Education' ","'21 and over' ","'Direct Clearing' ",535
2014 ,"'Group X Education' ","'21 and over' ","'RPA' ",615
2014 ,"'Y Combined arts' ","'17 and under' ","'Firm choice' ",70
2014 ,"'Y Combined arts' ","'17 and under' ","'Insurance choice' ",10
2014 ,"'Y Combined arts' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'Y Combined arts' ","'18' ","'Firm choice' ",5075
2014 ,"'Y Combined arts' ","'18' ","'Insurance choice' ",605
2014 ,"'Y Combined arts' ","'18' ","'Other main scheme choice' ",10
2014 ,"'Y Combined arts' ","'18' ","'Extra' ",60
2014 ,"'Y Combined arts' ","'18' ","'Adjustment' ",25
2014 ,"'Y Combined arts' ","'18' ","'Main scheme Clearing' ",470
2014 ,"'Y Combined arts' ","'18' ","'Direct Clearing' ",25
2014 ,"'Y Combined arts' ","'18' ","'RPA' ",15
2014 ,"'Y Combined arts' ","'19' ","'Firm choice' ",1755
2014 ,"'Y Combined arts' ","'19' ","'Insurance choice' ",110
2014 ,"'Y Combined arts' ","'19' ","'Other main scheme choice' ",50
2014 ,"'Y Combined arts' ","'19' ","'Extra' ",30
2014 ,"'Y Combined arts' ","'19' ","'Adjustment' ",5
2014 ,"'Y Combined arts' ","'19' ","'Main scheme Clearing' ",170
2014 ,"'Y Combined arts' ","'19' ","'Direct Clearing' ",45
2014 ,"'Y Combined arts' ","'19' ","'RPA' ",30
2014 ,"'Y Combined arts' ","'20' ","'Firm choice' ",550
2014 ,"'Y Combined arts' ","'20' ","'Insurance choice' ",20
2014 ,"'Y Combined arts' ","'20' ","'Other main scheme choice' ",40
2014 ,"'Y Combined arts' ","'20' ","'Extra' ",10
2014 ,"'Y Combined arts' ","'20' ","'Main scheme Clearing' ",45
2014 ,"'Y Combined arts' ","'20' ","'Direct Clearing' ",30
2014 ,"'Y Combined arts' ","'20' ","'RPA' ",25
2014 ,"'Y Combined arts' ","'21 and over' ","'Firm choice' ",895
2014 ,"'Y Combined arts' ","'21 and over' ","'Insurance choice' ",30
2014 ,"'Y Combined arts' ","'21 and over' ","'Other main scheme choice' ",95
2014 ,"'Y Combined arts' ","'21 and over' ","'Extra' ",15
2014 ,"'Y Combined arts' ","'21 and over' ","'Main scheme Clearing' ",60
2014 ,"'Y Combined arts' ","'21 and over' ","'Direct Clearing' ",105
2014 ,"'Y Combined arts' ","'21 and over' ","'RPA' ",95
2014 ,"'Y Combined sciences' ","'17 and under' ","'Firm choice' ",105
2014 ,"'Y Combined sciences' ","'17 and under' ","'Insurance choice' ",5
2014 ,"'Y Combined sciences' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'Y Combined sciences' ","'17 and under' ","'Main scheme Clearing' ",10
2014 ,"'Y Combined sciences' ","'17 and under' ","'RPA' ",5
2014 ,"'Y Combined sciences' ","'18' ","'Firm choice' ",3220
2014 ,"'Y Combined sciences' ","'18' ","'Insurance choice' ",460
2014 ,"'Y Combined sciences' ","'18' ","'Other main scheme choice' ",30
2014 ,"'Y Combined sciences' ","'18' ","'Extra' ",90
2014 ,"'Y Combined sciences' ","'18' ","'Adjustment' ",5
2014 ,"'Y Combined sciences' ","'18' ","'Main scheme Clearing' ",460
2014 ,"'Y Combined sciences' ","'18' ","'Direct Clearing' ",25
2014 ,"'Y Combined sciences' ","'18' ","'RPA' ",15
2014 ,"'Y Combined sciences' ","'19' ","'Firm choice' ",1255
2014 ,"'Y Combined sciences' ","'19' ","'Insurance choice' ",120
2014 ,"'Y Combined sciences' ","'19' ","'Other main scheme choice' ",40
2014 ,"'Y Combined sciences' ","'19' ","'Extra' ",55
2014 ,"'Y Combined sciences' ","'19' ","'Adjustment' ",5
2014 ,"'Y Combined sciences' ","'19' ","'Main scheme Clearing' ",230
2014 ,"'Y Combined sciences' ","'19' ","'Direct Clearing' ",40
2014 ,"'Y Combined sciences' ","'19' ","'RPA' ",40
2014 ,"'Y Combined sciences' ","'20' ","'Firm choice' ",455
2014 ,"'Y Combined sciences' ","'20' ","'Insurance choice' ",25
2014 ,"'Y Combined sciences' ","'20' ","'Other main scheme choice' ",30
2014 ,"'Y Combined sciences' ","'20' ","'Extra' ",25
2014 ,"'Y Combined sciences' ","'20' ","'Main scheme Clearing' ",60
2014 ,"'Y Combined sciences' ","'20' ","'Direct Clearing' ",25
2014 ,"'Y Combined sciences' ","'20' ","'RPA' ",35
2014 ,"'Y Combined sciences' ","'21 and over' ","'Firm choice' ",900
2014 ,"'Y Combined sciences' ","'21 and over' ","'Insurance choice' ",30
2014 ,"'Y Combined sciences' ","'21 and over' ","'Other main scheme choice' ",115
2014 ,"'Y Combined sciences' ","'21 and over' ","'Extra' ",45
2014 ,"'Y Combined sciences' ","'21 and over' ","'Main scheme Clearing' ",95
2014 ,"'Y Combined sciences' ","'21 and over' ","'Direct Clearing' ",80
2014 ,"'Y Combined sciences' ","'21 and over' ","'RPA' ",165
2014 ,"'Y Combined social sciences' ","'17 and under' ","'Firm choice' ",55
2014 ,"'Y Combined social sciences' ","'17 and under' ","'Insurance choice' ",20
2014 ,"'Y Combined social sciences' ","'17 and under' ","'Main scheme Clearing' ",10
2014 ,"'Y Combined social sciences' ","'17 and under' ","'RPA' ",5
2014 ,"'Y Combined social sciences' ","'18' ","'Firm choice' ",1965
2014 ,"'Y Combined social sciences' ","'18' ","'Insurance choice' ",330
2014 ,"'Y Combined social sciences' ","'18' ","'Other main scheme choice' ",20
2014 ,"'Y Combined social sciences' ","'18' ","'Extra' ",30
2014 ,"'Y Combined social sciences' ","'18' ","'Adjustment' ",15
2014 ,"'Y Combined social sciences' ","'18' ","'Main scheme Clearing' ",405
2014 ,"'Y Combined social sciences' ","'18' ","'Direct Clearing' ",15
2014 ,"'Y Combined social sciences' ","'18' ","'RPA' ",25
2014 ,"'Y Combined social sciences' ","'19' ","'Firm choice' ",810
2014 ,"'Y Combined social sciences' ","'19' ","'Insurance choice' ",100
2014 ,"'Y Combined social sciences' ","'19' ","'Other main scheme choice' ",30
2014 ,"'Y Combined social sciences' ","'19' ","'Extra' ",20
2014 ,"'Y Combined social sciences' ","'19' ","'Main scheme Clearing' ",180
2014 ,"'Y Combined social sciences' ","'19' ","'Direct Clearing' ",35
2014 ,"'Y Combined social sciences' ","'19' ","'RPA' ",45
2014 ,"'Y Combined social sciences' ","'20' ","'Firm choice' ",295
2014 ,"'Y Combined social sciences' ","'20' ","'Insurance choice' ",15
2014 ,"'Y Combined social sciences' ","'20' ","'Other main scheme choice' ",20
2014 ,"'Y Combined social sciences' ","'20' ","'Extra' ",5
2014 ,"'Y Combined social sciences' ","'20' ","'Main scheme Clearing' ",35
2014 ,"'Y Combined social sciences' ","'20' ","'Direct Clearing' ",20
2014 ,"'Y Combined social sciences' ","'20' ","'RPA' ",40
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Firm choice' ",400
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Insurance choice' ",10
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Other main scheme choice' ",50
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Extra' ",10
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Main scheme Clearing' ",55
2014 ,"'Y Combined social sciences' ","'21 and over' ","'Direct Clearing' ",55
2014 ,"'Y Combined social sciences' ","'21 and over' ","'RPA' ",75
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Firm choice' ",95
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Insurance choice' ",10
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Extra' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Main scheme Clearing' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Direct Clearing' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Firm choice' ",6170
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Insurance choice' ",640
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Other main scheme choice' ",50
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Extra' ",85
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Adjustment' ",15
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Main scheme Clearing' ",640
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Direct Clearing' ",55
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'RPA' ",40
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Firm choice' ",2505
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Insurance choice' ",190
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Other main scheme choice' ",80
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Extra' ",50
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Adjustment' ",5
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Main scheme Clearing' ",280
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Direct Clearing' ",80
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'RPA' ",70
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Firm choice' ",1010
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Insurance choice' ",35
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Other main scheme choice' ",70
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Extra' ",30
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Main scheme Clearing' ",85
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Direct Clearing' ",85
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'RPA' ",55
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Firm choice' ",1820
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Insurance choice' ",50
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Other main scheme choice' ",180
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Extra' ",45
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Main scheme Clearing' ",160
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Direct Clearing' ",220
2014 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'RPA' ",265
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Firm choice' ",130
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Insurance choice' ",15
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Extra' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Main scheme Clearing' ",10
2014 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'RPA' ",5
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Firm choice' ",4305
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Insurance choice' ",530
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Other main scheme choice' ",25
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Extra' ",55
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Adjustment' ",20
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Main scheme Clearing' ",545
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'Direct Clearing' ",35
2014 ,"'Y Social Sciences combined with Arts' ","'18' ","'RPA' ",25
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Firm choice' ",1795
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Insurance choice' ",105
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Other main scheme choice' ",45
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Extra' ",45
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Main scheme Clearing' ",185
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'Direct Clearing' ",40
2014 ,"'Y Social Sciences combined with Arts' ","'19' ","'RPA' ",45
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Firm choice' ",565
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Insurance choice' ",25
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Other main scheme choice' ",40
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Extra' ",15
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Main scheme Clearing' ",50
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'Direct Clearing' ",35
2014 ,"'Y Social Sciences combined with Arts' ","'20' ","'RPA' ",40
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Firm choice' ",870
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Insurance choice' ",25
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Other main scheme choice' ",115
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Extra' ",20
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Main scheme Clearing' ",90
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Direct Clearing' ",100
2014 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'RPA' ",180
2014 ,"'Z General, other combined and unknown' ","'17 and under' ","'Firm choice' ",130
2014 ,"'Z General, other combined and unknown' ","'17 and under' ","'Insurance choice' ",10
2014 ,"'Z General, other combined and unknown' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'Z General, other combined and unknown' ","'17 and under' ","'Main scheme Clearing' ",10
2014 ,"'Z General, other combined and unknown' ","'18' ","'Firm choice' ",3025
2014 ,"'Z General, other combined and unknown' ","'18' ","'Insurance choice' ",290
2014 ,"'Z General, other combined and unknown' ","'18' ","'Other main scheme choice' ",25
2014 ,"'Z General, other combined and unknown' ","'18' ","'Extra' ",30
2014 ,"'Z General, other combined and unknown' ","'18' ","'Adjustment' ",15
2014 ,"'Z General, other combined and unknown' ","'18' ","'Main scheme Clearing' ",295
2014 ,"'Z General, other combined and unknown' ","'18' ","'Direct Clearing' ",20
2014 ,"'Z General, other combined and unknown' ","'18' ","'RPA' ",20
2014 ,"'Z General, other combined and unknown' ","'19' ","'Firm choice' ",1030
2014 ,"'Z General, other combined and unknown' ","'19' ","'Insurance choice' ",95
2014 ,"'Z General, other combined and unknown' ","'19' ","'Other main scheme choice' ",40
