"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (Region) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_027_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (Region),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'North East' ",1695
2014 ,"'F4 - Forensic and Archaeological Science' ","'West Midlands' ",805
2014 ,"'F4 - Forensic and Archaeological Science' ","'East of England' ",915
2014 ,"'F4 - Forensic and Archaeological Science' ","'London' ",1250
2014 ,"'F4 - Forensic and Archaeological Science' ","'South East' ",950
2014 ,"'F4 - Forensic and Archaeological Science' ","'South West' ",765
2014 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ",395
2014 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ",770
2014 ,"'F4 - Forensic and Archaeological Science' ","'Northern Ireland' ",105
2014 ,"'F5 - Astronomy' ","'North East' ",35
2014 ,"'F5 - Astronomy' ","'Yorkshire and The Humber' ",45
2014 ,"'F5 - Astronomy' ","'North West' ",95
2014 ,"'F5 - Astronomy' ","'East Midlands' ",40
2014 ,"'F5 - Astronomy' ","'West Midlands' ",75
2014 ,"'F5 - Astronomy' ","'East of England' ",105
2014 ,"'F5 - Astronomy' ","'London' ",145
2014 ,"'F5 - Astronomy' ","'South East' ",155
2014 ,"'F5 - Astronomy' ","'South West' ",75
2014 ,"'F5 - Astronomy' ","'Wales' ",65
2014 ,"'F5 - Astronomy' ","'Scotland' ",105
2014 ,"'F5 - Astronomy' ","'Northern Ireland' ",15
2014 ,"'F6 - Geology' ","'North East' ",195
2014 ,"'F6 - Geology' ","'Yorkshire and The Humber' ",635
2014 ,"'F6 - Geology' ","'North West' ",965
2014 ,"'F6 - Geology' ","'East Midlands' ",520
2014 ,"'F6 - Geology' ","'West Midlands' ",770
2014 ,"'F6 - Geology' ","'East of England' ",875
2014 ,"'F6 - Geology' ","'London' ",715
2014 ,"'F6 - Geology' ","'South East' ",1530
2014 ,"'F6 - Geology' ","'South West' ",1240
2014 ,"'F6 - Geology' ","'Wales' ",600
2014 ,"'F6 - Geology' ","'Scotland' ",840
2014 ,"'F6 - Geology' ","'Northern Ireland' ",165
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'North East' ",185
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Yorkshire and The Humber' ",410
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'North West' ",550
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'East Midlands' ",360
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'West Midlands' ",350
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'East of England' ",580
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'London' ",505
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'South East' ",1045
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'South West' ",815
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ",180
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ",375
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ",355
2014 ,"'F8 - Physical geographical sciences' ","'North East' ",630
2014 ,"'F8 - Physical geographical sciences' ","'Yorkshire and The Humber' ",1285
2014 ,"'F8 - Physical geographical sciences' ","'North West' ",1885
2014 ,"'F8 - Physical geographical sciences' ","'East Midlands' ",1025
2014 ,"'F8 - Physical geographical sciences' ","'West Midlands' ",1485
2014 ,"'F8 - Physical geographical sciences' ","'East of England' ",1945
2014 ,"'F8 - Physical geographical sciences' ","'London' ",2190
2014 ,"'F8 - Physical geographical sciences' ","'South East' ",3070
2014 ,"'F8 - Physical geographical sciences' ","'South West' ",1820
2014 ,"'F8 - Physical geographical sciences' ","'Wales' ",990
2014 ,"'F8 - Physical geographical sciences' ","'Scotland' ",675
2014 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ",1030
2014 ,"'F9 - Others in Physical Sciences' ","'North East' ",10
2014 ,"'F9 - Others in Physical Sciences' ","'Yorkshire and The Humber' ",15
2014 ,"'F9 - Others in Physical Sciences' ","'North West' ",30
2014 ,"'F9 - Others in Physical Sciences' ","'East Midlands' ",10
2014 ,"'F9 - Others in Physical Sciences' ","'West Midlands' ",5
2014 ,"'F9 - Others in Physical Sciences' ","'East of England' ",5
2014 ,"'F9 - Others in Physical Sciences' ","'London' ",10
2014 ,"'F9 - Others in Physical Sciences' ","'South East' ",5
2014 ,"'F9 - Others in Physical Sciences' ","'South West' ",5
2014 ,"'F9 - Others in Physical Sciences' ","'Wales' ",5
2014 ,"'F9 - Others in Physical Sciences' ","'Scotland' ",5
2014 ,"'FF - Combinations within Physical Sciences' ","'North East' ",105
2014 ,"'FF - Combinations within Physical Sciences' ","'Yorkshire and The Humber' ",240
2014 ,"'FF - Combinations within Physical Sciences' ","'North West' ",305
2014 ,"'FF - Combinations within Physical Sciences' ","'East Midlands' ",190
2014 ,"'FF - Combinations within Physical Sciences' ","'West Midlands' ",240
2014 ,"'FF - Combinations within Physical Sciences' ","'East of England' ",260
2014 ,"'FF - Combinations within Physical Sciences' ","'London' ",255
2014 ,"'FF - Combinations within Physical Sciences' ","'South East' ",400
2014 ,"'FF - Combinations within Physical Sciences' ","'South West' ",280
2014 ,"'FF - Combinations within Physical Sciences' ","'Wales' ",130
2014 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ",420
2014 ,"'FF - Combinations within Physical Sciences' ","'Northern Ireland' ",35
2014 ,"'G1 - Mathematics' ","'North East' ",1015
2014 ,"'G1 - Mathematics' ","'Yorkshire and The Humber' ",2440
2014 ,"'G1 - Mathematics' ","'North West' ",3810
2014 ,"'G1 - Mathematics' ","'East Midlands' ",2170
2014 ,"'G1 - Mathematics' ","'West Midlands' ",3150
2014 ,"'G1 - Mathematics' ","'East of England' ",3355
2014 ,"'G1 - Mathematics' ","'London' ",6550
2014 ,"'G1 - Mathematics' ","'South East' ",5080
2014 ,"'G1 - Mathematics' ","'South West' ",2530
2014 ,"'G1 - Mathematics' ","'Wales' ",1510
2014 ,"'G1 - Mathematics' ","'Scotland' ",1685
2014 ,"'G1 - Mathematics' ","'Northern Ireland' ",900
2014 ,"'G2 - Operational Research' ","'Wales' ",5
2014 ,"'G2 - Operational Research' ","'Scotland' ",175
2014 ,"'G3 - Statistics' ","'North East' ",5
2014 ,"'G3 - Statistics' ","'Yorkshire and The Humber' ",5
2014 ,"'G3 - Statistics' ","'North West' ",15
2014 ,"'G3 - Statistics' ","'East Midlands' ",25
2014 ,"'G3 - Statistics' ","'West Midlands' ",15
2014 ,"'G3 - Statistics' ","'East of England' ",45
2014 ,"'G3 - Statistics' ","'London' ",155
2014 ,"'G3 - Statistics' ","'South East' ",40
2014 ,"'G3 - Statistics' ","'South West' ",15
2014 ,"'G3 - Statistics' ","'Wales' ",10
2014 ,"'G3 - Statistics' ","'Scotland' ",10
2014 ,"'G3 - Statistics' ","'Northern Ireland' ",10
2014 ,"'G9 - Others in Mathematical Sciences' ","'West Midlands' ",5
2014 ,"'G9 - Others in Mathematical Sciences' ","'East of England' ",5
2014 ,"'G9 - Others in Mathematical Sciences' ","'London' ",20
2014 ,"'G9 - Others in Mathematical Sciences' ","'South East' ",10
2014 ,"'GG - Combinations within Mathematical Sciences' ","'North East' ",45
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Yorkshire and The Humber' ",45
2014 ,"'GG - Combinations within Mathematical Sciences' ","'North West' ",105
2014 ,"'GG - Combinations within Mathematical Sciences' ","'East Midlands' ",35
2014 ,"'GG - Combinations within Mathematical Sciences' ","'West Midlands' ",90
2014 ,"'GG - Combinations within Mathematical Sciences' ","'East of England' ",80
2014 ,"'GG - Combinations within Mathematical Sciences' ","'London' ",290
2014 ,"'GG - Combinations within Mathematical Sciences' ","'South East' ",135
2014 ,"'GG - Combinations within Mathematical Sciences' ","'South West' ",115
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Wales' ",30
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Scotland' ",270
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Northern Ireland' ",130
2014 ,"'H1 - General Engineering' ","'North East' ",415
2014 ,"'H1 - General Engineering' ","'Yorkshire and The Humber' ",825
2014 ,"'H1 - General Engineering' ","'North West' ",1585
2014 ,"'H1 - General Engineering' ","'East Midlands' ",955
2014 ,"'H1 - General Engineering' ","'West Midlands' ",1680
2014 ,"'H1 - General Engineering' ","'East of England' ",1070
2014 ,"'H1 - General Engineering' ","'London' ",2920
2014 ,"'H1 - General Engineering' ","'South East' ",2420
2014 ,"'H1 - General Engineering' ","'South West' ",1210
2014 ,"'H1 - General Engineering' ","'Wales' ",650
2014 ,"'H1 - General Engineering' ","'Scotland' ",1050
2014 ,"'H1 - General Engineering' ","'Northern Ireland' ",455
2014 ,"'H2 - Civil Engineering' ","'North East' ",460
2014 ,"'H2 - Civil Engineering' ","'Yorkshire and The Humber' ",835
2014 ,"'H2 - Civil Engineering' ","'North West' ",1235
2014 ,"'H2 - Civil Engineering' ","'East Midlands' ",665
2014 ,"'H2 - Civil Engineering' ","'West Midlands' ",985
2014 ,"'H2 - Civil Engineering' ","'East of England' ",845
2014 ,"'H2 - Civil Engineering' ","'London' ",3090
2014 ,"'H2 - Civil Engineering' ","'South East' ",1595
2014 ,"'H2 - Civil Engineering' ","'South West' ",750
2014 ,"'H2 - Civil Engineering' ","'Wales' ",620
2014 ,"'H2 - Civil Engineering' ","'Scotland' ",2330
2014 ,"'H2 - Civil Engineering' ","'Northern Ireland' ",690
2014 ,"'H3 - Mechanical Engineering' ","'North East' ",1295
2014 ,"'H3 - Mechanical Engineering' ","'Yorkshire and The Humber' ",2010
2014 ,"'H3 - Mechanical Engineering' ","'North West' ",3065
2014 ,"'H3 - Mechanical Engineering' ","'East Midlands' ",2140
2014 ,"'H3 - Mechanical Engineering' ","'West Midlands' ",2820
2014 ,"'H3 - Mechanical Engineering' ","'East of England' ",2390
2014 ,"'H3 - Mechanical Engineering' ","'London' ",5550
2014 ,"'H3 - Mechanical Engineering' ","'South East' ",4730
2014 ,"'H3 - Mechanical Engineering' ","'South West' ",2280
2014 ,"'H3 - Mechanical Engineering' ","'Wales' ",1150
2014 ,"'H3 - Mechanical Engineering' ","'Scotland' ",5355
2014 ,"'H3 - Mechanical Engineering' ","'Northern Ireland' ",1540
2014 ,"'H4 - Aerospace Engineering' ","'North East' ",395
2014 ,"'H4 - Aerospace Engineering' ","'Yorkshire and The Humber' ",750
2014 ,"'H4 - Aerospace Engineering' ","'North West' ",1235
2014 ,"'H4 - Aerospace Engineering' ","'East Midlands' ",730
2014 ,"'H4 - Aerospace Engineering' ","'West Midlands' ",1095
2014 ,"'H4 - Aerospace Engineering' ","'East of England' ",995
2014 ,"'H4 - Aerospace Engineering' ","'London' ",2615
2014 ,"'H4 - Aerospace Engineering' ","'South East' ",1840
2014 ,"'H4 - Aerospace Engineering' ","'South West' ",870
2014 ,"'H4 - Aerospace Engineering' ","'Wales' ",555
2014 ,"'H4 - Aerospace Engineering' ","'Scotland' ",775
2014 ,"'H4 - Aerospace Engineering' ","'Northern Ireland' ",475
2014 ,"'H5 - Naval Architecture' ","'North East' ",5
2014 ,"'H5 - Naval Architecture' ","'Yorkshire and The Humber' ",5
2014 ,"'H5 - Naval Architecture' ","'North West' ",5
2014 ,"'H5 - Naval Architecture' ","'East Midlands' ",5
2014 ,"'H5 - Naval Architecture' ","'West Midlands' ",10
2014 ,"'H5 - Naval Architecture' ","'East of England' ",10
2014 ,"'H5 - Naval Architecture' ","'London' ",5
2014 ,"'H5 - Naval Architecture' ","'South East' ",35
2014 ,"'H5 - Naval Architecture' ","'South West' ",10
2014 ,"'H5 - Naval Architecture' ","'Wales' ",5
2014 ,"'H5 - Naval Architecture' ","'Scotland' ",65
2014 ,"'H6 - Electronic and Electrical Engineering' ","'North East' ",675
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Yorkshire and The Humber' ",1065
2014 ,"'H6 - Electronic and Electrical Engineering' ","'North West' ",1510
2014 ,"'H6 - Electronic and Electrical Engineering' ","'East Midlands' ",905
2014 ,"'H6 - Electronic and Electrical Engineering' ","'West Midlands' ",1100
2014 ,"'H6 - Electronic and Electrical Engineering' ","'East of England' ",1000
2014 ,"'H6 - Electronic and Electrical Engineering' ","'London' ",3120
2014 ,"'H6 - Electronic and Electrical Engineering' ","'South East' ",1845
2014 ,"'H6 - Electronic and Electrical Engineering' ","'South West' ",820
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Wales' ",680
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Scotland' ",2290
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Northern Ireland' ",705
2014 ,"'H7 - Production and Manufacturing Engineering' ","'North East' ",70
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Yorkshire and The Humber' ",170
2014 ,"'H7 - Production and Manufacturing Engineering' ","'North West' ",165
2014 ,"'H7 - Production and Manufacturing Engineering' ","'East Midlands' ",180
2014 ,"'H7 - Production and Manufacturing Engineering' ","'West Midlands' ",165
2014 ,"'H7 - Production and Manufacturing Engineering' ","'East of England' ",175
2014 ,"'H7 - Production and Manufacturing Engineering' ","'London' ",335
2014 ,"'H7 - Production and Manufacturing Engineering' ","'South East' ",360
2014 ,"'H7 - Production and Manufacturing Engineering' ","'South West' ",120
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Wales' ",70
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Scotland' ",490
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Northern Ireland' ",340
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'North East' ",545
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Yorkshire and The Humber' ",815
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'North West' ",1380
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'East Midlands' ",705
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'West Midlands' ",1085
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'East of England' ",740
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'London' ",2515
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'South East' ",1280
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'South West' ",530
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Wales' ",440
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Scotland' ",2085
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Northern Ireland' ",470
2014 ,"'H9 - Others in Engineering' ","'North East' ",5
2014 ,"'H9 - Others in Engineering' ","'Yorkshire and The Humber' ",90
2014 ,"'H9 - Others in Engineering' ","'North West' ",65
2014 ,"'H9 - Others in Engineering' ","'East Midlands' ",10
2014 ,"'H9 - Others in Engineering' ","'West Midlands' ",15
2014 ,"'H9 - Others in Engineering' ","'East of England' ",5
2014 ,"'H9 - Others in Engineering' ","'London' ",15
2014 ,"'H9 - Others in Engineering' ","'South East' ",5
2014 ,"'H9 - Others in Engineering' ","'Northern Ireland' ",25
2014 ,"'HH - Combinations within Engineering' ","'North East' ",100
2014 ,"'HH - Combinations within Engineering' ","'Yorkshire and The Humber' ",155
2014 ,"'HH - Combinations within Engineering' ","'North West' ",305
2014 ,"'HH - Combinations within Engineering' ","'East Midlands' ",115
2014 ,"'HH - Combinations within Engineering' ","'West Midlands' ",175
2014 ,"'HH - Combinations within Engineering' ","'East of England' ",150
2014 ,"'HH - Combinations within Engineering' ","'London' ",450
2014 ,"'HH - Combinations within Engineering' ","'South East' ",295
2014 ,"'HH - Combinations within Engineering' ","'South West' ",180
2014 ,"'HH - Combinations within Engineering' ","'Wales' ",105
2014 ,"'HH - Combinations within Engineering' ","'Scotland' ",755
2014 ,"'HH - Combinations within Engineering' ","'Northern Ireland' ",140
2014 ,"'I1 - Computer Science' ","'North East' ",2200
2014 ,"'I1 - Computer Science' ","'Yorkshire and The Humber' ",4285
2014 ,"'I1 - Computer Science' ","'North West' ",6265
2014 ,"'I1 - Computer Science' ","'East Midlands' ",3705
2014 ,"'I1 - Computer Science' ","'West Midlands' ",6435
2014 ,"'I1 - Computer Science' ","'East of England' ",4645
2014 ,"'I1 - Computer Science' ","'London' ",13715
2014 ,"'I1 - Computer Science' ","'South East' ",7060
2014 ,"'I1 - Computer Science' ","'South West' ",3915
2014 ,"'I1 - Computer Science' ","'Wales' ",2275
2014 ,"'I1 - Computer Science' ","'Scotland' ",4675
2014 ,"'I1 - Computer Science' ","'Northern Ireland' ",4325
2014 ,"'I2 - Information Systems' ","'North East' ",335
2014 ,"'I2 - Information Systems' ","'Yorkshire and The Humber' ",1045
2014 ,"'I2 - Information Systems' ","'North West' ",1190
2014 ,"'I2 - Information Systems' ","'East Midlands' ",610
2014 ,"'I2 - Information Systems' ","'West Midlands' ",855
2014 ,"'I2 - Information Systems' ","'East of England' ",560
2014 ,"'I2 - Information Systems' ","'London' ",2080
2014 ,"'I2 - Information Systems' ","'South East' ",970
2014 ,"'I2 - Information Systems' ","'South West' ",435
2014 ,"'I2 - Information Systems' ","'Wales' ",325
2014 ,"'I2 - Information Systems' ","'Scotland' ",655
2014 ,"'I2 - Information Systems' ","'Northern Ireland' ",890
2014 ,"'I3 - Software Engineering' ","'North East' ",155
2014 ,"'I3 - Software Engineering' ","'Yorkshire and The Humber' ",745
2014 ,"'I3 - Software Engineering' ","'North West' ",1030
2014 ,"'I3 - Software Engineering' ","'East Midlands' ",450
2014 ,"'I3 - Software Engineering' ","'West Midlands' ",420
2014 ,"'I3 - Software Engineering' ","'East of England' ",425
2014 ,"'I3 - Software Engineering' ","'London' ",1265
2014 ,"'I3 - Software Engineering' ","'South East' ",955
2014 ,"'I3 - Software Engineering' ","'South West' ",575
2014 ,"'I3 - Software Engineering' ","'Wales' ",420
2014 ,"'I3 - Software Engineering' ","'Scotland' ",1150
2014 ,"'I3 - Software Engineering' ","'Northern Ireland' ",1120
2014 ,"'I4 - Artificial Intelligence' ","'Yorkshire and The Humber' ",20
2014 ,"'I4 - Artificial Intelligence' ","'North West' ",20
2014 ,"'I4 - Artificial Intelligence' ","'East Midlands' ",15
2014 ,"'I4 - Artificial Intelligence' ","'West Midlands' ",15
2014 ,"'I4 - Artificial Intelligence' ","'East of England' ",20
2014 ,"'I4 - Artificial Intelligence' ","'London' ",65
2014 ,"'I4 - Artificial Intelligence' ","'South East' ",55
2014 ,"'I4 - Artificial Intelligence' ","'South West' ",15
2014 ,"'I4 - Artificial Intelligence' ","'Wales' ",5
2014 ,"'I4 - Artificial Intelligence' ","'Scotland' ",30
2014 ,"'I4 - Artificial Intelligence' ","'Northern Ireland' ",5
2014 ,"'I6 - Games' ","'North East' ",240
2014 ,"'I6 - Games' ","'Yorkshire and The Humber' ",705
2014 ,"'I6 - Games' ","'North West' ",1090
2014 ,"'I6 - Games' ","'East Midlands' ",495
2014 ,"'I6 - Games' ","'West Midlands' ",715
2014 ,"'I6 - Games' ","'East of England' ",765
2014 ,"'I6 - Games' ","'London' ",765
2014 ,"'I6 - Games' ","'South East' ",575
2014 ,"'I6 - Games' ","'South West' ",600
2014 ,"'I6 - Games' ","'Wales' ",255
2014 ,"'I6 - Games' ","'Scotland' ",600
2014 ,"'I6 - Games' ","'Northern Ireland' ",110
2014 ,"'I7 - Computer generated visual & audio effects' ","'North East' ",15
2014 ,"'I7 - Computer generated visual & audio effects' ","'Yorkshire and The Humber' ",100
2014 ,"'I7 - Computer generated visual & audio effects' ","'North West' ",45
2014 ,"'I7 - Computer generated visual & audio effects' ","'East Midlands' ",20
2014 ,"'I7 - Computer generated visual & audio effects' ","'West Midlands' ",15
2014 ,"'I7 - Computer generated visual & audio effects' ","'East of England' ",20
2014 ,"'I7 - Computer generated visual & audio effects' ","'London' ",50
2014 ,"'I7 - Computer generated visual & audio effects' ","'South East' ",50
2014 ,"'I7 - Computer generated visual & audio effects' ","'South West' ",30
2014 ,"'I7 - Computer generated visual & audio effects' ","'Wales' ",20
2014 ,"'I7 - Computer generated visual & audio effects' ","'Northern Ireland' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'North East' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'Yorkshire and The Humber' ",20
2014 ,"'I9 - Others in Computer Sciences' ","'North West' ",70
2014 ,"'I9 - Others in Computer Sciences' ","'East Midlands' ",25
2014 ,"'I9 - Others in Computer Sciences' ","'West Midlands' ",120
2014 ,"'I9 - Others in Computer Sciences' ","'East of England' ",30
2014 ,"'I9 - Others in Computer Sciences' ","'London' ",115
2014 ,"'I9 - Others in Computer Sciences' ","'South East' ",90
2014 ,"'I9 - Others in Computer Sciences' ","'South West' ",30
2014 ,"'I9 - Others in Computer Sciences' ","'Wales' ",15
2014 ,"'I9 - Others in Computer Sciences' ","'Northern Ireland' ",10
2014 ,"'II - Combinations in Computer Sciences' ","'North East' ",220
2014 ,"'II - Combinations in Computer Sciences' ","'Yorkshire and The Humber' ",285
2014 ,"'II - Combinations in Computer Sciences' ","'North West' ",615
2014 ,"'II - Combinations in Computer Sciences' ","'East Midlands' ",170
2014 ,"'II - Combinations in Computer Sciences' ","'West Midlands' ",300
2014 ,"'II - Combinations in Computer Sciences' ","'East of England' ",290
2014 ,"'II - Combinations in Computer Sciences' ","'London' ",745
2014 ,"'II - Combinations in Computer Sciences' ","'South East' ",365
2014 ,"'II - Combinations in Computer Sciences' ","'South West' ",285
2014 ,"'II - Combinations in Computer Sciences' ","'Wales' ",205
2014 ,"'II - Combinations in Computer Sciences' ","'Scotland' ",270
2014 ,"'II - Combinations in Computer Sciences' ","'Northern Ireland' ",945
2014 ,"'J1 - Minerals Technology' ","'Yorkshire and The Humber' ",5
2014 ,"'J1 - Minerals Technology' ","'North West' ",5
2014 ,"'J1 - Minerals Technology' ","'West Midlands' ",5
2014 ,"'J1 - Minerals Technology' ","'East of England' ",10
2014 ,"'J1 - Minerals Technology' ","'London' ",10
2014 ,"'J1 - Minerals Technology' ","'South East' ",10
2014 ,"'J1 - Minerals Technology' ","'South West' ",30
2014 ,"'J1 - Minerals Technology' ","'Wales' ",5
2014 ,"'J2 - Metallurgy' ","'Yorkshire and The Humber' ",5
2014 ,"'J2 - Metallurgy' ","'North West' ",5
2014 ,"'J2 - Metallurgy' ","'West Midlands' ",10
2014 ,"'J2 - Metallurgy' ","'East of England' ",10
2014 ,"'J2 - Metallurgy' ","'London' ",5
2014 ,"'J2 - Metallurgy' ","'South East' ",5
2014 ,"'J2 - Metallurgy' ","'South West' ",5
2014 ,"'J2 - Metallurgy' ","'Wales' ",5
2014 ,"'J3 - Ceramics and Glass' ","'Wales' ",5
2014 ,"'J4 - Polymers and Textiles' ","'North East' ",35
2014 ,"'J4 - Polymers and Textiles' ","'Yorkshire and The Humber' ",35
2014 ,"'J4 - Polymers and Textiles' ","'North West' ",25
2014 ,"'J4 - Polymers and Textiles' ","'East Midlands' ",15
2014 ,"'J4 - Polymers and Textiles' ","'West Midlands' ",15
2014 ,"'J4 - Polymers and Textiles' ","'East of England' ",10
2014 ,"'J4 - Polymers and Textiles' ","'London' ",10
2014 ,"'J4 - Polymers and Textiles' ","'South East' ",20
2014 ,"'J4 - Polymers and Textiles' ","'South West' ",5
2014 ,"'J4 - Polymers and Textiles' ","'Wales' ",10
2014 ,"'J4 - Polymers and Textiles' ","'Scotland' ",140
2014 ,"'J4 - Polymers and Textiles' ","'Northern Ireland' ",10
2014 ,"'J5 - Materials Technology not otherwise spec' ","'North East' ",10
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Yorkshire and The Humber' ",65
2014 ,"'J5 - Materials Technology not otherwise spec' ","'North West' ",75
2014 ,"'J5 - Materials Technology not otherwise spec' ","'East Midlands' ",65
2014 ,"'J5 - Materials Technology not otherwise spec' ","'West Midlands' ",75
2014 ,"'J5 - Materials Technology not otherwise spec' ","'East of England' ",75
2014 ,"'J5 - Materials Technology not otherwise spec' ","'London' ",240
2014 ,"'J5 - Materials Technology not otherwise spec' ","'South East' ",145
2014 ,"'J5 - Materials Technology not otherwise spec' ","'South West' ",70
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Wales' ",35
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Scotland' ",5
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Northern Ireland' ",5
2014 ,"'J6 - Maritime Technology' ","'North East' ",15
2014 ,"'J6 - Maritime Technology' ","'Yorkshire and The Humber' ",25
2014 ,"'J6 - Maritime Technology' ","'North West' ",30
2014 ,"'J6 - Maritime Technology' ","'East Midlands' ",10
2014 ,"'J6 - Maritime Technology' ","'West Midlands' ",25
2014 ,"'J6 - Maritime Technology' ","'East of England' ",40
2014 ,"'J6 - Maritime Technology' ","'London' ",30
2014 ,"'J6 - Maritime Technology' ","'South East' ",70
2014 ,"'J6 - Maritime Technology' ","'South West' ",95
2014 ,"'J6 - Maritime Technology' ","'Wales' ",20
2014 ,"'J6 - Maritime Technology' ","'Scotland' ",10
2014 ,"'J6 - Maritime Technology' ","'Northern Ireland' ",20
2014 ,"'J7 - Biotechnology' ","'North East' ",35
2014 ,"'J7 - Biotechnology' ","'Yorkshire and The Humber' ",20
2014 ,"'J7 - Biotechnology' ","'North West' ",50
2014 ,"'J7 - Biotechnology' ","'East Midlands' ",15
2014 ,"'J7 - Biotechnology' ","'West Midlands' ",35
2014 ,"'J7 - Biotechnology' ","'East of England' ",35
2014 ,"'J7 - Biotechnology' ","'London' ",110
2014 ,"'J7 - Biotechnology' ","'South East' ",60
2014 ,"'J7 - Biotechnology' ","'South West' ",20
2014 ,"'J7 - Biotechnology' ","'Wales' ",15
2014 ,"'J7 - Biotechnology' ","'Scotland' ",195
2014 ,"'J7 - Biotechnology' ","'Northern Ireland' ",10
2014 ,"'J9 - Others in Technology' ","'North East' ",220
2014 ,"'J9 - Others in Technology' ","'Yorkshire and The Humber' ",465
2014 ,"'J9 - Others in Technology' ","'North West' ",795
2014 ,"'J9 - Others in Technology' ","'East Midlands' ",520
2014 ,"'J9 - Others in Technology' ","'West Midlands' ",650
2014 ,"'J9 - Others in Technology' ","'East of England' ",525
2014 ,"'J9 - Others in Technology' ","'London' ",685
2014 ,"'J9 - Others in Technology' ","'South East' ",760
2014 ,"'J9 - Others in Technology' ","'South West' ",520
2014 ,"'J9 - Others in Technology' ","'Wales' ",270
2014 ,"'J9 - Others in Technology' ","'Scotland' ",465
2014 ,"'J9 - Others in Technology' ","'Northern Ireland' ",340
2014 ,"'JJ - Combinations within Technology' ","'North West' ",5
2014 ,"'JJ - Combinations within Technology' ","'East of England' ",5
2014 ,"'JJ - Combinations within Technology' ","'London' ",5
2014 ,"'JJ - Combinations within Technology' ","'South East' ",5
2014 ,"'K1 - Architecture' ","'North East' ",320
2014 ,"'K1 - Architecture' ","'Yorkshire and The Humber' ",1000
2014 ,"'K1 - Architecture' ","'North West' ",1435
2014 ,"'K1 - Architecture' ","'East Midlands' ",975
2014 ,"'K1 - Architecture' ","'West Midlands' ",1085
2014 ,"'K1 - Architecture' ","'East of England' ",1360
2014 ,"'K1 - Architecture' ","'London' ",4075
2014 ,"'K1 - Architecture' ","'South East' ",2255
2014 ,"'K1 - Architecture' ","'South West' ",1045
2014 ,"'K1 - Architecture' ","'Wales' ",455
2014 ,"'K1 - Architecture' ","'Scotland' ",1300
2014 ,"'K1 - Architecture' ","'Northern Ireland' ",385
2014 ,"'K2 - Building' ","'North East' ",215
2014 ,"'K2 - Building' ","'Yorkshire and The Humber' ",590
2014 ,"'K2 - Building' ","'North West' ",1050
2014 ,"'K2 - Building' ","'East Midlands' ",530
