"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_007_07.pdf"
 
Cycle Year,Provider Country 2016 , Age Band , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'17 and under' ","'Firm choice' ",2435
2015 ,"'England' ","'20' ","'Extra' ",705
2015 ,"'England' ","'20' ","'Adjustment' ",30
2015 ,"'England' ","'20' ","'Main scheme Clearing' ",2935
2015 ,"'England' ","'20' ","'Direct Clearing' ",2245
2015 ,"'England' ","'20' ","'RPA' ",2465
2015 ,"'England' ","'21 and over' ","'Firm choice' ",57755
2015 ,"'England' ","'21 and over' ","'Insurance choice' ",1645
2015 ,"'England' ","'21 and over' ","'Other main scheme choice' ",6665
2015 ,"'England' ","'21 and over' ","'Extra' ",1620
2015 ,"'England' ","'21 and over' ","'Adjustment' ",35
2015 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",6300
2015 ,"'England' ","'21 and over' ","'Direct Clearing' ",7410
2015 ,"'England' ","'21 and over' ","'RPA' ",11195
2015 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",30
2015 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",10
2015 ,"'Northern Ireland' ","'18' ","'Firm choice' ",4280
2015 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",985
2015 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",10
2015 ,"'Northern Ireland' ","'18' ","'Extra' ",55
2015 ,"'Northern Ireland' ","'18' ","'Adjustment' ",25
2015 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",195
2015 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",5
2015 ,"'Northern Ireland' ","'19' ","'Firm choice' ",1200
2015 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",205
2015 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",15
2015 ,"'Northern Ireland' ","'19' ","'Extra' ",10
2015 ,"'Northern Ireland' ","'19' ","'Adjustment' ",5
2015 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",70
2015 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",20
2015 ,"'Northern Ireland' ","'19' ","'RPA' ",10
2015 ,"'Northern Ireland' ","'20' ","'Firm choice' ",635
2015 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",35
2015 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",15
2015 ,"'Northern Ireland' ","'20' ","'Extra' ",5
2015 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",35
2015 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",5
2015 ,"'Northern Ireland' ","'20' ","'RPA' ",5
2015 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1940
2015 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",50
2015 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",50
2015 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",15
2015 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",140
2015 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",70
2015 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",35
2015 ,"'Scotland' ","'17 and under' ","'Firm choice' ",665
2015 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",80
2015 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",10
2015 ,"'Scotland' ","'17 and under' ","'Extra' ",5
2015 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",50
2015 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",15
2015 ,"'Scotland' ","'17 and under' ","'RPA' ",160
2015 ,"'Scotland' ","'18' ","'Firm choice' ",16225
2015 ,"'Scotland' ","'18' ","'Insurance choice' ",1990
2015 ,"'Scotland' ","'18' ","'Other main scheme choice' ",60
2015 ,"'Scotland' ","'18' ","'Extra' ",180
2015 ,"'Scotland' ","'18' ","'Adjustment' ",20
2015 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",1155
2015 ,"'Scotland' ","'18' ","'Direct Clearing' ",30
2015 ,"'Scotland' ","'18' ","'RPA' ",475
2015 ,"'Scotland' ","'19' ","'Firm choice' ",5725
2015 ,"'Scotland' ","'19' ","'Insurance choice' ",400
2015 ,"'Scotland' ","'19' ","'Other main scheme choice' ",95
2015 ,"'Scotland' ","'19' ","'Extra' ",95
2015 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",345
2015 ,"'Scotland' ","'19' ","'Direct Clearing' ",40
2015 ,"'Scotland' ","'19' ","'RPA' ",455
2015 ,"'Scotland' ","'20' ","'Firm choice' ",3275
2015 ,"'Scotland' ","'20' ","'Insurance choice' ",135
2015 ,"'Scotland' ","'20' ","'Other main scheme choice' ",80
2015 ,"'Scotland' ","'20' ","'Extra' ",70
2015 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",135
2015 ,"'Scotland' ","'20' ","'Direct Clearing' ",45
2015 ,"'Scotland' ","'20' ","'RPA' ",430
2015 ,"'Scotland' ","'21 and over' ","'Firm choice' ",10900
2015 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",180
2015 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",460
2015 ,"'Scotland' ","'21 and over' ","'Extra' ",180
2015 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",435
2015 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",240
2015 ,"'Scotland' ","'21 and over' ","'RPA' ",1545
2015 ,"'Wales' ","'17 and under' ","'Firm choice' ",110
2015 ,"'Wales' ","'17 and under' ","'Insurance choice' ",25
2015 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",10
2015 ,"'Wales' ","'17 and under' ","'Extra' ",5
2015 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",30
2015 ,"'Wales' ","'17 and under' ","'Direct Clearing' ",5
2015 ,"'Wales' ","'17 and under' ","'RPA' ",10
2015 ,"'Wales' ","'18' ","'Firm choice' ",9050
2015 ,"'Wales' ","'18' ","'Insurance choice' ",1620
2015 ,"'Wales' ","'18' ","'Other main scheme choice' ",90
2015 ,"'Wales' ","'18' ","'Extra' ",135
2015 ,"'Wales' ","'18' ","'Adjustment' ",30
2015 ,"'Wales' ","'18' ","'Main scheme Clearing' ",1590
2015 ,"'Wales' ","'18' ","'Direct Clearing' ",115
2015 ,"'Wales' ","'18' ","'RPA' ",160
2015 ,"'Wales' ","'19' ","'Firm choice' ",3840
2015 ,"'Wales' ","'19' ","'Insurance choice' ",370
2015 ,"'Wales' ","'19' ","'Other main scheme choice' ",110
2015 ,"'Wales' ","'19' ","'Extra' ",95
2015 ,"'Wales' ","'19' ","'Adjustment' ",10
2015 ,"'Wales' ","'19' ","'Main scheme Clearing' ",575
2015 ,"'Wales' ","'19' ","'Direct Clearing' ",140
2015 ,"'Wales' ","'19' ","'RPA' ",195
2015 ,"'Wales' ","'20' ","'Firm choice' ",1295
2015 ,"'Wales' ","'20' ","'Insurance choice' ",70
2015 ,"'Wales' ","'20' ","'Other main scheme choice' ",90
2015 ,"'Wales' ","'20' ","'Extra' ",25
2015 ,"'Wales' ","'20' ","'Main scheme Clearing' ",135
2015 ,"'Wales' ","'20' ","'Direct Clearing' ",95
2015 ,"'Wales' ","'20' ","'RPA' ",180
2015 ,"'Wales' ","'21 and over' ","'Firm choice' ",3455
2015 ,"'Wales' ","'21 and over' ","'Insurance choice' ",75
2015 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",385
2015 ,"'Wales' ","'21 and over' ","'Extra' ",60
2015 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",360
2015 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",370
2015 ,"'Wales' ","'21 and over' ","'RPA' ",785
2016 ,"'England' ","'17 and under' ","'Firm choice' ",3735
2016 ,"'England' ","'17 and under' ","'Insurance choice' ",535
2016 ,"'England' ","'17 and under' ","'Other main scheme choice' ",185
2016 ,"'England' ","'17 and under' ","'Extra' ",55
2016 ,"'England' ","'17 and under' ","'Adjustment' ",5
2016 ,"'England' ","'17 and under' ","'Main scheme Clearing' ",410
2016 ,"'England' ","'17 and under' ","'Direct Clearing' ",75
2016 ,"'England' ","'17 and under' ","'RPA' ",110
2016 ,"'England' ","'18' ","'Firm choice' ",166620
2016 ,"'England' ","'18' ","'Insurance choice' ",23980
2016 ,"'England' ","'18' ","'Other main scheme choice' ",1420
2016 ,"'England' ","'18' ","'Extra' ",2525
2016 ,"'England' ","'18' ","'Adjustment' ",605
2016 ,"'England' ","'18' ","'Main scheme Clearing' ",24905
2016 ,"'England' ","'18' ","'Direct Clearing' ",1590
2016 ,"'England' ","'18' ","'RPA' ",1450
2016 ,"'England' ","'19' ","'Firm choice' ",71325
2016 ,"'England' ","'19' ","'Insurance choice' ",6155
2016 ,"'England' ","'19' ","'Other main scheme choice' ",2330
2016 ,"'England' ","'19' ","'Extra' ",1615
2016 ,"'England' ","'19' ","'Adjustment' ",155
2016 ,"'England' ","'19' ","'Main scheme Clearing' ",10295
2016 ,"'England' ","'19' ","'Direct Clearing' ",2710
2016 ,"'England' ","'19' ","'RPA' ",2795
2016 ,"'England' ","'20' ","'Firm choice' ",23480
2016 ,"'England' ","'20' ","'Insurance choice' ",1240
2016 ,"'England' ","'20' ","'Other main scheme choice' ",1895
2016 ,"'England' ","'20' ","'Extra' ",685
2016 ,"'England' ","'20' ","'Adjustment' ",25
2016 ,"'England' ","'20' ","'Main scheme Clearing' ",2805
2016 ,"'England' ","'20' ","'Direct Clearing' ",2205
2016 ,"'England' ","'20' ","'RPA' ",2505
2016 ,"'England' ","'21 and over' ","'Firm choice' ",56820
2016 ,"'England' ","'21 and over' ","'Insurance choice' ",1475
2016 ,"'England' ","'21 and over' ","'Other main scheme choice' ",7065
2016 ,"'England' ","'21 and over' ","'Extra' ",1640
2016 ,"'England' ","'21 and over' ","'Adjustment' ",15
2016 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",5770
2016 ,"'England' ","'21 and over' ","'Direct Clearing' ",7040
2016 ,"'England' ","'21 and over' ","'RPA' ",10275
2016 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",45
2016 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",5
2016 ,"'Northern Ireland' ","'17 and under' ","'Main scheme Clearing' ",5
2016 ,"'Northern Ireland' ","'18' ","'Firm choice' ",4325
2016 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",960
2016 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",10
2016 ,"'Northern Ireland' ","'18' ","'Extra' ",50
2016 ,"'Northern Ireland' ","'18' ","'Adjustment' ",15
2016 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",330
2016 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",10
2016 ,"'Northern Ireland' ","'19' ","'Firm choice' ",1410
2016 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",210
2016 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",20
2016 ,"'Northern Ireland' ","'19' ","'Extra' ",15
2016 ,"'Northern Ireland' ","'19' ","'Adjustment' ",5
2016 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",85
2016 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",25
2016 ,"'Northern Ireland' ","'19' ","'RPA' ",5
2016 ,"'Northern Ireland' ","'20' ","'Firm choice' ",735
2016 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",50
2016 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",15
2016 ,"'Northern Ireland' ","'20' ","'Extra' ",10
2016 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",25
2016 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",15
2016 ,"'Northern Ireland' ","'20' ","'RPA' ",10
2016 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1735
2016 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",50
2016 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",45
2016 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",20
2016 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",150
2016 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",50
2016 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",15
2016 ,"'Scotland' ","'17 and under' ","'Firm choice' ",710
2016 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",110
2016 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",30
2016 ,"'Scotland' ","'17 and under' ","'Extra' ",5
2016 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",55
2016 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",10
2016 ,"'Scotland' ","'17 and under' ","'RPA' ",160
2016 ,"'Scotland' ","'18' ","'Firm choice' ",16835
2016 ,"'Scotland' ","'18' ","'Insurance choice' ",1875
2016 ,"'Scotland' ","'18' ","'Other main scheme choice' ",65
2016 ,"'Scotland' ","'18' ","'Extra' ",225
2016 ,"'Scotland' ","'18' ","'Adjustment' ",20
2016 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",1180
2016 ,"'Scotland' ","'18' ","'Direct Clearing' ",40
2016 ,"'Scotland' ","'18' ","'RPA' ",440
2016 ,"'Scotland' ","'19' ","'Firm choice' ",6040
2016 ,"'Scotland' ","'19' ","'Insurance choice' ",375
2016 ,"'Scotland' ","'19' ","'Other main scheme choice' ",95
2016 ,"'Scotland' ","'19' ","'Extra' ",100
2016 ,"'Scotland' ","'19' ","'Adjustment' ",5
2016 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",335
2016 ,"'Scotland' ","'19' ","'Direct Clearing' ",65
2016 ,"'Scotland' ","'19' ","'RPA' ",430
2016 ,"'Scotland' ","'20' ","'Firm choice' ",3350
2016 ,"'Scotland' ","'20' ","'Insurance choice' ",125
2016 ,"'Scotland' ","'20' ","'Other main scheme choice' ",75
2016 ,"'Scotland' ","'20' ","'Extra' ",55
2016 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",155
2016 ,"'Scotland' ","'20' ","'Direct Clearing' ",60
2016 ,"'Scotland' ","'20' ","'RPA' ",445
2016 ,"'Scotland' ","'21 and over' ","'Firm choice' ",11260
2016 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",215
2016 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",565
2016 ,"'Scotland' ","'21 and over' ","'Extra' ",175
2016 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",390
2016 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",295
2016 ,"'Scotland' ","'21 and over' ","'RPA' ",1510
2016 ,"'Wales' ","'17 and under' ","'Firm choice' ",115
2016 ,"'Wales' ","'17 and under' ","'Insurance choice' ",15
2016 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",10
2016 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",35
2016 ,"'Wales' ","'17 and under' ","'Direct Clearing' ",5
2016 ,"'Wales' ","'17 and under' ","'RPA' ",10
2016 ,"'Wales' ","'18' ","'Firm choice' ",9290
2016 ,"'Wales' ","'18' ","'Insurance choice' ",1615
2016 ,"'Wales' ","'18' ","'Other main scheme choice' ",65
2016 ,"'Wales' ","'18' ","'Extra' ",135
2016 ,"'Wales' ","'18' ","'Adjustment' ",25
2016 ,"'Wales' ","'18' ","'Main scheme Clearing' ",2045
2016 ,"'Wales' ","'18' ","'Direct Clearing' ",115
2016 ,"'Wales' ","'18' ","'RPA' ",135
2016 ,"'Wales' ","'19' ","'Firm choice' ",3840
2016 ,"'Wales' ","'19' ","'Insurance choice' ",365
2016 ,"'Wales' ","'19' ","'Other main scheme choice' ",110
2016 ,"'Wales' ","'19' ","'Extra' ",75
2016 ,"'Wales' ","'19' ","'Adjustment' ",5
2016 ,"'Wales' ","'19' ","'Main scheme Clearing' ",560
2016 ,"'Wales' ","'19' ","'Direct Clearing' ",135
2016 ,"'Wales' ","'19' ","'RPA' ",170
2016 ,"'Wales' ","'20' ","'Firm choice' ",1330
2016 ,"'Wales' ","'20' ","'Insurance choice' ",60
2016 ,"'Wales' ","'20' ","'Other main scheme choice' ",105
2016 ,"'Wales' ","'20' ","'Extra' ",25
2016 ,"'Wales' ","'20' ","'Adjustment' ",5
2016 ,"'Wales' ","'20' ","'Main scheme Clearing' ",150
2016 ,"'Wales' ","'20' ","'Direct Clearing' ",80
2016 ,"'Wales' ","'20' ","'RPA' ",160
2016 ,"'Wales' ","'21 and over' ","'Firm choice' ",3350
2016 ,"'Wales' ","'21 and over' ","'Insurance choice' ",80
2016 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",410
2016 ,"'Wales' ","'21 and over' ","'Extra' ",70
2016 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",335
2016 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",325
2016 ,"'Wales' ","'21 and over' ","'RPA' ",930
