"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_008_01.pdf"
 
Cycle Year,Provider Name , Age Band , Sex,Number of Acceptances,
2007 ,"'H72 The University of Hull' ","'17 and under' ","'Women' ",35
2007 ,"'H72 The University of Hull' ","'18' ","'Men' ",985
2007 ,"'H72 The University of Hull' ","'18' ","'Women' ",1000
2007 ,"'H72 The University of Hull' ","'19' ","'Men' ",340
2007 ,"'H72 The University of Hull' ","'19' ","'Women' ",300
2007 ,"'H72 The University of Hull' ","'20' ","'Men' ",175
2007 ,"'H72 The University of Hull' ","'20' ","'Women' ",120
2007 ,"'H72 The University of Hull' ","'21 and over' ","'Men' ",625
2007 ,"'H72 The University of Hull' ","'21 and over' ","'Women' ",585
2007 ,"'H73 Hull College' ","'18' ","'Men' ",40
2007 ,"'H73 Hull College' ","'18' ","'Women' ",65
2007 ,"'H73 Hull College' ","'19' ","'Men' ",30
2007 ,"'H73 Hull College' ","'19' ","'Women' ",25
2007 ,"'H73 Hull College' ","'20' ","'Men' ",35
2007 ,"'H73 Hull College' ","'20' ","'Women' ",50
2007 ,"'H73 Hull College' ","'21 and over' ","'Men' ",80
2007 ,"'H73 Hull College' ","'21 and over' ","'Women' ",90
2007 ,"'H75 Hull York Medical School' ","'18' ","'Men' ",30
2007 ,"'H75 Hull York Medical School' ","'18' ","'Women' ",45
2007 ,"'H75 Hull York Medical School' ","'19' ","'Men' ",15
2007 ,"'H75 Hull York Medical School' ","'19' ","'Women' ",15
2007 ,"'H75 Hull York Medical School' ","'21 and over' ","'Men' ",15
2007 ,"'H75 Hull York Medical School' ","'21 and over' ","'Women' ",25
2007 ,"'I50 Imperial College London' ","'17 and under' ","'Men' ",70
2007 ,"'I50 Imperial College London' ","'17 and under' ","'Women' ",35
2007 ,"'I50 Imperial College London' ","'18' ","'Men' ",1085
2007 ,"'I50 Imperial College London' ","'18' ","'Women' ",470
2007 ,"'I50 Imperial College London' ","'19' ","'Men' ",345
2007 ,"'I50 Imperial College London' ","'19' ","'Women' ",160
2007 ,"'I50 Imperial College London' ","'20' ","'Men' ",105
2007 ,"'I50 Imperial College London' ","'20' ","'Women' ",35
2007 ,"'I50 Imperial College London' ","'21 and over' ","'Men' ",50
2007 ,"'I50 Imperial College London' ","'21 and over' ","'Women' ",15
2007 ,"'I60 Islamic College for Advanced Studies' ","'19' ","'Women' ",5
2007 ,"'I60 Islamic College for Advanced Studies' ","'21 and over' ","'Men' ",5
2007 ,"'I60 Islamic College for Advanced Studies' ","'21 and over' ","'Women' ",10
2007 ,"'K12 Keele University' ","'17 and under' ","'Men' ",5
2007 ,"'K12 Keele University' ","'17 and under' ","'Women' ",10
2007 ,"'K12 Keele University' ","'18' ","'Men' ",385
2007 ,"'K12 Keele University' ","'18' ","'Women' ",635
2007 ,"'K12 Keele University' ","'19' ","'Men' ",130
2007 ,"'K12 Keele University' ","'19' ","'Women' ",155
2007 ,"'K12 Keele University' ","'20' ","'Men' ",55
2007 ,"'K12 Keele University' ","'20' ","'Women' ",50
2007 ,"'K12 Keele University' ","'21 and over' ","'Men' ",95
2007 ,"'K12 Keele University' ","'21 and over' ","'Women' ",145
2007 ,"'K24 The University of Kent' ","'17 and under' ","'Men' ",35
2007 ,"'K24 The University of Kent' ","'17 and under' ","'Women' ",45
2007 ,"'K24 The University of Kent' ","'18' ","'Men' ",1015
2007 ,"'K24 The University of Kent' ","'18' ","'Women' ",1435
2007 ,"'K24 The University of Kent' ","'19' ","'Men' ",420
2007 ,"'K24 The University of Kent' ","'19' ","'Women' ",410
2007 ,"'K24 The University of Kent' ","'20' ","'Men' ",135
2007 ,"'K24 The University of Kent' ","'20' ","'Women' ",145
2007 ,"'K24 The University of Kent' ","'21 and over' ","'Men' ",270
2007 ,"'K24 The University of Kent' ","'21 and over' ","'Women' ",325
2007 ,"'K60 King's College London (University of London)' ","'17 and under' ","'Men' ",35
2007 ,"'K60 King's College London (University of London)' ","'17 and under' ","'Women' ",40
2007 ,"'K60 King's College London (University of London)' ","'18' ","'Men' ",830
2007 ,"'K60 King's College London (University of London)' ","'18' ","'Women' ",1135
2007 ,"'K60 King's College London (University of London)' ","'19' ","'Men' ",290
2007 ,"'K60 King's College London (University of London)' ","'19' ","'Women' ",375
2007 ,"'K60 King's College London (University of London)' ","'20' ","'Men' ",90
2007 ,"'K60 King's College London (University of London)' ","'20' ","'Women' ",60
2007 ,"'K60 King's College London (University of London)' ","'21 and over' ","'Men' ",205
2007 ,"'K60 King's College London (University of London)' ","'21 and over' ","'Women' ",215
2007 ,"'K84 Kingston University' ","'17 and under' ","'Men' ",30
2007 ,"'K84 Kingston University' ","'17 and under' ","'Women' ",30
2007 ,"'K84 Kingston University' ","'18' ","'Men' ",1115
2007 ,"'K84 Kingston University' ","'18' ","'Women' ",1085
2007 ,"'K84 Kingston University' ","'19' ","'Men' ",835
2007 ,"'K84 Kingston University' ","'19' ","'Women' ",725
2007 ,"'K84 Kingston University' ","'20' ","'Men' ",360
2007 ,"'K84 Kingston University' ","'20' ","'Women' ",275
2007 ,"'K84 Kingston University' ","'21 and over' ","'Men' ",800
2007 ,"'K84 Kingston University' ","'21 and over' ","'Women' ",920
2007 ,"'L07 The University of Wales, Lampeter' ","'18' ","'Men' ",45
2007 ,"'L07 The University of Wales, Lampeter' ","'18' ","'Women' ",50
2007 ,"'L07 The University of Wales, Lampeter' ","'19' ","'Men' ",20
2007 ,"'L07 The University of Wales, Lampeter' ","'19' ","'Women' ",20
2007 ,"'L07 The University of Wales, Lampeter' ","'20' ","'Men' ",5
2007 ,"'L07 The University of Wales, Lampeter' ","'20' ","'Women' ",10
2007 ,"'L07 The University of Wales, Lampeter' ","'21 and over' ","'Men' ",35
2007 ,"'L07 The University of Wales, Lampeter' ","'21 and over' ","'Women' ",50
2007 ,"'L14 Lancaster University' ","'17 and under' ","'Men' ",15
2007 ,"'L14 Lancaster University' ","'17 and under' ","'Women' ",40
2007 ,"'L14 Lancaster University' ","'18' ","'Men' ",830
2007 ,"'L14 Lancaster University' ","'18' ","'Women' ",1115
2007 ,"'L14 Lancaster University' ","'19' ","'Men' ",185
2007 ,"'L14 Lancaster University' ","'19' ","'Women' ",185
2007 ,"'L14 Lancaster University' ","'20' ","'Men' ",65
2007 ,"'L14 Lancaster University' ","'20' ","'Women' ",50
2007 ,"'L14 Lancaster University' ","'21 and over' ","'Men' ",105
2007 ,"'L14 Lancaster University' ","'21 and over' ","'Women' ",110
2007 ,"'L21 Leeds City College' ","'18' ","'Men' ",20
2007 ,"'L21 Leeds City College' ","'18' ","'Women' ",20
2007 ,"'L21 Leeds City College' ","'19' ","'Men' ",10
2007 ,"'L21 Leeds City College' ","'19' ","'Women' ",10
2007 ,"'L21 Leeds City College' ","'20' ","'Men' ",5
2007 ,"'L21 Leeds City College' ","'20' ","'Women' ",5
2007 ,"'L21 Leeds City College' ","'21 and over' ","'Men' ",25
2007 ,"'L21 Leeds City College' ","'21 and over' ","'Women' ",30
2007 ,"'L23 University of Leeds' ","'17 and under' ","'Men' ",20
2007 ,"'L23 University of Leeds' ","'17 and under' ","'Women' ",45
2007 ,"'L23 University of Leeds' ","'18' ","'Men' ",1930
2007 ,"'L23 University of Leeds' ","'18' ","'Women' ",2765
2007 ,"'L23 University of Leeds' ","'19' ","'Men' ",595
2007 ,"'L23 University of Leeds' ","'19' ","'Women' ",800
2007 ,"'L23 University of Leeds' ","'20' ","'Men' ",155
2007 ,"'L23 University of Leeds' ","'20' ","'Women' ",160
2007 ,"'L23 University of Leeds' ","'21 and over' ","'Men' ",295
2007 ,"'L23 University of Leeds' ","'21 and over' ","'Women' ",290
2007 ,"'L24 Leeds Trinity University' ","'18' ","'Men' ",150
2007 ,"'L24 Leeds Trinity University' ","'18' ","'Women' ",240
2007 ,"'L24 Leeds Trinity University' ","'19' ","'Men' ",60
2007 ,"'L24 Leeds Trinity University' ","'19' ","'Women' ",85
2007 ,"'L24 Leeds Trinity University' ","'20' ","'Men' ",40
2007 ,"'L24 Leeds Trinity University' ","'20' ","'Women' ",35
2007 ,"'L24 Leeds Trinity University' ","'21 and over' ","'Men' ",40
2007 ,"'L24 Leeds Trinity University' ","'21 and over' ","'Women' ",65
2007 ,"'L27 Leeds Beckett University' ","'17 and under' ","'Men' ",5
2007 ,"'L27 Leeds Beckett University' ","'17 and under' ","'Women' ",10
2007 ,"'L27 Leeds Beckett University' ","'18' ","'Men' ",1445
2007 ,"'L27 Leeds Beckett University' ","'18' ","'Women' ",1910
2007 ,"'L27 Leeds Beckett University' ","'19' ","'Men' ",875
2007 ,"'L27 Leeds Beckett University' ","'19' ","'Women' ",755
2007 ,"'L27 Leeds Beckett University' ","'20' ","'Men' ",325
2007 ,"'L27 Leeds Beckett University' ","'20' ","'Women' ",290
2007 ,"'L27 Leeds Beckett University' ","'21 and over' ","'Men' ",635
2007 ,"'L27 Leeds Beckett University' ","'21 and over' ","'Women' ",580
2007 ,"'L28 Leeds College of Art' ","'18' ","'Men' ",40
2007 ,"'L28 Leeds College of Art' ","'18' ","'Women' ",80
2007 ,"'L28 Leeds College of Art' ","'19' ","'Men' ",65
2007 ,"'L28 Leeds College of Art' ","'19' ","'Women' ",135
2007 ,"'L28 Leeds College of Art' ","'20' ","'Men' ",25
2007 ,"'L28 Leeds College of Art' ","'20' ","'Women' ",35
2007 ,"'L28 Leeds College of Art' ","'21 and over' ","'Men' ",30
2007 ,"'L28 Leeds College of Art' ","'21 and over' ","'Women' ",40
2007 ,"'L30 Leeds College of Music (UCAS)' ","'18' ","'Men' ",65
2007 ,"'L30 Leeds College of Music (UCAS)' ","'18' ","'Women' ",5
2007 ,"'L30 Leeds College of Music (UCAS)' ","'19' ","'Men' ",20
2007 ,"'L30 Leeds College of Music (UCAS)' ","'19' ","'Women' ",5
2007 ,"'L30 Leeds College of Music (UCAS)' ","'20' ","'Men' ",30
2007 ,"'L30 Leeds College of Music (UCAS)' ","'21 and over' ","'Men' ",45
2007 ,"'L34 University of Leicester' ","'17 and under' ","'Men' ",25
2007 ,"'L34 University of Leicester' ","'17 and under' ","'Women' ",70
2007 ,"'L34 University of Leicester' ","'18' ","'Men' ",920
2007 ,"'L34 University of Leicester' ","'18' ","'Women' ",1015
2007 ,"'L34 University of Leicester' ","'19' ","'Men' ",225
2007 ,"'L34 University of Leicester' ","'19' ","'Women' ",210
2007 ,"'L34 University of Leicester' ","'20' ","'Men' ",105
2007 ,"'L34 University of Leicester' ","'20' ","'Women' ",60
2007 ,"'L34 University of Leicester' ","'21 and over' ","'Men' ",220
2007 ,"'L34 University of Leicester' ","'21 and over' ","'Women' ",220
2007 ,"'L36 Leicester College' ","'18' ","'Men' ",5
2007 ,"'L36 Leicester College' ","'18' ","'Women' ",10
2007 ,"'L36 Leicester College' ","'19' ","'Men' ",5
2007 ,"'L36 Leicester College' ","'19' ","'Women' ",10
2007 ,"'L36 Leicester College' ","'20' ","'Women' ",5
2007 ,"'L36 Leicester College' ","'21 and over' ","'Men' ",5
2007 ,"'L36 Leicester College' ","'21 and over' ","'Women' ",30
2007 ,"'L39 University of Lincoln' ","'18' ","'Men' ",680
2007 ,"'L39 University of Lincoln' ","'18' ","'Women' ",1040
2007 ,"'L39 University of Lincoln' ","'19' ","'Men' ",305
2007 ,"'L39 University of Lincoln' ","'19' ","'Women' ",340
2007 ,"'L39 University of Lincoln' ","'20' ","'Men' ",120
2007 ,"'L39 University of Lincoln' ","'20' ","'Women' ",125
2007 ,"'L39 University of Lincoln' ","'21 and over' ","'Men' ",310
2007 ,"'L39 University of Lincoln' ","'21 and over' ","'Women' ",420
2007 ,"'L41 The University of Liverpool' ","'17 and under' ","'Men' ",25
2007 ,"'L41 The University of Liverpool' ","'17 and under' ","'Women' ",15
2007 ,"'L41 The University of Liverpool' ","'18' ","'Men' ",1245
2007 ,"'L41 The University of Liverpool' ","'18' ","'Women' ",1515
2007 ,"'L41 The University of Liverpool' ","'19' ","'Men' ",375
2007 ,"'L41 The University of Liverpool' ","'19' ","'Women' ",365
2007 ,"'L41 The University of Liverpool' ","'20' ","'Men' ",110
2007 ,"'L41 The University of Liverpool' ","'20' ","'Women' ",75
2007 ,"'L41 The University of Liverpool' ","'21 and over' ","'Men' ",280
2007 ,"'L41 The University of Liverpool' ","'21 and over' ","'Women' ",330
2007 ,"'L43 The City of Liverpool College' ","'18' ","'Men' ",5
2007 ,"'L43 The City of Liverpool College' ","'18' ","'Women' ",15
2007 ,"'L43 The City of Liverpool College' ","'19' ","'Men' ",10
2007 ,"'L43 The City of Liverpool College' ","'19' ","'Women' ",5
2007 ,"'L43 The City of Liverpool College' ","'20' ","'Women' ",5
2007 ,"'L43 The City of Liverpool College' ","'21 and over' ","'Men' ",15
2007 ,"'L43 The City of Liverpool College' ","'21 and over' ","'Women' ",25
2007 ,"'L46 Liverpool Hope University' ","'17 and under' ","'Women' ",5
2007 ,"'L46 Liverpool Hope University' ","'18' ","'Men' ",195
2007 ,"'L46 Liverpool Hope University' ","'18' ","'Women' ",610
2007 ,"'L46 Liverpool Hope University' ","'19' ","'Men' ",105
2007 ,"'L46 Liverpool Hope University' ","'19' ","'Women' ",210
2007 ,"'L46 Liverpool Hope University' ","'20' ","'Men' ",45
2007 ,"'L46 Liverpool Hope University' ","'20' ","'Women' ",75
2007 ,"'L46 Liverpool Hope University' ","'21 and over' ","'Men' ",145
2007 ,"'L46 Liverpool Hope University' ","'21 and over' ","'Women' ",295
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'18' ","'Men' ",50
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'18' ","'Women' ",45
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'19' ","'Men' ",25
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'19' ","'Women' ",35
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'20' ","'Men' ",10
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'20' ","'Women' ",10
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'21 and over' ","'Men' ",15
2007 ,"'L48 The Liverpool Institute for Performing Arts' ","'21 and over' ","'Women' ",15
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'17 and under' ","'Men' ",10
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'17 and under' ","'Women' ",20
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'18' ","'Men' ",1345
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'18' ","'Women' ",1725
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'19' ","'Men' ",705
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'19' ","'Women' ",645
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'20' ","'Men' ",250
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'20' ","'Women' ",215
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'21 and over' ","'Men' ",610
2007 ,"'L51 Liverpool John Moores University (LJMU)' ","'21 and over' ","'Women' ",660
2007 ,"'L53 Coleg Llandrillo' ","'18' ","'Women' ",5
2007 ,"'L53 Coleg Llandrillo' ","'19' ","'Men' ",5
2007 ,"'L53 Coleg Llandrillo' ","'19' ","'Women' ",5
2007 ,"'L53 Coleg Llandrillo' ","'21 and over' ","'Men' ",5
2007 ,"'L53 Coleg Llandrillo' ","'21 and over' ","'Women' ",5
2007 ,"'L68 London Metropolitan University' ","'17 and under' ","'Men' ",5
2007 ,"'L68 London Metropolitan University' ","'17 and under' ","'Women' ",10
2007 ,"'L68 London Metropolitan University' ","'18' ","'Men' ",330
2007 ,"'L68 London Metropolitan University' ","'18' ","'Women' ",450
2007 ,"'L68 London Metropolitan University' ","'19' ","'Men' ",360
2007 ,"'L68 London Metropolitan University' ","'19' ","'Women' ",445
2007 ,"'L68 London Metropolitan University' ","'20' ","'Men' ",200
2007 ,"'L68 London Metropolitan University' ","'20' ","'Women' ",295
2007 ,"'L68 London Metropolitan University' ","'21 and over' ","'Men' ",865
2007 ,"'L68 London Metropolitan University' ","'21 and over' ","'Women' ",1055
2007 ,"'L70 London School of Commerce' ","'18' ","'Men' ",5
2007 ,"'L70 London School of Commerce' ","'18' ","'Women' ",5
2007 ,"'L70 London School of Commerce' ","'20' ","'Men' ",5
2007 ,"'L70 London School of Commerce' ","'21 and over' ","'Men' ",5
2007 ,"'L70 London School of Commerce' ","'21 and over' ","'Women' ",5
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'17 and under' ","'Men' ",30
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'17 and under' ","'Women' ",40
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'18' ","'Men' ",440
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'18' ","'Women' ",420
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'19' ","'Men' ",170
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'19' ","'Women' ",195
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'20' ","'Men' ",50
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'20' ","'Women' ",35
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'21 and over' ","'Men' ",20
2007 ,"'L72 London School of Economics and Political Science (University of London)' ","'21 and over' ","'Women' ",15
2007 ,"'L75 London South Bank University' ","'17 and under' ","'Men' ",5
2007 ,"'L75 London South Bank University' ","'17 and under' ","'Women' ",15
2007 ,"'L75 London South Bank University' ","'18' ","'Men' ",245
2007 ,"'L75 London South Bank University' ","'18' ","'Women' ",265
2007 ,"'L75 London South Bank University' ","'19' ","'Men' ",245
2007 ,"'L75 London South Bank University' ","'19' ","'Women' ",215
2007 ,"'L75 London South Bank University' ","'20' ","'Men' ",145
2007 ,"'L75 London South Bank University' ","'20' ","'Women' ",150
2007 ,"'L75 London South Bank University' ","'21 and over' ","'Men' ",825
2007 ,"'L75 London South Bank University' ","'21 and over' ","'Women' ",685
2007 ,"'L77 Loughborough College' ","'18' ","'Men' ",35
2007 ,"'L77 Loughborough College' ","'18' ","'Women' ",20
2007 ,"'L77 Loughborough College' ","'19' ","'Men' ",30
2007 ,"'L77 Loughborough College' ","'19' ","'Women' ",15
2007 ,"'L77 Loughborough College' ","'20' ","'Men' ",10
2007 ,"'L77 Loughborough College' ","'20' ","'Women' ",20
2007 ,"'L77 Loughborough College' ","'21 and over' ","'Men' ",45
2007 ,"'L77 Loughborough College' ","'21 and over' ","'Women' ",40
2007 ,"'L79 Loughborough University' ","'17 and under' ","'Men' ",30
2007 ,"'L79 Loughborough University' ","'17 and under' ","'Women' ",20
2007 ,"'L79 Loughborough University' ","'18' ","'Men' ",1645
2007 ,"'L79 Loughborough University' ","'18' ","'Women' ",980
2007 ,"'L79 Loughborough University' ","'19' ","'Men' ",420
2007 ,"'L79 Loughborough University' ","'19' ","'Women' ",380
2007 ,"'L79 Loughborough University' ","'20' ","'Men' ",115
2007 ,"'L79 Loughborough University' ","'20' ","'Women' ",75
2007 ,"'L79 Loughborough University' ","'21 and over' ","'Men' ",100
2007 ,"'L79 Loughborough University' ","'21 and over' ","'Women' ",80
2007 ,"'M10 The Manchester College' ","'18' ","'Men' ",15
2007 ,"'M10 The Manchester College' ","'18' ","'Women' ",10
2007 ,"'M10 The Manchester College' ","'19' ","'Men' ",20
2007 ,"'M10 The Manchester College' ","'19' ","'Women' ",15
2007 ,"'M10 The Manchester College' ","'20' ","'Men' ",10
2007 ,"'M10 The Manchester College' ","'20' ","'Women' ",5
2007 ,"'M10 The Manchester College' ","'21 and over' ","'Men' ",95
2007 ,"'M10 The Manchester College' ","'21 and over' ","'Women' ",35
