"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Apply Centre Type , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_024_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Apply Centre Type , Acceptance Route,Number of Acceptances,
2009 ,"'Y Social Sciences combined with Arts' ","'Independent' ","'Insurance choice' ",115
2009 ,"'Y Social Sciences combined with Arts' ","'Independent' ","'Extra' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Independent' ","'Main scheme Clearing' ",75
2009 ,"'Y Social Sciences combined with Arts' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Sixth form college' ","'Firm choice' ",1140
2009 ,"'Y Social Sciences combined with Arts' ","'Sixth form college' ","'Insurance choice' ",115
2009 ,"'Y Social Sciences combined with Arts' ","'Sixth form college' ","'Other main scheme choice' ",25
2009 ,"'Y Social Sciences combined with Arts' ","'Sixth form college' ","'Extra' ",30
2009 ,"'Y Social Sciences combined with Arts' ","'Sixth form college' ","'Main scheme Clearing' ",140
2009 ,"'Y Social Sciences combined with Arts' ","'Sixth form college' ","'Direct Clearing' ",10
2009 ,"'Y Social Sciences combined with Arts' ","'State' ","'Firm choice' ",1700
2009 ,"'Y Social Sciences combined with Arts' ","'State' ","'Insurance choice' ",190
2009 ,"'Y Social Sciences combined with Arts' ","'State' ","'Other main scheme choice' ",20
2009 ,"'Y Social Sciences combined with Arts' ","'State' ","'Extra' ",20
2009 ,"'Y Social Sciences combined with Arts' ","'State' ","'Main scheme Clearing' ",180
2009 ,"'Y Social Sciences combined with Arts' ","'State' ","'Direct Clearing' ",15
2009 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Firm choice' ",300
2009 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Insurance choice' ",10
2009 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Other main scheme choice' ",15
2009 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Extra' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Main scheme Clearing' ",25
2009 ,"'Y Social Sciences combined with Arts' ","'Other' ","'Direct Clearing' ",10
2009 ,"'Y Social Sciences combined with Arts' ","'Other' ","'RPA' ",125
2009 ,"'Z General, other combined and unknown' ","'Academy' ","'Firm choice' ",525
2009 ,"'Z General, other combined and unknown' ","'Academy' ","'Insurance choice' ",45
2009 ,"'Z General, other combined and unknown' ","'Academy' ","'Other main scheme choice' ",5
2009 ,"'Z General, other combined and unknown' ","'Academy' ","'Extra' ",15
2009 ,"'Z General, other combined and unknown' ","'Academy' ","'Main scheme Clearing' ",75
2009 ,"'Z General, other combined and unknown' ","'Academy' ","'Direct Clearing' ",5
2009 ,"'Z General, other combined and unknown' ","'Further education' ","'Firm choice' ",190
2009 ,"'Z General, other combined and unknown' ","'Further education' ","'Insurance choice' ",20
2009 ,"'Z General, other combined and unknown' ","'Further education' ","'Other main scheme choice' ",10
2009 ,"'Z General, other combined and unknown' ","'Further education' ","'Extra' ",5
2009 ,"'Z General, other combined and unknown' ","'Further education' ","'Main scheme Clearing' ",35
2009 ,"'Z General, other combined and unknown' ","'Further education' ","'Direct Clearing' ",5
2009 ,"'Z General, other combined and unknown' ","'Grammar' ","'Firm choice' ",65
2009 ,"'Z General, other combined and unknown' ","'Grammar' ","'Main scheme Clearing' ",5
2009 ,"'Z General, other combined and unknown' ","'Independent' ","'Firm choice' ",600
2009 ,"'Z General, other combined and unknown' ","'Independent' ","'Insurance choice' ",25
2009 ,"'Z General, other combined and unknown' ","'Independent' ","'Extra' ",10
2009 ,"'Z General, other combined and unknown' ","'Independent' ","'Main scheme Clearing' ",20
2009 ,"'Z General, other combined and unknown' ","'Sixth form college' ","'Firm choice' ",435
2009 ,"'Z General, other combined and unknown' ","'Sixth form college' ","'Insurance choice' ",35
2009 ,"'Z General, other combined and unknown' ","'Sixth form college' ","'Other main scheme choice' ",15
2009 ,"'Z General, other combined and unknown' ","'Sixth form college' ","'Extra' ",5
2009 ,"'Z General, other combined and unknown' ","'Sixth form college' ","'Main scheme Clearing' ",95
2009 ,"'Z General, other combined and unknown' ","'Sixth form college' ","'Direct Clearing' ",10
2009 ,"'Z General, other combined and unknown' ","'State' ","'Firm choice' ",450
2009 ,"'Z General, other combined and unknown' ","'State' ","'Insurance choice' ",50
2009 ,"'Z General, other combined and unknown' ","'State' ","'Other main scheme choice' ",10
2009 ,"'Z General, other combined and unknown' ","'State' ","'Extra' ",10
2009 ,"'Z General, other combined and unknown' ","'State' ","'Main scheme Clearing' ",115
2009 ,"'Z General, other combined and unknown' ","'State' ","'Direct Clearing' ",15
2009 ,"'Z General, other combined and unknown' ","'Other' ","'Firm choice' ",80
2009 ,"'Z General, other combined and unknown' ","'Other' ","'Insurance choice' ",5
2009 ,"'Z General, other combined and unknown' ","'Other' ","'Other main scheme choice' ",10
2009 ,"'Z General, other combined and unknown' ","'Other' ","'Extra' ",5
2009 ,"'Z General, other combined and unknown' ","'Other' ","'Main scheme Clearing' ",10
2009 ,"'Z General, other combined and unknown' ","'Other' ","'Direct Clearing' ",10
2009 ,"'Z General, other combined and unknown' ","'Other' ","'RPA' ",95
2010 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Firm choice' ",1600
2010 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Insurance choice' ",10
2010 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Extra' ",5
2010 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Main scheme Clearing' ",30
2010 ,"'Group A Medicine and Dentistry' ","'Further education' ","'Firm choice' ",135
2010 ,"'Group A Medicine and Dentistry' ","'Grammar' ","'Firm choice' ",615
2010 ,"'Group A Medicine and Dentistry' ","'Grammar' ","'Insurance choice' ",15
2010 ,"'Group A Medicine and Dentistry' ","'Grammar' ","'Main scheme Clearing' ",15
2010 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Firm choice' ",1705
2010 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Insurance choice' ",15
2010 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Extra' ",5
2010 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Main scheme Clearing' ",35
2010 ,"'Group A Medicine and Dentistry' ","'Sixth form college' ","'Firm choice' ",620
2010 ,"'Group A Medicine and Dentistry' ","'Sixth form college' ","'Insurance choice' ",10
2010 ,"'Group A Medicine and Dentistry' ","'Sixth form college' ","'Main scheme Clearing' ",10
2010 ,"'Group A Medicine and Dentistry' ","'State' ","'Firm choice' ",1160
2010 ,"'Group A Medicine and Dentistry' ","'State' ","'Insurance choice' ",10
2010 ,"'Group A Medicine and Dentistry' ","'State' ","'Extra' ",10
2010 ,"'Group A Medicine and Dentistry' ","'State' ","'Main scheme Clearing' ",20
2010 ,"'Group A Medicine and Dentistry' ","'Other' ","'Firm choice' ",40
2010 ,"'Group A Medicine and Dentistry' ","'Other' ","'RPA' ",10
2010 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Firm choice' ",3335
2010 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Insurance choice' ",485
2010 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Other main scheme choice' ",25
2010 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Extra' ",115
2010 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Adjustment' ",5
2010 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Main scheme Clearing' ",530
2010 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Direct Clearing' ",5
2010 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Firm choice' ",2285
2010 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Insurance choice' ",115
2010 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Other main scheme choice' ",30
2010 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Extra' ",75
2010 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Main scheme Clearing' ",170
2010 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Firm choice' ",810
2010 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Insurance choice' ",100
2010 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Extra' ",20
2010 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Main scheme Clearing' ",75
2010 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Firm choice' ",955
2010 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Insurance choice' ",140
2010 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Other main scheme choice' ",10
2010 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Extra' ",40
2010 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Main scheme Clearing' ",145
2010 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Firm choice' ",3230
2010 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Insurance choice' ",370
2010 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Other main scheme choice' ",25
2010 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Extra' ",110
2010 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Main scheme Clearing' ",350
2010 ,"'Group B Subjects allied to Medicine' ","'State' ","'Firm choice' ",4240
2010 ,"'Group B Subjects allied to Medicine' ","'State' ","'Insurance choice' ",515
2010 ,"'Group B Subjects allied to Medicine' ","'State' ","'Other main scheme choice' ",30
2010 ,"'Group B Subjects allied to Medicine' ","'State' ","'Extra' ",120
2010 ,"'Group B Subjects allied to Medicine' ","'State' ","'Adjustment' ",5
2010 ,"'Group B Subjects allied to Medicine' ","'State' ","'Main scheme Clearing' ",515
2010 ,"'Group B Subjects allied to Medicine' ","'State' ","'Direct Clearing' ",5
2010 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Firm choice' ",1160
2010 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Insurance choice' ",30
2010 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Other main scheme choice' ",70
2010 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Extra' ",30
2010 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Main scheme Clearing' ",90
2010 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Direct Clearing' ",50
2010 ,"'Group B Subjects allied to Medicine' ","'Other' ","'RPA' ",115
2010 ,"'Group C Biological Sciences' ","'Academy' ","'Firm choice' ",5200
2010 ,"'Group C Biological Sciences' ","'Academy' ","'Insurance choice' ",1095
2010 ,"'Group C Biological Sciences' ","'Academy' ","'Other main scheme choice' ",10
2010 ,"'Group C Biological Sciences' ","'Academy' ","'Extra' ",85
2010 ,"'Group C Biological Sciences' ","'Academy' ","'Adjustment' ",5
2010 ,"'Group C Biological Sciences' ","'Academy' ","'Main scheme Clearing' ",730
2010 ,"'Group C Biological Sciences' ","'Academy' ","'Direct Clearing' ",10
2010 ,"'Group C Biological Sciences' ","'Further education' ","'Firm choice' ",2910
2010 ,"'Group C Biological Sciences' ","'Further education' ","'Insurance choice' ",275
2010 ,"'Group C Biological Sciences' ","'Further education' ","'Other main scheme choice' ",25
2010 ,"'Group C Biological Sciences' ","'Further education' ","'Extra' ",80
2010 ,"'Group C Biological Sciences' ","'Further education' ","'Main scheme Clearing' ",245
2010 ,"'Group C Biological Sciences' ","'Further education' ","'Direct Clearing' ",10
2010 ,"'Group C Biological Sciences' ","'Grammar' ","'Firm choice' ",600
2010 ,"'Group C Biological Sciences' ","'Grammar' ","'Insurance choice' ",160
2010 ,"'Group C Biological Sciences' ","'Grammar' ","'Extra' ",15
2010 ,"'Group C Biological Sciences' ","'Grammar' ","'Main scheme Clearing' ",70
2010 ,"'Group C Biological Sciences' ","'Independent' ","'Firm choice' ",1915
2010 ,"'Group C Biological Sciences' ","'Independent' ","'Insurance choice' ",345
2010 ,"'Group C Biological Sciences' ","'Independent' ","'Other main scheme choice' ",5
2010 ,"'Group C Biological Sciences' ","'Independent' ","'Extra' ",25
2010 ,"'Group C Biological Sciences' ","'Independent' ","'Main scheme Clearing' ",235
2010 ,"'Group C Biological Sciences' ","'Independent' ","'Direct Clearing' ",5
2010 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Firm choice' ",4315
2010 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Insurance choice' ",760
2010 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Other main scheme choice' ",20
2010 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Extra' ",65
2010 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Adjustment' ",10
2010 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",570
2010 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Direct Clearing' ",5
2010 ,"'Group C Biological Sciences' ","'State' ","'Firm choice' ",4990
2010 ,"'Group C Biological Sciences' ","'State' ","'Insurance choice' ",980
2010 ,"'Group C Biological Sciences' ","'State' ","'Other main scheme choice' ",20
2010 ,"'Group C Biological Sciences' ","'State' ","'Extra' ",110
2010 ,"'Group C Biological Sciences' ","'State' ","'Adjustment' ",5
2010 ,"'Group C Biological Sciences' ","'State' ","'Main scheme Clearing' ",750
2010 ,"'Group C Biological Sciences' ","'State' ","'Direct Clearing' ",5
2010 ,"'Group C Biological Sciences' ","'Other' ","'Firm choice' ",1125
2010 ,"'Group C Biological Sciences' ","'Other' ","'Insurance choice' ",90
2010 ,"'Group C Biological Sciences' ","'Other' ","'Other main scheme choice' ",75
2010 ,"'Group C Biological Sciences' ","'Other' ","'Extra' ",35
2010 ,"'Group C Biological Sciences' ","'Other' ","'Main scheme Clearing' ",95
2010 ,"'Group C Biological Sciences' ","'Other' ","'Direct Clearing' ",95
2010 ,"'Group C Biological Sciences' ","'Other' ","'RPA' ",140
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Firm choice' ",530
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Insurance choice' ",35
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Other main scheme choice' ",5
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Extra' ",15
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Main scheme Clearing' ",45
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Firm choice' ",665
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Insurance choice' ",20
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Other main scheme choice' ",10
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Extra' ",10
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Main scheme Clearing' ",40
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Direct Clearing' ",5
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Firm choice' ",100
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Insurance choice' ",10
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Main scheme Clearing' ",25
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Firm choice' ",350
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Insurance choice' ",20
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Main scheme Clearing' ",30
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Firm choice' ",380
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Insurance choice' ",30
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Other main scheme choice' ",15
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Extra' ",5
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Main scheme Clearing' ",40
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Firm choice' ",545
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Insurance choice' ",55
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Other main scheme choice' ",5
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Extra' ",10
