"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_023_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",335
2015 ,"'Group X Education' ","'No disability declared' ","'Insurance choice' ",575
2015 ,"'Group X Education' ","'No disability declared' ","'Other main scheme choice' ",610
2015 ,"'Group X Education' ","'No disability declared' ","'Extra' ",340
2015 ,"'Group X Education' ","'No disability declared' ","'Adjustment' ",20
2015 ,"'Group X Education' ","'No disability declared' ","'Main scheme Clearing' ",1215
2015 ,"'Group X Education' ","'No disability declared' ","'Direct Clearing' ",740
2015 ,"'Group X Education' ","'No disability declared' ","'RPA' ",965
2015 ,"'Y Combined arts' ","'Disability declared' ","'Firm choice' ",670
2015 ,"'Y Combined arts' ","'Disability declared' ","'Insurance choice' ",60
2015 ,"'Y Combined arts' ","'Disability declared' ","'Other main scheme choice' ",30
2015 ,"'Y Combined arts' ","'Disability declared' ","'Extra' ",10
2015 ,"'Y Combined arts' ","'Disability declared' ","'Main scheme Clearing' ",65
2015 ,"'Y Combined arts' ","'Disability declared' ","'Direct Clearing' ",35
2015 ,"'Y Combined arts' ","'Disability declared' ","'RPA' ",20
2015 ,"'Y Combined arts' ","'No disability declared' ","'Firm choice' ",6295
2015 ,"'Y Combined arts' ","'No disability declared' ","'Insurance choice' ",665
2015 ,"'Y Combined arts' ","'No disability declared' ","'Other main scheme choice' ",120
2015 ,"'Y Combined arts' ","'No disability declared' ","'Extra' ",75
2015 ,"'Y Combined arts' ","'No disability declared' ","'Adjustment' ",20
2015 ,"'Y Combined arts' ","'No disability declared' ","'Main scheme Clearing' ",630
2015 ,"'Y Combined arts' ","'No disability declared' ","'Direct Clearing' ",185
2015 ,"'Y Combined arts' ","'No disability declared' ","'RPA' ",150
2015 ,"'Y Combined sciences' ","'Disability declared' ","'Firm choice' ",480
2015 ,"'Y Combined sciences' ","'Disability declared' ","'Insurance choice' ",40
2015 ,"'Y Combined sciences' ","'Disability declared' ","'Other main scheme choice' ",15
2015 ,"'Y Combined sciences' ","'Disability declared' ","'Extra' ",10
2015 ,"'Y Combined sciences' ","'Disability declared' ","'Main scheme Clearing' ",50
2015 ,"'Y Combined sciences' ","'Disability declared' ","'Direct Clearing' ",25
2015 ,"'Y Combined sciences' ","'Disability declared' ","'RPA' ",15
2015 ,"'Y Combined sciences' ","'No disability declared' ","'Firm choice' ",4080
2015 ,"'Y Combined sciences' ","'No disability declared' ","'Insurance choice' ",480
2015 ,"'Y Combined sciences' ","'No disability declared' ","'Other main scheme choice' ",120
2015 ,"'Y Combined sciences' ","'No disability declared' ","'Extra' ",135
2015 ,"'Y Combined sciences' ","'No disability declared' ","'Adjustment' ",5
2015 ,"'Y Combined sciences' ","'No disability declared' ","'Main scheme Clearing' ",555
2015 ,"'Y Combined sciences' ","'No disability declared' ","'Direct Clearing' ",165
2015 ,"'Y Combined sciences' ","'No disability declared' ","'RPA' ",135
2015 ,"'Y Combined social sciences' ","'Disability declared' ","'Firm choice' ",190
2015 ,"'Y Combined social sciences' ","'Disability declared' ","'Insurance choice' ",25
2015 ,"'Y Combined social sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'Y Combined social sciences' ","'Disability declared' ","'Extra' ",5
2015 ,"'Y Combined social sciences' ","'Disability declared' ","'Main scheme Clearing' ",25
2015 ,"'Y Combined social sciences' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'Y Combined social sciences' ","'Disability declared' ","'RPA' ",15
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'Firm choice' ",2675
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'Insurance choice' ",390
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'Other main scheme choice' ",60
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'Extra' ",55
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'Adjustment' ",30
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'Main scheme Clearing' ",630
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'Direct Clearing' ",115
2015 ,"'Y Combined social sciences' ","'No disability declared' ","'RPA' ",245
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Firm choice' ",865
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Insurance choice' ",50
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Other main scheme choice' ",35
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Extra' ",15
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Main scheme Clearing' ",75
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Direct Clearing' ",45
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'RPA' ",40
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Firm choice' ",8015
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Insurance choice' ",615
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Other main scheme choice' ",190
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Extra' ",185
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Adjustment' ",5
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Main scheme Clearing' ",835
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Direct Clearing' ",385
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'RPA' ",365
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Firm choice' ",585
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Insurance choice' ",75
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Other main scheme choice' ",15
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Extra' ",10
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Adjustment' ",5
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Main scheme Clearing' ",80
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Direct Clearing' ",20
2015 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'RPA' ",45
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Firm choice' ",5650
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Insurance choice' ",610
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Other main scheme choice' ",120
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Extra' ",95
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Adjustment' ",15
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Main scheme Clearing' ",765
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Direct Clearing' ",190
2015 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'RPA' ",375
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Firm choice' ",360
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Insurance choice' ",25
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Other main scheme choice' ",10
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Extra' ",5
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Adjustment' ",5
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Main scheme Clearing' ",40
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'Z General, other combined and unknown' ","'Disability declared' ","'RPA' ",25
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Firm choice' ",3610
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Insurance choice' ",315
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Other main scheme choice' ",65
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Extra' ",55
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Adjustment' ",10
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Main scheme Clearing' ",515
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Direct Clearing' ",90
2015 ,"'Z General, other combined and unknown' ","'No disability declared' ","'RPA' ",225
2016 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",435
2016 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Insurance choice' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Other main scheme choice' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Extra' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Main scheme Clearing' ",45
2016 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'RPA' ",10
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Firm choice' ",6540
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Insurance choice' ",90
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Other main scheme choice' ",50
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Extra' ",80
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Adjustment' ",15
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Main scheme Clearing' ",575
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'Direct Clearing' ",15
2016 ,"'Group A Medicine and Dentistry' ","'No disability declared' ","'RPA' ",115
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Firm choice' ",3585
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Insurance choice' ",140
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Other main scheme choice' ",160
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Extra' ",130
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Adjustment' ",5
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Main scheme Clearing' ",365
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'Direct Clearing' ",125
2016 ,"'Group B Subjects allied to Medicine' ","'Disability declared' ","'RPA' ",65
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Firm choice' ",36375
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Insurance choice' ",2010
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Other main scheme choice' ",1245
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Extra' ",1375
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Adjustment' ",50
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Main scheme Clearing' ",4715
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'Direct Clearing' ",875
2016 ,"'Group B Subjects allied to Medicine' ","'No disability declared' ","'RPA' ",715
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'Firm choice' ",3560
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'Insurance choice' ",375
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'Other main scheme choice' ",130
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'Extra' ",80
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'Adjustment' ",10
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'Main scheme Clearing' ",465
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'Direct Clearing' ",155
2016 ,"'Group C Biological Sciences' ","'Disability declared' ","'RPA' ",160
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'Firm choice' ",31090
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'Insurance choice' ",4065
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'Other main scheme choice' ",855
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'Extra' ",750
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'Adjustment' ",90
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'Main scheme Clearing' ",5045
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'Direct Clearing' ",1085
2016 ,"'Group C Biological Sciences' ","'No disability declared' ","'RPA' ",1295
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Firm choice' ",705
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Insurance choice' ",30
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Other main scheme choice' ",40
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Extra' ",5
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Main scheme Clearing' ",45
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'Direct Clearing' ",45
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Disability declared' ","'RPA' ",60
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Firm choice' ",4325
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Insurance choice' ",230
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Other main scheme choice' ",175
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Extra' ",60
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Main scheme Clearing' ",315
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'Direct Clearing' ",215
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'No disability declared' ","'RPA' ",315
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'Firm choice' ",1350
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'Insurance choice' ",220
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'Other main scheme choice' ",20
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'Extra' ",15
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'Adjustment' ",5
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",205
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'Direct Clearing' ",50
2016 ,"'Group F Physical Sciences' ","'Disability declared' ","'RPA' ",30
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'Firm choice' ",11665
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'Insurance choice' ",1900
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'Other main scheme choice' ",160
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'Extra' ",125
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'Adjustment' ",35
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",1820
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'Direct Clearing' ",265
2016 ,"'Group F Physical Sciences' ","'No disability declared' ","'RPA' ",180
2016 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Firm choice' ",405
2016 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Insurance choice' ",95
2016 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Other main scheme choice' ",15
2016 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Main scheme Clearing' ",60
2016 ,"'Group G Mathematical Sciences' ","'Disability declared' ","'Direct Clearing' ",20
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Firm choice' ",4445
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Insurance choice' ",1160
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Other main scheme choice' ",60
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Extra' ",35
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Adjustment' ",30
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",955
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Direct Clearing' ",140
2016 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'RPA' ",60
2016 ,"'Group H Engineering' ","'Disability declared' ","'Firm choice' ",1210
2016 ,"'Group H Engineering' ","'Disability declared' ","'Insurance choice' ",205
2016 ,"'Group H Engineering' ","'Disability declared' ","'Other main scheme choice' ",70
2016 ,"'Group H Engineering' ","'Disability declared' ","'Extra' ",15
2016 ,"'Group H Engineering' ","'Disability declared' ","'Adjustment' ",5
2016 ,"'Group H Engineering' ","'Disability declared' ","'Main scheme Clearing' ",190
2016 ,"'Group H Engineering' ","'Disability declared' ","'Direct Clearing' ",65
2016 ,"'Group H Engineering' ","'Disability declared' ","'RPA' ",65
2016 ,"'Group H Engineering' ","'No disability declared' ","'Firm choice' ",14560
2016 ,"'Group H Engineering' ","'No disability declared' ","'Insurance choice' ",2640
2016 ,"'Group H Engineering' ","'No disability declared' ","'Other main scheme choice' ",460
2016 ,"'Group H Engineering' ","'No disability declared' ","'Extra' ",185
2016 ,"'Group H Engineering' ","'No disability declared' ","'Adjustment' ",45
2016 ,"'Group H Engineering' ","'No disability declared' ","'Main scheme Clearing' ",2775
2016 ,"'Group H Engineering' ","'No disability declared' ","'Direct Clearing' ",740
2016 ,"'Group H Engineering' ","'No disability declared' ","'RPA' ",790
2016 ,"'Group I Computer Sciences' ","'Disability declared' ","'Firm choice' ",2085
2016 ,"'Group I Computer Sciences' ","'Disability declared' ","'Insurance choice' ",185
2016 ,"'Group I Computer Sciences' ","'Disability declared' ","'Other main scheme choice' ",115
2016 ,"'Group I Computer Sciences' ","'Disability declared' ","'Extra' ",20
2016 ,"'Group I Computer Sciences' ","'Disability declared' ","'Main scheme Clearing' ",195
2016 ,"'Group I Computer Sciences' ","'Disability declared' ","'Direct Clearing' ",125
2016 ,"'Group I Computer Sciences' ","'Disability declared' ","'RPA' ",125
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'Firm choice' ",14370
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'Insurance choice' ",1610
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'Other main scheme choice' ",660
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'Extra' ",200
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'Adjustment' ",30
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",1885
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",890
2016 ,"'Group I Computer Sciences' ","'No disability declared' ","'RPA' ",985
2016 ,"'Group J Technologies' ","'Disability declared' ","'Firm choice' ",165
2016 ,"'Group J Technologies' ","'Disability declared' ","'Insurance choice' ",10
2016 ,"'Group J Technologies' ","'Disability declared' ","'Other main scheme choice' ",10
2016 ,"'Group J Technologies' ","'Disability declared' ","'Main scheme Clearing' ",15
2016 ,"'Group J Technologies' ","'Disability declared' ","'Direct Clearing' ",15
2016 ,"'Group J Technologies' ","'Disability declared' ","'RPA' ",15
2016 ,"'Group J Technologies' ","'No disability declared' ","'Firm choice' ",1090
2016 ,"'Group J Technologies' ","'No disability declared' ","'Insurance choice' ",75
2016 ,"'Group J Technologies' ","'No disability declared' ","'Other main scheme choice' ",45
2016 ,"'Group J Technologies' ","'No disability declared' ","'Extra' ",15
2016 ,"'Group J Technologies' ","'No disability declared' ","'Main scheme Clearing' ",100
2016 ,"'Group J Technologies' ","'No disability declared' ","'Direct Clearing' ",55
2016 ,"'Group J Technologies' ","'No disability declared' ","'RPA' ",110
2016 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Firm choice' ",450
2016 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Insurance choice' ",45
2016 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Other main scheme choice' ",35
2016 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Extra' ",5
2016 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Main scheme Clearing' ",50
2016 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Direct Clearing' ",20
2016 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'RPA' ",25
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Firm choice' ",4395
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Insurance choice' ",455
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Other main scheme choice' ",215
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Extra' ",70
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Adjustment' ",15
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Main scheme Clearing' ",605
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Direct Clearing' ",290
2016 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'RPA' ",300
2016 ,"'Group L Social Studies' ","'Disability declared' ","'Firm choice' ",2725
2016 ,"'Group L Social Studies' ","'Disability declared' ","'Insurance choice' ",275
2016 ,"'Group L Social Studies' ","'Disability declared' ","'Other main scheme choice' ",175
2016 ,"'Group L Social Studies' ","'Disability declared' ","'Extra' ",80
2016 ,"'Group L Social Studies' ","'Disability declared' ","'Adjustment' ",10
2016 ,"'Group L Social Studies' ","'Disability declared' ","'Main scheme Clearing' ",470
2016 ,"'Group L Social Studies' ","'Disability declared' ","'Direct Clearing' ",160
2016 ,"'Group L Social Studies' ","'Disability declared' ","'RPA' ",245
2016 ,"'Group L Social Studies' ","'No disability declared' ","'Firm choice' ",24735
2016 ,"'Group L Social Studies' ","'No disability declared' ","'Insurance choice' ",3295
2016 ,"'Group L Social Studies' ","'No disability declared' ","'Other main scheme choice' ",1145
2016 ,"'Group L Social Studies' ","'No disability declared' ","'Extra' ",695
2016 ,"'Group L Social Studies' ","'No disability declared' ","'Adjustment' ",85
2016 ,"'Group L Social Studies' ","'No disability declared' ","'Main scheme Clearing' ",4995
2016 ,"'Group L Social Studies' ","'No disability declared' ","'Direct Clearing' ",1225
2016 ,"'Group L Social Studies' ","'No disability declared' ","'RPA' ",1885
2016 ,"'Group M Law' ","'Disability declared' ","'Firm choice' ",910
2016 ,"'Group M Law' ","'Disability declared' ","'Insurance choice' ",115
2016 ,"'Group M Law' ","'Disability declared' ","'Other main scheme choice' ",35
2016 ,"'Group M Law' ","'Disability declared' ","'Extra' ",20
2016 ,"'Group M Law' ","'Disability declared' ","'Adjustment' ",5
2016 ,"'Group M Law' ","'Disability declared' ","'Main scheme Clearing' ",180
2016 ,"'Group M Law' ","'Disability declared' ","'Direct Clearing' ",65
2016 ,"'Group M Law' ","'Disability declared' ","'RPA' ",60
2016 ,"'Group M Law' ","'No disability declared' ","'Firm choice' ",12435
2016 ,"'Group M Law' ","'No disability declared' ","'Insurance choice' ",1975
2016 ,"'Group M Law' ","'No disability declared' ","'Other main scheme choice' ",310
2016 ,"'Group M Law' ","'No disability declared' ","'Extra' ",200
2016 ,"'Group M Law' ","'No disability declared' ","'Adjustment' ",60
2016 ,"'Group M Law' ","'No disability declared' ","'Main scheme Clearing' ",2430
2016 ,"'Group M Law' ","'No disability declared' ","'Direct Clearing' ",525
2016 ,"'Group M Law' ","'No disability declared' ","'RPA' ",505
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Firm choice' ",2545
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Insurance choice' ",270
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Other main scheme choice' ",130
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Extra' ",35
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Adjustment' ",10
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Main scheme Clearing' ",360
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Direct Clearing' ",185
2016 ,"'Group N Business and Admin studies' ","'Disability declared' ","'RPA' ",240
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Firm choice' ",33080
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Insurance choice' ",3925
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Other main scheme choice' ",1325
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Extra' ",535
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Adjustment' ",85
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Main scheme Clearing' ",5290
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Direct Clearing' ",2135
2016 ,"'Group N Business and Admin studies' ","'No disability declared' ","'RPA' ",3620
2016 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Firm choice' ",1105
2016 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Insurance choice' ",60
2016 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Other main scheme choice' ",50
2016 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Extra' ",10
2016 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Main scheme Clearing' ",105
2016 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Direct Clearing' ",60
2016 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'RPA' ",35
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Firm choice' ",8155
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Insurance choice' ",475
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Other main scheme choice' ",260
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Extra' ",125
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Adjustment' ",15
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Main scheme Clearing' ",680
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Direct Clearing' ",340
2016 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'RPA' ",285
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Firm choice' ",855
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Insurance choice' ",85
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Other main scheme choice' ",25
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Extra' ",15
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Adjustment' ",5
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Main scheme Clearing' ",110
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Direct Clearing' ",25
2016 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'RPA' ",20
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Firm choice' ",7770
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Insurance choice' ",870
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Other main scheme choice' ",110
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Extra' ",85
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Adjustment' ",35
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Main scheme Clearing' ",875
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Direct Clearing' ",170
2016 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'RPA' ",115
2016 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",160
