"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Age Band , Sex , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_026_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Sex,Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Men' ",620
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Men' ",950
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Women' ",2530
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Men' ",395
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Women' ",900
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'Men' ",765
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'Women' ",1055
2014 ,"'X1 - Training Teachers' ","'17 and under' ","'Men' ",10
2014 ,"'X1 - Training Teachers' ","'17 and under' ","'Women' ",130
2014 ,"'X1 - Training Teachers' ","'18' ","'Men' ",3835
2014 ,"'X1 - Training Teachers' ","'18' ","'Women' ",20720
2014 ,"'X1 - Training Teachers' ","'19' ","'Men' ",1535
2014 ,"'X1 - Training Teachers' ","'19' ","'Women' ",6140
2014 ,"'X1 - Training Teachers' ","'20' ","'Men' ",590
2014 ,"'X1 - Training Teachers' ","'20' ","'Women' ",2455
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Men' ",1650
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Women' ",5425
2014 ,"'X2 - Research and Study Skills in Education' ","'18' ","'Women' ",15
2014 ,"'X2 - Research and Study Skills in Education' ","'19' ","'Men' ",5
2014 ,"'X2 - Research and Study Skills in Education' ","'21 and over' ","'Men' ",10
2014 ,"'X2 - Research and Study Skills in Education' ","'21 and over' ","'Women' ",65
2014 ,"'X3 - Academic studies in Education' ","'17 and under' ","'Men' ",5
2014 ,"'X3 - Academic studies in Education' ","'17 and under' ","'Women' ",100
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Men' ",2335
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Women' ",17155
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Men' ",1045
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Women' ",6690
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Men' ",455
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Women' ",2810
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Men' ",1230
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Women' ",6525
2014 ,"'X9 - Others in Education' ","'18' ","'Men' ",100
2014 ,"'X9 - Others in Education' ","'18' ","'Women' ",125
2014 ,"'X9 - Others in Education' ","'19' ","'Men' ",35
2014 ,"'X9 - Others in Education' ","'19' ","'Women' ",85
2014 ,"'X9 - Others in Education' ","'20' ","'Men' ",15
2014 ,"'X9 - Others in Education' ","'20' ","'Women' ",45
2014 ,"'X9 - Others in Education' ","'21 and over' ","'Men' ",50
2014 ,"'X9 - Others in Education' ","'21 and over' ","'Women' ",205
2014 ,"'XX - Combinations within Education' ","'17 and under' ","'Women' ",10
2014 ,"'XX - Combinations within Education' ","'18' ","'Men' ",115
2014 ,"'XX - Combinations within Education' ","'18' ","'Women' ",810
2014 ,"'XX - Combinations within Education' ","'19' ","'Men' ",35
2014 ,"'XX - Combinations within Education' ","'19' ","'Women' ",250
2014 ,"'XX - Combinations within Education' ","'20' ","'Men' ",25
2014 ,"'XX - Combinations within Education' ","'20' ","'Women' ",110
2014 ,"'XX - Combinations within Education' ","'21 and over' ","'Men' ",70
2014 ,"'XX - Combinations within Education' ","'21 and over' ","'Women' ",440
2014 ,"'Y Combs of arts/humanities' ","'17 and under' ","'Men' ",25
2014 ,"'Y Combs of arts/humanities' ","'17 and under' ","'Women' ",90
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Men' ",2440
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Women' ",4620
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Men' ",1335
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Women' ",2180
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Men' ",580
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Women' ",725
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Men' ",915
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Women' ",885
2014 ,"'Y Combs of engin/tech/building studies' ","'17 and under' ","'Men' ",30
2014 ,"'Y Combs of engin/tech/building studies' ","'17 and under' ","'Women' ",30
2014 ,"'Y Combs of engin/tech/building studies' ","'18' ","'Men' ",470
2014 ,"'Y Combs of engin/tech/building studies' ","'18' ","'Women' ",170
2014 ,"'Y Combs of engin/tech/building studies' ","'19' ","'Men' ",185
2014 ,"'Y Combs of engin/tech/building studies' ","'19' ","'Women' ",60
2014 ,"'Y Combs of engin/tech/building studies' ","'20' ","'Men' ",85
2014 ,"'Y Combs of engin/tech/building studies' ","'20' ","'Women' ",20
2014 ,"'Y Combs of engin/tech/building studies' ","'21 and over' ","'Men' ",135
2014 ,"'Y Combs of engin/tech/building studies' ","'21 and over' ","'Women' ",30
2014 ,"'Y Combs of engineering/technology' ","'17 and under' ","'Men' ",30
2014 ,"'Y Combs of engineering/technology' ","'17 and under' ","'Women' ",10
2014 ,"'Y Combs of engineering/technology' ","'18' ","'Men' ",705
2014 ,"'Y Combs of engineering/technology' ","'18' ","'Women' ",170
2014 ,"'Y Combs of engineering/technology' ","'19' ","'Men' ",320
2014 ,"'Y Combs of engineering/technology' ","'19' ","'Women' ",50
2014 ,"'Y Combs of engineering/technology' ","'20' ","'Men' ",100
2014 ,"'Y Combs of engineering/technology' ","'20' ","'Women' ",25
2014 ,"'Y Combs of engineering/technology' ","'21 and over' ","'Men' ",235
2014 ,"'Y Combs of engineering/technology' ","'21 and over' ","'Women' ",60
2014 ,"'Y Combs of languages' ","'17 and under' ","'Men' ",10
2014 ,"'Y Combs of languages' ","'17 and under' ","'Women' ",95
2014 ,"'Y Combs of languages' ","'18' ","'Men' ",1090
2014 ,"'Y Combs of languages' ","'18' ","'Women' ",4045
2014 ,"'Y Combs of languages' ","'19' ","'Men' ",290
2014 ,"'Y Combs of languages' ","'19' ","'Women' ",935
2014 ,"'Y Combs of languages' ","'20' ","'Men' ",85
2014 ,"'Y Combs of languages' ","'20' ","'Women' ",265
2014 ,"'Y Combs of languages' ","'21 and over' ","'Men' ",260
2014 ,"'Y Combs of languages' ","'21 and over' ","'Women' ",450
2014 ,"'Y Combs of languages with arts/humanities' ","'17 and under' ","'Men' ",80
2014 ,"'Y Combs of languages with arts/humanities' ","'17 and under' ","'Women' ",340
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Men' ",5625
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Women' ",16490
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Men' ",1815
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Women' ",4230
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Men' ",635
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Women' ",1270
2014 ,"'Y Combs of languages with arts/humanities' ","'21 and over' ","'Men' ",1340
2014 ,"'Y Combs of languages with arts/humanities' ","'21 and over' ","'Women' ",2285
2014 ,"'Y Combs of med/bio/agric sciences' ","'17 and under' ","'Men' ",70
2014 ,"'Y Combs of med/bio/agric sciences' ","'17 and under' ","'Women' ",190
2014 ,"'Y Combs of med/bio/agric sciences' ","'18' ","'Men' ",4015
2014 ,"'Y Combs of med/bio/agric sciences' ","'18' ","'Women' ",6385
2014 ,"'Y Combs of med/bio/agric sciences' ","'19' ","'Men' ",1795
2014 ,"'Y Combs of med/bio/agric sciences' ","'19' ","'Women' ",2370
2014 ,"'Y Combs of med/bio/agric sciences' ","'20' ","'Men' ",790
2014 ,"'Y Combs of med/bio/agric sciences' ","'20' ","'Women' ",815
2014 ,"'Y Combs of med/bio/agric sciences' ","'21 and over' ","'Men' ",1355
2014 ,"'Y Combs of med/bio/agric sciences' ","'21 and over' ","'Women' ",1670
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'17 and under' ","'Men' ",25
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'17 and under' ","'Women' ",55
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'18' ","'Men' ",1185
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'18' ","'Women' ",1490
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'19' ","'Men' ",520
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'19' ","'Women' ",595
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'20' ","'Men' ",175
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'20' ","'Women' ",220
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'21 and over' ","'Men' ",310
2014 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'21 and over' ","'Women' ",355
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'17 and under' ","'Men' ",30
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'17 and under' ","'Women' ",70
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'18' ","'Men' ",2345
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'18' ","'Women' ",1920
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'19' ","'Men' ",1040
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'19' ","'Women' ",635
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'20' ","'Men' ",470
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'20' ","'Women' ",235
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'21 and over' ","'Men' ",795
2014 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'21 and over' ","'Women' ",365
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'17 and under' ","'Men' ",230
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'17 and under' ","'Women' ",195
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'18' ","'Men' ",5390
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'18' ","'Women' ",4205
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'19' ","'Men' ",2180
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'19' ","'Women' ",1565
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'20' ","'Men' ",750
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'20' ","'Women' ",520
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'21 and over' ","'Men' ",935
2014 ,"'Y Combs of phys/math science with social studies/bus/law' ","'21 and over' ","'Women' ",595
2014 ,"'Y Combs of phys/math/comp sciences' ","'17 and under' ","'Men' ",150
2014 ,"'Y Combs of phys/math/comp sciences' ","'17 and under' ","'Women' ",50
2014 ,"'Y Combs of phys/math/comp sciences' ","'18' ","'Men' ",2910
2014 ,"'Y Combs of phys/math/comp sciences' ","'18' ","'Women' ",865
2014 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'Men' ",885
2014 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'Women' ",315
2014 ,"'Y Combs of phys/math/comp sciences' ","'20' ","'Men' ",255
2014 ,"'Y Combs of phys/math/comp sciences' ","'20' ","'Women' ",60
2014 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'Men' ",440
2014 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'Women' ",115
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'17 and under' ","'Men' ",80
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'17 and under' ","'Women' ",120
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Men' ",8875
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Women' ",6290
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Men' ",3475
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Women' ",2190
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Men' ",1510
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Women' ",895
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Men' ",2430
2014 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Women' ",1470
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'17 and under' ","'Men' ",110
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'17 and under' ","'Women' ",175
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Men' ",4200
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Women' ",7805
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Men' ",2020
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Women' ",3050
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Men' ",790
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Women' ",1255
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Men' ",1580
2014 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Women' ",2710
2014 ,"'Y Combs of sciences with engineering/technology' ","'17 and under' ","'Men' ",200
2014 ,"'Y Combs of sciences with engineering/technology' ","'17 and under' ","'Women' ",85
2014 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Men' ",2560
2014 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Women' ",905
2014 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Men' ",1070
2014 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Women' ",405
2014 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'Men' ",380
2014 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'Women' ",145
2014 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Men' ",710
2014 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Women' ",145
2014 ,"'Y Combs of soc studies/law' ","'17 and under' ","'Men' ",50
2014 ,"'Y Combs of soc studies/law' ","'17 and under' ","'Women' ",130
2014 ,"'Y Combs of soc studies/law' ","'18' ","'Men' ",1725
2014 ,"'Y Combs of soc studies/law' ","'18' ","'Women' ",5055
2014 ,"'Y Combs of soc studies/law' ","'19' ","'Men' ",715
2014 ,"'Y Combs of soc studies/law' ","'19' ","'Women' ",1635
2014 ,"'Y Combs of soc studies/law' ","'20' ","'Men' ",285
2014 ,"'Y Combs of soc studies/law' ","'20' ","'Women' ",470
2014 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Men' ",485
2014 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Women' ",940
2014 ,"'Y Combs of soc studies/law with business' ","'17 and under' ","'Men' ",420
2014 ,"'Y Combs of soc studies/law with business' ","'17 and under' ","'Women' ",375
2014 ,"'Y Combs of soc studies/law with business' ","'18' ","'Men' ",6240
2014 ,"'Y Combs of soc studies/law with business' ","'18' ","'Women' ",3850
2014 ,"'Y Combs of soc studies/law with business' ","'19' ","'Men' ",2985
2014 ,"'Y Combs of soc studies/law with business' ","'19' ","'Women' ",1800
2014 ,"'Y Combs of soc studies/law with business' ","'20' ","'Men' ",960
2014 ,"'Y Combs of soc studies/law with business' ","'20' ","'Women' ",685
2014 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Men' ",1110
2014 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Women' ",730
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'17 and under' ","'Men' ",240
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'17 and under' ","'Women' ",585
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Men' ",8760
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Women' ",14215
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Men' ",3450
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Women' ",5750
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'20' ","'Men' ",1055
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'20' ","'Women' ",1985
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'21 and over' ","'Men' ",1745
2014 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'21 and over' ","'Women' ",2680
2014 ,"'Y Combs of social studies/bus/law with languages' ","'17 and under' ","'Men' ",115
2014 ,"'Y Combs of social studies/bus/law with languages' ","'17 and under' ","'Women' ",285
2014 ,"'Y Combs of social studies/bus/law with languages' ","'18' ","'Men' ",2225
2014 ,"'Y Combs of social studies/bus/law with languages' ","'18' ","'Women' ",4570
2014 ,"'Y Combs of social studies/bus/law with languages' ","'19' ","'Men' ",810
2014 ,"'Y Combs of social studies/bus/law with languages' ","'19' ","'Women' ",1635
2014 ,"'Y Combs of social studies/bus/law with languages' ","'20' ","'Men' ",275
2014 ,"'Y Combs of social studies/bus/law with languages' ","'20' ","'Women' ",505
2014 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Men' ",510
2014 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ","'Women' ",600
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ","'Men' ",465
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ","'Women' ",685
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Men' ",9245
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ","'Women' ",9955
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Men' ",3340
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ","'Women' ",3450
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Men' ",985
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ","'Women' ",945
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Men' ",1505
2014 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ","'Women' ",1380
2014 ,"'Z Other courses not elsewhere classified' ","'18' ","'Women' ",5
2014 ,"'Z Other courses not elsewhere classified' ","'19' ","'Men' ",5
2014 ,"'Z Other courses not elsewhere classified' ","'21 and over' ","'Women' ",5
2015 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Men' ",715
2015 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Women' ",1305
2015 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Men' ",13970
2015 ,"'A1 - Pre-clinical Medicine' ","'18' ","'Women' ",19860
2015 ,"'A1 - Pre-clinical Medicine' ","'19' ","'Men' ",4680
2015 ,"'A1 - Pre-clinical Medicine' ","'19' ","'Women' ",6480
2015 ,"'A1 - Pre-clinical Medicine' ","'20' ","'Men' ",1345
2015 ,"'A1 - Pre-clinical Medicine' ","'20' ","'Women' ",1590
2015 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ","'Men' ",11030
2015 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ","'Women' ",14685
2015 ,"'A2 - Pre-clinical Dentistry' ","'17 and under' ","'Men' ",55
2015 ,"'A2 - Pre-clinical Dentistry' ","'17 and under' ","'Women' ",105
2015 ,"'A2 - Pre-clinical Dentistry' ","'18' ","'Men' ",2020
2015 ,"'A2 - Pre-clinical Dentistry' ","'18' ","'Women' ",2980
2015 ,"'A2 - Pre-clinical Dentistry' ","'19' ","'Men' ",585
2015 ,"'A2 - Pre-clinical Dentistry' ","'19' ","'Women' ",995
2015 ,"'A2 - Pre-clinical Dentistry' ","'20' ","'Men' ",185
2015 ,"'A2 - Pre-clinical Dentistry' ","'20' ","'Women' ",365
2015 ,"'A2 - Pre-clinical Dentistry' ","'21 and over' ","'Men' ",1070
2015 ,"'A2 - Pre-clinical Dentistry' ","'21 and over' ","'Women' ",1515
2015 ,"'A9 - Others in Medicine and Dentistry' ","'17 and under' ","'Men' ",25
2015 ,"'A9 - Others in Medicine and Dentistry' ","'17 and under' ","'Women' ",45
2015 ,"'A9 - Others in Medicine and Dentistry' ","'18' ","'Men' ",110
2015 ,"'A9 - Others in Medicine and Dentistry' ","'18' ","'Women' ",390
2015 ,"'A9 - Others in Medicine and Dentistry' ","'19' ","'Men' ",60
2015 ,"'A9 - Others in Medicine and Dentistry' ","'19' ","'Women' ",195
2015 ,"'A9 - Others in Medicine and Dentistry' ","'20' ","'Men' ",35
2015 ,"'A9 - Others in Medicine and Dentistry' ","'20' ","'Women' ",110
2015 ,"'A9 - Others in Medicine and Dentistry' ","'21 and over' ","'Men' ",205
2015 ,"'A9 - Others in Medicine and Dentistry' ","'21 and over' ","'Women' ",815
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'17 and under' ","'Men' ",135
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'17 and under' ","'Women' ",435
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Men' ",5475
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ","'Women' ",10765
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Men' ",2505
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ","'Women' ",4240
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Men' ",1005
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ","'Women' ",1250
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Men' ",4495
2015 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ","'Women' ",5330
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'17 and under' ","'Men' ",185
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'17 and under' ","'Women' ",445
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Men' ",4650
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ","'Women' ",8075
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Men' ",2485
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ","'Women' ",4105
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Men' ",840
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ","'Women' ",1245
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Men' ",1890
2015 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ","'Women' ",2145
2015 ,"'B3 - Complementary Medicine' ","'17 and under' ","'Men' ",5
2015 ,"'B3 - Complementary Medicine' ","'17 and under' ","'Women' ",15
2015 ,"'B3 - Complementary Medicine' ","'18' ","'Men' ",175
2015 ,"'B3 - Complementary Medicine' ","'18' ","'Women' ",640
2015 ,"'B3 - Complementary Medicine' ","'19' ","'Men' ",125
2015 ,"'B3 - Complementary Medicine' ","'19' ","'Women' ",490
2015 ,"'B3 - Complementary Medicine' ","'20' ","'Men' ",60
2015 ,"'B3 - Complementary Medicine' ","'20' ","'Women' ",240
2015 ,"'B3 - Complementary Medicine' ","'21 and over' ","'Men' ",310
2015 ,"'B3 - Complementary Medicine' ","'21 and over' ","'Women' ",775
2015 ,"'B4 - Nutrition' ","'17 and under' ","'Men' ",5
2015 ,"'B4 - Nutrition' ","'17 and under' ","'Women' ",85
2015 ,"'B4 - Nutrition' ","'18' ","'Men' ",305
2015 ,"'B4 - Nutrition' ","'18' ","'Women' ",2205
2015 ,"'B4 - Nutrition' ","'19' ","'Men' ",195
2015 ,"'B4 - Nutrition' ","'19' ","'Women' ",1085
2015 ,"'B4 - Nutrition' ","'20' ","'Men' ",170
2015 ,"'B4 - Nutrition' ","'20' ","'Women' ",405
2015 ,"'B4 - Nutrition' ","'21 and over' ","'Men' ",665
2015 ,"'B4 - Nutrition' ","'21 and over' ","'Women' ",2125
2015 ,"'B5 - Ophthalmics' ","'17 and under' ","'Men' ",10
2015 ,"'B5 - Ophthalmics' ","'17 and under' ","'Women' ",30
2015 ,"'B5 - Ophthalmics' ","'18' ","'Men' ",740
2015 ,"'B5 - Ophthalmics' ","'18' ","'Women' ",1965
2015 ,"'B5 - Ophthalmics' ","'19' ","'Men' ",605
2015 ,"'B5 - Ophthalmics' ","'19' ","'Women' ",940
2015 ,"'B5 - Ophthalmics' ","'20' ","'Men' ",155
2015 ,"'B5 - Ophthalmics' ","'20' ","'Women' ",280
2015 ,"'B5 - Ophthalmics' ","'21 and over' ","'Men' ",430
2015 ,"'B5 - Ophthalmics' ","'21 and over' ","'Women' ",785
2015 ,"'B6 - Aural and Oral Sciences' ","'17 and under' ","'Men' ",5
2015 ,"'B6 - Aural and Oral Sciences' ","'17 and under' ","'Women' ",60
2015 ,"'B6 - Aural and Oral Sciences' ","'18' ","'Men' ",150
2015 ,"'B6 - Aural and Oral Sciences' ","'18' ","'Women' ",2165
2015 ,"'B6 - Aural and Oral Sciences' ","'19' ","'Men' ",175
2015 ,"'B6 - Aural and Oral Sciences' ","'19' ","'Women' ",785
2015 ,"'B6 - Aural and Oral Sciences' ","'20' ","'Men' ",35
2015 ,"'B6 - Aural and Oral Sciences' ","'20' ","'Women' ",185
2015 ,"'B6 - Aural and Oral Sciences' ","'21 and over' ","'Men' ",190
2015 ,"'B6 - Aural and Oral Sciences' ","'21 and over' ","'Women' ",1345
2015 ,"'B7 - Nursing' ","'17 and under' ","'Men' ",50
2015 ,"'B7 - Nursing' ","'17 and under' ","'Women' ",425
2015 ,"'B7 - Nursing' ","'18' ","'Men' ",1915
2015 ,"'B7 - Nursing' ","'18' ","'Women' ",52000
2015 ,"'B7 - Nursing' ","'19' ","'Men' ",1640
2015 ,"'B7 - Nursing' ","'19' ","'Women' ",27625
2015 ,"'B7 - Nursing' ","'20' ","'Men' ",1260
2015 ,"'B7 - Nursing' ","'20' ","'Women' ",16830
2015 ,"'B7 - Nursing' ","'21 and over' ","'Men' ",17730
2015 ,"'B7 - Nursing' ","'21 and over' ","'Women' ",112815
2015 ,"'B8 - Medical Technology' ","'17 and under' ","'Men' ",25
2015 ,"'B8 - Medical Technology' ","'17 and under' ","'Women' ",80
2015 ,"'B8 - Medical Technology' ","'18' ","'Men' ",1290
2015 ,"'B8 - Medical Technology' ","'18' ","'Women' ",3900
2015 ,"'B8 - Medical Technology' ","'19' ","'Men' ",980
2015 ,"'B8 - Medical Technology' ","'19' ","'Women' ",2030
2015 ,"'B8 - Medical Technology' ","'20' ","'Men' ",480
2015 ,"'B8 - Medical Technology' ","'20' ","'Women' ",645
2015 ,"'B8 - Medical Technology' ","'21 and over' ","'Men' ",2635
2015 ,"'B8 - Medical Technology' ","'21 and over' ","'Women' ",3205
2015 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'Men' ",170
2015 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ","'Women' ",580
2015 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Men' ",6825
2015 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ","'Women' ",17040
2015 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Men' ",3985
2015 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ","'Women' ",7990
