"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_011_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7625
2015 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Adjustment' ",5
2015 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Main scheme Clearing' ",105
2015 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Direct Clearing' ",30
2015 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'RPA' ",15
2015 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Firm choice' ",55
2015 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Insurance choice' ",5
2015 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2015 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2015 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Firm choice' ",30
2015 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Insurance choice' ",5
2015 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Other main scheme choice' ",5
2015 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Main scheme Clearing' ",5
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'Firm choice' ",11045
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'Insurance choice' ",1590
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'Other main scheme choice' ",155
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'Extra' ",80
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'Adjustment' ",35
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'Main scheme Clearing' ",1250
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'Direct Clearing' ",280
2015 ,"'Group V History and Philosophical studies' ","'UK' ","'RPA' ",195
2015 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Firm choice' ",315
2015 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Insurance choice' ",40
2015 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2015 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Extra' ",5
2015 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2015 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2015 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'RPA' ",5
2015 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Firm choice' ",365
2015 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Insurance choice' ",25
2015 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Other main scheme choice' ",20
2015 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Main scheme Clearing' ",45
2015 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Direct Clearing' ",5
2015 ,"'Group V History and Philosophical studies' ","'Not EU' ","'RPA' ",15
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'Firm choice' ",40890
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'Insurance choice' ",1015
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'Other main scheme choice' ",1415
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'Extra' ",595
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'Adjustment' ",35
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'Main scheme Clearing' ",2345
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'Direct Clearing' ",1475
2015 ,"'Group W Creative Arts and Design' ","'UK' ","'RPA' ",2100
2015 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Firm choice' ",2465
2015 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Insurance choice' ",105
2015 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Other main scheme choice' ",190
2015 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Extra' ",35
2015 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Main scheme Clearing' ",110
2015 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Direct Clearing' ",65
2015 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'RPA' ",80
2015 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Firm choice' ",2000
2015 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Insurance choice' ",65
2015 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Other main scheme choice' ",135
2015 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Extra' ",20
2015 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Main scheme Clearing' ",120
2015 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Direct Clearing' ",30
2015 ,"'Group W Creative Arts and Design' ","'Not EU' ","'RPA' ",135
2015 ,"'Group X Education' ","'UK' ","'Firm choice' ",15085
2015 ,"'Group X Education' ","'UK' ","'Insurance choice' ",615
2015 ,"'Group X Education' ","'UK' ","'Other main scheme choice' ",670
2015 ,"'Group X Education' ","'UK' ","'Extra' ",360
2015 ,"'Group X Education' ","'UK' ","'Adjustment' ",20
2015 ,"'Group X Education' ","'UK' ","'Main scheme Clearing' ",1330
2015 ,"'Group X Education' ","'UK' ","'Direct Clearing' ",830
2015 ,"'Group X Education' ","'UK' ","'RPA' ",1075
2015 ,"'Group X Education' ","'EU (excluding UK)' ","'Firm choice' ",190
2015 ,"'Group X Education' ","'EU (excluding UK)' ","'Insurance choice' ",10
2015 ,"'Group X Education' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2015 ,"'Group X Education' ","'EU (excluding UK)' ","'Extra' ",5
2015 ,"'Group X Education' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2015 ,"'Group X Education' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2015 ,"'Group X Education' ","'EU (excluding UK)' ","'RPA' ",10
2015 ,"'Group X Education' ","'Not EU' ","'Firm choice' ",135
2015 ,"'Group X Education' ","'Not EU' ","'Insurance choice' ",10
2015 ,"'Group X Education' ","'Not EU' ","'Other main scheme choice' ",10
2015 ,"'Group X Education' ","'Not EU' ","'Extra' ",5
2015 ,"'Group X Education' ","'Not EU' ","'Main scheme Clearing' ",15
2015 ,"'Group X Education' ","'Not EU' ","'Direct Clearing' ",5
2015 ,"'Group X Education' ","'Not EU' ","'RPA' ",10
2015 ,"'Y Combined arts' ","'UK' ","'Firm choice' ",6965
2015 ,"'Y Combined arts' ","'UK' ","'Insurance choice' ",730
2015 ,"'Y Combined arts' ","'UK' ","'Other main scheme choice' ",145
2015 ,"'Y Combined arts' ","'UK' ","'Extra' ",85
2015 ,"'Y Combined arts' ","'UK' ","'Adjustment' ",20
2015 ,"'Y Combined arts' ","'UK' ","'Main scheme Clearing' ",690
2015 ,"'Y Combined arts' ","'UK' ","'Direct Clearing' ",220
2015 ,"'Y Combined arts' ","'UK' ","'RPA' ",170
2015 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Firm choice' ",445
2015 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Insurance choice' ",30
2015 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",20
2015 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Extra' ",10
2015 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",30
2015 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2015 ,"'Y Combined arts' ","'EU (excluding UK)' ","'RPA' ",10
2015 ,"'Y Combined arts' ","'Not EU' ","'Firm choice' ",275
2015 ,"'Y Combined arts' ","'Not EU' ","'Insurance choice' ",15
2015 ,"'Y Combined arts' ","'Not EU' ","'Other main scheme choice' ",25
2015 ,"'Y Combined arts' ","'Not EU' ","'Main scheme Clearing' ",20
2015 ,"'Y Combined arts' ","'Not EU' ","'Direct Clearing' ",10
2015 ,"'Y Combined arts' ","'Not EU' ","'RPA' ",15
2015 ,"'Y Combined sciences' ","'UK' ","'Firm choice' ",4560
2015 ,"'Y Combined sciences' ","'UK' ","'Insurance choice' ",520
2015 ,"'Y Combined sciences' ","'UK' ","'Other main scheme choice' ",135
2015 ,"'Y Combined sciences' ","'UK' ","'Extra' ",145
2015 ,"'Y Combined sciences' ","'UK' ","'Adjustment' ",10
2015 ,"'Y Combined sciences' ","'UK' ","'Main scheme Clearing' ",605
2015 ,"'Y Combined sciences' ","'UK' ","'Direct Clearing' ",190
2015 ,"'Y Combined sciences' ","'UK' ","'RPA' ",150
2015 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Firm choice' ",460
2015 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Insurance choice' ",30
2015 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2015 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Extra' ",15
2015 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2015 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2015 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'RPA' ",15
2015 ,"'Y Combined sciences' ","'Not EU' ","'Firm choice' ",395
2015 ,"'Y Combined sciences' ","'Not EU' ","'Insurance choice' ",35
2015 ,"'Y Combined sciences' ","'Not EU' ","'Other main scheme choice' ",10
2015 ,"'Y Combined sciences' ","'Not EU' ","'Extra' ",10
2015 ,"'Y Combined sciences' ","'Not EU' ","'Main scheme Clearing' ",30
2015 ,"'Y Combined sciences' ","'Not EU' ","'Direct Clearing' ",10
2015 ,"'Y Combined sciences' ","'Not EU' ","'RPA' ",25
2015 ,"'Y Combined social sciences' ","'UK' ","'Firm choice' ",2865
2015 ,"'Y Combined social sciences' ","'UK' ","'Insurance choice' ",415
2015 ,"'Y Combined social sciences' ","'UK' ","'Other main scheme choice' ",65
2015 ,"'Y Combined social sciences' ","'UK' ","'Extra' ",60
2015 ,"'Y Combined social sciences' ","'UK' ","'Adjustment' ",30
2015 ,"'Y Combined social sciences' ","'UK' ","'Main scheme Clearing' ",655
2015 ,"'Y Combined social sciences' ","'UK' ","'Direct Clearing' ",125
2015 ,"'Y Combined social sciences' ","'UK' ","'RPA' ",260
2015 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Firm choice' ",310
2015 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Insurance choice' ",45
2015 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2015 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Extra' ",5
2015 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2015 ,"'Y Combined social sciences' ","'Not EU' ","'Firm choice' ",450
2015 ,"'Y Combined social sciences' ","'Not EU' ","'Insurance choice' ",95
2015 ,"'Y Combined social sciences' ","'Not EU' ","'Other main scheme choice' ",35
2015 ,"'Y Combined social sciences' ","'Not EU' ","'Extra' ",5
2015 ,"'Y Combined social sciences' ","'Not EU' ","'Main scheme Clearing' ",70
2015 ,"'Y Combined social sciences' ","'Not EU' ","'Direct Clearing' ",10
2015 ,"'Y Combined social sciences' ","'Not EU' ","'RPA' ",110
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Firm choice' ",8880
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Insurance choice' ",660
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Other main scheme choice' ",230
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Extra' ",200
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Adjustment' ",10
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Main scheme Clearing' ",910
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Direct Clearing' ",430
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'RPA' ",405
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Firm choice' ",585
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Insurance choice' ",50
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",30
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Extra' ",5
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",40
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'RPA' ",25
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Firm choice' ",490
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Insurance choice' ",75
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Other main scheme choice' ",40
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Extra' ",5
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Main scheme Clearing' ",60
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Direct Clearing' ",20
2015 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'RPA' ",25
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Firm choice' ",6235
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Insurance choice' ",685
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Other main scheme choice' ",135
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Extra' ",105
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Adjustment' ",20
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Main scheme Clearing' ",845
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Direct Clearing' ",215
2015 ,"'Y Social Sciences combined with Arts' ","'UK' ","'RPA' ",425
2015 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Firm choice' ",750
2015 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Insurance choice' ",55
2015 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",25
2015 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Extra' ",15
2015 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",35
2015 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2015 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'RPA' ",30
2015 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Firm choice' ",455
2015 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Insurance choice' ",55
2015 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Other main scheme choice' ",35
2015 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Extra' ",5
2015 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Main scheme Clearing' ",45
2015 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Direct Clearing' ",5
2015 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'RPA' ",60
2015 ,"'Z General, other combined and unknown' ","'UK' ","'Firm choice' ",3970
2015 ,"'Z General, other combined and unknown' ","'UK' ","'Insurance choice' ",340
2015 ,"'Z General, other combined and unknown' ","'UK' ","'Other main scheme choice' ",75
2015 ,"'Z General, other combined and unknown' ","'UK' ","'Extra' ",60
2015 ,"'Z General, other combined and unknown' ","'UK' ","'Adjustment' ",15
2015 ,"'Z General, other combined and unknown' ","'UK' ","'Main scheme Clearing' ",555
2015 ,"'Z General, other combined and unknown' ","'UK' ","'Direct Clearing' ",100
2015 ,"'Z General, other combined and unknown' ","'UK' ","'RPA' ",250
2015 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Firm choice' ",630
2015 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Insurance choice' ",45
2015 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2015 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Extra' ",5
2015 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2015 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2015 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'RPA' ",5
2015 ,"'Z General, other combined and unknown' ","'Not EU' ","'Firm choice' ",675
2015 ,"'Z General, other combined and unknown' ","'Not EU' ","'Insurance choice' ",65
2015 ,"'Z General, other combined and unknown' ","'Not EU' ","'Other main scheme choice' ",15
2015 ,"'Z General, other combined and unknown' ","'Not EU' ","'Extra' ",5
2015 ,"'Z General, other combined and unknown' ","'Not EU' ","'Main scheme Clearing' ",50
2015 ,"'Z General, other combined and unknown' ","'Not EU' ","'Direct Clearing' ",5
2015 ,"'Z General, other combined and unknown' ","'Not EU' ","'RPA' ",15
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",6975
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'Insurance choice' ",95
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'Other main scheme choice' ",55
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'Extra' ",85
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'Adjustment' ",15
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'Main scheme Clearing' ",620
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'Direct Clearing' ",15
2016 ,"'Group A Medicine and Dentistry' ","'UK' ","'RPA' ",125
2016 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Firm choice' ",235
2016 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Extra' ",10
2016 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2016 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'RPA' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Firm choice' ",635
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Insurance choice' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Other main scheme choice' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Extra' ",10
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Adjustment' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Main scheme Clearing' ",70
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Direct Clearing' ",5
2016 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'RPA' ",130
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Firm choice' ",39960
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Insurance choice' ",2150
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Other main scheme choice' ",1400
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Extra' ",1505
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Adjustment' ",50
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Main scheme Clearing' ",5080
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Direct Clearing' ",1000
2016 ,"'Group B Subjects allied to Medicine' ","'UK' ","'RPA' ",780
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Firm choice' ",1530
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Insurance choice' ",95
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Other main scheme choice' ",55
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Extra' ",55
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Adjustment' ",5
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Main scheme Clearing' ",125
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Direct Clearing' ",30
2016 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'RPA' ",10
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Firm choice' ",1075
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Insurance choice' ",130
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Other main scheme choice' ",95
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Extra' ",35
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Adjustment' ",10
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Main scheme Clearing' ",155
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'Direct Clearing' ",45
2016 ,"'Group B Subjects allied to Medicine' ","'Not EU' ","'RPA' ",80
2016 ,"'Group C Biological Sciences' ","'UK' ","'Firm choice' ",34650
2016 ,"'Group C Biological Sciences' ","'UK' ","'Insurance choice' ",4435
2016 ,"'Group C Biological Sciences' ","'UK' ","'Other main scheme choice' ",985
2016 ,"'Group C Biological Sciences' ","'UK' ","'Extra' ",830
2016 ,"'Group C Biological Sciences' ","'UK' ","'Adjustment' ",100
2016 ,"'Group C Biological Sciences' ","'UK' ","'Main scheme Clearing' ",5505
2016 ,"'Group C Biological Sciences' ","'UK' ","'Direct Clearing' ",1240
2016 ,"'Group C Biological Sciences' ","'UK' ","'RPA' ",1455
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",2255
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",230
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",105
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Extra' ",50
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Adjustment' ",5
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",170
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",50
2016 ,"'Group C Biological Sciences' ","'EU (excluding UK)' ","'RPA' ",60
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'Firm choice' ",1385
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'Insurance choice' ",220
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'Other main scheme choice' ",110
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'Extra' ",25
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'Adjustment' ",5
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'Main scheme Clearing' ",195
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'Direct Clearing' ",40
2016 ,"'Group C Biological Sciences' ","'Not EU' ","'RPA' ",90
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Firm choice' ",5030
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Insurance choice' ",260
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Other main scheme choice' ",215
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Extra' ",65
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Main scheme Clearing' ",360
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'Direct Clearing' ",260
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'UK' ","'RPA' ",375
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Firm choice' ",215
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Insurance choice' ",20
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Extra' ",5
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'EU (excluding UK)' ","'RPA' ",10
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Firm choice' ",180
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Insurance choice' ",5
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Other main scheme choice' ",10
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Main scheme Clearing' ",10
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'Direct Clearing' ",5
2016 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Not EU' ","'RPA' ",95
2016 ,"'Group F Physical Sciences' ","'UK' ","'Firm choice' ",13015
2016 ,"'Group F Physical Sciences' ","'UK' ","'Insurance choice' ",2120
2016 ,"'Group F Physical Sciences' ","'UK' ","'Other main scheme choice' ",175
2016 ,"'Group F Physical Sciences' ","'UK' ","'Extra' ",135
2016 ,"'Group F Physical Sciences' ","'UK' ","'Adjustment' ",45
2016 ,"'Group F Physical Sciences' ","'UK' ","'Main scheme Clearing' ",2025
2016 ,"'Group F Physical Sciences' ","'UK' ","'Direct Clearing' ",310
2016 ,"'Group F Physical Sciences' ","'UK' ","'RPA' ",210
2016 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",790
2016 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",85
2016 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",25
2016 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Extra' ",15
2016 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",50
2016 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2016 ,"'Group F Physical Sciences' ","'EU (excluding UK)' ","'RPA' ",10
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'Firm choice' ",795
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'Insurance choice' ",135
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'Other main scheme choice' ",30
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'Extra' ",5
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'Adjustment' ",5
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'Main scheme Clearing' ",120
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'Direct Clearing' ",25
2016 ,"'Group F Physical Sciences' ","'Not EU' ","'RPA' ",70
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'Firm choice' ",4850
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'Insurance choice' ",1255
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'Other main scheme choice' ",75
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'Extra' ",35
