"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_028_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Ethnic Group (Summary Level),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'Asian' ",14175
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'Other' ",35
2014 ,"'BB - Combinations within Subjects allied to Medicine' ","'Unknown' ",10
2014 ,"'C1 - Biology' ","'Asian' ",2325
2014 ,"'C1 - Biology' ","'Black' ",830
2014 ,"'C1 - Biology' ","'Mixed' ",1060
2014 ,"'C1 - Biology' ","'White' ",24545
2014 ,"'C1 - Biology' ","'Other' ",305
2014 ,"'C1 - Biology' ","'Unknown' ",140
2014 ,"'C2 - Botany' ","'Black' ",5
2014 ,"'C2 - Botany' ","'White' ",115
2014 ,"'C3 - Zoology' ","'Asian' ",155
2014 ,"'C3 - Zoology' ","'Black' ",45
2014 ,"'C3 - Zoology' ","'Mixed' ",340
2014 ,"'C3 - Zoology' ","'White' ",9125
2014 ,"'C3 - Zoology' ","'Other' ",20
2014 ,"'C3 - Zoology' ","'Unknown' ",25
2014 ,"'C4 - Genetics' ","'Asian' ",275
2014 ,"'C4 - Genetics' ","'Black' ",85
2014 ,"'C4 - Genetics' ","'Mixed' ",65
2014 ,"'C4 - Genetics' ","'White' ",1270
2014 ,"'C4 - Genetics' ","'Other' ",40
2014 ,"'C4 - Genetics' ","'Unknown' ",10
2014 ,"'C5 - Microbiology' ","'Asian' ",175
2014 ,"'C5 - Microbiology' ","'Black' ",80
2014 ,"'C5 - Microbiology' ","'Mixed' ",75
2014 ,"'C5 - Microbiology' ","'White' ",1705
2014 ,"'C5 - Microbiology' ","'Other' ",30
2014 ,"'C5 - Microbiology' ","'Unknown' ",10
2014 ,"'C6 - Sport and Exercise Science' ","'Asian' ",2560
2014 ,"'C6 - Sport and Exercise Science' ","'Black' ",4415
2014 ,"'C6 - Sport and Exercise Science' ","'Mixed' ",3015
2014 ,"'C6 - Sport and Exercise Science' ","'White' ",53600
2014 ,"'C6 - Sport and Exercise Science' ","'Other' ",525
2014 ,"'C6 - Sport and Exercise Science' ","'Unknown' ",105
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Asian' ",2715
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Black' ",1210
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Mixed' ",690
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'White' ",11145
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ",370
2014 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Unknown' ",90
2014 ,"'C8 - Psychology' ","'Asian' ",8710
2014 ,"'C8 - Psychology' ","'Black' ",5805
2014 ,"'C8 - Psychology' ","'Mixed' ",4125
2014 ,"'C8 - Psychology' ","'White' ",69320
2014 ,"'C8 - Psychology' ","'Other' ",1440
2014 ,"'C8 - Psychology' ","'Unknown' ",425
2014 ,"'C9 - Others in Biological Sciences' ","'Asian' ",1665
2014 ,"'C9 - Others in Biological Sciences' ","'Black' ",780
2014 ,"'C9 - Others in Biological Sciences' ","'Mixed' ",310
2014 ,"'C9 - Others in Biological Sciences' ","'White' ",3285
2014 ,"'C9 - Others in Biological Sciences' ","'Other' ",195
2014 ,"'C9 - Others in Biological Sciences' ","'Unknown' ",55
2014 ,"'CC - Combinations within Biological Sciences' ","'Asian' ",205
2014 ,"'CC - Combinations within Biological Sciences' ","'Black' ",130
2014 ,"'CC - Combinations within Biological Sciences' ","'Mixed' ",110
2014 ,"'CC - Combinations within Biological Sciences' ","'White' ",2775
2014 ,"'CC - Combinations within Biological Sciences' ","'Other' ",30
2014 ,"'CC - Combinations within Biological Sciences' ","'Unknown' ",5
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Asian' ",145
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Black' ",30
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Mixed' ",230
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'White' ",6715
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Other' ",25
2014 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Unknown' ",25
2014 ,"'D2 - Clinical Veterinary Medicine & Dentistry' ","'White' ",70
2014 ,"'D3 - Animal Science' ","'Asian' ",135
2014 ,"'D3 - Animal Science' ","'Black' ",60
2014 ,"'D3 - Animal Science' ","'Mixed' ",255
2014 ,"'D3 - Animal Science' ","'White' ",9960
2014 ,"'D3 - Animal Science' ","'Other' ",35
2014 ,"'D3 - Animal Science' ","'Unknown' ",25
2014 ,"'D4 - Agriculture' ","'Asian' ",35
2014 ,"'D4 - Agriculture' ","'Black' ",65
2014 ,"'D4 - Agriculture' ","'Mixed' ",95
2014 ,"'D4 - Agriculture' ","'White' ",6395
2014 ,"'D4 - Agriculture' ","'Other' ",5
2014 ,"'D4 - Agriculture' ","'Unknown' ",15
2014 ,"'D5 - Forestry & arboriculture' ","'White' ",255
2014 ,"'D6 - Food and Beverage studies' ","'Asian' ",85
2014 ,"'D6 - Food and Beverage studies' ","'Black' ",95
2014 ,"'D6 - Food and Beverage studies' ","'Mixed' ",60
2014 ,"'D6 - Food and Beverage studies' ","'White' ",1340
2014 ,"'D6 - Food and Beverage studies' ","'Other' ",5
2014 ,"'D6 - Food and Beverage studies' ","'Unknown' ",5
2014 ,"'D7 - Agricultural Sciences' ","'Asian' ",5
2014 ,"'D7 - Agricultural Sciences' ","'Mixed' ",5
2014 ,"'D7 - Agricultural Sciences' ","'White' ",310
2014 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Asian' ",5
2014 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Mixed' ",5
2014 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'White' ",175
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Asian' ",5
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Mixed' ",5
2014 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'White' ",435
2014 ,"'F1 - Chemistry' ","'Asian' ",3460
2014 ,"'F1 - Chemistry' ","'Black' ",1095
2014 ,"'F1 - Chemistry' ","'Mixed' ",1020
2014 ,"'F1 - Chemistry' ","'White' ",19585
2014 ,"'F1 - Chemistry' ","'Other' ",315
2014 ,"'F1 - Chemistry' ","'Unknown' ",155
2014 ,"'F2 - Materials Science' ","'White' ",20
2014 ,"'F3 - Physics' ","'Asian' ",1785
2014 ,"'F3 - Physics' ","'Black' ",300
2014 ,"'F3 - Physics' ","'Mixed' ",1025
2014 ,"'F3 - Physics' ","'White' ",20650
2014 ,"'F3 - Physics' ","'Other' ",270
2014 ,"'F3 - Physics' ","'Unknown' ",240
2014 ,"'F4 - Forensic and Archaeological Science' ","'Asian' ",740
2014 ,"'F4 - Forensic and Archaeological Science' ","'Black' ",530
2014 ,"'F4 - Forensic and Archaeological Science' ","'Mixed' ",300
2014 ,"'F4 - Forensic and Archaeological Science' ","'White' ",6865
2014 ,"'F4 - Forensic and Archaeological Science' ","'Other' ",125
2014 ,"'F4 - Forensic and Archaeological Science' ","'Unknown' ",35
2014 ,"'F5 - Astronomy' ","'Asian' ",80
2014 ,"'F5 - Astronomy' ","'Black' ",25
2014 ,"'F5 - Astronomy' ","'Mixed' ",40
2014 ,"'F5 - Astronomy' ","'White' ",795
2014 ,"'F5 - Astronomy' ","'Other' ",10
2014 ,"'F5 - Astronomy' ","'Unknown' ",10
2014 ,"'F6 - Geology' ","'Asian' ",350
2014 ,"'F6 - Geology' ","'Black' ",185
2014 ,"'F6 - Geology' ","'Mixed' ",270
2014 ,"'F6 - Geology' ","'White' ",8115
2014 ,"'F6 - Geology' ","'Other' ",45
2014 ,"'F6 - Geology' ","'Unknown' ",70
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Asian' ",240
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Black' ",170
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Mixed' ",195
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'White' ",5040
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ",40
2014 ,"'F7 - Science of aquatic & terrestrial environments' ","'Unknown' ",25
2014 ,"'F8 - Physical geographical sciences' ","'Asian' ",645
2014 ,"'F8 - Physical geographical sciences' ","'Black' ",175
2014 ,"'F8 - Physical geographical sciences' ","'Mixed' ",475
2014 ,"'F8 - Physical geographical sciences' ","'White' ",16615
2014 ,"'F8 - Physical geographical sciences' ","'Other' ",60
2014 ,"'F8 - Physical geographical sciences' ","'Unknown' ",60
2014 ,"'F9 - Others in Physical Sciences' ","'Asian' ",10
2014 ,"'F9 - Others in Physical Sciences' ","'Black' ",10
2014 ,"'F9 - Others in Physical Sciences' ","'Mixed' ",5
2014 ,"'F9 - Others in Physical Sciences' ","'White' ",75
2014 ,"'FF - Combinations within Physical Sciences' ","'Asian' ",150
2014 ,"'FF - Combinations within Physical Sciences' ","'Black' ",55
2014 ,"'FF - Combinations within Physical Sciences' ","'Mixed' ",85
2014 ,"'FF - Combinations within Physical Sciences' ","'White' ",2545
2014 ,"'FF - Combinations within Physical Sciences' ","'Other' ",15
2014 ,"'FF - Combinations within Physical Sciences' ","'Unknown' ",15
2014 ,"'G1 - Mathematics' ","'Asian' ",5440
2014 ,"'G1 - Mathematics' ","'Black' ",1190
2014 ,"'G1 - Mathematics' ","'Mixed' ",1245
2014 ,"'G1 - Mathematics' ","'White' ",25685
2014 ,"'G1 - Mathematics' ","'Other' ",415
2014 ,"'G1 - Mathematics' ","'Unknown' ",220
2014 ,"'G2 - Operational Research' ","'Asian' ",30
2014 ,"'G2 - Operational Research' ","'Black' ",15
2014 ,"'G2 - Operational Research' ","'White' ",135
2014 ,"'G3 - Statistics' ","'Asian' ",155
2014 ,"'G3 - Statistics' ","'Black' ",35
2014 ,"'G3 - Statistics' ","'Mixed' ",10
2014 ,"'G3 - Statistics' ","'White' ",135
2014 ,"'G3 - Statistics' ","'Other' ",5
2014 ,"'G3 - Statistics' ","'Unknown' ",5
2014 ,"'G9 - Others in Mathematical Sciences' ","'Asian' ",15
2014 ,"'G9 - Others in Mathematical Sciences' ","'Black' ",10
2014 ,"'G9 - Others in Mathematical Sciences' ","'White' ",15
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Asian' ",265
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Black' ",90
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Mixed' ",35
2014 ,"'GG - Combinations within Mathematical Sciences' ","'White' ",960
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Other' ",25
2014 ,"'GG - Combinations within Mathematical Sciences' ","'Unknown' ",10
2014 ,"'H1 - General Engineering' ","'Asian' ",2950
2014 ,"'H1 - General Engineering' ","'Black' ",1455
2014 ,"'H1 - General Engineering' ","'Mixed' ",595
2014 ,"'H1 - General Engineering' ","'White' ",9665
2014 ,"'H1 - General Engineering' ","'Other' ",410
2014 ,"'H1 - General Engineering' ","'Unknown' ",170
2014 ,"'H2 - Civil Engineering' ","'Asian' ",2180
2014 ,"'H2 - Civil Engineering' ","'Black' ",1275
2014 ,"'H2 - Civil Engineering' ","'Mixed' ",490
2014 ,"'H2 - Civil Engineering' ","'White' ",9440
2014 ,"'H2 - Civil Engineering' ","'Other' ",570
2014 ,"'H2 - Civil Engineering' ","'Unknown' ",140
2014 ,"'H3 - Mechanical Engineering' ","'Asian' ",5160
2014 ,"'H3 - Mechanical Engineering' ","'Black' ",2140
2014 ,"'H3 - Mechanical Engineering' ","'Mixed' ",1135
2014 ,"'H3 - Mechanical Engineering' ","'White' ",24950
2014 ,"'H3 - Mechanical Engineering' ","'Other' ",710
2014 ,"'H3 - Mechanical Engineering' ","'Unknown' ",230
2014 ,"'H4 - Aerospace Engineering' ","'Asian' ",2450
2014 ,"'H4 - Aerospace Engineering' ","'Black' ",1050
2014 ,"'H4 - Aerospace Engineering' ","'Mixed' ",510
2014 ,"'H4 - Aerospace Engineering' ","'White' ",7770
2014 ,"'H4 - Aerospace Engineering' ","'Other' ",450
2014 ,"'H4 - Aerospace Engineering' ","'Unknown' ",100
2014 ,"'H5 - Naval Architecture' ","'Mixed' ",5
2014 ,"'H5 - Naval Architecture' ","'White' ",155
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Asian' ",2590
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Black' ",1915
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Mixed' ",565
2014 ,"'H6 - Electronic and Electrical Engineering' ","'White' ",10035
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Other' ",475
2014 ,"'H6 - Electronic and Electrical Engineering' ","'Unknown' ",140
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Asian' ",225
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Black' ",145
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Mixed' ",85
2014 ,"'H7 - Production and Manufacturing Engineering' ","'White' ",2155
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Other' ",15
2014 ,"'H7 - Production and Manufacturing Engineering' ","'Unknown' ",10
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Asian' ",2720
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Black' ",1430
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Mixed' ",475
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'White' ",7450
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Other' ",415
2014 ,"'H8 - Chemical,Process and Energy Engineering' ","'Unknown' ",100
2014 ,"'H9 - Others in Engineering' ","'Asian' ",90
2014 ,"'H9 - Others in Engineering' ","'Black' ",45
2014 ,"'H9 - Others in Engineering' ","'Mixed' ",10
2014 ,"'H9 - Others in Engineering' ","'White' ",65
2014 ,"'H9 - Others in Engineering' ","'Other' ",5
2014 ,"'HH - Combinations within Engineering' ","'Asian' ",350
2014 ,"'HH - Combinations within Engineering' ","'Black' ",235
2014 ,"'HH - Combinations within Engineering' ","'Mixed' ",115
2014 ,"'HH - Combinations within Engineering' ","'White' ",2105
2014 ,"'HH - Combinations within Engineering' ","'Other' ",85
2014 ,"'HH - Combinations within Engineering' ","'Unknown' ",40
2014 ,"'I1 - Computer Science' ","'Asian' ",12175
2014 ,"'I1 - Computer Science' ","'Black' ",5130
2014 ,"'I1 - Computer Science' ","'Mixed' ",2255
2014 ,"'I1 - Computer Science' ","'White' ",42000
2014 ,"'I1 - Computer Science' ","'Other' ",1420
2014 ,"'I1 - Computer Science' ","'Unknown' ",515
2014 ,"'I2 - Information Systems' ","'Asian' ",2510
2014 ,"'I2 - Information Systems' ","'Black' ",1200
2014 ,"'I2 - Information Systems' ","'Mixed' ",245
2014 ,"'I2 - Information Systems' ","'White' ",5725
2014 ,"'I2 - Information Systems' ","'Other' ",215
2014 ,"'I2 - Information Systems' ","'Unknown' ",65
2014 ,"'I3 - Software Engineering' ","'Asian' ",1370
2014 ,"'I3 - Software Engineering' ","'Black' ",520
2014 ,"'I3 - Software Engineering' ","'Mixed' ",260
2014 ,"'I3 - Software Engineering' ","'White' ",6380
2014 ,"'I3 - Software Engineering' ","'Other' ",135
2014 ,"'I3 - Software Engineering' ","'Unknown' ",55
2014 ,"'I4 - Artificial Intelligence' ","'Asian' ",25
2014 ,"'I4 - Artificial Intelligence' ","'Black' ",15
2014 ,"'I4 - Artificial Intelligence' ","'Mixed' ",15
2014 ,"'I4 - Artificial Intelligence' ","'White' ",195
2014 ,"'I4 - Artificial Intelligence' ","'Other' ",10
2014 ,"'I4 - Artificial Intelligence' ","'Unknown' ",5
2014 ,"'I5 - Health Informatics' ","'White' ",10
2014 ,"'I6 - Games' ","'Asian' ",415
2014 ,"'I6 - Games' ","'Black' ",310
2014 ,"'I6 - Games' ","'Mixed' ",330
2014 ,"'I6 - Games' ","'White' ",5770
2014 ,"'I6 - Games' ","'Other' ",55
2014 ,"'I6 - Games' ","'Unknown' ",40
2014 ,"'I7 - Computer generated visual & audio effects' ","'Asian' ",40
2014 ,"'I7 - Computer generated visual & audio effects' ","'Black' ",20
2014 ,"'I7 - Computer generated visual & audio effects' ","'Mixed' ",15
2014 ,"'I7 - Computer generated visual & audio effects' ","'White' ",280
2014 ,"'I7 - Computer generated visual & audio effects' ","'Other' ",10
2014 ,"'I7 - Computer generated visual & audio effects' ","'Unknown' ",5
2014 ,"'I9 - Others in Computer Sciences' ","'Asian' ",115
2014 ,"'I9 - Others in Computer Sciences' ","'Black' ",75
2014 ,"'I9 - Others in Computer Sciences' ","'Mixed' ",15
2014 ,"'I9 - Others in Computer Sciences' ","'White' ",315
2014 ,"'I9 - Others in Computer Sciences' ","'Other' ",5
2014 ,"'II - Combinations in Computer Sciences' ","'Asian' ",610
2014 ,"'II - Combinations in Computer Sciences' ","'Black' ",295
2014 ,"'II - Combinations in Computer Sciences' ","'Mixed' ",155
2014 ,"'II - Combinations in Computer Sciences' ","'White' ",3530
2014 ,"'II - Combinations in Computer Sciences' ","'Other' ",75
2014 ,"'II - Combinations in Computer Sciences' ","'Unknown' ",30
2014 ,"'J1 - Minerals Technology' ","'Black' ",5
2014 ,"'J1 - Minerals Technology' ","'White' ",70
2014 ,"'J1 - Minerals Technology' ","'Unknown' ",5
2014 ,"'J2 - Metallurgy' ","'Asian' ",15
2014 ,"'J2 - Metallurgy' ","'Black' ",5
2014 ,"'J2 - Metallurgy' ","'Mixed' ",5
2014 ,"'J2 - Metallurgy' ","'White' ",30
2014 ,"'J3 - Ceramics and Glass' ","'White' ",5
2014 ,"'J4 - Polymers and Textiles' ","'Asian' ",5
2014 ,"'J4 - Polymers and Textiles' ","'Black' ",5
2014 ,"'J4 - Polymers and Textiles' ","'Mixed' ",5
2014 ,"'J4 - Polymers and Textiles' ","'White' ",315
2014 ,"'J4 - Polymers and Textiles' ","'Unknown' ",5
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Asian' ",195
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Black' ",50
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Mixed' ",40
2014 ,"'J5 - Materials Technology not otherwise spec' ","'White' ",540
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Other' ",30
2014 ,"'J5 - Materials Technology not otherwise spec' ","'Unknown' ",5
2014 ,"'J6 - Maritime Technology' ","'Asian' ",10
2014 ,"'J6 - Maritime Technology' ","'Black' ",5
2014 ,"'J6 - Maritime Technology' ","'Mixed' ",5
2014 ,"'J6 - Maritime Technology' ","'White' ",360
2014 ,"'J6 - Maritime Technology' ","'Unknown' ",5
2014 ,"'J7 - Biotechnology' ","'Asian' ",95
2014 ,"'J7 - Biotechnology' ","'Black' ",50
2014 ,"'J7 - Biotechnology' ","'Mixed' ",15
2014 ,"'J7 - Biotechnology' ","'White' ",415
2014 ,"'J7 - Biotechnology' ","'Other' ",10
2014 ,"'J7 - Biotechnology' ","'Unknown' ",15
2014 ,"'J9 - Others in Technology' ","'Asian' ",120
2014 ,"'J9 - Others in Technology' ","'Black' ",335
2014 ,"'J9 - Others in Technology' ","'Mixed' ",280
2014 ,"'J9 - Others in Technology' ","'White' ",5385
2014 ,"'J9 - Others in Technology' ","'Other' ",50
2014 ,"'J9 - Others in Technology' ","'Unknown' ",40
2014 ,"'JJ - Combinations within Technology' ","'Asian' ",5
2014 ,"'JJ - Combinations within Technology' ","'White' ",20
2014 ,"'K1 - Architecture' ","'Asian' ",2385
2014 ,"'K1 - Architecture' ","'Black' ",1280
2014 ,"'K1 - Architecture' ","'Mixed' ",745
2014 ,"'K1 - Architecture' ","'White' ",10430
2014 ,"'K1 - Architecture' ","'Other' ",710
2014 ,"'K1 - Architecture' ","'Unknown' ",135
2014 ,"'K2 - Building' ","'Asian' ",955
2014 ,"'K2 - Building' ","'Black' ",700
2014 ,"'K2 - Building' ","'Mixed' ",280
2014 ,"'K2 - Building' ","'White' ",6785
2014 ,"'K2 - Building' ","'Other' ",150
2014 ,"'K2 - Building' ","'Unknown' ",50
2014 ,"'K3 - Landscape & Garden Design' ","'Asian' ",30
2014 ,"'K3 - Landscape & Garden Design' ","'Black' ",15
2014 ,"'K3 - Landscape & Garden Design' ","'Mixed' ",15
2014 ,"'K3 - Landscape & Garden Design' ","'White' ",315
2014 ,"'K3 - Landscape & Garden Design' ","'Other' ",5
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Asian' ",95
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Black' ",115
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Mixed' ",50
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'White' ",1530
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Other' ",20
2014 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Unknown' ",5
2014 ,"'K9 - Others in Architecture,Build & Plan' ","'Asian' ",10
2014 ,"'K9 - Others in Architecture,Build & Plan' ","'Black' ",5
2014 ,"'K9 - Others in Architecture,Build & Plan' ","'Mixed' ",5
2014 ,"'K9 - Others in Architecture,Build & Plan' ","'White' ",25
2014 ,"'K9 - Others in Architecture,Build & Plan' ","'Other' ",5
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'Asian' ",50
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'Black' ",40
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'Mixed' ",20
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'White' ",475
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'Other' ",15
2014 ,"'KK - Combinations within Architecture,Build & Plan' ","'Unknown' ",5
2014 ,"'L1 - Economics' ","'Asian' ",7070
2014 ,"'L1 - Economics' ","'Black' ",2710
2014 ,"'L1 - Economics' ","'Mixed' ",1575
2014 ,"'L1 - Economics' ","'White' ",19565
2014 ,"'L1 - Economics' ","'Other' ",690
2014 ,"'L1 - Economics' ","'Unknown' ",200
2014 ,"'L2 - Politics' ","'Asian' ",2095
2014 ,"'L2 - Politics' ","'Black' ",2155
2014 ,"'L2 - Politics' ","'Mixed' ",1295
2014 ,"'L2 - Politics' ","'White' ",17545
2014 ,"'L2 - Politics' ","'Other' ",575
2014 ,"'L2 - Politics' ","'Unknown' ",285
2014 ,"'L3 - Sociology' ","'Asian' ",2465
2014 ,"'L3 - Sociology' ","'Black' ",2035
2014 ,"'L3 - Sociology' ","'Mixed' ",1210
2014 ,"'L3 - Sociology' ","'White' ",20820
2014 ,"'L3 - Sociology' ","'Other' ",380
2014 ,"'L3 - Sociology' ","'Unknown' ",110
2014 ,"'L4 - Social Policy' ","'Asian' ",285
2014 ,"'L4 - Social Policy' ","'Black' ",335
2014 ,"'L4 - Social Policy' ","'Mixed' ",160
2014 ,"'L4 - Social Policy' ","'White' ",3370
2014 ,"'L4 - Social Policy' ","'Other' ",20
2014 ,"'L4 - Social Policy' ","'Unknown' ",10
2014 ,"'L5 - Social Work' ","'Asian' ",4945
2014 ,"'L5 - Social Work' ","'Black' ",13745
2014 ,"'L5 - Social Work' ","'Mixed' ",2370
2014 ,"'L5 - Social Work' ","'White' ",40050
2014 ,"'L5 - Social Work' ","'Other' ",460
2014 ,"'L5 - Social Work' ","'Unknown' ",340
2014 ,"'L6 - Anthropology' ","'Asian' ",375
2014 ,"'L6 - Anthropology' ","'Black' ",315
2014 ,"'L6 - Anthropology' ","'Mixed' ",380
2014 ,"'L6 - Anthropology' ","'White' ",5525
2014 ,"'L6 - Anthropology' ","'Other' ",70
2014 ,"'L6 - Anthropology' ","'Unknown' ",65
2014 ,"'L7 - Human and Social Geography' ","'Asian' ",780
2014 ,"'L7 - Human and Social Geography' ","'Black' ",280
2014 ,"'L7 - Human and Social Geography' ","'Mixed' ",610
2014 ,"'L7 - Human and Social Geography' ","'White' ",14190
2014 ,"'L7 - Human and Social Geography' ","'Other' ",95
2014 ,"'L7 - Human and Social Geography' ","'Unknown' ",55
2014 ,"'L8 - Development studies' ","'Asian' ",5
2014 ,"'L8 - Development studies' ","'Black' ",55
2014 ,"'L8 - Development studies' ","'Mixed' ",5
2014 ,"'L8 - Development studies' ","'White' ",20
2014 ,"'L9 - Others in Social Studies' ","'Asian' ",225
2014 ,"'L9 - Others in Social Studies' ","'Black' ",245
2014 ,"'L9 - Others in Social Studies' ","'Mixed' ",140
2014 ,"'L9 - Others in Social Studies' ","'White' ",1620
2014 ,"'L9 - Others in Social Studies' ","'Other' ",40
2014 ,"'L9 - Others in Social Studies' ","'Unknown' ",20
2014 ,"'LL - Combinations within Social Studies' ","'Asian' ",1210
2014 ,"'LL - Combinations within Social Studies' ","'Black' ",1195
2014 ,"'LL - Combinations within Social Studies' ","'Mixed' ",570
2014 ,"'LL - Combinations within Social Studies' ","'White' ",8640
2014 ,"'LL - Combinations within Social Studies' ","'Other' ",190
2014 ,"'LL - Combinations within Social Studies' ","'Unknown' ",115
2014 ,"'M1 - Law by Area' ","'Asian' ",13095
2014 ,"'M1 - Law by Area' ","'Black' ",7950
2014 ,"'M1 - Law by Area' ","'Mixed' ",3165
2014 ,"'M1 - Law by Area' ","'White' ",42945
2014 ,"'M1 - Law by Area' ","'Other' ",1585
2014 ,"'M1 - Law by Area' ","'Unknown' ",580
2014 ,"'M2 - Law by Topic' ","'Asian' ",915
2014 ,"'M2 - Law by Topic' ","'Black' ",475
2014 ,"'M2 - Law by Topic' ","'Mixed' ",175
2014 ,"'M2 - Law by Topic' ","'White' ",2940
2014 ,"'M2 - Law by Topic' ","'Other' ",80
2014 ,"'M2 - Law by Topic' ","'Unknown' ",20
2014 ,"'M9 - Others in Law' ","'Asian' ",790
2014 ,"'M9 - Others in Law' ","'Black' ",630
2014 ,"'M9 - Others in Law' ","'Mixed' ",380
2014 ,"'M9 - Others in Law' ","'White' ",9190
2014 ,"'M9 - Others in Law' ","'Other' ",95
2014 ,"'M9 - Others in Law' ","'Unknown' ",30
2014 ,"'MM - Combinations within Law' ","'Asian' ",235
2014 ,"'MM - Combinations within Law' ","'Black' ",130
2014 ,"'MM - Combinations within Law' ","'Mixed' ",75
2014 ,"'MM - Combinations within Law' ","'White' ",1560
2014 ,"'MM - Combinations within Law' ","'Other' ",20
2014 ,"'MM - Combinations within Law' ","'Unknown' ",10
2014 ,"'N1 - Business studies' ","'Asian' ",6750
2014 ,"'N1 - Business studies' ","'Black' ",4895
2014 ,"'N1 - Business studies' ","'Mixed' ",1820
2014 ,"'N1 - Business studies' ","'White' ",31885
2014 ,"'N1 - Business studies' ","'Other' ",1405
2014 ,"'N1 - Business studies' ","'Unknown' ",285
2014 ,"'N2 - Management studies' ","'Asian' ",6570
2014 ,"'N2 - Management studies' ","'Black' ",4175
2014 ,"'N2 - Management studies' ","'Mixed' ",1660
2014 ,"'N2 - Management studies' ","'White' ",31360
2014 ,"'N2 - Management studies' ","'Other' ",1000
2014 ,"'N2 - Management studies' ","'Unknown' ",225
2014 ,"'N3 - Finance' ","'Asian' ",1320
2014 ,"'N3 - Finance' ","'Black' ",590
2014 ,"'N3 - Finance' ","'Mixed' ",180
2014 ,"'N3 - Finance' ","'White' ",3060
2014 ,"'N3 - Finance' ","'Other' ",130
2014 ,"'N3 - Finance' ","'Unknown' ",40
2014 ,"'N4 - Accounting' ","'Asian' ",7035
2014 ,"'N4 - Accounting' ","'Black' ",2705
2014 ,"'N4 - Accounting' ","'Mixed' ",685
2014 ,"'N4 - Accounting' ","'White' ",12390
2014 ,"'N4 - Accounting' ","'Other' ",565
