"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_021_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'North East' ","'Firm choice' ",210
2013 ,"'Y Combined social sciences' ","'Yorkshire and The Humber' ","'Extra' ",5
2013 ,"'Y Combined social sciences' ","'Yorkshire and The Humber' ","'Adjustment' ",5
2013 ,"'Y Combined social sciences' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",25
2013 ,"'Y Combined social sciences' ","'Yorkshire and The Humber' ","'Direct Clearing' ",5
2013 ,"'Y Combined social sciences' ","'Yorkshire and The Humber' ","'RPA' ",10
2013 ,"'Y Combined social sciences' ","'North West' ","'Firm choice' ",370
2013 ,"'Y Combined social sciences' ","'North West' ","'Insurance choice' ",45
2013 ,"'Y Combined social sciences' ","'North West' ","'Other main scheme choice' ",10
2013 ,"'Y Combined social sciences' ","'North West' ","'Extra' ",10
2013 ,"'Y Combined social sciences' ","'North West' ","'Adjustment' ",5
2013 ,"'Y Combined social sciences' ","'North West' ","'Main scheme Clearing' ",70
2013 ,"'Y Combined social sciences' ","'North West' ","'Direct Clearing' ",10
2013 ,"'Y Combined social sciences' ","'North West' ","'RPA' ",40
2013 ,"'Y Combined social sciences' ","'East Midlands' ","'Firm choice' ",175
2013 ,"'Y Combined social sciences' ","'East Midlands' ","'Insurance choice' ",20
2013 ,"'Y Combined social sciences' ","'East Midlands' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'East Midlands' ","'Extra' ",5
2013 ,"'Y Combined social sciences' ","'East Midlands' ","'Main scheme Clearing' ",35
2013 ,"'Y Combined social sciences' ","'East Midlands' ","'Direct Clearing' ",5
2013 ,"'Y Combined social sciences' ","'East Midlands' ","'RPA' ",5
2013 ,"'Y Combined social sciences' ","'West Midlands' ","'Firm choice' ",330
2013 ,"'Y Combined social sciences' ","'West Midlands' ","'Insurance choice' ",35
2013 ,"'Y Combined social sciences' ","'West Midlands' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'West Midlands' ","'Extra' ",10
2013 ,"'Y Combined social sciences' ","'West Midlands' ","'Main scheme Clearing' ",80
2013 ,"'Y Combined social sciences' ","'West Midlands' ","'Direct Clearing' ",15
2013 ,"'Y Combined social sciences' ","'West Midlands' ","'RPA' ",5
2013 ,"'Y Combined social sciences' ","'East of England' ","'Firm choice' ",255
2013 ,"'Y Combined social sciences' ","'East of England' ","'Insurance choice' ",20
2013 ,"'Y Combined social sciences' ","'East of England' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'East of England' ","'Extra' ",5
2013 ,"'Y Combined social sciences' ","'East of England' ","'Adjustment' ",5
2013 ,"'Y Combined social sciences' ","'East of England' ","'Main scheme Clearing' ",40
2013 ,"'Y Combined social sciences' ","'East of England' ","'Direct Clearing' ",5
2013 ,"'Y Combined social sciences' ","'East of England' ","'RPA' ",5
2013 ,"'Y Combined social sciences' ","'London' ","'Firm choice' ",435
2013 ,"'Y Combined social sciences' ","'London' ","'Insurance choice' ",85
2013 ,"'Y Combined social sciences' ","'London' ","'Other main scheme choice' ",15
2013 ,"'Y Combined social sciences' ","'London' ","'Extra' ",10
2013 ,"'Y Combined social sciences' ","'London' ","'Adjustment' ",5
2013 ,"'Y Combined social sciences' ","'London' ","'Main scheme Clearing' ",170
2013 ,"'Y Combined social sciences' ","'London' ","'Direct Clearing' ",20
2013 ,"'Y Combined social sciences' ","'London' ","'RPA' ",20
2013 ,"'Y Combined social sciences' ","'South East' ","'Firm choice' ",375
2013 ,"'Y Combined social sciences' ","'South East' ","'Insurance choice' ",50
2013 ,"'Y Combined social sciences' ","'South East' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'South East' ","'Extra' ",5
2013 ,"'Y Combined social sciences' ","'South East' ","'Adjustment' ",5
2013 ,"'Y Combined social sciences' ","'South East' ","'Main scheme Clearing' ",60
2013 ,"'Y Combined social sciences' ","'South East' ","'Direct Clearing' ",10
2013 ,"'Y Combined social sciences' ","'South East' ","'RPA' ",5
2013 ,"'Y Combined social sciences' ","'South West' ","'Firm choice' ",180
2013 ,"'Y Combined social sciences' ","'South West' ","'Insurance choice' ",15
2013 ,"'Y Combined social sciences' ","'South West' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'South West' ","'Extra' ",5
2013 ,"'Y Combined social sciences' ","'South West' ","'Main scheme Clearing' ",20
2013 ,"'Y Combined social sciences' ","'South West' ","'Direct Clearing' ",5
2013 ,"'Y Combined social sciences' ","'Wales' ","'Firm choice' ",190
2013 ,"'Y Combined social sciences' ","'Wales' ","'Insurance choice' ",5
2013 ,"'Y Combined social sciences' ","'Wales' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'Wales' ","'Extra' ",5
2013 ,"'Y Combined social sciences' ","'Wales' ","'Main scheme Clearing' ",10
2013 ,"'Y Combined social sciences' ","'Wales' ","'Direct Clearing' ",5
2013 ,"'Y Combined social sciences' ","'Wales' ","'RPA' ",10
2013 ,"'Y Combined social sciences' ","'Scotland' ","'Firm choice' ",225
2013 ,"'Y Combined social sciences' ","'Scotland' ","'Insurance choice' ",15
2013 ,"'Y Combined social sciences' ","'Scotland' ","'Other main scheme choice' ",5
2013 ,"'Y Combined social sciences' ","'Scotland' ","'Extra' ",10
2013 ,"'Y Combined social sciences' ","'Scotland' ","'Main scheme Clearing' ",40
2013 ,"'Y Combined social sciences' ","'Scotland' ","'RPA' ",10
2013 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Firm choice' ",90
2013 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Insurance choice' ",5
2013 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'Firm choice' ",635
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'Insurance choice' ",50
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'Other main scheme choice' ",35
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'Extra' ",20
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'Adjustment' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'Main scheme Clearing' ",55
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'Direct Clearing' ",35
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North East' ","'RPA' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'Firm choice' ",1165
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'Insurance choice' ",65
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'Extra' ",25
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'Adjustment' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",135
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'Direct Clearing' ",60
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Yorkshire and The Humber' ","'RPA' ",25
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North West' ","'Firm choice' ",1715
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North West' ","'Insurance choice' ",105
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North West' ","'Other main scheme choice' ",55
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North West' ","'Extra' ",45
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North West' ","'Main scheme Clearing' ",150
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North West' ","'Direct Clearing' ",75
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'North West' ","'RPA' ",80
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East Midlands' ","'Firm choice' ",850
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East Midlands' ","'Insurance choice' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East Midlands' ","'Other main scheme choice' ",20
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East Midlands' ","'Extra' ",10
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East Midlands' ","'Main scheme Clearing' ",75
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East Midlands' ","'Direct Clearing' ",35
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East Midlands' ","'RPA' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'West Midlands' ","'Firm choice' ",1050
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'West Midlands' ","'Insurance choice' ",65
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'West Midlands' ","'Other main scheme choice' ",55
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'West Midlands' ","'Extra' ",35
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'West Midlands' ","'Main scheme Clearing' ",100
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'West Midlands' ","'Direct Clearing' ",45
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'West Midlands' ","'RPA' ",65
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'Firm choice' ",980
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'Insurance choice' ",75
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'Other main scheme choice' ",30
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'Extra' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'Adjustment' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'Main scheme Clearing' ",105
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'Direct Clearing' ",45
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'East of England' ","'RPA' ",55
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'Firm choice' ",1340
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'Insurance choice' ",140
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'Other main scheme choice' ",65
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'Extra' ",45
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'Adjustment' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'Main scheme Clearing' ",245
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'Direct Clearing' ",115
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'London' ","'RPA' ",70
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'Firm choice' ",1640
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'Insurance choice' ",85
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'Other main scheme choice' ",45
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'Extra' ",30
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'Adjustment' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'Main scheme Clearing' ",120
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'Direct Clearing' ",55
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South East' ","'RPA' ",30
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South West' ","'Firm choice' ",890
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South West' ","'Insurance choice' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South West' ","'Other main scheme choice' ",20
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South West' ","'Extra' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South West' ","'Main scheme Clearing' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South West' ","'Direct Clearing' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'South West' ","'RPA' ",25
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Firm choice' ",515
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Insurance choice' ",30
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Other main scheme choice' ",25
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Extra' ",10
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Adjustment' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Main scheme Clearing' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Direct Clearing' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'RPA' ",55
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Firm choice' ",1030
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Insurance choice' ",55
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Other main scheme choice' ",10
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Extra' ",15
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Main scheme Clearing' ",40
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Direct Clearing' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'RPA' ",30
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Firm choice' ",270
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Insurance choice' ",25
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Extra' ",5
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Direct Clearing' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'North East' ","'Firm choice' ",195
2013 ,"'Y Social Sciences combined with Arts' ","'North East' ","'Insurance choice' ",15
2013 ,"'Y Social Sciences combined with Arts' ","'North East' ","'Other main scheme choice' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'North East' ","'Extra' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'North East' ","'Main scheme Clearing' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'North East' ","'Direct Clearing' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'North East' ","'RPA' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Yorkshire and The Humber' ","'Firm choice' ",470
2013 ,"'Y Social Sciences combined with Arts' ","'Yorkshire and The Humber' ","'Insurance choice' ",35
2013 ,"'Y Social Sciences combined with Arts' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",25
2013 ,"'Y Social Sciences combined with Arts' ","'Yorkshire and The Humber' ","'Extra' ",10
2013 ,"'Y Social Sciences combined with Arts' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",45
2013 ,"'Y Social Sciences combined with Arts' ","'Yorkshire and The Humber' ","'Direct Clearing' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'Yorkshire and The Humber' ","'RPA' ",15
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'Firm choice' ",815
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'Insurance choice' ",65
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'Other main scheme choice' ",25
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'Extra' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'Adjustment' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'Main scheme Clearing' ",100
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'Direct Clearing' ",30
2013 ,"'Y Social Sciences combined with Arts' ","'North West' ","'RPA' ",95
2013 ,"'Y Social Sciences combined with Arts' ","'East Midlands' ","'Firm choice' ",395
2013 ,"'Y Social Sciences combined with Arts' ","'East Midlands' ","'Insurance choice' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'East Midlands' ","'Other main scheme choice' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'East Midlands' ","'Extra' ",15
2013 ,"'Y Social Sciences combined with Arts' ","'East Midlands' ","'Main scheme Clearing' ",30
2013 ,"'Y Social Sciences combined with Arts' ","'East Midlands' ","'Direct Clearing' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'East Midlands' ","'RPA' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'Firm choice' ",685
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'Insurance choice' ",50
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'Other main scheme choice' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'Extra' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'Adjustment' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'Main scheme Clearing' ",60
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'Direct Clearing' ",25
2013 ,"'Y Social Sciences combined with Arts' ","'West Midlands' ","'RPA' ",40
2013 ,"'Y Social Sciences combined with Arts' ","'East of England' ","'Firm choice' ",670
2013 ,"'Y Social Sciences combined with Arts' ","'East of England' ","'Insurance choice' ",40
2013 ,"'Y Social Sciences combined with Arts' ","'East of England' ","'Other main scheme choice' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'East of England' ","'Extra' ",10
2013 ,"'Y Social Sciences combined with Arts' ","'East of England' ","'Main scheme Clearing' ",55
2013 ,"'Y Social Sciences combined with Arts' ","'East of England' ","'Direct Clearing' ",25
2013 ,"'Y Social Sciences combined with Arts' ","'East of England' ","'RPA' ",40
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'Firm choice' ",1065
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'Insurance choice' ",110
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'Other main scheme choice' ",60
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'Extra' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'Adjustment' ",10
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'Main scheme Clearing' ",195
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'Direct Clearing' ",60
2013 ,"'Y Social Sciences combined with Arts' ","'London' ","'RPA' ",70
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'Firm choice' ",1050
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'Insurance choice' ",105
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'Other main scheme choice' ",35
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'Extra' ",15
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'Adjustment' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'Main scheme Clearing' ",125
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'Direct Clearing' ",40
2013 ,"'Y Social Sciences combined with Arts' ","'South East' ","'RPA' ",15
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'Firm choice' ",555
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'Insurance choice' ",45
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'Other main scheme choice' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'Extra' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'Adjustment' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'Main scheme Clearing' ",40
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'Direct Clearing' ",10
2013 ,"'Y Social Sciences combined with Arts' ","'South West' ","'RPA' ",30
2013 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Firm choice' ",275
2013 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Insurance choice' ",15
2013 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Other main scheme choice' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Main scheme Clearing' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Direct Clearing' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'RPA' ",10
2013 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Firm choice' ",555
2013 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Insurance choice' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Extra' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Main scheme Clearing' ",10
2013 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Direct Clearing' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'RPA' ",110
2013 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Firm choice' ",260
2013 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Insurance choice' ",25
2013 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Other main scheme choice' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Extra' ",5
2013 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2013 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Direct Clearing' ",5
2013 ,"'Z General, other combined and unknown' ","'North East' ","'Firm choice' ",135
2013 ,"'Z General, other combined and unknown' ","'North East' ","'Insurance choice' ",10
2013 ,"'Z General, other combined and unknown' ","'North East' ","'Main scheme Clearing' ",15
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'Firm choice' ",340
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'Insurance choice' ",25
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",20
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'Extra' ",10
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'Adjustment' ",5
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",80
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'Direct Clearing' ",15
2013 ,"'Z General, other combined and unknown' ","'Yorkshire and The Humber' ","'RPA' ",10
2013 ,"'Z General, other combined and unknown' ","'North West' ","'Firm choice' ",405
2013 ,"'Z General, other combined and unknown' ","'North West' ","'Insurance choice' ",40
2013 ,"'Z General, other combined and unknown' ","'North West' ","'Other main scheme choice' ",20
2013 ,"'Z General, other combined and unknown' ","'North West' ","'Extra' ",5
2013 ,"'Z General, other combined and unknown' ","'North West' ","'Main scheme Clearing' ",90
2013 ,"'Z General, other combined and unknown' ","'North West' ","'Direct Clearing' ",25
2013 ,"'Z General, other combined and unknown' ","'North West' ","'RPA' ",40
2013 ,"'Z General, other combined and unknown' ","'East Midlands' ","'Firm choice' ",270
2013 ,"'Z General, other combined and unknown' ","'East Midlands' ","'Insurance choice' ",20
2013 ,"'Z General, other combined and unknown' ","'East Midlands' ","'Other main scheme choice' ",5
2013 ,"'Z General, other combined and unknown' ","'East Midlands' ","'Extra' ",10
2013 ,"'Z General, other combined and unknown' ","'East Midlands' ","'Main scheme Clearing' ",20
2013 ,"'Z General, other combined and unknown' ","'East Midlands' ","'Direct Clearing' ",5
2013 ,"'Z General, other combined and unknown' ","'West Midlands' ","'Firm choice' ",280
2013 ,"'Z General, other combined and unknown' ","'West Midlands' ","'Insurance choice' ",25
2013 ,"'Z General, other combined and unknown' ","'West Midlands' ","'Other main scheme choice' ",5
2013 ,"'Z General, other combined and unknown' ","'West Midlands' ","'Extra' ",10
2013 ,"'Z General, other combined and unknown' ","'West Midlands' ","'Main scheme Clearing' ",45
2013 ,"'Z General, other combined and unknown' ","'West Midlands' ","'Direct Clearing' ",30
2013 ,"'Z General, other combined and unknown' ","'West Midlands' ","'RPA' ",5
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'Firm choice' ",415
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'Insurance choice' ",15
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'Other main scheme choice' ",5
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'Extra' ",10
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'Adjustment' ",5
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'Main scheme Clearing' ",45
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'Direct Clearing' ",10
2013 ,"'Z General, other combined and unknown' ","'East of England' ","'RPA' ",20
2013 ,"'Z General, other combined and unknown' ","'London' ","'Firm choice' ",635
2013 ,"'Z General, other combined and unknown' ","'London' ","'Insurance choice' ",60
2013 ,"'Z General, other combined and unknown' ","'London' ","'Other main scheme choice' ",20
2013 ,"'Z General, other combined and unknown' ","'London' ","'Extra' ",15
2013 ,"'Z General, other combined and unknown' ","'London' ","'Adjustment' ",5
2013 ,"'Z General, other combined and unknown' ","'London' ","'Main scheme Clearing' ",160
2013 ,"'Z General, other combined and unknown' ","'London' ","'Direct Clearing' ",70
2013 ,"'Z General, other combined and unknown' ","'London' ","'RPA' ",55
2013 ,"'Z General, other combined and unknown' ","'South East' ","'Firm choice' ",670
2013 ,"'Z General, other combined and unknown' ","'South East' ","'Insurance choice' ",30
2013 ,"'Z General, other combined and unknown' ","'South East' ","'Other main scheme choice' ",10
2013 ,"'Z General, other combined and unknown' ","'South East' ","'Extra' ",10
2013 ,"'Z General, other combined and unknown' ","'South East' ","'Adjustment' ",5
2013 ,"'Z General, other combined and unknown' ","'South East' ","'Main scheme Clearing' ",55
2013 ,"'Z General, other combined and unknown' ","'South East' ","'Direct Clearing' ",20
2013 ,"'Z General, other combined and unknown' ","'South East' ","'RPA' ",15
2013 ,"'Z General, other combined and unknown' ","'South West' ","'Firm choice' ",375
2013 ,"'Z General, other combined and unknown' ","'South West' ","'Insurance choice' ",30
2013 ,"'Z General, other combined and unknown' ","'South West' ","'Other main scheme choice' ",5
2013 ,"'Z General, other combined and unknown' ","'South West' ","'Extra' ",10
2013 ,"'Z General, other combined and unknown' ","'South West' ","'Adjustment' ",5
2013 ,"'Z General, other combined and unknown' ","'South West' ","'Main scheme Clearing' ",40
2013 ,"'Z General, other combined and unknown' ","'South West' ","'Direct Clearing' ",10
2013 ,"'Z General, other combined and unknown' ","'South West' ","'RPA' ",5
2013 ,"'Z General, other combined and unknown' ","'Wales' ","'Firm choice' ",185
2013 ,"'Z General, other combined and unknown' ","'Wales' ","'Insurance choice' ",15
2013 ,"'Z General, other combined and unknown' ","'Wales' ","'Other main scheme choice' ",15
2013 ,"'Z General, other combined and unknown' ","'Wales' ","'Extra' ",5
2013 ,"'Z General, other combined and unknown' ","'Wales' ","'Main scheme Clearing' ",35
2013 ,"'Z General, other combined and unknown' ","'Wales' ","'Direct Clearing' ",10
2013 ,"'Z General, other combined and unknown' ","'Wales' ","'RPA' ",40
2013 ,"'Z General, other combined and unknown' ","'Scotland' ","'Firm choice' ",305
2013 ,"'Z General, other combined and unknown' ","'Scotland' ","'Insurance choice' ",15
